m/z,I,S/N,Res.
139.173978,864968,3.1,1079847
139.540292,846852,3,1241663
139.846226,984484,3.7,1825209
139.852224,847453,3,1014721
139.871792,864334,3.1,1828711
140.585768,920166,3.4,412008
140.80886,889878,3.2,1367268
141.290392,878984,3.2,1065194
141.816328,866678,3.1,1389058
142.304162,893538,3.2,1073864
142.395857,935154,3.4,1230082
142.482868,862215,3.1,1219045
144.174139,987096,3.7,1462722
144.831222,901261,3.3,941796
145.425278,848831,3,1394392
145.497878,855821,3,1150800
147.232261,929963,3.4,1065983
148.104975,863811,3.1,1005766
148.78585,872422,3.1,1088889
149.347888,856013,3,533558
151.548288,850472,3,972789
151.89764,850127,3,864830
153.587393,850600,3,1163538
154.059756,900030,3.3,908670
154.270668,861433,3.1,1147665
154.824338,878067,3.2,1192970
156.457776,870434,3.1,1388392
156.892072,923345,3.4,1224867
156.954719,892065,3.2,1300376
158.318062,866181,3.1,871444
158.402731,848373,3,561077
158.435782,996749,3.7,1126865
158.846264,881668,3.2,1013820
159.471227,898843,3.3,914598
161.112201,870706,3.1,1264595
162.528572,940026,3.5,979149
163.304873,901379,3.3,1115738
163.452711,849555,3,1130045
163.796522,879123,3.2,1249969
163.830741,857491,3.1,1018340
163.8808,921164,3.4,943376
164.020989,885820,3.2,1039000
164.310476,921092,3.4,1125364
164.658969,947109,3.5,819006
166.727836,854628,3,788003
167.759723,909065,3.3,999850
167.996711,853107,3,911226
168.948419,940344,3.5,992076
169.429852,896868,3.2,822431
170.301074,857731,3.1,1146460
170.765329,978103,3.6,1078972
171.900371,860930,3.1,1126968
172.685782,1253259,5,417372
172.734941,846939,3,1165733
174.107349,893964,3.2,906027
174.371886,3456416,15.6,1053943
174.664529,855524,3,857952
175.430214,861728,3.1,859830
175.791631,921541,3.4,691535
177.241414,850766,3,1170466
177.667976,849494,3,1128204
178.184633,879487,3.2,1021860
179.989015,860676,3.1,1088670
181.599297,848121,3,1010177
182.398076,966300,3.6,995779
184.002207,907557,3.3,966350
186.176821,888194,3.2,895027
186.485666,898251,3.2,1028429
187.210894,857825,3,825556
189.375734,892357,3.2,850536
189.448743,896520,3.2,1088024
190.206558,944577,3.5,433084
190.621495,868527,3.1,912466
191.225886,879364,3.1,1011492
191.332841,991928,3.7,725333
192.883353,970976,3.6,859920
193.181912,959467,3.5,1032589
193.475997,858582,3,1146497
195.512841,896132,3.2,857372
196.555032,894669,3.2,770607
197.205605,860344,3.1,629276
201.392589,860540,3,777327
204.084753,931736,3.4,852749
204.225933,991487,3.7,729801
207.983123,884438,3.2,918821
208.272334,900772,3.2,750338
210.630166,949085,3.5,962542
224.066984,863184,3,766825
224.971703,878374,3.1,686578
228.841094,855408,3,695435
228.971987,855544,3,636989
230.362458,1016270,3.8,759969
233.65017,870490,3.1,845221
233.692438,877021,3.1,532159
233.773171,950114,3.5,732400
238.781272,859870,3,692465
240.561025,913104,3.3,752587
241.531303,898189,3.2,606344
243.983877,913578,3.3,734683
245.022867,910572,3.2,639211
246.250316,935739,3.4,854443
247.281574,881725,3.1,561824
248.084731,886384,3.1,726448
248.239902,961274,3.5,763788
251.190833,865209,3,748772
253.944417,869868,3,588439
256.369631,938636,3.3,631843
263.265884,880162,3.1,557394
264.623356,913922,3.2,699523
265.334927,886516,3.1,693177
267.230074,996861,3.6,561278
268.484576,895321,3.1,586123
268.663428,892518,3.1,595680
275.386272,887180,3.1,419564
276.18645,6059373,27.1,663832
276.898787,957607,3.4,630239
278.738964,984383,3.5,797661
279.221878,901480,3.1,457718
279.483284,920190,3.2,514984
