m/z,I,S/N,Res.
138.485569,1040626,3.9,1589540
139.171653,886287,3.2,1684466
139.172629,880367,3.2,1027418
139.184339,1020139,3.8,1228283
139.229343,997131,3.7,1298021
139.859032,1038254,3.9,1923040
139.884542,959280,3.5,1212121
140.789969,1228988,4.8,1186288
140.792793,895088,3.2,1404267
140.840679,866539,3.1,1317757
140.846233,857018,3,1463194
142.899404,852761,3,1259867
144.053931,877092,3.1,960934
144.258325,867612,3.1,1101233
144.468048,890772,3.2,944182
145.139149,1024975,3.8,1760351
145.34034,892245,3.2,1336710
145.645431,922493,3.4,1235555
145.686847,861059,3.1,1093658
145.964182,869594,3.1,830761
146.125074,1006237,3.8,1395705
146.425058,1452716,5.9,1203209
146.761557,879947,3.2,1319664
147.040363,872272,3.1,1136355
147.750124,866925,3.1,1041702
148.018805,853338,3,1380216
148.085811,900088,3.2,1265699
148.599715,872582,3.1,1121762
149.684686,943680,3.5,1629222
150.870378,893128,3.2,699389
150.895145,867631,3.1,1153453
150.922589,850496,3,1035105
151.028557,1177170,4.6,1130932
151.052782,905242,3.3,1800358
151.98481,917974,3.3,917758
153.337933,884701,3.2,949145
153.42782,1266317,5,903005
154.213559,881218,3.2,1399256
154.450762,1196541,4.7,1123685
154.782685,884252,3.2,1285207
155.712953,1053673,4,1311305
156.21231,942791,3.5,1178265
156.438549,871335,3.1,1066138
158.544231,895122,3.2,999597
158.684884,849322,3,1098204
159.572688,906228,3.3,828284
159.601549,854032,3,1140879
160.64647,870583,3.1,1022484
161.602402,876615,3.1,1117557
163.534184,889528,3.2,1039839
166.202767,887527,3.2,999097
167.550107,909388,3.3,968758
167.919892,924822,3.4,969163
167.958103,855991,3,994663
168.654944,850451,3,1031718
171.15422,950278,3.5,1010890
171.556305,917986,3.3,725329
172.017915,945598,3.5,509460
172.685791,3450757,15.5,988978
173.596222,849952,3,1026093
174.53617,855540,3,626478
174.781474,955279,3.5,1064353
174.866577,921841,3.4,795832
175.539731,902010,3.3,983308
177.885312,886193,3.2,793472
179.386728,849614,3,1004982
182.690559,849591,3,646409
183.472258,860090,3.1,864675
