m/z,I,S/N,Res.
138.155942,883219,3.2,1204166
139.156757,855187,3,1203294
139.159173,941932,3.5,1881963
139.965291,987765,3.7,1329389
140.276847,868907,3.1,1172298
140.445177,862009,3.1,1038236
140.811383,862988,3.1,1252581
141.414347,948461,3.5,1371900
143.0677,867860,3.1,1056425
143.49888,847720,3,1116091
143.685654,875827,3.1,1339149
145.109377,870689,3.1,1202330
145.668752,1117749,4.3,894196
148.092079,868587,3.1,1508861
148.218409,1116626,4.3,1145423
150.266393,887891,3.2,892347
151.457253,1001428,3.7,1231022
152.190632,871296,3.1,1100190
152.82579,852864,3,1098172
153.800198,882451,3.2,1246534
154.330587,896181,3.2,509396
154.805853,853364,3,942959
156.358249,941827,3.5,1079757
156.832062,857586,3,865754
159.782605,877841,3.1,690677
160.452522,892096,3.2,1216709
160.591738,995200,3.7,1304799
161.98353,859728,3.1,664101
162.203681,864848,3.1,988135
163.008722,994849,3.7,1085154
163.996751,873714,3.1,1074324
164.238443,965731,3.6,1192482
166.726005,953086,3.5,979035
166.731245,879102,3.2,936650
167.13659,900048,3.3,1260092
167.233398,862625,3.1,1215009
168.133807,888535,3.2,1113828
168.158769,907112,3.3,1069620
168.657318,854380,3,955931
168.799612,862637,3.1,1192042
172.685847,3149821,14.1,984814
172.798926,932959,3.4,1260106
174.371918,5500186,25.4,1046339
175.44784,915623,3.3,735475
184.001157,959459,3.5,725838
184.002243,875555,3.1,1000746
187.842466,851943,3,906871
188.263286,955913,3.5,976343
188.862173,894466,3.2,911023
189.448849,1274619,5,1002352
190.206636,972156,3.6,706975
190.512386,875882,3.1,904419
192.022694,858223,3,825875
192.303529,890060,3.2,782567
192.50008,881542,3.1,825408
193.070449,852417,3,965475
194.226199,1411097,5.7,1043998
196.5466,883599,3.2,714195
196.842132,869150,3.1,904019
197.383803,853883,3,1104242
199.340293,892708,3.2,660962
200.582947,857097,3,842056
201.088067,950214,3.5,701874
201.857382,878769,3.1,1103137
205.445557,1025252,3.8,705086
206.654444,929933,3.4,1032711
206.765441,953043,3.5,629742
209.737499,884651,3.1,737993
212.512312,854204,3,789316
212.621558,918787,3.3,841447
214.715514,888906,3.2,849677
214.833284,957202,3.5,669857
216.824864,861332,3,884990
219.494707,897157,3.2,663760
219.654398,962704,3.5,803199
219.986011,878566,3.1,948443
221.367505,861506,3,809943
222.143933,880086,3.1,670438
223.409295,867946,3.1,540745
229.021008,899266,3.2,811063
229.075661,918821,3.3,629313
231.26914,917431,3.3,518217
231.938963,876163,3.1,724220
235.650653,917238,3.3,662848
237.63096,904181,3.2,820445
240.688599,886453,3.1,853128
242.277361,865623,3,819227
244.3083,948114,3.4,741804
246.360175,938698,3.4,729455
249.872965,918995,3.3,911748
259.128209,884881,3.1,361592
260.057351,899844,3.1,352917
262.81075,892380,3.1,445614
263.049317,890985,3.1,470218
263.171399,901744,3.1,666946
264.167946,877095,3,589107
265.906212,917449,3.2,708485
270.278885,893574,3.1,579917
276.001017,4446375,19.5,650546
276.186453,4929203,21.8,667229
276.424667,894146,3.1,644261
278.41209,880325,3,714651
283.679135,943544,3.3,495821
285.153662,916135,3.1,568218
286.927519,906161,3.1,596171
288.987723,1731159,6.9,715074
290.295741,922117,3.2,462363
291.087719,933001,3.2,734186
291.953592,936405,3.2,614044
293.103397,1477564,5.7,721745
293.176246,3163074,13.4,614780
