m/z,I,S/N,Res.
138.186262,927262,3.4,1233157
138.386634,880297,3.2,1124596
138.940654,895839,3.2,1203792
139.146689,1050100,4,1537032
139.171777,886806,3.2,1302824
139.567321,943897,3.5,1177171
139.846341,884172,3.2,1328362
139.858998,915070,3.3,1807686
140.071915,884558,3.2,913449
140.585739,846850,3,2120224
141.284549,892360,3.2,995815
142.77149,914873,3.3,1259197
142.77383,940474,3.5,1389339
142.908667,868659,3.1,1208176
142.923488,906175,3.3,1232683
145.005733,855600,3,1059913
145.859114,932608,3.4,1150387
147.451394,869280,3.1,985606
148.152519,911149,3.3,1324352
150.293945,858395,3.1,1172280
150.326595,880653,3.2,1469319
150.354222,870546,3.1,1221003
150.470947,928632,3.4,1287154
150.80752,853634,3,1093186
151.012463,867925,3.1,1259402
151.391113,850195,3,1457313
152.276875,852575,3,1149977
153.427796,2448578,10.7,1184644
153.439267,1066394,4.1,1236212
154.366407,925726,3.4,1176816
154.861118,846960,3,1253768
157.181515,889251,3.2,883285
157.922767,855481,3,985307
160.591736,922693,3.4,1277294
161.492741,858556,3.1,1307084
161.848274,963624,3.6,801049
162.276227,917500,3.3,669203
162.385249,960772,3.6,1080392
162.852027,853589,3,850427
163.793922,891702,3.2,997593
164.801484,883936,3.2,1104659
165.244842,897954,3.2,1147013
165.884797,860252,3.1,774636
166.809163,862584,3.1,1198738
168.335817,952162,3.5,1086732
169.298458,978409,3.6,975513
170.851541,848496,3,909275
171.478258,877215,3.1,446001
171.855877,923323,3.4,569378
171.985631,883797,3.2,1210694
172.685615,1491502,6.1,1257606
172.685809,2351406,10.3,1235945
172.91023,856497,3,1123209
174.37188,14462535,68.7,1019448
174.715621,864157,3.1,1007298
175.724418,848558,3,1026613
176.557598,879518,3.2,1043706
176.61499,893967,3.2,872385
179.293083,869610,3.1,1158099
180.516334,1449672,5.9,1188855
181.855743,939964,3.4,872564
183.464764,855067,3,1111597
183.955595,880826,3.2,880736
184.000943,995211,3.7,444768
184.003148,911019,3.3,866361
184.254022,896083,3.2,938821
189.59199,849004,3,842484
