m/z,Magnitude,S/N,Res.
139.762195,845722,3,1130930
140.433963,875590,3.1,1312987
140.710879,1053328,4,1499427
141.196669,913054,3.3,1212519
142.364683,939819,3.5,1199805
142.980704,1065973,4.1,1448446
143.015438,886107,3.2,1430856
143.617753,863388,3.1,1162983
144.137446,932167,3.4,1188232
144.277935,846882,3,1098592
145.639193,906611,3.3,1201693
145.643166,907200,3.3,1376258
145.997789,894169,3.2,1402216
146.419301,1792125,7.6,1186500
146.421913,1688645,7.1,571692
147.083383,850613,3,785724
147.087618,923582,3.4,1204267
147.228602,859623,3.1,1190676
148.654464,886706,3.2,1103531
148.656158,886496,3.2,1173994
148.713749,862978,3.1,1083526
149.939837,903361,3.3,684380
150.094808,857278,3.1,926137
150.370224,853650,3,1225257
150.5086,863429,3.1,947364
151.02553,861808,3.1,509276
151.828075,847118,3,663820
152.08775,989820,3.7,1182734
152.686726,876263,3.2,1038529
153.128137,906150,3.3,1292295
153.427809,2445245,10.7,1217268
153.439287,943393,3.5,1117502
154.010245,849994,3,575779
154.214461,888164,3.2,1164049
154.597884,846263,3,390446
157.08699,860147,3.1,1342093
158.086339,859456,3.1,1263656
159.523712,1633908,6.8,1083216
162.707506,879859,3.2,1007385
163.447527,880804,3.2,1023117
164.435287,858558,3.1,946942
165.88256,936604,3.4,1045553
165.928937,851172,3,992431
166.090743,914677,3.3,970018
166.101964,935357,3.4,1267060
167.737083,879344,3.2,917999
167.937716,916313,3.3,1190922
168.14784,846683,3,1106725
169.367513,1065142,4.1,919406
170.158302,1075247,4.1,964876
171.954509,940215,3.5,1111749
172.686015,2140818,9.3,1046204
174.057734,847787,3,825712
174.371882,9805873,46.3,1020267
175.929857,951826,3.5,1047887
175.963516,932722,3.4,1135332
176.2904,884842,3.2,987250
176.510496,899823,3.3,1032608
177.034503,903756,3.3,923717
178.489485,849490,3,1113498
180.516354,1107150,4.3,948171
180.940541,930651,3.4,852695
181.326364,850087,3,1235569
182.030128,925759,3.4,738836
182.877534,865852,3.1,824531
182.91875,872190,3.1,996942
184.99886,872490,3.1,998139
187.50207,855600,3,928674
187.568234,874643,3.1,737935
189.448938,1200869,4.7,985917
189.747465,910931,3.3,1078405
190.692112,849374,3,831653
193.148201,872422,3.1,687309
194.226215,2524556,11.1,1012025
194.80376,877546,3.1,980393
195.863256,858242,3,866850
196.268472,998472,3.7,584903
199.985597,877415,3.1,865342
201.451239,889276,3.2,724969
202.171666,860519,3.1,713181
202.390287,2780372,12.3,998792
209.099191,899160,3.2,853475
210.638014,857021,3,739861
212.488039,1037751,3.9,640903
215.006229,883233,3.1,782619
215.036775,888387,3.2,842352
217.203074,916311,3.3,753892
217.815309,861633,3,1037467
218.832199,890759,3.2,848506
219.628852,1241406,4.9,838544
219.635104,1643966,6.8,829487
220.166457,858531,3,1028530
220.627368,1482499,6,744864
220.633757,1071364,4,856195
221.1924,917994,3.3,733114
223.422873,879366,3.1,614299
223.503482,919691,3.3,837432
223.77893,872734,3.1,694912
224.729416,884385,3.1,825303
225.503346,892823,3.2,789975
226.323095,938480,3.4,621992
226.631238,881509,3.1,331447
227.227791,876431,3.1,552695
227.694715,858671,3,677086
228.215052,923411,3.3,750593
228.535789,895017,3.2,1124893
229.49271,899180,3.2,798447
230.632117,859963,3,746844
231.634458,859008,3,939749
233.873721,942681,3.4,715069
234.219964,908464,3.2,701603
235.742223,979543,3.6,752586
239.525396,967058,3.5,878934
249.992232,867095,3,318682
250.48724,869428,3,719790
250.952355,881743,3.1,821945
252.432897,911652,3.2,806859
253.556093,889700,3.1,670622
254.345574,884368,3.1,815186
255.453202,906958,3.2,613908
256.37793,872514,3,687168
256.5016,913672,3.2,619090
257.762384,877838,3.1,713982
258.26053,908906,3.2,848956
258.975016,870225,3,585201
259.53035,873199,3,664311
260.103567,887823,3.1,720636
264.369216,942903,3.4,793749
265.445827,924530,3.3,621705
270.216977,975415,3.5,515844
270.838791,908697,3.2,538531
