m/z,I,S/N,Res.
138.331454,856332,3,1377418
139.047259,856117,3,1356575
139.401491,882557,3.2,1152543
139.404877,875757,3.1,1137860
141.321656,891101,3.2,1399962
141.402864,853888,3,1429005
141.888822,856738,3,677695
142.980905,878500,3.1,1413454
144.174157,853122,3,1502557
145.200119,876363,3.1,1126610
145.293075,856830,3,1398634
145.320149,856837,3,1096652
145.475594,915745,3.3,1266402
146.115881,862984,3.1,1147644
146.292001,991989,3.7,1070855
146.292757,847577,3,1185793
146.328827,871752,3.1,1093594
150.253159,912826,3.3,1137127
152.296641,868644,3.1,1392438
152.873374,856978,3,805120
153.105972,890107,3.2,1328496
153.336958,917541,3.3,1266784
153.47422,865764,3.1,1300093
154.189344,858804,3.1,586236
154.880922,902100,3.3,1451494
156.171526,934253,3.4,887454
156.816769,860386,3.1,1592873
156.823248,868698,3.1,880465
156.892384,910690,3.3,1117505
157.412885,983083,3.7,758853
158.139682,849733,3,1094530
158.893828,909914,3.3,1120119
159.947815,981472,3.6,1088721
160.59172,1496639,6.1,1222418
162.488406,875622,3.1,1128090
162.772559,862467,3.1,911152
162.793043,908151,3.3,1133725
163.010226,892303,3.2,1086086
164.043479,852649,3,1089078
164.174825,862714,3.1,820866
164.303892,1028458,3.9,1035568
165.099217,913325,3.3,1045504
167.001192,871673,3.1,1084197
169.33699,913047,3.3,1050406
170.984602,943341,3.5,996070
171.666637,863288,3.1,1048917
172.638882,861673,3.1,1035140
172.685705,1070458,4.1,655305
172.798918,1084940,4.1,1202356
173.613524,889149,3.2,1291313
173.831123,868161,3.1,838141
174.371904,12265773,58,1026330
174.986451,866539,3.1,986082
175.792374,943247,3.5,1099589
178.024042,870238,3.1,442534
178.374819,850649,3,891953
178.707348,851852,3,772298
179.688072,863588,3.1,1094078
180.179549,860773,3.1,612624
180.5164,935681,3.4,1252016
181.140408,892984,3.2,881015
183.435426,932385,3.4,858312
187.014584,1553072,6.4,1009335
188.182112,869065,3.1,959002
188.820732,885401,3.2,685919
189.448765,1975720,8.4,843135
189.555071,853374,3,714025
190.151292,855213,3,920042
190.697395,859562,3,804151
193.965445,923614,3.3,911742
195.25244,939434,3.4,899301
195.495147,909560,3.3,1005333
195.624891,869696,3.1,842387
197.027415,992789,3.7,890039
197.277979,982628,3.6,927739
197.315581,860902,3,546314
199.181652,937051,3.4,753985
200.770733,889633,3.2,843891
201.229182,867071,3.1,935532
201.87954,866250,3.1,688834
203.168832,968608,3.6,892866
203.201984,907874,3.3,810285
203.571655,862939,3,779374
203.821284,855340,3,940725
204.421559,934005,3.4,761397
204.829347,853265,3,1004739
206.347024,1005049,3.7,834759
206.43161,886975,3.2,797400
208.268267,903648,3.2,874525
208.729664,924001,3.3,932115
210.030273,866078,3.1,854632
210.047853,854175,3,530776
211.016563,867013,3.1,776767
211.877224,884291,3.1,997767
212.338745,864356,3,844795
212.483489,932015,3.4,471310
214.941405,892706,3.2,839656
215.207111,1012469,3.8,622458
217.707813,863725,3,943421
219.754036,858308,3,836238
221.436468,914624,3.3,788934
225.884163,867206,3,730091
228.935193,861921,3,775749
231.31287,860233,3,777830
231.604437,866846,3,663325
234.690604,877426,3.1,854279
234.996893,865990,3,622443
236.595269,917169,3.3,797633
236.63954,875764,3.1,721615
238.327068,906658,3.2,795788
239.020413,919118,3.3,859049
242.359381,895645,3.2,843745
247.716313,892557,3.1,714638
250.189967,920207,3.3,409646
250.682191,887208,3.1,743005
253.754597,1030784,3.8,353634
256.091511,935024,3.3,693837
258.131094,872783,3,678554
259.978023,900196,3.1,638937
261.288934,870368,3,654482
264.314067,881065,3,721899
268.369602,950498,3.4,757658
270.49399,901445,3.1,601669
276.00086,1752527,7.1,671006
276.186455,6182617,27.6,664738
276.591129,920365,3.2,508461
278.4024,953291,3.4,711288
278.738869,1128285,4.2,624096
279.91812,4786588,21.1,583267
282.519333,892908,3.1,501664
288.993739,997947,3.5,583568
293.030536,919255,3.2,832413
293.066837,885593,3,340328
293.1033,1215196,4.5,639328
293.176195,2073825,8.5,274831
295.046258,943728,3.3,918884
295.08265,1495667,5.8,741451
295.118195,1297269,4.9,662041
295.118982,1478389,5.7,476806
297.06173,1323089,5,447136
297.09828,2323988,9.6,728850
297.134623,1655319,6.5,728806
297.153274,2577945,10.7,604038
299.041085,941113,3.2,701213
299.077488,1789884,7.1,652074
299.113745,1393599,5.3,417397
300.013658,893454,3,852481
300.602904,967235,3.3,635028
301.03562,1309547,4.9,677862
301.056748,976237,3.4,423313
301.071916,897518,3,532957
301.092704,1023216,3.6,304278
301.129553,1173875,4.3,750088
303.050111,935720,3.2,853965
303.051328,1573929,6.1,577650
303.087695,1365676,5.2,538028
303.124099,902960,3.1,943987
305.030608,1833453,7.3,559010
305.066976,2552049,10.6,629580
305.103381,2544885,10.5,564874
305.139672,1127416,4.1,534058
306.907474,934322,3.2,886859
307.046246,3413441,14.4,571677
307.082627,4130245,17.7,561428
307.119077,2660297,11,509913
307.154836,1379020,5.2,758346
307.155426,1407181,5.3,647945
308.447812,904411,3,603824
309.025549,2134172,8.6,600785
309.061892,4367008,18.8,484492
309.098314,6296740,27.5,534375
309.134691,3314856,14,474985
309.171039,1852844,7.4,536683
310.065272,1022227,3.6,791764
310.101575,1028504,3.6,608507
310.13799,938012,3.2,634153
311.041152,3409799,14.4,533474
311.077599,6747531,29.6,313529
311.113959,8653200,38.2,551431
311.150371,2644372,10.9,482441
311.168935,24940950,112.2,518029
312.08092,1045765,3.6,641054
312.117334,1936138,7.6,610198
312.172362,4982289,21.2,276831
313.035571,1298812,4.8,555917
313.056867,5088895,21.7,499156
313.072109,1276289,4.7,605951
313.093216,6724228,29,540477
313.108447,912517,3,973306
313.12867,1776264,6.9,720169
313.12963,6036104,25.9,534638
313.164776,1206156,4.3,620077
313.166045,1562253,5.9,696623
314.096454,928644,3.1,585767
314.132865,1200521,4.3,462056
315.014944,1278332,4.7,676259
315.036141,1409151,5.2,504710
315.051403,2506113,10.1,577977
315.072463,4254084,18,492753
315.087711,2472838,10,652071
315.108873,4027273,16.9,516008
315.124139,1351563,5,720576
315.145251,2648462,10.8,582703
315.181666,1630354,6.2,544178
317.03058,3341455,13.9,540123
317.051783,1429138,5.3,530356
317.067015,4254868,18,538867
317.088147,2169751,8.6,508701
317.103361,3126937,12.9,496362
317.124523,1758108,6.8,601738
317.139799,1666206,6.4,485786
317.160812,1178273,4.2,293645
318.106645,909735,3,547744
319.009854,2256554,8.9,494099
319.046316,5832112,24.6,475872
319.067449,1001522,3.4,556298
319.081479,1448373,5.3,544996
319.082631,5908917,24.9,502828
319.118388,1671610,6.3,776105
319.119073,4807098,20.1,557104
319.154298,954559,3.2,413594
319.15542,2666431,10.7,554346
319.19191,988101,3.3,545136
320.049632,1238340,4.4,709422
320.086,1013834,3.4,785933
320.122331,960719,3.2,531296
320.827778,953722,3.2,418968
320.923081,3414217,14,542256
321.025497,5227225,21.9,499159
321.061944,8822494,37.7,532500
321.098296,9002724,38.5,518237
321.134709,6666985,28.2,537571
321.171054,3033327,12.3,540978
321.250848,958971,3.2,580460
322.057135,949241,3.1,627209
322.065283,1668474,6.3,580807
322.101703,1641472,6.2,439748
322.138119,1589125,5.9,564493
323.004843,1825295,7,539704
323.040102,2116117,8.3,548329
323.041221,9142293,39.1,527028
323.056412,1028375,3.5,701047
323.0764,2681371,10.7,436756
323.077578,13312027,57.4,510702
323.113989,13006881,56.1,515493
323.149376,1818150,6.9,618677
323.150342,6437927,27.2,482669
323.186751,1385260,5,542829
324.044626,1532088,5.7,413100
324.072824,1040188,3.5,506876
324.080889,2568894,10.2,515327
324.117403,2342084,9.2,521550
324.153734,1027018,3.5,341297
325.020436,3406682,13.9,517708
325.035676,2022236,7.8,574005
325.055786,2543712,10.1,499627
325.056868,11792736,50.7,493759
325.072122,1439842,5.2,555643
325.093203,20924774,89.2,515191
325.12964,12474732,52.8,514534
325.164992,1695346,6.3,475961
325.16598,6983026,29.1,513469
325.183575,9752949,41,368903
325.184613,49674612,213.2,501832
326.052007,1157896,4,600856
326.06019,2099978,8,535145
326.088456,954382,3.1,587677
326.096656,3166736,12.6,535263
326.132922,2504726,9.8,502942
326.169329,1388572,5,626302
326.187058,2531359,9.9,498605
326.187957,9941535,41.9,499793
326.759806,1030786,3.4,626459
327.014955,1637807,6,638968
327.036106,5252787,21.6,525008
327.051423,3225269,12.9,535088
327.07251,14303929,60.7,521867
327.087713,2449083,9.5,303503
327.108875,17111744,72.8,502412
327.124194,1328322,4.7,582609
327.145283,8592069,36,522208
327.18038,1497036,5.4,461460
327.181652,2396364,9.3,522012
327.551308,1024909,3.4,506560
328.075821,2302314,8.9,519174
328.11221,2460529,9.6,455804
328.14858,1232503,4.3,471120
328.757033,1166820,4,603571
329.015399,936595,3,567137
329.030608,3678742,14.8,478030
329.051763,7075866,29.5,522806
329.067042,5088285,20.9,503057
329.088167,11920416,50.4,540727
329.10338,3629091,14.6,548789
329.124507,10001447,42.1,502790
329.139772,2247978,8.7,523955
329.152884,1467436,5.3,545987
329.160939,4717614,19.3,561796
329.176168,1493296,5.4,615220
329.197226,1418036,5.1,512080
329.233649,1149371,3.9,482627
330.033999,964686,3.1,601591
330.055085,1123794,3.8,593430
330.070473,1189333,4.1,547911
330.091512,1997017,7.6,567478
330.127887,1723872,6.4,490909
330.164193,941286,3,600083
330.801556,935261,3,662659
331.009867,2790277,11,516083
331.031137,1345161,4.8,463065
331.046289,7530892,31.5,495604
331.067406,4942224,20.3,494761
331.082682,6790547,28.3,526400
331.095744,936597,3,560915
331.103795,5044631,20.7,472868
331.119049,5270938,21.7,500952
331.139154,1043357,3.5,704203
331.140208,3774366,15.3,506710
331.155475,3025312,12,582842
331.176559,1892772,7.1,472345
331.191793,1436839,5.2,600210
332.049591,1724235,6.3,566501
332.077798,1031761,3.4,632758
332.086141,1035602,3.4,505521
332.122408,1179481,4,551638
332.158757,1031776,3.4,593627
333.025562,7008009,28.7,504903
333.046774,969869,3.1,298891
333.061921,12343056,51.3,491029
333.075056,1015187,3.3,578861
333.083082,1664020,6,586005
333.098341,10147607,42,492232
333.109643,1093402,3.6,677981
333.111405,1686810,6.1,474639
333.119466,1606427,5.8,558094
333.134687,7751455,31.8,515381
333.155829,1345315,4.7,640812
333.171132,4014374,16,511559
333.207382,1038637,3.4,492277
334.028975,1284560,4.4,543130
334.057261,1061333,3.5,511736
334.065271,2270679,8.6,569010
334.101746,1523934,5.4,508430
334.138028,1305574,4.5,498843
334.174509,1218285,4.2,624916
334.938723,2942599,11.5,468079
335.004828,2905237,11.3,566277
335.041186,12181660,50.6,494197
335.056635,1053855,3.5,533242
335.077599,14776483,61.6,499694
335.088745,1272486,4.4,489843
335.090671,1384870,4.9,543438
335.113965,14051499,58.5,517948
335.150386,9787570,40.5,496192
335.186696,3183802,12.5,525795
336.044564,1598058,5.8,410407
336.072813,1566576,5.6,611923
336.080971,2625906,10.1,484598
336.117352,3199865,12.5,488241
336.153702,1364865,4.8,570780
337.020478,6557238,26.8,520148
337.056849,17564222,73.4,502967
337.068135,1086144,3.6,486210
337.072142,1081665,3.6,400031
337.093256,20390470,85.4,496092
337.104475,1059080,3.5,423893
337.106278,1000648,3.2,500603
337.12961,19432014,81.3,507098
337.164956,1715797,6.3,421907
337.166066,8023637,33,484534
337.202349,1536349,5.5,544009
337.205681,1440861,5.1,536865
338.052193,1209362,4.1,558638
338.060222,2517268,9.7,537476
338.088581,1385498,4.9,496400
338.096571,3419931,13.5,514270
338.124761,992161,3.2,469157
338.133011,3468579,13.7,496648
338.16934,1778475,6.5,567059
338.887685,1054151,3.5,511317
338.933678,4806609,19.3,550921
338.999811,1245663,4.3,621935
339.015025,1624034,5.9,575105
339.025616,1171429,4,467578
