m/z,Magnitude,S/N,Res.
138.218884,965416,3.5,1683609
139.282449,994728,3.6,1325059
139.886674,862951,3,1806246
139.886891,895939,3.2,1548516
139.891577,1003969,3.7,1348918
139.893213,903777,3.2,1047539
139.89381,967832,3.5,889558
139.894457,1150120,4.4,1225589
139.89499,1090809,4.1,1000980
139.895181,951340,3.4,1168827
139.895391,1399775,5.5,1151330
139.896943,1125339,4.2,1205508
139.89847,996276,3.6,1763463
139.898693,1214251,4.7,614074
139.899261,1020432,3.8,1322521
139.899716,1390758,5.5,927712
139.900216,1148626,4.4,453297
139.900808,1167499,4.4,702345
139.901082,1150360,4.4,1144358
139.901258,988185,3.6,1592211
139.90147,1211557,4.7,1083078
139.901772,1307297,5.1,1252667
139.90222,1178517,4.5,565140
139.903354,927101,3.3,1391889
139.903601,1003452,3.7,1010118
139.90427,1025374,3.8,854430
139.904733,1048866,3.9,595503
139.905531,1403213,5.6,1031549
139.905789,1148348,4.4,1134801
139.905938,1124862,4.2,1343745
139.906181,1025047,3.8,1529538
139.90663,1771409,7.3,1107150
139.90757,1293429,5,1248552
139.907702,1250066,4.8,1689804
139.908433,1679453,6.9,680655
139.908747,1887133,7.9,564417
139.909127,1435574,5.7,809073
139.909325,1216099,4.7,1266246
139.909599,1336500,5.2,1336441
139.909826,1380529,5.5,583920
139.910116,1190028,4.6,1574299
139.910403,1363162,5.4,742282
139.910607,1440484,5.7,1426709
139.910772,1245638,4.8,1066985
139.911485,1839158,7.6,655353
139.911926,2481970,10.7,526192
139.912288,1307497,5.1,1772918
139.912416,1660029,6.8,1459690
139.912827,2548843,11,900910
139.913125,2868189,12.5,1220392
139.913339,3059255,13.4,1330359
139.913842,3589998,15.9,584452
139.914135,3423384,15.1,1117501
139.914296,2917526,12.7,1005652
139.914633,3341300,14.7,627923
139.915139,3973159,17.7,713091
139.915467,1825371,7.6,782251
139.915594,4694005,21.1,1451272
139.91583,3761229,16.7,286428
139.916223,2681705,11.6,1289490
139.916359,3925289,17.5,661431
139.916918,3065352,13.4,398741
139.917168,2962258,12.9,1093276
139.917457,2192993,9.3,909900
139.917722,5378593,24.4,749940
139.917906,2722891,11.8,1531167
139.918096,5712187,25.9,976269
139.918403,5239033,23.7,610488
139.918769,3755117,16.7,693566
139.919139,3368884,14.9,1512370
139.919292,1756735,7.2,1388874
139.919543,5650338,25.7,477982
139.919697,5328620,24.1,1128648
139.919827,2080265,8.8,2739566
139.919928,3012413,13.2,1824335
139.920039,3754042,16.7,1534568
139.920504,4230705,18.9,887106
139.920719,3732363,16.6,1014650
139.920953,3278874,14.4,1378999
139.921065,2411518,10.3,1277422
139.921481,3993475,17.8,1261607
139.921677,5878698,26.7,472124
139.922104,2219233,9.4,1252360
139.922282,3331564,14.7,1077282
139.92261,2455313,10.5,727402
139.922736,1761792,7.3,1754527
139.922847,1672685,6.8,1582288
139.922968,2187032,9.3,1215117
139.923252,2384069,10.2,1318128
139.923526,3011460,13.2,546579
139.923826,1978867,8.3,1093254
139.924069,3010146,13.2,1245596
139.924238,3341126,14.7,704271
139.924528,1501219,6,1457613
139.924956,2058113,8.7,411832
139.925375,2556610,11,443022
139.925543,2008225,8.4,693969
139.925863,1437094,5.7,1603135
139.926377,1807771,7.5,1050255
139.926538,1729911,7.1,1078084
139.926913,1388523,5.5,1121831
139.927434,1243819,4.8,1160656
139.927871,2110249,8.9,898173
139.928341,1003474,3.7,902286
139.928489,1119222,4.2,1677488
139.928616,1327003,5.2,1384575
139.928838,1627362,6.6,986440
139.929358,1330204,5.2,1545427
139.929605,1554893,6.3,1000653
139.930242,1279712,5,881593
139.930457,1093352,4.1,1435382
139.930886,1576226,6.4,663836
139.93138,1037201,3.8,1805874
139.931527,1351396,5.3,1261244
139.931839,1028401,3.8,740108
