m/z,I,S/N,Res.
138.550822,926022,3.4,1770340
138.781958,857911,3.1,1149283
139.345331,879267,3.2,1506017
139.959439,933274,3.4,1294416
140.415348,849689,3,1269710
140.559724,945890,3.5,1525122
140.870735,910131,3.3,1224945
142.613574,878346,3.2,1147247
142.623937,865629,3.1,1197721
143.135884,973914,3.6,1288675
144.009365,1067887,4.1,1132853
144.174366,909876,3.3,1337695
144.669774,886011,3.2,1305941
145.088821,870872,3.1,1259344
145.961639,850047,3,1256697
146.063115,845861,3,1033160
148.199356,845549,3,1179108
149.219557,858645,3.1,1342587
149.524382,870792,3.1,1244149
149.995212,994986,3.7,1234127
150.879776,913776,3.3,1143772
151.635647,906643,3.3,1114215
151.920343,1130930,4.4,1120985
152.41813,869372,3.1,1123963
153.427753,11625292,55.2,1165523
154.322237,959966,3.6,904767
154.42392,915276,3.3,1173897
155.42398,901481,3.3,1150298
155.763251,862340,3.1,1040057
156.864539,848312,3,697691
158.92935,854300,3,920031
159.213328,899275,3.3,1178201
159.798763,893626,3.2,951068
160.02075,941750,3.5,1006041
160.632004,847754,3,1053551
161.00181,865665,3.1,1206573
161.6375,900489,3.3,886606
162.983396,849762,3,1329004
163.136101,845170,3,1041079
166.018418,880697,3.2,1011603
166.439111,954994,3.5,1046928
167.135454,993989,3.7,821883
168.556456,867653,3.1,844389
168.866544,877839,3.2,1256915
169.657386,963621,3.6,1131461
171.172151,906450,3.3,1119789
171.244932,861890,3.1,929063
172.344989,852486,3,859104
172.353433,997774,3.7,468031
172.684892,974705,3.6,1100057
172.685108,1175025,4.6,1416232
172.685294,1468209,6,1435346
172.79394,852947,3,966228
172.798502,878291,3.2,1247641
173.076175,889702,3.2,1005684
174.890078,929470,3.4,1022099
175.930299,2534238,11.2,1020735
176.100829,858201,3.1,736389
177.292677,923701,3.4,1028008
177.944278,940833,3.5,652343
178.197918,921894,3.4,951446
178.505035,855500,3,1123945
179.362704,922589,3.4,961596
181.322464,874199,3.1,1057923
182.63065,883367,3.2,1208240
182.693281,857976,3.1,979611
184.001979,1078186,4.1,993128
184.004195,1234826,4.9,1163749
184.250245,863312,3.1,871165
184.560531,854329,3,992388
185.436836,891121,3.2,1002321
186.636688,870867,3.1,1033344
186.809239,956376,3.5,862749
187.717012,903892,3.3,857565
188.960887,884187,3.2,874180
188.975374,859259,3.1,867132
189.448525,1542763,6.4,1040123
190.206492,935395,3.4,796596
192.702279,848986,3,837866
193.203615,906188,3.3,1109592
193.871015,887365,3.2,964977
196.164178,926141,3.4,861499
196.183874,964446,3.6,869834
196.966472,887869,3.2,948304
199.510873,877062,3.1,434067
200.219175,885572,3.2,1080738
200.448895,851086,3,842577
200.578365,875540,3.1,985813
200.983313,855014,3,1108819
205.42174,1108720,4.2,785198
