m/z,I,S/N,Res.
138.157481,858482,3.1,936391
138.233358,2345618,10.3,1334188
139.597263,899765,3.3,734007
139.599704,895603,3.3,1041062
139.600664,887435,3.2,705916
140.870748,850686,3,1089458
140.927087,923270,3.4,1032471
141.173037,873369,3.1,1378096
141.177669,885139,3.2,524398
141.178591,976283,3.6,1533747
141.179738,854260,3.1,878279
141.180191,1078441,4.1,1092491
143.176816,848031,3,1567509
144.194477,852258,3,1026322
144.449908,869256,3.1,1014786
144.544302,854083,3.1,988318
144.625673,854720,3.1,1091172
145.450084,899369,3.3,1030746
146.32194,858416,3.1,1012124
147.380881,862017,3.1,943557
148.418697,851582,3,1217570
149.512929,849672,3,1051869
151.142783,916431,3.4,715384
151.611864,876206,3.2,1377101
151.996096,897491,3.3,1031775
152.210029,844105,3,1090148
153.151258,901746,3.3,934535
153.529212,842885,3,1433818
154.450278,1296285,5.2,1366654
154.799888,884127,3.2,1026007
154.880301,976082,3.6,1063679
154.911736,847714,3,793188
155.20832,874988,3.2,1043537
160.057234,888294,3.2,933981
161.340749,880376,3.2,752908
161.979081,850540,3,622147
163.121925,863646,3.1,1060398
163.489966,858599,3.1,1092132
163.643254,908575,3.3,1088900
165.011144,860910,3.1,1181451
165.055471,964134,3.6,1094867
165.788192,914179,3.3,1017468
167.859901,850744,3,935203
168.097106,930003,3.4,974110
168.483464,898032,3.3,1274535
171.648531,866602,3.1,1196886
171.83931,898910,3.3,1206130
172.685263,1874899,8,738895
172.685605,2315699,10.1,1038768
173.531423,877786,3.2,810614
173.534817,898954,3.3,806487
173.616747,887660,3.2,1150345
173.649784,853997,3.1,1014364
174.216877,879630,3.2,899357
174.371477,5141091,23.8,1027897
174.63242,857531,3.1,1100315
175.431989,903605,3.3,971650
175.927952,3265751,14.7,974021
176.711045,844116,3,1179057
177.11464,887475,3.2,1136621
177.791424,855455,3.1,976051
181.83803,850557,3,1007516
181.842417,915709,3.3,833845
182.436787,861581,3.1,960930
182.705423,847995,3,873585
182.740055,847229,3,836065
183.166031,946885,3.5,546183
186.24916,881244,3.2,978045
187.935887,909321,3.3,859698
188.009053,910158,3.3,835072
188.481985,916750,3.3,833143
189.448229,1279537,5.1,959132
190.165778,929315,3.4,999171
191.317194,870294,3.1,894677
191.670892,894881,3.2,730320
191.737315,853845,3,955559
192.000046,987113,3.7,882897
194.503903,885866,3.2,1165236
195.165677,876734,3.1,804742
197.277428,887563,3.2,1033330
199.371302,850812,3,796388
201.111451,877716,3.1,909089
201.646239,861443,3.1,862260
202.389614,1963269,8.3,830815
206.936808,880614,3.1,923005
207.05432,861457,3,886054
207.748441,911794,3.3,774942
208.219461,930718,3.4,847973
210.679999,902728,3.2,918151
211.202464,901242,3.2,949039
212.482925,959541,3.5,885668
218.740868,1146962,4.4,863559
222.332515,951243,3.5,685756
223.74198,877361,3.1,645205
228.76906,896133,3.2,784196
229.966613,1059826,4,604789
230.18615,867141,3,679548
231.083905,880341,3.1,606318
232.528341,874100,3.1,504426
233.713701,880955,3.1,670210
234.76395,1043796,3.9,650494
235.77215,871528,3.1,931594
236.258697,892112,3.2,689924
236.814094,921597,3.3,761993
241.271635,871063,3,727692
246.595196,897283,3.2,601286
247.513896,891068,3.1,672711
247.587678,890241,3.1,667731
256.324668,913500,3.2,638214
256.892712,969463,3.5,560338
264.367426,885254,3.1,684713
269.137784,875085,3,641947
272.370151,925715,3.2,670143
275.691599,912927,3.2,816090
276.185673,5687221,25.4,643004
286.304486,944019,3.3,615235
289.43095,945216,3.3,589894
289.618933,895754,3.1,540797
293.176106,2943780,12.5,274458
295.118804,1109668,4,305584
297.097939,957488,3.3,235601
297.152454,894260,3.1,852636
297.153245,1100852,4,678502
297.569202,909394,3.1,682474
298.306044,893321,3,566789
299.019413,885055,3,782581
299.077611,1020356,3.6,252376
299.113781,1073607,3.9,531995
299.384979,944604,3.3,537321
300.616808,1043710,3.7,442550
304.20495,923378,3.2,568837
304.552637,902674,3.1,554820
305.03024,897982,3.1,338750
305.06656,1405121,5.4,624896
305.103167,932933,3.2,416626
306.907311,1144178,4.2,693247
307.046163,1928832,7.8,606570
307.08259,2152323,8.8,540880
307.118876,1560199,6.1,653818
307.155351,1011083,3.6,712796
309.025239,917962,3.1,438056
309.061846,2239054,9.2,577212
309.097099,1085010,3.9,768028
309.098232,3360338,14.3,575300
309.134538,1861462,7.5,588442
311.041022,1356582,5.1,390404
311.047874,888487,3,552637
311.07751,3104042,13.2,508216
311.113834,4333870,18.8,473978
311.150205,1013426,3.6,251888
311.168869,7239988,32.1,462480
312.117266,1015713,3.5,683555
312.172174,1708711,6.7,625146
313.056783,2143247,8.6,571072
313.093179,3152404,13.2,491256
313.12862,1079064,3.8,655517
313.129516,3071000,12.8,525056
313.165751,980828,3.4,399959
313.213638,940194,3.2,466076
314.208758,1183131,4.3,691844
315.051448,901125,3,774327
315.072366,1889543,7.5,487140
315.08758,951561,3.2,665511
315.107821,921612,3.1,899170
315.108822,1744908,6.8,499282
315.145091,1093905,3.9,599104
316.187953,912791,3.1,425709
317.030503,937991,3.2,522340
317.066907,1999884,8,543015
317.103335,1555216,6,493911
317.139701,1027861,3.6,560031
319.046232,2214940,8.8,250195
319.081331,975137,3.3,685400
319.082528,2683682,10.9,463889
319.119004,2193447,8.7,483802
319.154887,952876,3.2,312710
320.923051,3439660,14.2,490537
321.025355,1721148,6.6,555140
321.06185,2871361,11.7,450905
321.098234,3850311,16.1,577686
321.134676,2854476,11.6,488391
321.170919,1084497,3.8,670049
321.628961,932502,3.1,578981
322.9196,1080668,3.8,719295
323.041093,2831215,11.5,499702
323.07635,1323892,4.8,567872
323.07748,5547893,23.6,470348
323.113879,5240186,22.2,441630
323.150232,3203456,13.2,507170
324.080815,1293331,4.7,636478
324.117278,1359385,5,659396
324.153639,986143,3.3,650197
325.020312,1259947,4.6,575464
325.056759,4733105,19.7,511447
325.093107,8479926,36.1,499899
325.129564,5004989,20.9,438805
325.165929,1954242,7.5,397902
325.184529,11409605,48.9,478956
325.786512,981673,3.3,563727
326.060281,1007190,3.4,471584
326.096491,1419100,5.2,411542
326.13281,1431650,5.2,698001
326.187869,2340459,9.2,440951
327.036031,1989115,7.7,487183
327.051293,1085437,3.7,608778
327.072458,5149185,21.5,483179
327.108795,7852551,33.3,495362
327.145175,3616781,14.8,471281
328.112136,1182900,4.1,613643
328.224411,1471687,5.4,682676
329.030586,1754709,6.6,563779
329.05166,2833753,11.4,532098
329.066945,1723739,6.5,575606
329.088082,4599647,19.1,495328
329.10328,1809250,6.9,531572
329.124436,4346726,18,504039
329.160839,2226540,8.7,523322
329.183305,1084528,3.7,673819
329.233407,972665,3.2,296228
330.127813,1048729,3.6,533847
330.203692,2934311,11.8,520511
331.009874,1173946,4.1,535867
331.046155,2565313,10.2,563296
331.067353,1375685,5,478328
331.082556,2947272,11.9,528319
331.103661,1883340,7.2,435105
331.118942,2966223,11.9,565274
331.140074,1739986,6.6,585457
331.15545,1493461,5.5,403828
331.176563,1071321,3.7,667344
332.182942,1009557,3.3,661782
333.02549,3014196,12,541630
333.061838,4415035,18,501942
333.098269,4162114,16.9,473743
333.111414,1077829,3.6,516165
333.119195,1095750,3.7,557616
333.134564,3408969,13.7,447768
333.171037,1384016,4.9,498247
334.938681,3293608,13.2,496729
335.00475,1004085,3.3,562669
335.040087,1743292,6.5,646684
335.041098,4584380,18.7,467987
335.077542,5971907,24.7,461361
335.113862,7217098,30,473784
335.149033,1094225,3.7,351694
335.150342,3906514,15.8,508054
335.186598,1458905,5.3,548903
336.080964,940171,3,637696
336.117215,1124627,3.8,424169
336.153605,1135002,3.9,525027
337.020424,2765642,10.9,539161
337.056769,7421265,30.9,498822
337.093174,8874329,37.2,450864
337.12853,2158432,8.3,505538
337.129531,8403296,35.1,485542
337.165954,3245416,12.9,461270
338.096509,1638439,6,526556
338.132967,1760303,6.6,479230
338.169257,1044023,3.5,619987
338.887677,963917,3.1,538167
338.933547,6952663,28.9,515727
339.036099,4027116,16.3,495636
339.038441,991981,3.2,648165
339.051572,938735,3,466864
339.072458,9958132,41.8,499048
339.107699,2426363,9.4,382173
339.108806,11811579,49.8,471701
339.145254,6996739,29.1,485299
339.181603,2395915,9.3,534695
339.200231,3795215,15.1,429526
339.933179,1564331,5.6,592958
340.075827,1617097,5.8,385672
340.112197,1948625,7.2,574973
340.148611,1389145,4.9,410101
340.203734,1081061,3.6,648214
340.885568,1907320,7.1,605854
340.930445,963457,3.1,518245
341.030567,1276951,4.4,398512
341.050659,1395356,4.9,438137
341.051734,6221980,25.3,457655
341.066989,1462943,5.2,605074
341.086916,2545316,9.8,372982
341.088087,11879588,49.3,474045
341.103401,1086887,3.6,480784
341.123406,2346668,8.9,406329
341.12449,9977004,41.2,479122
341.139806,1088687,3.6,629975
341.160847,3909812,15.5,476525
341.197241,1435836,5.1,551573
341.679821,986149,3.2,420962
342.091505,1801344,6.6,419573
342.127729,1618824,5.8,619791
342.167398,1089680,3.6,558902
342.240103,2489761,9.5,470975
342.761328,1098516,3.6,405252
343.009973,1298764,4.5,607234
343.030965,2151505,8.1,525546
343.046239,3137108,12.3,493021
343.067353,6483545,26.4,510470
343.082641,2241628,8.5,421963
343.103782,9084513,37.4,455141
343.118987,2355044,9,434622
343.140115,5117545,20.6,462059
343.155262,1543788,5.5,533235
343.176513,2180721,8.2,470519
343.198953,1501046,5.3,609763
343.212897,1908857,7.1,497479
344.107149,1502275,5.3,506584
344.146708,1090380,3.6,581927
344.182996,1255764,4.3,535333
344.219439,2020445,7.5,437813
344.759312,4688856,18.8,499629
345.025434,2858517,11.1,441183
345.046563,1821210,6.7,471288
345.060575,1106717,3.7,562668
345.061875,4546590,18.2,468782
345.08306,3263010,12.8,495972
345.098262,4166182,16.6,470032
345.119388,3936299,15.6,520879
345.13461,4000814,15.9,504825
345.155812,2321971,8.8,506930
345.171042,2410039,9.2,487179
345.178217,1505336,5.4,473929
345.228595,1382980,4.8,547779
346.101587,1081871,3.6,574292
346.757327,3968424,15.5,438279
346.766689,1094315,3.6,521217
346.80565,1074356,3.5,624551
347.004641,1040099,3.3,640396
347.041161,5131756,20.3,456757
347.062229,1325296,4.5,570953
347.077471,6533620,26.2,453492
347.098601,1562361,5.5,577311
347.113958,6050301,24.2,447658
347.135077,979842,3.1,438551
347.150308,5330437,21.2,465073
347.186694,2100238,7.7,496587
348.044569,1234906,4.1,561402
348.080951,1118307,3.7,509672
348.117332,1482732,5.2,592677
348.153733,1419252,4.9,602662
348.7552,1737861,6.2,521190
348.954351,2165941,8,411231
349.020405,3988421,15.6,474677
349.056814,9010126,36.5,473208
349.093215,10128343,41.1,454284
349.106235,3809754,14.8,472024
349.129536,9782240,39.7,462761
349.165998,5838825,23.3,465962
349.202302,1881585,6.8,499604
350.060224,1838787,6.6,408523
350.096623,2084044,7.7,462702
350.132898,2075349,7.6,504823
350.169278,1093086,3.5,437212
350.786421,2740598,10.4,537986
351.036074,7215541,29,466051
351.051401,1213368,4,541021
351.072468,11965885,48.8,479264
351.10325,1148997,3.8,426311
351.108831,15015366,61.4,453666
351.145211,11169231,45.5,463283
351.181641,4402649,17.3,494501
351.217918,1118946,3.7,523626
352.03957,1139247,3.7,500115
352.067753,998326,3.1,558826
352.075816,2057401,7.6,529169
352.112221,2846402,10.8,502709
352.148504,2410699,9,414450
352.783426,3203436,12.3,504692
352.949292,19169174,78.7,452946
353.015331,2398118,9,522882
353.030671,1105834,3.6,530388
353.051732,11315120,46.1,455746
353.06692,1353140,4.6,486639
353.088062,17866680,73.3,459409
353.115782,1032896,3.3,551431
353.124538,16207810,66.4,436952
353.160839,9658315,39.2,467436
353.197287,2172885,8,424177
353.948887,3725461,14.5,499787
354.055189,1949361,7.1,484790
354.083313,1124536,3.7,635004
354.091496,2807482,10.7,449822
354.127869,3024580,11.6,511056
354.164226,2001613,7.3,528094
354.780458,2036076,7.3,500502
354.94606,2762648,10.3,506392
355.00991,1179304,3.8,532946
355.030984,5039534,19.6,462899
355.046228,2296498,8.4,408320
355.067356,13928887,55.9,458493
355.08269,1918395,6.8,505940
355.103789,17076672,68.8,438092
355.119192,1266757,4.2,401778
355.140108,13029834,52.2,465297
355.176539,4644308,18,451256
355.180315,1309653,4.4,528808
355.212976,1088477,3.5,649084
356.070784,2063038,7.4,426941
356.107091,3250888,12.3,489822
356.143483,2210001,8,428466
356.179922,1070811,3.4,573667
