m/z,I,S/N,Res.
185.187269,890449,3.2,1221770
185.98174,858526,3.1,1460428
188.606604,868757,3.1,1344621
189.002899,869240,3.1,1329630
189.194979,868731,3.1,1358578
191.179553,862336,3.1,980147
191.276325,855856,3,1019519
192.202189,867546,3.1,1604542
195.740272,917026,3.3,1091250
195.774217,851930,3,1147330
197.233179,938899,3.4,728467
197.307204,864119,3.1,1088688
197.682192,873398,3.1,1284407
197.709489,921922,3.4,1243023
198.117622,899192,3.3,933337
199.482245,861194,3.1,1494439
200.751403,904106,3.3,725643
204.914799,884941,3.2,1212550
205.387578,869468,3.1,1140033
205.877234,857700,3.1,1174573
206.258177,885148,3.2,1107056
206.667555,895700,3.2,1114309
210.022776,865265,3.1,1178457
210.251028,988570,3.7,874514
210.658303,897203,3.2,713407
210.858789,923088,3.4,794027
211.079689,867009,3.1,993824
211.510136,862351,3.1,1056635
213.407405,934931,3.4,958481
213.636517,882513,3.2,1190452
214.696564,862898,3.1,1098496
215.125445,858846,3.1,1264209
216.706119,846616,3,1256239
217.092218,869485,3.1,1077043
218.096077,888227,3.2,1070527
218.15213,910572,3.3,938924
220.275349,874064,3.1,637707
220.7595,867969,3.1,927517
221.651248,867491,3.1,980106
221.988802,896810,3.2,1174813
222.203912,876943,3.1,1236086
222.893615,866414,3.1,1036535
222.911184,873022,3.1,1034407
224.07474,850766,3,726947
224.325184,862593,3.1,1187896
227.076969,900861,3.3,963820
228.245567,902209,3.3,1057505
229.841313,920757,3.3,1053871
230.164431,1085056,4.1,910531
230.728497,852948,3,875759
230.995491,1001974,3.7,696683
231.106501,887506,3.2,957436
234.087696,858628,3,942509
235.486486,865278,3.1,873813
235.838016,896125,3.2,1059863
239.478548,869076,3.1,1124286
239.656917,862957,3.1,1047885
240.625321,891565,3.2,1036365
241.188462,853305,3,907613
241.277488,876654,3.1,712291
242.125819,860170,3,926183
242.667703,887110,3.2,775404
246.205221,853370,3,815337
246.421845,856294,3,1014047
247.365551,899741,3.2,1147009
252.834047,925299,3.3,796113
255.051106,873800,3.1,1057460
258.520135,1976157,8.3,974674
259.345395,893498,3.2,928285
259.486035,890180,3.2,941449
260.787048,882181,3.1,1289169
260.956069,1236753,4.8,947824
261.113366,902045,3.2,348163
262.634706,919761,3.3,932861
262.784094,1507549,6.1,808626
263.056154,1045426,3.9,1146920
263.65903,1007809,3.7,673030
264.781032,1041209,3.9,999837
264.85589,860191,3,830414
265.035339,866605,3,620849
265.071864,1027600,3.8,1057333
266.803969,2290140,9.8,951949
267.051131,1000880,3.7,501973
267.087475,1351027,5.3,736873
267.123894,1138358,4.3,1059549
268.801018,3523840,15.7,769596
269.066733,1121366,4.2,567377
269.139509,1022396,3.8,932487
269.899237,913532,3.3,868932
270.798059,2664872,11.6,842621
271.082397,1192192,4.6,824723
272.795049,994676,3.6,684470
273.134513,921906,3.3,1141456
273.276535,886142,3.1,861756
274.971742,1970900,8.3,732809
276.284999,886409,3.1,932044
277.035462,1434189,5.7,744998
277.059759,1988815,8.3,783172
277.071908,1465360,5.9,842363
277.108298,1348628,5.3,820137
277.405862,883791,3.1,851368
278.032683,930536,3.3,925455
278.472875,885968,3.1,839351
279.014748,1035170,3.8,832318
279.051099,1440006,5.7,696223
279.087476,1602633,6.5,546849
279.123988,1929484,8.1,693199
281.030398,1593534,6.5,883225
281.066819,1637057,6.7,909193
281.103155,2464069,10.6,769002
281.139582,1820488,7.5,442504
282.066867,866880,3,738085
282.419382,1038433,3.8,704802
283.046008,1196221,4.6,795736
283.082451,2185473,9.2,954818
283.118854,2033796,8.5,832170
283.155139,927687,3.3,398352
284.738391,928992,3.3,666425
285.061691,1234143,4.7,658972
285.098087,1400387,5.5,780192
285.77396,941220,3.4,634460
287.077388,973636,3.5,1031318
287.113792,954952,3.4,549967
287.150185,896203,3.1,1110508
287.933075,941145,3.3,837866
288.156687,869743,3,987761
288.987478,1171521,4.4,848311
289.035529,1402630,5.5,810858
289.071864,1531850,6.1,924794
289.10825,913549,3.2,1021442
291.014752,1014413,3.7,1048653
291.051181,1574544,6.3,924390
291.087575,1150996,4.3,826099
291.123925,989976,3.6,455550
292.054492,872694,3,972126
292.827553,1015269,3.7,499019
292.891623,1203916,4.6,673941
293.030457,1383642,5.4,484995
293.066803,2177246,9.1,800169
293.103151,2680161,11.5,683921
293.139627,1174181,4.4,752829
293.175975,11367145,52.2,713259
294.1787,1067536,3.9,744134
294.179261,2177360,9.1,761550
294.32355,890783,3.1,908131
294.824556,955410,3.4,768994
295.046052,1771945,7.2,520961
295.082453,2844333,12.2,721758
295.117859,1404593,5.5,464491
295.118863,3746225,16.4,495801
295.155248,1348277,5.2,848539
296.122158,884761,3.1,955036
296.832712,915939,3.2,770178
297.06176,1998715,8.3,638630
297.097585,1617023,6.5,1027522
297.098159,2829311,12.1,711953
297.134499,2810755,12.1,754416
297.152598,2222149,9.3,479371
297.153138,6272645,28.2,740947
297.275838,945105,3.3,715222
298.156384,1019726,3.7,560178
299.041019,1206987,4.5,903363
299.077417,2206287,9.2,842848
299.11376,2355411,9.9,711051
299.150126,1105175,4.1,696709
300.193014,2272454,9.5,617334
300.785218,917572,3.2,387856
301.035503,953887,3.4,958031
301.071995,1343011,5.2,958805
301.093017,1599653,6.4,835651
301.10825,1007015,3.6,798076
301.128791,996521,3.6,709905
301.129383,1227817,4.6,698571
301.165812,1079469,4,977085
302.172293,1261785,4.8,738423
302.18983,927067,3.2,760255
303.051172,1326711,5.1,796157
303.087601,1825787,7.4,816805
303.124035,1154559,4.3,679000
305.030522,1658830,6.6,909014
305.066815,1636050,6.5,745311
