m/z,Magnitude,S/N,Res.
138.539759,876462,3.1,1145994
138.96535,917832,3.3,1146184
139.282442,949228,3.4,1368467
139.795548,958574,3.5,600947
139.853198,867914,3,1506025
139.876795,1046156,3.9,764637
139.882311,914409,3.2,1046750
139.883584,940404,3.4,987211
139.8871,1053654,3.9,1425250
139.888723,907052,3.2,1493088
139.889034,868117,3,1410337
139.893858,892225,3.1,1297620
139.896333,911451,3.2,800987
139.897361,987553,3.6,1156163
139.897704,992759,3.6,1138521
139.898455,1019981,3.7,1500956
139.89883,888283,3.1,729860
139.899606,901676,3.2,748835
139.900717,942314,3.4,1005761
139.901842,1145702,4.3,1731450
139.902094,1279593,5,496539
139.902705,1137579,4.3,1447132
139.903686,1326828,5.2,1267218
139.903997,1251957,4.8,432577
139.904198,1056200,3.9,2061664
139.904535,1226974,4.7,462839
139.904738,1192806,4.6,1132587
139.905352,1378516,5.4,864113
139.905806,1707631,7,770045
139.906027,2547794,11,1510129
139.906259,1585547,6.4,846468
139.906633,1718053,7.1,1047977
139.907289,1715445,7,698121
139.90743,1515537,6.1,1556518
139.907628,1260322,4.9,1549694
139.907825,1753588,7.2,1462353
139.907959,1396719,5.5,1315111
139.908508,2957262,12.9,824034
139.908991,2517395,10.8,466871
139.909829,3635824,16.1,632573
139.910091,2088326,8.8,801423
139.91032,3833761,17.1,1189835
139.910474,2919883,12.7,931998
139.910804,3929861,17.5,710676
139.911178,4091982,18.3,527860
139.911445,2268259,9.7,886898
139.911711,3291723,14.5,1241114
139.911835,3462158,15.3,1378511
139.912053,3480351,15.4,788500
139.912321,2113308,8.9,989507
139.912473,3334094,14.7,725279
139.912887,4344931,19.5,526364
139.913462,3763194,16.7,480210
139.913865,2691384,11.7,951013
139.914015,3878001,17.3,1129417
139.914189,2245419,9.5,1147252
139.914319,2747653,11.9,940432
139.91446,1370493,5.4,2404840
139.914588,3114291,13.7,1298172
139.914917,4490203,20.2,385445
139.915292,1928866,8,946405
139.91548,2568369,11.1,1714373
139.915864,5878625,26.7,827812
139.916254,3632340,16.1,674878
139.91647,4003549,17.9,1230540
139.916704,3380237,14.9,1241079
139.916839,3943650,17.6,1404889
139.917028,2886244,12.6,1045713
139.917196,2837225,12.3,1218381
139.917343,1853549,7.7,1203319
139.91745,2495669,10.7,1771197
139.917573,4530857,20.4,1487047
139.917804,5304923,24,649157
139.918085,3739593,16.6,638568
139.918505,3069005,13.4,416910
139.918892,2731412,11.8,678385
139.919121,2739901,11.9,951060
139.919262,4184971,18.7,932524
139.919533,2854768,12.4,1254221
139.919667,2154758,9.1,1171773
139.919872,3019104,13.2,1195198
139.919999,2665200,11.5,1195242
139.920162,1739636,7.2,913237
139.920386,2276296,9.7,1430591
139.920541,2843967,12.4,1226283
139.920759,2364190,10.1,396793
139.920986,2159154,9.1,1083113
139.921165,2807224,12.2,1422044
139.921289,1882807,7.8,1242598
139.921739,2629768,11.4,581433
139.922146,3694634,16.4,1003940
139.922709,3198702,14.1,1144337
139.923187,1684513,6.9,1521095
139.923298,1628470,6.6,1643813
139.923424,1996524,8.4,1160322
139.923612,1988452,8.3,1281503
139.923757,1409110,5.6,741413
139.924007,1204658,4.6,1038564
139.924284,1893307,7.9,1093899
139.924775,2048224,8.6,570442
139.925077,1223278,4.7,604340
139.92541,1011716,3.7,824075
139.925578,1203633,4.6,1138006
139.925943,1861104,7.7,653075
139.926091,1607851,6.5,1527953
139.926486,1294471,5,1401153
139.92691,1183734,4.5,1553445
139.927171,1386991,5.5,582291
139.927691,1104850,4.2,675922
139.928446,961458,3.5,1251387
139.928743,1950370,8.2,886843
139.92921,984122,3.6,478833
139.929919,1011605,3.7,1663038
139.931015,1464995,5.9,535047
139.931253,1276084,5,1397767
139.931496,1098444,4.1,1233660
139.931719,1191484,4.6,1259166
139.931992,1375852,5.4,694945
139.932457,928654,3.3,1229964
139.933094,867184,3,1369040
139.933478,1125286,4.2,1515014
139.934511,1346198,5.3,594347
139.936262,971509,3.5,752834
139.936673,1294307,5,1372563
139.937572,878845,3.1,925628
139.938151,1063331,4,659966
139.94119,1033258,3.8,1326070
139.942197,876383,3.1,1159345
139.942566,1021957,3.8,1444937
139.943463,1024870,3.8,1107161
139.944291,932035,3.3,1053598
139.958734,1125562,4.2,1607615
139.966907,920532,3.3,1408133
140.432768,890086,3.1,1519363
140.821401,876364,3.1,670831
140.824725,946350,3.4,1681088
140.825012,885858,3.1,846754
140.831576,912245,3.2,1387670
140.839591,1180732,4.5,1186263
140.841363,1039642,3.8,587378
140.842329,919181,3.3,1627642
140.842669,1267634,4.9,1105067
140.843314,1122288,4.2,1276077
140.845381,967368,3.5,580350
140.846323,1037998,3.8,930373
140.846792,1204049,4.6,573369
140.84862,1037634,3.8,851423
140.848943,989647,3.6,1511299
140.849252,892880,3.1,1190956
140.850019,942664,3.4,476403
140.851224,1018416,3.7,512168
140.851431,1161233,4.4,1442378
140.851622,1092672,4.1,1156386
140.851946,1003611,3.7,1049324
140.852208,1207844,4.6,1484818
140.852728,1309542,5.1,1276905
140.853155,1982613,8.3,1327544
140.853348,1253289,4.9,1363527
140.854137,1160944,4.4,1691709
140.85432,1196327,4.6,1269030
140.854613,1447414,5.8,1288560
140.854793,1630879,6.6,1406479
140.854941,1395474,5.5,1119082
140.855464,1970990,8.2,1055579
140.856114,1488504,6,1340136
140.856272,1104556,4.1,1240982
140.856477,1052326,3.9,1764493
140.856597,1019948,3.7,1800938
140.856958,1600140,6.5,494761
140.85718,1276258,5,1108541
140.857423,3327226,14.7,1153435
140.857758,2100052,8.9,731266
140.858001,2154265,9.1,721962
140.858628,1690807,6.9,250331
140.858979,3082133,13.5,1430448
140.859113,1481986,5.9,1582407
140.859417,1841576,7.6,1406294
140.859677,2161622,9.1,1033818
140.8598,1641166,6.7,1065407
140.859938,1333476,5.2,1314786
140.860234,2548326,11,609514
140.86044,1672649,6.8,1629535
140.860816,3303470,14.6,424545
140.861177,2407153,10.3,1214094
140.861323,1823281,7.5,1654114
140.861501,2503289,10.8,580076
140.861887,3752400,16.7,963297
140.862093,1771655,7.3,1095112
140.862275,2830234,12.3,1598468
140.8624,2129530,9,1768254
140.862532,2769751,12,1242821
140.862721,2190249,9.3,1002754
140.862885,3500535,15.5,982524
140.863292,2522763,10.9,436578
140.863449,2975356,13,1174214
140.863616,2284303,9.7,1530056
140.863745,5556250,25.2,1498512
140.86402,1973628,8.3,796246
140.864276,6191289,28.2,1156535
140.864594,3557661,15.8,79598
140.86488,2678094,11.6,1506860
140.865268,4028320,18,546417
140.865552,5804403,26.4,653735
140.865864,5027988,22.7,1291005
140.865979,4220470,18.9,921941
140.866202,3332182,14.7,1209196
140.866439,2622644,11.3,1037874
140.866554,2524823,10.9,1408414
140.866807,3971375,17.7,653432
140.866976,4762000,21.5,1275407
140.867193,4463647,20,1405972
140.867357,3672044,16.3,992315
140.86765,5572217,25.3,830386
140.867902,4779039,21.5,780693
140.868122,2634065,11.4,1675959
140.868412,2606692,11.3,449636
140.868642,4881918,22,1141600
140.868862,3221621,14.2,1360570
140.869132,2973622,13,1280922
140.86937,3728932,16.6,632894
140.869515,3660073,16.2,1264466
140.869818,1794181,7.4,1900853
140.869939,2270081,9.7,907731
140.870093,2594381,11.2,1418186
140.870325,2834833,12.3,392452
140.870687,2761844,12,893260
140.870963,3393092,15,637523
140.871191,1233956,4.8,1679143
140.871387,1436738,5.7,957650
140.871584,1923429,8,1391384
140.871772,3136624,13.8,858513
140.871971,2853521,12.4,879714
140.872123,3450175,15.2,1105877
140.872341,2773517,12,1185147
140.87278,1415794,5.6,698411
140.872985,1843323,7.6,1158761
140.873394,2877037,12.5,545713
140.873554,1687991,6.9,1300116
140.873688,1172440,4.5,1486836
140.87389,2719898,11.8,1093953
140.874246,1290373,5,1239672
140.874451,966301,3.5,1393944
140.874705,1751393,7.2,1743827
140.87483,1050859,3.9,1982039
140.875315,2276974,9.7,1313093
140.875557,1404624,5.6,1254268
140.8758,1101247,4.1,1349744
140.876282,2199493,9.3,430386
140.876479,1749722,7.2,1535681
