m/z,Magnitude,S/N,Res.
138.115768,881077,3.1,839675
138.214071,920016,3.2,1489228
138.233806,77886624,364.7,1258573
138.279186,897829,3.1,1326924
138.487984,930197,3.3,1338159
138.642095,870380,3,966643
139.73254,875553,3,554171
139.831205,1002595,3.6,1408285
139.840806,940136,3.3,1231315
139.881821,884580,3.1,1546816
139.884629,1087485,4,1517889
139.894705,947091,3.4,1081973
139.895374,927746,3.3,525370
139.896771,919274,3.2,391184
139.897796,1298331,5,1080492
139.899155,1100980,4.1,1368296
139.90053,1425663,5.6,920497
139.901716,958680,3.4,486825
139.902165,1186004,4.5,1294845
139.902624,1082436,4,1056771
139.903015,898253,3.1,1459790
139.903225,934902,3.3,1584064
139.904424,1202895,4.6,1419289
139.904966,1389676,5.5,1548833
139.905913,1415668,5.6,810024
139.906367,1138217,4.3,1267097
139.906533,1459481,5.8,1171267
139.906722,981244,3.5,1304148
139.907278,1159405,4.4,948049
139.907627,966677,3.5,727546
139.908118,1457350,5.8,887231
139.908544,1401941,5.5,1172699
139.908766,2299032,9.7,983027
139.909289,1763093,7.2,648797
139.909499,1873919,7.7,893303
139.90977,1104714,4.1,1603880
139.910059,1063821,3.9,1544995
139.910221,1501107,6,1014034
139.910634,1230935,4.7,742490
139.910922,1903895,7.9,615734
139.911225,1777172,7.3,1255045
139.911515,1430257,5.6,1270281
139.911844,1659692,6.7,1048854
139.912195,1897285,7.8,317746
139.912777,3154465,13.7,976708
139.913005,1502578,6,1435884
139.913322,1770202,7.2,1815107
139.913553,2147375,9,356929
139.914017,2379355,10.1,762746
139.914266,1169389,4.4,1694213
139.914591,2873243,12.4,686145
139.914803,2194988,9.2,1411310
139.91494,3204216,14,1418852
139.915289,2953032,12.8,501043
139.915653,2643957,11.3,1041304
139.915851,2494901,10.6,1184301
139.916463,2309107,9.8,1401702
139.916682,2953192,12.8,1489904
139.916797,1764680,7.2,1463188
139.917112,1655039,6.7,1036888
139.917265,2723637,11.7,1347985
139.91743,3009389,13.1,1032142
139.917578,2495416,10.6,1228210
139.917771,1861359,7.7,1232073
139.918006,3538718,15.5,993381
139.918245,3693151,16.3,1083619
139.918439,4272066,19,1233289
139.918761,4860337,21.7,560609
139.919187,3316227,14.5,1204041
139.919373,4837192,21.6,1202711
139.919566,2596488,11.1,945891
139.919753,4075064,18.1,879207
139.919891,3202687,14,1358145
139.920346,5393750,24.3,492972
139.920731,2722151,11.7,952615
139.920974,3788245,16.7,768276
139.921161,2609249,11.2,1736545
139.921291,5169392,23.2,1217755
139.9215,5567128,25.1,924898
139.921711,6292705,28.5,878127
139.922005,2864959,12.4,1513789
139.92214,3592170,15.8,1508055
139.922403,6440116,29.2,1064794
139.922576,4101855,18.2,590568
139.922948,2516036,10.7,1461045
139.923168,3084447,13.4,1185335
139.923289,3171666,13.8,1470286
139.923445,3809223,16.8,1317782
139.923584,2080097,8.7,1640737
139.923811,4932559,22.1,889107
139.923935,3204961,14,1567949
139.924212,3446469,15.1,1254281
139.924327,2984651,12.9,1999352
139.924437,3529841,15.5,1064951
139.924744,2805488,12.1,1137450
139.924924,1972554,8.2,915240
139.925337,2246394,9.5,468868
139.925808,2133570,8.9,436013
139.926158,2412369,10.3,880840
139.926473,2247149,9.5,1209867
139.926761,1709420,7,1396759
139.927061,2094132,8.8,632635
139.927218,1485324,5.9,1095882
139.927442,1968392,8.2,1098033
139.927623,2087548,8.7,1518824
139.927908,2440345,10.4,370025
139.928366,1267716,4.9,958181
139.92854,1416216,5.6,1778902
139.928678,2759527,11.9,1512901
139.928798,1612620,6.5,1437160
139.929434,1226602,4.7,580259
139.929946,1377014,5.4,420841
139.930129,1241224,4.8,1507130
139.930276,1154146,4.3,1439688
139.930448,1309211,5.1,1328921
139.930887,1206139,4.6,1004475
139.931417,2335732,9.9,966990
139.931754,1254256,4.8,1447176
139.93263,2134717,8.9,987653
139.932994,1353144,5.3,563136
139.93325,1525252,6.1,1652772
139.933519,1730726,7.1,1112655
139.934285,1356941,5.3,835134
139.934609,1647955,6.7,1510598
139.934894,1075930,4,612201
139.936054,1487616,5.9,543354
139.936521,1007327,3.7,1447421
139.936775,1415457,5.6,1409538
139.936906,1334007,5.2,1459622
139.937203,907783,3.2,544325
139.937576,971988,3.5,845475
139.938054,1078879,4,1453969
139.938721,1002199,3.6,1388396
139.940622,942109,3.3,309240
139.941294,1046681,3.8,730064
139.942182,1200732,4.6,501587
139.942689,920513,3.2,569175
139.944086,993107,3.6,569435
139.944326,993575,3.6,1289087
139.94592,939788,3.3,1270304
139.946513,907353,3.2,1284846
139.952757,917045,3.2,1474280
139.955613,931264,3.3,950445
139.965347,914520,3.2,1038026
140.088834,881841,3.1,1459969
