m/z,I,S/N,Res.
186.846112,913283,3.3,1350003
186.969755,887955,3.2,1278359
187.145168,893449,3.2,1090181
188.345297,951300,3.5,1240914
188.563801,910669,3.3,1180952
188.791685,893006,3.2,634084
189.795964,884839,3.2,1250100
189.87736,848204,3,1345288
191.461092,879528,3.2,916457
193.579575,875083,3.1,1371954
194.225597,2022486,8.7,1348020
194.731525,853131,3,1146986
195.036457,3784439,17.2,1425764
195.036638,3947783,18,1475140
196.817294,857644,3.1,1166793
197.911963,854359,3,1090789
198.070181,879191,3.2,1279649
198.093637,931827,3.4,1124860
201.165814,942230,3.5,711431
201.611926,883303,3.2,991796
201.896032,885862,3.2,828960
203.489551,897850,3.3,975680
203.976898,863089,3.1,1024971
204.411552,880197,3.2,840249
205.163934,882516,3.2,1256059
205.994902,860709,3.1,762705
206.018538,884871,3.2,1173645
207.189343,847639,3,956994
207.962006,921728,3.4,1176916
210.056083,844555,3,1047749
210.245458,928060,3.4,1182003
210.863254,1030638,3.9,1145072
211.13898,845367,3,1435460
211.724482,862113,3.1,1093424
211.795691,876338,3.2,1313693
212.095197,872383,3.1,840036
212.800262,847087,3,734292
214.908471,863801,3.1,636924
218.14284,891189,3.2,962898
218.267297,853559,3,1066321
218.361418,859632,3.1,1037154
220.07983,849400,3,1229231
221.492784,855750,3.1,1058259
221.605193,864920,3.1,992939
222.041542,933520,3.4,1011449
222.060684,897864,3.3,1207144
223.578985,846701,3,1071070
224.291422,861347,3.1,1117276
224.80329,906430,3.3,916175
226.171826,851101,3,1317779
226.358691,897346,3.2,797844
226.913928,860791,3.1,910229
227.108612,864532,3.1,1181341
227.607013,854752,3,1191134
229.086008,895991,3.2,1088884
229.600609,911318,3.3,1017463
229.613196,875190,3.1,916510
230.181869,2900502,12.9,936572
230.286655,971609,3.6,1030340
231.34478,928345,3.4,1139555
233.438946,848700,3,1193972
233.445188,907500,3.3,1021903
233.604652,990993,3.7,1032187
234.177033,880293,3.2,924566
235.038904,850675,3,565548
235.064075,899460,3.2,949718
235.378052,848783,3,1086498
237.039954,864941,3.1,826812
237.834366,851067,3,1052187
241.324829,911884,3.3,860319
241.985937,929113,3.4,890559
242.266939,854150,3,874354
243.895262,980193,3.6,1080405
244.869556,882991,3.2,941972
245.713426,874040,3.1,1130858
246.36391,881624,3.1,912504
247.973187,895979,3.2,812836
248.943834,955614,3.5,713703
248.947418,856190,3,1334675
249.314004,870290,3.1,958176
251.365347,901091,3.2,1105373
253.113043,930727,3.4,1064725
253.377285,879063,3.1,1008846
253.453174,864187,3.1,939674
254.463891,942967,3.4,943095
255.347813,946413,3.4,895454
256.836974,971274,3.6,1025760
257.000929,945108,3.4,871465
258.200664,883521,3.1,948403
260.95616,907959,3.3,905927
261.137687,1433732,5.8,666459
262.784066,1201077,4.6,815245
263.303183,940282,3.4,809454
263.731215,896472,3.2,992102
263.75081,899066,3.2,799942
263.811367,1015134,3.8,796553
264.427308,865322,3,908999
264.473638,885453,3.1,860442
264.4921,870703,3.1,1138539
265.108289,1279579,5,747854
265.148037,1458078,5.9,654427
265.261982,872071,3.1,762368
265.856964,862098,3,839450
267.087466,1277422,5,1077071
267.123973,1169392,4.5,946238
267.558765,869009,3.1,830235
268.801023,1671728,6.9,822014
268.910971,864984,3,968235
269.103148,1067975,4,937259
269.139596,928490,3.3,851979
270.598198,858236,3,752447
270.798115,1305548,5.1,974886
271.118815,1124773,4.3,870489
271.239749,1012911,3.7,892974
274.736516,864909,3,887012
274.971774,1821344,7.6,909060
275.684845,877788,3.1,733929
277.03554,982096,3.6,953417
277.107613,1014166,3.7,757925
277.10824,996950,3.7,1031915
279.051088,905727,3.2,714344
279.087379,1214467,4.7,499937
279.123914,1505542,6.1,920859
279.917428,20852812,97.8,480320
279.917972,81840720,387.1,783270
280.286738,901805,3.2,964242
280.917382,1396518,5.5,884376
280.921365,1906214,8,824533
281.06678,1506356,6.1,891683
281.103251,2020279,8.5,887962
281.139629,1423610,5.7,768485
281.639069,973031,3.5,788029
281.913781,7583489,34.9,760509
282.106553,896914,3.2,501852
283.082464,2114924,8.9,764721
283.11884,1649647,6.7,770574
284.438537,997419,3.6,848231
285.061749,951525,3.4,943499
285.098243,1166441,4.4,600820
285.133915,879020,3.1,1257327
285.134497,1007404,3.7,1059080
286.764036,879752,3.1,957963
287.019843,965857,3.5,896122
287.113729,1010090,3.7,1168905
288.987281,1107361,4.1,506780
289.071934,1024041,3.8,1018079
291.014753,911275,3.2,876636
291.051162,1261614,4.9,760652
291.087627,1203314,4.6,863155
291.123928,1318646,5.1,896473
291.976416,894156,3.1,826086
293.066803,1531579,6.1,771927
293.103221,2095423,8.8,706123
293.139579,1019906,3.7,845633
293.175953,8107846,37,714332
293.470524,940644,3.3,860830
294.179334,1565102,6.3,741468
295.046094,1728008,7,839017
295.082465,2178571,9.1,362611
295.118884,3558159,15.6,666817
295.1548,914515,3.2,737072
297.061831,1724380,7,676323
297.097669,1812703,7.4,978081
297.098119,3321823,14.5,813421
297.134557,2603747,11.1,772920
297.153115,17689830,81.8,667357
297.189148,954089,3.4,769183
298.093387,891657,3.1,795377
298.101222,894410,3.1,585704
298.156513,3036752,13.1,649573
299.056336,996529,3.6,860089
299.077433,2020915,8.4,694142
299.113817,2854583,12.2,800230
299.150359,1184123,4.5,737842
300.390698,882625,3,541650
301.056748,989577,3.5,996195
301.09305,1658253,6.7,780081
301.108354,962383,3.4,862173
301.129414,1782545,7.2,912585
302.22403,926282,3.2,773243
302.742582,895939,3.1,725709
303.051221,1471973,5.8,958687
303.087735,1173225,4.4,648345
304.81988,925034,3.2,870335
305.030468,1211586,4.6,422431
305.066858,1436422,5.6,400180
305.103213,1960522,8,898611
305.139604,1337934,5.1,800276
306.605608,882291,3,808250
306.907292,2652949,11.2,701039
307.046124,1769125,7.1,619709
307.082522,2552489,10.8,654389
307.11822,1206701,4.5,1039995
307.118916,2877869,12.3,543832
307.155346,1539442,6.1,408023
307.93005,982794,3.5,739016
308.236213,909229,3.1,997695
309.02527,950727,3.3,617633
309.061801,2633739,11.1,815073
309.098129,4842768,21.4,622361
309.134537,3360788,14.5,630421
309.153147,1017622,3.6,1194797
309.170911,2367256,9.9,671900
310.137148,1034247,3.7,877621
