m/z,Magnitude,S/N,Res.
138.233852,1552631,6.2,1331145
138.255347,871531,3,1016384
138.606066,877597,3.1,1230001
139.282433,1787155,7.3,1321732
139.795549,1014626,3.7,1307881
139.859101,871367,3,1730023
139.87742,900821,3.2,1070310
139.889061,1005081,3.7,757294
139.889498,901999,3.2,1405496
139.891622,888885,3.1,1013814
139.891855,930861,3.3,1439976
139.89268,954918,3.4,1558082
139.893312,866318,3,1491126
139.894882,1375459,5.4,1215835
139.896798,889758,3.1,534505
139.897324,1404910,5.5,513595
139.8978,1502799,6,1399378
139.899767,1420531,5.6,765718
139.900861,966890,3.5,704963
139.901374,1072190,4,1658067
139.901663,994855,3.6,1401277
139.902647,962785,3.5,1731694
139.90312,945725,3.4,474916
139.904226,1080012,4,1011175
139.904482,1318878,5.1,1068281
139.905016,1474632,5.9,1101164
139.905753,1144935,4.3,960821
139.906123,1093297,4.1,1647550
139.906725,1417171,5.6,554218
139.906954,1019044,3.7,1220894
139.907104,1517074,6.1,1509771
139.907396,1571181,6.3,907484
139.907837,1827045,7.5,758614
139.908468,1590393,6.4,704252
139.908791,1483146,5.9,976745
139.908965,1419656,5.6,1383743
139.909102,1226014,4.7,1690607
139.909277,1734879,7.1,827130
139.909601,1860089,7.7,1198822
139.909768,1595147,6.4,1387887
139.909913,1313381,5.1,1380558
139.91023,2367602,10.1,902023
139.910506,1786416,7.3,890276
139.910656,1042348,3.8,1913103
139.911128,2549314,10.9,1142100
139.911384,2362504,10.1,1215373
139.91188,3154176,13.8,1331560
139.91211,1808844,7.4,1252309
139.912282,2915503,12.7,1180779
139.912422,2201919,9.3,1295305
139.912692,1295019,5,1104794
139.913097,2273803,9.6,882596
139.913387,2230690,9.4,1166759
139.913558,2542179,10.9,647251
139.914076,1971409,8.2,1068683
139.914283,2307904,9.8,1279398
139.914556,2879852,12.5,730567
139.914726,2675430,11.5,1276850
139.91488,1908389,7.9,1159118
139.915077,2820768,12.2,1188971
139.915233,4508639,20.2,1219929
139.915613,3422307,15.1,1160257
139.915784,3665189,16.2,1328154
139.915917,2390789,10.2,1542216
139.916183,3454383,15.2,1077919
139.916392,4895718,22,1029609
139.916665,4236926,18.9,656173
139.917052,3763984,16.7,773174
139.917416,3793147,16.8,647620
139.917725,4349300,19.4,568936
139.917963,2780861,12,1257216
139.918195,3992061,17.7,773107
139.918724,2016778,8.4,539087
139.919049,2181801,9.2,873934
139.919342,3633365,16,793882
139.919453,4113475,18.3,1302366
139.919602,3456654,15.2,941495
139.919845,3344412,14.7,1343436
139.919989,4092796,18.2,1239936
139.920136,3302216,14.5,822493
139.920379,3773493,16.7,869559
139.920509,3594499,15.9,1692951
139.920633,3598783,15.9,1351389
139.920867,7201888,32.9,716222
139.921046,3336850,14.7,918337
139.921209,3002285,13.1,1092468
139.921563,3342508,14.7,677693
139.921695,3282880,14.4,1393350
139.921826,2273838,9.6,1484229
139.922142,3263287,14.3,1157473
139.922356,3047617,13.3,415639
139.92259,2893956,12.6,1221953
139.922792,4320443,19.3,1079027
139.922962,4017517,17.9,1007553
139.923288,5267719,23.8,913826
139.923641,3705600,16.4,465883
139.92393,2261519,9.6,1316494
139.924136,1858474,7.7,1415846
139.924284,1741070,7.1,995718
