m/z,I,S/N,Res.
138.473091,874068,3.1,1329769
138.66926,988179,3.7,984932
138.889464,893697,3.2,1412175
139.098043,903706,3.3,1227729
139.530531,913016,3.3,1239510
139.994465,862301,3.1,1067489
140.353678,964892,3.6,1183603
140.778348,888515,3.2,1250539
142.21008,915989,3.3,835844
142.768645,903908,3.3,1020009
142.913215,868641,3.1,1173093
144.583649,874630,3.1,1154034
145.632806,915485,3.3,1251697
145.964129,863902,3.1,676933
146.014672,880105,3.2,1294601
146.166128,908142,3.3,727191
146.612228,849861,3,726738
148.061813,904070,3.3,1139215
148.493694,893874,3.2,1298396
148.540771,849036,3,894262
148.574668,985410,3.7,1029367
148.75067,1057825,4,1095178
148.803001,1059875,4,1228715
149.916949,942471,3.5,1310158
150.328766,897901,3.2,1549933
150.798883,900673,3.3,870433
153.152615,854613,3,1008609
153.410068,898728,3.2,1227066
153.427778,994704,3.7,1102083
153.439266,914532,3.3,980434
155.621082,850313,3,1540580
155.89803,917332,3.3,1110808
158.451973,926433,3.4,1020833
160.591657,899518,3.3,1287713
164.545734,887657,3.2,982147
166.61045,914000,3.3,922411
167.095016,862890,3.1,1004171
167.152807,896586,3.2,813944
167.448927,877427,3.1,1033231
169.825817,852315,3,489494
170.721223,868402,3.1,1183544
171.535545,857626,3.1,1085581
172.6858,1454294,5.9,592623
172.734912,977462,3.6,1014757
174.371923,5923675,27.5,1043806
175.929757,1225042,4.8,1138728
177.019209,896532,3.2,948060
177.131833,857382,3,1008718
177.909655,863220,3.1,956110
179.039926,857802,3,793569
180.516283,1025640,3.9,1061592
181.306828,929626,3.4,826327
181.930957,921289,3.4,800399
183.435524,860941,3.1,979511
183.554342,926800,3.4,1086729
183.623267,911410,3.3,938232
184.389216,1040006,3.9,1103807
184.471659,899144,3.2,1110789
187.715696,873508,3.1,760774
189.44877,1268858,5,1024413
191.558329,903391,3.3,424319
192.663927,991750,3.7,921391
193.202909,977849,3.6,669518
193.791946,897230,3.2,829605
194.352888,849666,3,872061
194.529581,867049,3.1,1023079
195.5232,872942,3.1,754918
195.667819,878291,3.1,715829
198.243863,858999,3,776905
200.625272,894041,3.2,735188
201.633258,940547,3.4,1121442
203.795931,862753,3.1,785880
203.799116,856129,3,897874
204.234057,888436,3.2,1053176
