m/z,Magnitude,S/N,Res.
324.918036,1000946,3.3,698086
325.020473,1386243,5,531408
325.056994,3872522,15.9,379228
325.072107,936076,3,550738
325.092156,2716688,10.7,479375
325.09332,9633296,40.5,456563
325.129771,7130646,29.7,400780
325.162125,1480732,5.4,198173
325.166089,44523036,190.8,429716
325.16985,1111581,3.8,922959
325.180737,1059871,3.5,1027062
325.183553,6296607,26.1,305117
325.184779,27053600,115.5,402711
326.096762,1433277,5.2,416124
326.13307,1396675,5,555847
326.169484,7458506,31.1,408831
326.188078,5458637,22.5,448775
326.188956,2104525,8,700980
326.759997,5158705,21.2,451368
327.036361,2134114,8.2,361369
327.051695,1431012,5.1,409807
327.072644,6102376,25.3,394998
327.087987,1218283,4.2,508182
327.107826,2124398,8.1,379384
327.109079,8214383,34.4,374539
327.145391,5830517,24.1,427474
327.172825,943226,3,590762
327.180369,1370747,4.9,578243
327.181886,3150204,12.5,476635
327.21812,1090562,3.7,475053
328.076221,1112476,3.8,443228
328.112346,1785123,6.7,448574
328.185261,1116720,3.8,222247
328.757164,3703448,14.9,437951
328.804556,1019041,3.4,721062
328.979815,1524929,5.5,448479
329.030716,1590731,5.8,537760
329.051968,2982351,11.8,427111
329.067228,2611409,10.2,470273
329.088251,5137109,21.1,426856
329.102208,1061080,3.5,463271
329.103458,1841112,6.9,242970
329.124689,5060316,20.8,406352
329.140076,1248735,4.4,462003
329.152017,1248481,4.4,396628
329.152988,3667169,14.8,430435
329.16107,3529443,14.2,396207
329.176238,936293,3,580552
329.197309,943849,3,533692
329.233892,1315312,4.6,539017
330.091582,1020816,3.4,619666
330.156166,1343901,4.8,703007
330.754187,1801742,6.7,385247
330.801586,1441559,5.2,556344
331.009769,1209407,4.2,613886
331.046534,3098694,12.3,468862
331.067625,1904458,7.2,446726
331.082809,3117133,12.4,431678
331.095907,969040,3.1,698233
331.103942,2014289,7.7,386170
331.119231,3108180,12.4,410731
331.132296,1248087,4.4,688299
331.140431,1704792,6.3,498106
331.150108,1376346,4.9,569278
331.155652,2014555,7.7,469409
331.176609,1427423,5.1,369652
331.192088,1071714,3.6,254958
333.025673,2718666,10.5,402775
333.062105,4706257,18.9,410347
333.098474,5315544,21.5,474500
333.111562,2506459,9.6,423014
333.134855,4671456,18.8,433254
333.171238,2565735,9.9,380215
334.101856,970915,3.1,639840
334.138216,1201962,4.1,424038
334.938842,5314895,21.5,421512
335.004813,1200732,4.1,473805
335.041358,4677476,18.8,439021
335.077719,6612331,27,420020
335.114121,8663411,35.7,437079
335.14914,1691002,6.1,655041
335.150484,6318459,25.7,420871
335.186825,2577282,9.9,528064
335.938245,984095,3.2,424517
336.081249,981309,3.1,330259
336.117492,1555525,5.6,464876
336.153968,1477453,5.2,555231
337.020569,2152454,8.1,306877
337.057041,6647566,27.1,430728
337.09207,2642709,10.2,371190
337.093408,10884885,45.1,456783
337.128517,2840093,11,352374
337.129819,11319069,46.9,427230
337.143294,2144032,8.1,470021
337.166252,7869221,32.3,399274
337.202591,1452845,5.1,631786
338.096774,1403888,4.9,325147
338.133158,2027640,7.6,384679
338.169434,1668864,6.1,549358
338.932465,1848233,6.8,473266
338.933845,6418601,26.2,418610
339.015033,1252539,4.3,508856
339.036461,4280000,17.1,413021
339.071353,2690248,10.4,451776
339.072685,9843912,40.7,396004
339.08815,1232331,4.2,568683
339.109171,13091024,54.4,402572
339.144295,2408408,9.2,299481
339.145484,11000024,45.6,403318
339.166539,1533277,5.5,377692
339.181839,6992097,28.6,404252
339.200538,5940453,23.7,426091
339.933532,1368202,4.7,387318
340.075986,1552810,5.5,412741
340.104396,964273,3,638555
340.112537,2696115,10.2,414685
340.148753,2081723,7.7,394502
340.185244,1395011,4.8,433359
340.203883,1450439,5,495278
340.88606,1347940,4.6,474155
340.9307,1034606,3.3,661972
341.015654,1031298,3.3,528743
341.030967,1526150,5.3,412032
341.051986,6646411,26.6,418255
341.06725,1816718,6.6,446430
341.08695,2858131,10.9,384987
341.088307,13460115,55,420164
341.103626,1383318,4.8,392316
341.123495,2828443,10.8,363305
341.124752,11766427,47.9,400481
341.159736,3571875,13.9,437581
341.161092,14133924,57.8,417091
341.197574,2751148,10.4,393968
342.055267,1320309,4.5,497369
342.091687,2152574,8,426418
342.128146,1963142,7.2,384776
342.164545,2418831,9.1,324331
342.975031,1250384,4.2,533036
342.995759,2784341,10.6,442902
343.010162,1077336,3.5,590688
343.031152,1950557,7.1,442020
343.046403,2814049,10.7,415504
343.067629,6636646,26.6,417225
343.082968,2910826,11.1,405361
343.103952,9811055,39.8,397052
343.119202,2585714,9.8,437403
343.132337,1968246,7.2,444911
343.140455,5917816,23.6,388523
343.155631,1555067,5.5,516446
343.176746,5586560,22.2,387109
343.211987,999305,3.2,484700
343.213052,1577865,5.6,451730
344.070834,1223769,4.1,497576
344.107491,1474402,5.1,455270
344.13546,1005033,3.2,510626
344.14378,1005419,3.2,345064
344.18007,1302900,4.4,490848
344.759627,2279683,8.5,455621
345.025661,2880581,11,443470
345.046799,2494538,9.4,508979
345.062212,4701774,18.6,481663
345.083327,3567699,13.8,424752
345.09725,1395798,4.8,530627
345.098518,5026391,19.9,450746
345.111564,1748826,6.3,552178
345.119605,3901532,15.2,460109
345.134916,4303456,16.9,410237
345.145665,1052770,3.4,738134
345.148041,5610083,22.3,388643
345.156057,3396709,13.1,441427
345.171243,3775081,14.7,428426
345.192424,1542510,5.4,559404
346.065475,1391433,4.8,539325
346.151256,1229791,4.1,362742
346.159419,984929,3.1,594151
346.269301,977533,3.1,527924
346.757535,2315514,8.5,381766
347.00527,1019961,3.2,572249
347.036195,1032385,3.2,492449
347.041342,5127235,20,398011
347.062598,1012808,3.1,567126
347.076525,1825356,6.5,319677
347.077808,6591564,25.9,426684
347.090787,1428303,4.8,488207
347.114184,7396437,29.2,391629
347.117596,1531478,5.3,333558
347.127134,2032985,7.3,366730
347.135189,1375323,4.6,562098
347.144848,1882461,6.7,323358
347.148119,4842590,18.8,410016
347.150526,6309471,24.8,384846
347.185654,1111656,3.6,592669
347.186961,3402344,12.9,392455
348.04464,1277767,4.2,630005
348.073429,1001550,3.1,565626
348.081269,1149521,3.7,620545
348.117607,1443418,4.9,426893
348.130682,1145950,3.7,561528
348.151461,1098595,3.5,276394
348.153836,1169892,3.8,335416
348.954475,1940535,6.9,353381
349.020572,3349577,12.7,418001
349.057127,7688787,30.4,392488
349.093376,8896092,35.3,367012
349.106408,12980832,52,404029
349.128523,2787430,10.4,426401
349.129802,10999398,43.9,382449
349.142961,2219881,8.1,409182
349.164816,2261103,8.2,520072
349.166252,7668336,30.3,360505
349.20254,2563705,9.5,450165
349.251988,1485190,5.1,399486
350.060577,1039328,3.3,459580
350.096773,1857386,6.6,490871
350.109855,2028397,7.3,507725
350.133125,1908468,6.8,317676
350.169667,1508478,5.2,427026
350.786836,1932582,6.9,428002
351.036312,5940331,23.3,395657
351.051827,1103727,3.5,552548
351.072765,10108021,40.3,363381
351.103479,4300413,16.6,368826
351.107798,3743358,14.3,321572
351.109047,16000127,64.4,401767
351.134976,4251782,16.4,354297
351.145518,13405321,53.8,404560
351.181856,7283859,28.8,363465
351.21831,990237,3.1,327759
352.039488,1264257,4.2,297750
352.068049,1074313,3.4,451714
352.07619,2046604,7.4,434188
352.104301,1013907,3.1,546461
352.112501,2708374,10.1,384726
352.14888,2647200,9.8,385447
352.185361,1555114,5.4,432083
352.441319,2510578,9.3,408969
352.783686,2342483,8.6,392208
352.948084,2796162,10.4,314184
352.949551,12009090,48.1,359414
353.015705,1502997,5.1,335977
353.030999,1242265,4.1,352097
353.051945,9527967,37.9,378586
353.067158,1594788,5.5,466266
353.077799,1637799,5.7,541326
353.0884,14671530,58.9,387731
353.09965,1426989,4.8,367791
353.123497,4215476,16.2,325011
353.124786,17678004,71.2,372064
353.132209,1264054,4.2,392857
353.161057,12144318,48.6,415172
353.197471,3339209,12.6,396113
353.200787,1000138,3.1,548537
353.949191,2843553,10.6,420096
354.055511,1731520,6.1,384326
354.083731,1028296,3.2,342426
354.091744,2335946,8.5,381219
354.120227,1091282,3.5,535138
354.128155,2811349,10.5,390659
354.164512,2345183,8.6,416497
354.78079,1373075,4.5,453961
354.946374,1730499,6,359467
355.010201,1145814,3.6,585839
355.031198,4518620,17.1,408549
355.046495,2752225,10.1,468244
355.057075,1138660,3.6,626664
355.067646,12687591,49.9,392299
355.082939,1881579,6.6,243060
355.102558,3651313,13.7,402124
355.104058,16208114,64,374673
355.112206,1067508,3.3,374415
355.115222,1387125,4.6,376297
355.119274,1386614,4.6,460872
355.140311,13852924,54.6,399004
355.155657,1088769,3.4,517977
355.176882,7192839,27.9,363323
355.18081,1226504,3.9,554841
355.213125,2321170,8.3,438487
355.322446,1218354,3.9,469675
356.070944,1965073,6.9,370984
356.107478,2435100,8.8,388751
356.143884,2779687,10.2,455875
356.180079,1411377,4.7,435669
357.025823,2419249,8.7,409167
357.046818,6415159,24.7,415423
357.062077,5444412,20.8,340847
357.083366,11381570,44.6,386410
357.098572,3815239,14.3,394858
357.111998,1230667,4,499422
357.119696,10189645,39.9,348853
357.134909,2514514,9.1,383737
357.147992,1647958,5.6,628358
357.156011,8155992,31.7,374893
357.17012,1062492,3.3,306191
357.171375,1453533,4.8,381479
357.19251,3853667,14.5,365074
357.22885,1676654,5.7,471173
357.265289,1007993,3.1,497898
358.065667,1125359,3.5,448573
358.086756,1975925,6.9,490137
358.11491,1116798,3.5,279883
358.122894,1884289,6.6,381475
358.159303,1489420,5,322275
358.195872,1304727,4.2,390249
359.026291,1181850,3.8,386089
359.041525,5032351,19.2,384172
359.054783,1194403,3.8,439028
359.062566,4071845,15.3,359222
359.077826,5344682,20.4,358670
359.088759,1145390,3.6,451556
359.090931,1592750,5.4,452243
359.098876,6238641,24,400529
359.114204,5614518,21.5,352733
359.127247,2054842,7.3,401564
359.135388,4276156,16.2,371206
359.150682,4822977,18.4,374266
359.163959,1180101,3.7,591399
359.170298,6256071,24.1,257185
359.171683,27991496,111.2,380037
359.186936,2350540,8.4,432613
359.208015,2096595,7.4,459808
360.036466,1003225,3,513550
360.044821,1064284,3.3,465035
360.102408,1042798,3.2,259456
360.117568,1275123,4.1,412339
360.130772,1330167,4.3,456868
360.154075,1163135,3.7,409879
360.17509,5141254,19.6,384831
360.894839,1139180,3.6,676285
361.019099,1207829,3.9,472402
361.020856,3104789,11.5,360721
361.05709,8577057,33.4,383831
361.07008,1281317,4.2,438683
361.078303,2077736,7.3,266413
361.093474,8559661,33.3,375815
361.106685,1568305,5.3,300813
361.114542,1940531,6.8,370226
361.129946,9855032,38.5,414883
361.132118,1014585,3.1,695414
361.142994,7686205,29.8,330145
361.151117,2015807,7.1,479567
361.166173,7354436,28.5,378558
361.187333,1111627,3.5,381942
361.202677,1841232,6.4,360020
362.028599,1045854,3.2,569326
362.052276,1111909,3.5,517364
362.060206,1409384,4.7,294352
362.0886,1373553,4.5,529400
362.096711,1669748,5.7,443577
362.133261,1834112,6.4,390784
362.146242,2304900,8.3,361575
362.16959,1570444,5.3,404966
363.034987,2056363,7.1,460337
363.036497,7309996,27.8,402519
363.068035,1010870,3,584474
363.072709,9927351,38.1,345606
363.085599,1447100,4.7,361465
363.109159,11900612,45.8,328057
363.1127,1555397,5.1,476195
363.122415,1589448,5.3,473880
363.140154,2534862,9,265443
363.145677,13714128,53,369657
363.181912,8532700,32.6,327643
364.039815,1285117,4.1,398417
364.067967,1521414,5,406108
364.075925,1833865,6.2,357318
364.11253,2415893,8.5,372843
364.148843,3090978,11.2,392178
364.185287,1692718,5.7,347208
364.226676,1624124,5.4,332927
365.015717,2775882,9.9,348583
365.030917,1042767,3.1,344936
365.051894,12225878,47.1,364495
365.067161,1259867,4,537715
365.088471,13518179,52.2,337639
365.101468,1131879,3.5,422622
365.121226,1100654,3.4,689926
365.124749,17192304,66.6,343026
365.137913,1283188,4.1,374164
365.16113,15003004,58,360641
365.197665,5984649,22.6,397928
365.23395,5374869,20.2,344089
366.055515,1922738,6.6,427436
366.083438,1055932,3.2,246913
366.091845,2621375,9.3,332926
366.128255,3284172,11.9,319347
366.164525,3137752,11.4,400387
366.200994,1014373,3,281400
366.237339,1593202,5.3,401340
366.874492,2375634,8.4,393890
366.965297,8346610,31.8,349947
367.031167,6561802,24.8,367347
367.046556,1911567,6.5,249068
367.057203,1069843,3.2,352712
367.066582,3889686,14.3,306303
367.067726,13365270,51.6,335464
367.104019,19462180,75.6,357741
367.140352,19882032,77.2,359505
367.17691,12896317,49.7,353608
367.213168,2516810,8.9,386385
367.964726,1524055,5,299309
368.034445,1228400,3.9,432173
368.063029,1150586,3.5,360389
368.07097,2505853,8.9,364726
368.099275,1110023,3.4,390841
368.107489,3118474,11.3,344000
368.143866,3666327,13.4,362248
368.180102,2694052,9.6,399079
368.962069,1284032,4.1,351057
369.025701,1882583,6.4,401058
369.036361,1160155,3.6,518441
369.046895,9819870,37.6,356600
369.062156,2389220,8.4,375011
369.073066,1624552,5.4,494806
369.083418,16321260,63.2,335096
369.098639,1797617,6.1,354447
369.110511,1085686,3.3,506904
369.119721,18449146,71.6,334176
369.127837,4221180,15.6,381562
369.131093,1399549,4.5,431611
369.134992,1586943,5.3,394850
369.147782,1163011,3.6,251741
369.156022,13437702,51.9,349758
369.171555,1406476,4.6,523078
369.192514,6917908,26.2,336140
369.207914,1102873,3.4,452715
369.228769,1230881,3.9,386590
369.301605,1755708,5.9,383407
370.050328,1788752,6.1,359489
370.078332,1036890,3.1,314088
370.086484,2715229,9.7,333175
370.114939,1101287,3.4,408360
370.122839,3374187,12.3,335589
370.151368,1173109,3.6,583295
370.159575,2354040,8.3,330726
370.195584,1271173,4,425298
370.869269,2956161,10.6,384465
371.026235,2476988,8.8,338461
371.038131,1036736,3.1,746518
371.041505,3948993,14.5,368816
371.052328,1396614,4.5,352849
371.062525,10465737,40.2,351329
371.07772,3856335,14.2,320966
371.091048,1381844,4.5,577396
371.09899,12756439,49.2,319526
371.114323,3357149,12.2,381269
371.12492,1641953,5.5,332283
371.127373,1870306,6.4,355415
371.135459,11705829,45,359513
371.150653,2520555,8.9,197496
371.163642,1527023,5,406056
371.171706,7225843,27.4,338578
371.187007,1370104,4.4,404929
371.208149,3810816,14,357550
371.244675,1461134,4.8,355593
372.065857,1922885,6.5,380145
372.072152,1273672,3.9,647247
372.102357,2372947,8.2,435848
372.138842,2687841,9.4,418104
372.175213,1247855,3.8,239644
373.020712,3134900,11.1,346697
373.041676,3280828,11.7,318495
373.05697,6460610,23.9,345562
373.070455,1225415,3.8,344180
373.078226,7680203,28.6,362287
373.093573,6449360,23.9,354703
373.106653,2145749,7.3,330202
373.114682,6667993,24.7,306148
373.129889,5894367,21.8,340655
373.142935,1890531,6.3,349251
373.150857,4983015,18.2,319899
373.166248,4674797,17.1,385650
373.187383,13162741,49.8,337629
373.202812,1367099,4.3,315617
373.223885,2204931,7.5,406695
374.051976,1246022,3.8,312427
374.06052,1328969,4.2,446040
374.081522,1107281,3.3,483996
374.088755,1180500,3.6,644279
374.096997,1227352,3.8,439557
374.118309,1129952,3.4,421358
374.133113,1985126,6.7,485507
374.146689,1050859,3.1,222669
374.190864,2701692,9.4,365623
374.222297,5820041,21.5,338923
374.91072,3149721,11.2,302955
375.036317,6826955,25.4,348786
375.049513,1036752,3,493002
375.057432,2000339,6.7,355157
375.072789,8880089,33.3,319176
375.08579,1904862,6.4,366564
375.093757,2641890,9.2,371933
375.109266,9503720,35.7,306916
375.122375,2278125,7.8,336774
375.130211,2221552,7.6,297038
375.145508,10099702,38,320592
375.158582,5612540,20.7,347332
375.166565,2438143,8.4,394117
375.181836,7731205,28.8,362595
375.202969,1299597,4,391298
375.218293,1244435,3.8,424647
375.225464,1330710,4.2,555807
376.039684,1302621,4.1,378314
376.068079,1146216,3.5,368559
376.076026,2046060,6.9,398261
376.104292,1198967,3.7,358913
376.112589,2181754,7.4,353848
376.125562,1069952,3.2,436710
376.148851,2044489,6.9,268170
376.161955,1905806,6.4,360561
376.185083,2192792,7.5,363385
376.21667,1952164,6.6,285324
376.219532,1427878,4.5,215990
376.705064,1072491,3.2,647633
376.907602,1760445,5.8,429714
377.015709,2542314,8.8,314014
377.051968,10531576,39.6,311507
377.088307,13149959,49.7,342352
377.101671,1296909,4,338446
377.124878,14669590,55.6,313268
377.13798,4154140,15,344282
377.155817,1757475,5.8,297106
377.161194,13494053,51,315132
377.17436,1113643,3.3,330692
377.197565,5533492,20.4,348500
378.055497,2064790,7,405313
378.084079,1093282,3.2,284571
378.091678,2451365,8.5,295182
378.119967,1306801,4.1,594372
378.128232,3665076,13.2,379903
378.141144,1635770,5.3,377682
378.164643,2801859,9.8,299028
378.200716,1560274,5,485757
378.701827,1896100,6.3,351640
379.031225,7965230,29.7,330592
379.057128,1070137,3.2,482990
379.067641,13932093,52.7,302920
379.104143,17338956,65.9,310600
379.115407,1214545,3.7,243448
379.140354,22346332,85.2,327580
379.153315,1099105,3.3,234405
379.176801,13017707,49.2,288783
379.213452,2588923,9,295662
379.234093,1109635,3.3,372761
380.034935,1483223,4.7,431993
380.062718,1720291,5.7,450887
380.070853,3157478,11.2,390420
380.099383,1609458,5.2,244792
380.107373,3486198,12.5,335090
380.143771,4357126,15.8,334733
380.180111,3055637,10.8,361789
380.69903,2008052,6.4,309467
380.890007,5014342,17.4,342791
380.980957,1847149,5.8,387045
381.010448,1890170,6,341316
381.026026,1755265,5.5,356376
381.043992,1118856,3.2,549774
381.047013,12745098,45.7,302871
381.062285,2027408,6.5,324553
381.083419,18013594,65,309251
381.098775,1212320,3.5,310023
381.119675,22707626,82.2,318106
381.152043,1213367,3.5,621013
381.156192,19908024,71.9,335612
381.192652,9487817,33.8,313934
381.228997,2403801,7.9,401312
381.890014,1223160,3.5,337534
382.050317,2523455,8.3,414654
382.078412,1706315,5.3,395942
382.08669,3440462,11.7,309600
382.114891,1176923,3.4,228867
382.123012,4090206,14,303478
382.151302,1211243,3.5,435354
382.159438,3830382,13.1,309150
382.195797,1966462,6.3,406126
382.721879,3066982,10.3,200260
383.005024,1392612,4.2,471127
383.026154,5001965,17.4,344152
383.041338,3205876,10.8,358798
383.052082,1395513,4.2,302246
383.06258,15507709,55.8,294216
383.0779,2622468,8.7,300452
383.088784,1342729,4,209286
383.09904,20412686,73.8,318739
383.114592,1679892,5.2,209821
383.124808,6341913,22.3,311403
383.127356,1954586,6.2,297481
383.13533,20125982,72.7,321360
383.143484,3345697,11.3,346633
383.150506,1303204,3.8,368988
383.163857,1681194,5.2,303181
383.1717,12710190,45.6,322093
383.192836,2606903,8.6,363150
383.196291,1082681,3,234641
383.20816,4664638,16.1,319808
383.244423,4517710,15.6,310527
383.317285,1090415,3.1,429652
383.353563,3612543,12.3,305983
384.029655,1075118,3,488089
384.057983,1123642,3.2,335045
384.065939,2804926,9.3,361482
384.094148,1256139,3.7,405219
384.102161,3782862,12.9,304342
