"Inst_blank_0313_neg: 100 scans, H1=0.1, H2=0.5, TOF=0.0009, Q1=250, Ex Amp=8.75, neb=0.5 ",,,,,
"Acquired   03/13/2020,   10:35  AM",,,,,
#,m/z,I,S/N,Res.,
725,379.206925,1234228,7.8,552155,
726,379.212778,680501,3.9,324136,
727,379.246967,766392,4.5,290738,
728,379.249312,572408,3.1,429853,
729,379.285484,760764,4.4,502879,
730,379.358384,1249348,7.9,535274,
731,380.090945,1390994,8.9,228908,
732,380.208078,985758,6,528898,
733,380.296043,2759592,18.7,432443,
734,380.592648,599752,3.2,277438,
735,380.822754,8810464,61.3,451228,
736,380.850896,810211,4.7,500708,
737,381.09665,2536446,16.9,423373,
738,381.116774,3923968,26.7,422211,
739,381.120147,2812416,18.9,449810,
740,381.186114,939527,5.6,567923,
741,381.191912,869128,5.1,511931,
742,381.222633,1573643,10.1,483480,
743,381.228346,1140236,7.1,434029,
744,381.231774,1700364,11,462861,
745,381.247032,802318,4.7,475427,
746,381.262308,1129231,7,403761,
747,381.264763,638224,3.5,270607,
748,381.279915,831377,4.9,457007,
749,381.299216,679827,3.8,416125,
750,381.301153,987667,6,452778,
751,381.316425,956949,5.8,540600,
752,381.337611,2041367,13.4,443268,
753,381.373981,22263836,156.3,437362,
754,382.120048,996716,6,516017,
755,382.377259,5574792,38.4,440779,
756,382.818578,979895,5.9,455913,
757,383.148726,740315,4.2,544945,
758,383.184084,1182175,7.4,471206,
759,383.20169,1577185,10.1,409287,
760,383.207566,1039329,6.3,428597,
761,383.238237,1994469,13.1,464155,
762,383.24413,876773,5.2,389677,
763,383.280413,1131497,7,431158,
764,383.295682,964971,5.8,400870,
765,383.316785,5859565,40.4,405074,
766,383.332059,1416175,9,385961,
767,383.353224,5185777,35.6,429528,
768,383.380732,816116,4.8,533914,
769,384.107537,749251,4.3,242527,
770,384.179364,1007691,6.1,240845,
771,384.205104,625230,3.4,519290,
772,384.320259,1368410,8.7,431676,
773,384.327363,2299227,15.2,447470,
774,384.356638,1336158,8.4,455911,
775,385.083145,711598,4,471256,
776,385.153669,1186230,7.4,503015,
777,385.187011,647225,3.6,545372,
778,385.202235,582331,3.1,287221,
779,385.217453,4782525,32.8,400090,
780,385.223291,598973,3.2,519007,
781,385.253916,1210049,7.5,382341,
782,385.259603,920129,5.5,421748,
783,385.275038,715587,4.1,445468,
784,385.296128,1242565,7.8,494998,
785,385.311352,705095,4,435125,
786,385.347707,1459659,9.3,466965,
787,386.072743,609307,3.3,551621,
788,386.091056,916253,5.5,421807,
789,386.220852,1375275,8.7,365866,
790,386.248917,1182254,7.4,216807,
791,386.285465,710962,4,607768,
792,387.098733,37112460,261.2,422205,
793,387.121606,677135,3.8,525129,
794,387.196658,834711,4.9,493201,
795,387.215515,583385,3.1,299519,
796,387.218493,707354,4,416583,
797,387.233057,1219995,7.6,417803,
798,387.254155,601630,3.2,522683,
799,387.290549,754338,4.3,468727,
800,387.363345,1373098,8.7,441739,
801,388.082827,675322,3.8,497046,
802,388.102153,8598268,59.7,412806,
803,388.236534,643339,3.5,559271,
804,388.30106,576146,3.1,525118,
805,389.078031,1768297,11.5,433480,
806,389.103073,600300,3.2,478217,
807,389.105473,953452,5.7,498829,
808,389.179382,1764468,11.5,427329,
809,389.212428,806008,4.7,515633,
810,389.24884,833660,4.9,459434,
811,389.342614,623751,3.4,518439,
812,390.081308,606810,3.2,344776,
813,390.198169,599271,3.2,595232,
814,390.374261,689915,3.8,530568,
815,391.093632,1443148,9.1,450873,
816,391.118925,1438799,9.1,262687,
817,391.140005,933457,5.5,412107,
818,391.19503,672727,3.7,539408,
819,391.228081,680027,3.8,468816,
820,391.244355,703837,3.9,531190,
821,391.264501,676575,3.7,408643,
822,391.3582,683114,3.8,564078,
823,392.332341,2390232,15.7,406150,
824,393.080576,3091245,20.6,330873,
825,393.134501,5643571,38.4,399106,
826,393.177723,1822776,11.7,383875,
827,393.18605,729784,4.1,449868,
828,393.195373,701114,3.9,483657,
829,393.202525,750522,4.2,430173,
830,393.222403,988477,5.9,445451,
831,393.316494,618823,3.3,505906,
832,393.33572,692425,3.8,213430,
833,393.37394,1930574,12.5,405617,
834,393.582244,1765221,11.3,406020,
835,394.088524,811039,4.7,448182,
836,394.13783,1431461,9,440997,
837,394.314953,1279929,7.9,406946,
838,394.377328,664768,3.6,495096,
839,395.135749,785302,4.5,419011,
840,395.15018,39931416,278,398837,
841,395.153903,857368,5,635925,
842,395.189892,573596,3,291710,
843,395.201731,1306142,8.1,464201,
844,395.238153,1511202,9.6,405856,
845,395.244148,692131,3.8,262535,
846,395.247542,1023267,6.2,350017,
847,395.280517,827687,4.8,490114,
848,395.316929,1241387,7.7,406935,
849,395.331912,699437,3.9,449342,
850,395.353141,1264943,7.8,395700,
851,395.389576,26832436,186.5,412875,
852,396.067128,583168,3.1,445839,
853,396.153475,9721482,66.9,394828,
854,396.24141,585108,3.1,474401,
855,396.356589,598689,3.2,567709,
856,396.39291,7538342,51.7,411058,
857,397.15695,1164029,7.1,380046,
858,397.164396,5732094,39,386550,
859,397.181087,780288,4.5,441012,
860,397.199778,3419906,22.9,404639,
861,397.217401,3437316,23,402835,
862,397.226697,3358469,22.5,436499,
863,397.253819,1933064,12.5,413459,
864,397.259699,893193,5.2,401419,
865,397.296056,1040653,6.3,431846,
866,397.311399,1138446,7,403715,
867,397.332438,9768721,67.2,378034,
868,397.347668,1131027,6.9,427044,
869,397.368874,2785557,18.5,423892,
870,397.396364,1126936,6.9,377209,
871,398.0784,26193766,182,405747,
872,398.167731,920688,5.4,459521,
873,398.20319,750068,4.2,306484,
874,398.220762,988662,5.9,382284,
875,398.230042,666359,3.7,530731,
876,398.257329,659835,3.6,434416,
877,398.314826,609025,3.3,486898,
878,398.335872,2646916,17.5,388971,
879,398.372209,812552,4.7,447795,
880,399.062417,3051479,20.3,353827,
881,399.081706,5609433,38.2,417790,
882,399.182358,673764,3.7,618650,
883,399.183468,629732,3.4,460034,
884,399.196684,1251302,7.7,439083,
885,399.217468,600296,3.2,523773,
886,399.233059,7285738,49.9,374553,
887,399.269455,1786350,11.5,395764,
888,399.275279,791791,4.5,295259,
889,399.290861,594801,3.2,536783,
890,399.311696,1222899,7.5,467616,
891,399.327042,1546741,9.8,440446,
892,399.348213,591223,3.1,538538,
893,399.363279,1073657,6.5,363592,
894,400.065783,799305,4.5,449854,
895,400.08847,1021772,6.1,245128,
896,400.214178,906842,5.3,441895,
897,400.236436,2375773,15.4,413721,
898,401.029043,1544887,9.7,460170,
899,401.078112,1391293,8.6,236838,
900,401.116278,919233,5.4,379992,
901,401.190076,602697,3.2,497530,
902,401.1981,3632330,24.1,386119,
903,401.212371,1471436,9.2,401626,
904,401.218256,687565,3.8,270213,
905,401.231053,1810638,11.5,329699,
906,401.234412,811471,4.6,475054,
907,401.248664,2891984,19,419894,
908,401.285047,612308,3.2,524589,
909,401.290788,749653,4.2,455058,
910,401.306279,846039,4.8,436697,
911,401.342654,938203,5.5,449366,
912,401.378971,1338079,8.2,441626,
913,402.085653,659632,3.6,376646,
914,402.201523,780093,4.4,496817,
915,402.215698,673086,3.7,471051,
916,402.252053,708163,3.9,344475,
917,402.316728,691146,3.8,364289,
918,402.804695,8102274,54.9,411306,
919,403.194979,1654958,10.4,397018,
920,403.206791,1037487,6.2,430031,
921,403.213695,4621744,30.9,393222,
922,403.227994,1499058,9.4,211180,
923,403.249291,622004,3.3,519601,
924,403.264364,2824630,18.5,362746,
925,404.217099,963362,5.7,392732,
926,404.223653,821795,4.7,414952,
927,404.247809,778278,4.4,442470,
928,404.267791,1090088,6.5,438744,
929,404.80053,987236,5.8,462528,
930,405.109375,16224903,111,386848,
931,405.134387,669322,3.6,416861,
932,405.151579,1181580,7.2,201335,
933,405.166024,599694,3.1,699920,
934,405.17717,1103247,6.6,190578,
935,405.180903,587279,3.1,173816,
936,405.186142,6527632,44.1,420386,
937,405.192233,853137,4.9,544829,
938,405.197664,920209,5.4,805676,
939,405.200292,738194,4.1,470560,
940,405.201146,989330,5.8,784360,
941,405.202155,1278098,7.8,658865,
942,405.203058,1053074,6.3,346515,
943,405.205611,1348754,8.3,223477,
944,405.207397,1845906,11.7,357134,
945,405.2084,1690259,10.7,618406,
946,405.210086,2753171,18,306196,
947,405.211178,2398867,15.6,271029,
948,405.211861,3072659,20.2,276033,
949,405.212869,3354771,22.2,302765,
950,405.213594,4405907,29.4,220338,
951,405.214639,5458579,36.7,312565,
952,405.216416,10162835,69.2,179701,
953,405.218141,19571348,134.1,92591,
954,405.222132,2338468608,16143.4,425672,
955,405.225402,23876244,163.8,280145,
956,405.226465,13173397,90,462687,
957,405.227137,10543765,71.8,345710,
958,405.228222,6894229,46.6,526624,
959,405.22886,5646997,38,305693,
960,405.229936,4702869,31.5,215918,
961,405.230602,3315861,21.9,230158,
962,405.23167,3171989,20.9,220315,
963,405.233425,2507413,16.3,483792,
964,405.235156,1656982,10.4,375227,
965,405.236172,1624726,10.2,348931,
966,405.237916,1363606,8.4,413422,
967,405.239583,1237142,7.5,551684,
968,405.24331,1486998,9.3,452656,
969,405.24443,974999,5.7,519459,
970,405.247635,713879,3.9,688669,
971,405.252077,585879,3.1,808605,
972,405.264761,1000089,5.9,564920,
973,405.267775,588057,3.1,574620,
974,405.28009,940699,5.5,473685,
975,405.301224,722269,4,350974,
976,405.31653,703007,3.9,495951,
977,406.112744,3775225,25.1,406677,
978,406.189419,2508546,16.3,396727,
979,406.221844,7479045,50.6,181971,
980,406.225708,556937984,3844,428955,
981,406.229093,7192326,48.7,260301,
982,407.084354,579942,3,461925,
983,407.11581,605930,3.2,519594,
984,407.150096,4332398,28.9,409791,
985,407.181679,1358705,8.4,419896,
986,407.225681,1963894,12.6,286234,
987,407.229215,58667896,404,393857,
988,407.232523,1927031,12.3,559870,
989,407.259253,1935226,12.4,385552,
990,407.295623,719870,4,369069,
991,407.314296,777856,4.4,409566,
992,407.316723,712320,3.9,502268,
993,407.331931,580546,3,363510,
994,407.353292,628485,3.3,467784,
995,407.389669,1086857,6.5,466684,
996,407.425739,760205,4.3,482886,
997,408.073512,2472918,16.1,396393,
998,408.15343,1350878,8.3,443156,
999,408.232605,5325800,35.8,364224,
1000,409.057605,2338884,15.2,387959,
1001,409.083244,1209159,7.4,306731,
1002,409.093725,3500616,23.2,363410,
1003,409.119385,817739,4.6,439284,
1004,409.129377,836684,4.8,458911,
1005,409.14464,737805,4.1,320395,
1006,409.181268,622673,3.3,465562,
1007,409.205328,1227348,7.5,432872,
1008,409.217473,1782357,11.3,434820,
1009,409.22333,608470,3.2,489041,
1010,409.236032,672984,3.6,478116,
1011,409.238744,776536,4.4,435607,
1012,409.254157,690138,3.8,262512,
1013,409.259653,1719898,10.9,405184,
1014,409.275062,724828,4,410083,
1015,409.296168,778206,4.4,385979,
1016,409.311417,958304,5.6,475509,
1017,409.332497,1742434,11,427056,
1018,409.34773,1054308,6.3,429240,
1019,409.36884,1917030,12.2,396731,
1020,409.405265,9868394,67.1,393123,
1021,409.441555,686702,3.7,458940,
1022,409.595323,1791104,11.4,415045,
1023,410.372254,660950,3.6,475583,
1024,410.40855,3168474,20.9,439005,
1025,411.160299,19244334,130.2,388098,
1026,411.178979,911151,5.2,544274,
1027,411.188227,1985840,12.6,438251,
1028,411.196737,1564977,9.7,372723,
1029,411.215489,1790515,11.2,409978,
1030,411.233159,3295541,21.5,386825,
1031,411.242261,1182646,7.1,319831,
1032,411.254385,670136,3.6,356800,
1033,411.26947,860217,4.9,534001,
1034,411.275271,726586,4,572743,
1035,411.290545,901308,5.2,386548,
1036,411.311759,1810750,11.4,430831,
1037,411.326983,1210432,7.3,455913,
1038,411.348132,11464002,77.2,384411,
1039,411.363432,1656644,10.3,439729,
1040,411.384543,5569862,37,397905,
1041,412.094015,820884,4.6,410716,
1042,412.163686,5347740,35.5,404686,
1043,412.200059,609056,3.2,465489,
1044,412.236466,1052580,6.2,498543,
1045,412.301075,639915,3.4,453774,
1046,412.351461,3173809,20.7,402007,
1047,412.387897,1441460,8.8,381142,
1048,413.083104,944385,5.5,476902,
1049,413.125265,810501,4.5,490606,
1050,413.167126,733642,4,347214,
1051,413.197165,619661,3.2,457337,
1052,413.212392,3678735,24.1,400543,
1053,413.218522,747791,4.1,407935,
1054,413.236207,1033745,6.1,501737,
1055,413.23933,28513810,193.5,397678,
1056,413.248733,6946323,46.4,384845,
1057,413.285091,861207,4.9,456565,
1058,413.291046,951575,5.5,491540,
1059,413.30627,921625,5.3,362977,
1060,413.327455,1646619,10.2,377700,
1061,413.342642,1409821,8.6,409678,
1062,413.37905,1342753,8.2,306592,
1063,414.073504,597356,3.1,497394,
1064,414.2157,1173372,7,424005,
1065,414.242734,5808767,38.6,401137,
1066,414.252151,2118784,13.5,366238,
1067,414.382536,788622,4.4,267994,
1068,415.075415,2113753,13.4,408496,
1069,415.093729,1489115,9.2,432440,
1070,415.104943,1577948,9.8,385433,
1071,415.17715,613604,3.2,217483,
1072,415.191897,664933,3.5,233846,
1073,415.228015,3156201,20.5,370791,
1074,415.233934,1285866,7.8,389190,
1075,415.246938,603627,3.1,520748,
1076,415.248196,623851,3.3,606602,
1077,415.264366,4151021,27.3,399541,
1078,415.270259,1093614,6.5,402157,
1079,415.28545,772463,4.3,423435,
1080,415.288839,803056,4.5,548896,
1081,415.300728,688497,3.7,412706,
1082,415.32195,3427059,22.4,384448,
1083,415.358316,895991,5.1,366206,
1084,415.394577,1791739,11.2,449454,
1085,415.57708,912399,5.2,351454,
1086,416.077735,1274180,7.7,446536,
1087,416.231562,1140565,6.8,370776,
1088,416.259711,659288,3.5,409461,
1089,416.267853,1339737,8.1,390689,
1090,416.325304,999519,5.8,401037,
1091,417.072978,20240302,137,388961,
1092,417.109333,824498,4.6,466464,
1093,417.132106,1095093,6.5,470411,
1094,417.171607,1007545,5.9,417751,
1095,417.210668,5774269,38.4,383798,
1096,417.220189,1609662,10,412343,
1097,417.228279,865215,4.9,433719,
1098,417.243655,3003841,19.5,404696,
1099,417.264805,879299,5,478118,
1100,417.280038,2611653,16.8,388913,
1101,417.301005,661319,3.5,371433,
1102,417.30466,594119,3.1,474926,
1103,417.316409,630088,3.3,492634,
1104,417.337529,829643,4.7,446719,
1105,418.076268,4666393,30.8,374795,
1106,418.213949,1568807,9.7,385352,
1107,418.247084,810922,4.5,437513,
1108,418.283392,919854,5.3,503874,
1109,418.348055,714165,3.9,369830,
1110,418.778646,1097058,6.5,403395,
1111,419.010818,607866,3.2,561791,
1112,419.114781,640005,3.4,527439,
1113,419.12504,6147206,40.9,390711,
1114,419.151107,29423752,199.7,385915,
1115,419.160533,837386,4.7,361644,
1116,419.189926,1063309,6.3,460016,
1117,419.201764,1191566,7.1,397574,
1118,419.22299,1031056,6,406171,
1119,419.238164,1599634,9.9,434357,
1120,419.243979,778131,4.3,522660,
1121,419.259336,1150612,6.9,301853,
1122,419.280489,785302,4.4,427556,
1123,419.295649,1168792,7,408521,
1124,419.316737,864154,4.9,462904,
1125,419.332012,834588,4.7,405599,
1126,419.353093,621982,3.2,434502,
1127,419.389654,1099426,6.5,429196,
1128,419.426219,667174,3.6,416542,
1129,420.128329,1767918,11.1,380357,
1130,420.154447,6541553,43.6,388980,
1131,421.109228,7135571,47.7,388443,
1132,421.129268,952277,5.5,319563,
1133,421.14691,1318999,8,391202,
1134,421.157938,664920,3.5,433668,
1135,421.166772,3102041,20.2,388457,
1136,421.181059,636762,3.3,378312,
1137,421.217442,60635484,412.5,379611,
1138,421.226745,12245343,82.5,395226,
1139,421.238388,603040,3.1,231430,
1140,421.274938,1446244,8.9,431209,
1141,421.296083,1105510,6.5,372949,
1142,421.31131,825960,4.6,447674,
1143,421.330053,1012329,5.9,451404,
1144,421.332592,948074,5.5,394825,
1145,421.34774,638827,3.4,620303,
1146,421.368937,657389,3.5,486793,
1147,421.405239,2177905,13.9,382173,
1148,422.083404,1299894,7.8,421583,
1149,422.112531,1498553,9.1,389627,
1150,422.170158,664383,3.5,417528,
1151,422.185578,656704,3.4,233872,
1152,422.220815,18504132,123.6,374835,
1153,422.230086,2817989,18,408200,
1154,422.584955,678888,3.6,539774,
1155,423.010945,1349395,8.1,400046,
1156,423.098772,2727964,17.4,390065,
1157,423.145068,3368481,21.7,406227,
1158,423.16039,3196450,20.5,378970,
1159,423.179878,3566116,23,216940,
1160,423.182482,13486628,89.8,375535,
1161,423.196537,743590,4,268848,
1162,423.22423,2785832,17.8,389811,
1163,423.233092,1318441,7.9,428058,
1164,423.254308,965163,5.5,406071,
1165,423.273806,802605,4.4,570018,
1166,423.276315,2698798,17.2,453888,
1167,423.296478,665264,3.5,385533,
1168,423.311837,1145393,6.7,412886,
1169,423.326936,1045043,6.1,325483,
1170,423.348133,3262517,21,381481,
1171,423.384412,1146040,6.7,311213,
1172,423.420881,17889852,119.5,380062,
1173,423.457444,738752,4,465268,
1174,424.080749,1024381,5.9,397432,
1175,424.102153,797951,4.4,397966,
1176,424.148423,1242756,7.4,470665,
1177,424.163706,928134,5.3,422608,
1178,424.185827,2704008,17.2,377201,
1179,424.27972,656017,3.4,503076,
1180,424.351431,1099416,6.4,377037,
1181,424.424268,5090975,33.3,370850,
1182,425.103199,633954,3.3,205977,
1183,425.139633,2093285,13.1,425652,
1184,425.160758,18582248,124.1,370415,
1185,425.176101,1041129,6,448623,
1186,425.195688,6011627,39.5,382351,
1187,425.212389,2161388,13.6,368147,
1188,425.21824,653293,3.4,446113,
1189,425.24872,1746672,10.8,392737,
1190,425.254749,1064176,6.2,368084,
1191,425.258002,2271985,14.3,396136,
1192,425.290996,807924,4.5,457838,
1193,425.306273,1094645,6.4,417847,
1194,425.327433,2053879,12.8,379800,
1195,425.342592,1622265,9.9,416350,
1196,425.346012,809721,4.5,399460,
1197,425.363821,17595130,117.5,373605,
1198,425.378968,1420028,8.6,195385,
1199,425.400175,1512190,9.2,365130,
1200,425.427528,957441,5.5,388566,
1201,425.43647,796162,4.4,449468,
1202,426.073367,1162048,6.8,409258,
1203,426.164141,4762440,31.1,390521,
1204,426.199037,1074508,6.2,366736,
1205,426.215807,834893,4.6,490288,
1206,426.367174,5057372,33.1,362624,
1207,426.403467,649567,3.4,482958,
1208,427.15519,832423,4.6,480920,
1209,427.191721,1318314,7.9,428009,
1210,427.214679,930988,5.3,467897,
1211,427.228069,3313582,21.3,394564,
1212,427.25219,636336,3.3,441232,
1213,427.264464,2899377,18.5,350543,
1214,427.285494,937651,5.3,489345,
1215,427.306625,1322933,7.9,387611,
1216,427.343079,1889208,11.7,392452,
1217,427.358366,2006458,12.5,409818,
1218,427.370525,956859,5.5,410971,
1219,427.394809,1529021,9.3,388434,
1220,428.135318,964099,5.5,409882,
1221,428.231305,1052172,6.1,446907,
1222,428.267736,1134095,6.6,422731,
1223,428.332282,706069,3.8,490607,
1224,428.398078,742683,4,400980,
1225,429.080282,654810,3.4,393150,
1226,429.179928,3418212,22,371117,
1227,429.207211,1402726,8.5,379201,
1228,429.22129,655847,3.4,472815,
1229,429.243696,3450985,22.2,398818,
1230,429.249467,775914,4.2,422574,
1231,429.280179,1889901,11.7,422956,
1232,429.285933,3083373,19.8,374582,
1233,429.301196,1234031,7.3,410809,
1234,429.32236,806768,4.4,427527,
1235,429.337703,763762,4.2,278518,
1236,429.373891,1764469,10.9,365625,
1237,429.410304,1223801,7.3,392512,
1238,430.104598,5051576,33,383018,
1239,430.247088,1124549,6.6,502171,
1240,430.283456,602184,3.1,506575,
1241,430.289152,597320,3,511753,
1242,430.333547,615692,3.2,349512,
1243,430.348094,785230,4.3,366497,
1244,431.039712,1794315,11.1,425492,
1245,431.088564,118406416,796.1,392956,
1246,431.107924,1415186,8.5,431604,
1247,431.118382,597266,3,226706,
1248,431.126876,1136403,6.7,397037,
1249,431.187386,1913625,11.9,392528,
1250,431.222902,1475868,8.9,343270,
1251,431.228821,1694492,10.4,379302,
1252,431.25941,2751263,17.5,389461,
1253,431.280423,1002273,5.8,426040,
1254,431.2958,1874722,11.6,440301,
1255,431.316856,1502756,9.1,338472,
1256,431.320244,677156,3.6,470529,
1257,431.389332,687658,3.6,457032,
1258,431.59027,1124668,6.6,353698,
1259,432.072822,1047654,6.1,381638,
1260,432.092015,25664872,171.8,376033,
1261,432.224731,824820,4.6,364099,
1262,432.262669,818807,4.5,380617,
1263,432.299053,675066,3.6,385481,
1264,432.363754,716160,3.8,453107,
1265,433.092829,1486783,9,361769,
1266,433.095298,2367423,14.9,363093,
1267,433.146653,952771,5.4,445369,
1268,433.181114,20819398,139.2,363984,
1269,433.205396,921160,5.2,345892,
1270,433.223321,616266,3.2,471309,
1271,433.238653,1737675,10.7,375918,
1272,433.259611,1008845,5.8,427336,
1273,433.274971,1384654,8.3,360176,
1274,433.296151,1126352,6.6,443343,
1275,433.311462,1791441,11.1,429071,
1276,433.332556,3431891,22.1,398627,
1277,433.347888,650452,3.4,509003,
1278,433.405189,958937,5.4,452831,
1279,434.184404,6371867,41.3,363049,
1280,434.335949,868904,4.8,407260,
1281,435.08365,2237030,13.9,380317,
1282,435.146151,2247275,14,412246,
1283,435.162341,1877612,11.5,399957,
1284,435.187902,1122926,6.5,397536,
1285,435.196769,5268079,34,400192,
1286,435.205951,1643632,9.9,419442,
1287,435.218735,1334385,7.9,436331,
1288,435.221413,1531505,9.2,415660,
1289,435.254289,1012084,5.7,394114,
1290,435.275422,841845,4.6,447711,
1291,435.290703,678775,3.5,467188,
1292,435.311881,1102968,6.3,434604,
1293,435.327024,1888634,11.6,332853,
1294,435.345742,3126907,19.8,374751,
1295,435.348439,832379,4.6,430037,
1296,435.359562,928892,5.2,430479,
1297,435.420854,1431937,8.5,381133,
1298,435.457198,798084,4.3,463417,
1299,436.200044,1941184,11.9,412798,
1300,436.20931,745665,4,456627,
1301,436.330083,701643,3.7,444063,
1302,436.349103,933324,5.2,382012,
1303,437.114401,2258697,14,367027,
1304,437.145421,649355,3.3,363292,
1305,437.156844,2388748,14.9,340510,
1306,437.160643,1067277,6.1,509666,
1307,437.161737,779533,4.2,588039,
1308,437.175845,661518,3.4,304778,
1309,437.192363,3136271,19.9,363998,
1310,437.212443,4409105,28.3,371794,
1311,437.221665,809489,4.4,213869,
1312,437.233393,844946,4.6,376337,
1313,437.248846,884755,4.9,454861,
1314,437.254656,736020,3.9,525044,
1315,437.267535,689685,3.6,508232,
1316,437.269893,1022229,5.8,368960,
1317,437.291,762391,4.1,147175,
1318,437.306501,697368,3.7,457631,
1319,437.327443,1664794,10.1,431025,
1320,437.342681,2194203,13.6,381574,
1321,437.363895,2326813,14.5,411211,
1322,437.379008,1353502,8,380029,
1323,437.400221,1519903,9.1,417240,
1324,437.43659,5487394,35.5,374494,
1325,438.08416,2903892,18.3,394353,
1326,438.096232,1016149,5.8,192729,
1327,438.11779,770391,4.1,354219,
1328,438.195551,952669,5.3,431305,
1329,438.21571,1187166,6.9,242120,
1330,438.345791,732520,3.9,216375,
1331,438.439933,1799023,11,345288,
1332,438.598096,825979,4.5,481312,
1333,438.781425,1251209,7.3,385996,
1334,439.054974,3591070,22.9,359762,
1335,439.068331,783519,4.2,430024,
1336,439.119575,908451,5.1,509654,
1337,439.155237,9465765,61.9,356419,
1338,439.177417,1015207,5.8,595494,
1339,439.227976,932267,5.2,349649,
1340,439.233723,623147,3.2,186523,
1341,439.249184,1170860,6.8,401403,
1342,439.264571,688429,3.6,202842,
1343,439.271219,6764462,44,362649,
1344,439.273816,1553838,9.3,319864,
1345,439.285484,706863,3.7,361322,
1346,439.306755,1273520,7.5,343778,
1347,439.321872,819634,4.5,189369,
1348,439.343067,2524595,15.8,362886,
1349,439.358383,2172340,13.5,388805,
1350,439.379454,14921654,98.1,363443,
1351,439.383423,606134,3,727877,
1352,439.394706,1495223,9,372203,
1353,439.415909,1945529,11.9,387369,
1354,440.058256,821224,4.5,215068,
1355,440.088775,645098,3.3,553676,
1356,440.158613,2819055,17.7,362430,
1357,440.274628,1814007,11.1,368434,
1358,440.34641,1089277,6.3,411339,
1359,440.361908,634878,3.2,398393,
1360,440.382812,4367359,28,345361,
1361,440.986166,893482,5,498507,
1362,441.109384,1156147,6.7,448304,
1363,441.133135,18128948,119.4,365842,
1364,441.170949,27656248,182.7,369196,
1365,441.19383,697401,3.7,439883,
1366,441.207221,1264698,7.4,399329,
1367,441.223623,1589307,9.6,401851,
1368,441.228367,658108,3.4,252917,
1369,441.24363,1949757,12,334577,
1370,441.252902,3448893,21.9,366694,
1371,441.264856,873278,4.8,183978,
1372,441.266929,690750,3.6,455655,
1373,441.280099,1167679,6.8,439321,
1374,441.286031,962112,5.4,362485,
1375,441.301371,612161,3.1,408146,
1376,441.322365,1266242,7.4,387983,
1377,441.333556,616259,3.1,359750,
1378,441.337083,825027,4.5,232889,
1379,441.341045,2412100,15,351668,
1380,441.35869,1957957,12,380020,
1381,441.374034,1408582,8.4,290108,
1382,441.386311,678983,3.5,510995,
1383,441.410349,1912392,11.7,384486,
1384,442.136485,3882107,24.8,357156,
1385,442.174265,8075389,52.7,361019,
1386,442.247126,683394,3.6,456030,
1387,442.256286,662659,3.4,423005,
1388,442.311755,2428551,15.2,362126,
1389,442.344361,769673,4.1,470538,
1390,442.362137,615818,3.1,451790,
1391,442.797259,2916520,18.4,406643,
1392,443.091255,1504443,9,398429,
1393,443.129112,827326,4.5,454907,
1394,443.14881,1794751,10.9,363150,
1395,443.177729,1015233,5.8,330877,
1396,443.222906,1591492,9.6,387150,
1397,443.228742,634308,3.2,354784,
1398,443.24412,828485,4.5,261245,
1399,443.25939,2424006,15.1,395846,
1400,443.265415,922055,5.1,476148,
1401,443.280411,870344,4.8,445042,
1402,443.296133,687689,3.6,332693,
1403,443.301674,4357321,28,355316,
1404,443.314809,869834,4.8,421831,
1405,443.337963,989643,5.6,425983,
1406,443.353218,1401548,8.3,391732,
1407,443.389749,953551,5.4,429552,
1408,443.425933,1155537,6.7,383871,
1409,444.226146,604165,3,437415,
1410,444.262722,785159,4.2,459540,
1411,444.304813,1202954,7,360069,
1412,444.363813,755470,4,472244,
1413,445.068,897594,5,429064,
1414,445.093677,935740,5.2,449714,
1415,445.10432,3561789,22.7,216900,
1416,445.136214,1562687,9.4,360802,
1417,445.158595,1633088,9.9,328305,
1418,445.164385,7887168,51.4,369889,
1419,445.203245,898755,5,182365,
1420,445.215121,1347395,8,436363,
1421,445.223241,659908,3.4,408959,
1422,445.238638,1556293,9.4,378718,
1423,445.244472,671045,3.5,240795,
1424,445.257161,728902,3.9,419116,
1425,445.27502,1102663,6.3,179629,
1426,445.296113,1210952,7.1,365176,
1427,445.311239,847945,4.7,410748,
1428,445.332564,720971,3.8,400819,
1429,445.335836,652107,3.3,478404,
1430,445.368859,1008461,5.7,287143,
1431,446.107683,974714,5.5,425012,
1432,446.161964,609917,3.1,497946,
1433,446.167756,1756541,10.7,394052,
1434,446.218276,836736,4.6,459758,
1435,446.219626,820352,4.5,447899,
1436,446.379402,802314,4.4,371737,
1437,447.064305,1214898,7.1,457034,
1438,447.083553,1195187,7,372564,
1439,447.142503,783030,4.2,377420,
1440,447.217939,747579,4,408920,
1441,447.238828,617660,3.1,458659,
1442,447.254339,1322429,7.8,403723,
1443,447.269646,899006,5,182739,
1444,447.2753,756414,4,313570,
1445,447.290836,1039039,5.9,440555,
1446,447.311708,1354176,8,417159,
1447,447.326887,636609,3.3,473868,
1448,447.348086,844482,4.6,422717,
1449,447.384596,613700,3.1,452042,
1450,447.421003,1117894,6.5,368555,
1451,447.457289,659272,3.4,342263,
1452,448.063848,754410,4,396533,
1453,448.103583,612844,3.1,364939,
1454,448.115191,915693,5.1,420917,
1455,448.130395,849646,4.7,343884,
1456,448.18355,656113,3.4,442246,
