m/z,Magnitude,S/N,Res.
144.707819,1032280,3.8,1707094
144.709147,897767,3.1,898285
144.71033,976243,3.5,1125435
144.714135,978901,3.5,497049
144.718196,911598,3.2,1548613
144.720143,1150109,4.3,1055006
144.72073,886266,3.1,410644
144.722376,871271,3,1528187
144.723237,939805,3.3,1205415
144.72382,1299788,5,1104525
144.724712,1075011,4,1541076
144.725187,1207212,4.6,1329379
144.725359,888897,3.1,1322512
144.72594,927504,3.3,775892
144.726376,1016641,3.7,579589
144.727039,1220722,4.7,871027
144.72729,1374552,5.4,1465224
144.727969,920174,3.2,1827478
144.7287,1145725,4.3,449770
144.729729,1613832,6.5,1245504
144.730325,1526792,6.1,886710
144.730735,1284294,5,606467
144.731197,1152621,4.3,1283495
144.731563,1513659,6,462743
144.731822,1888993,7.8,967913
144.732093,1852781,7.6,761293
144.732529,1522455,6.1,715784
144.732999,1995457,8.3,281949
144.733526,1879716,7.8,341714
144.733985,2969614,12.9,1056235
144.734151,1625388,6.6,1666144
144.734342,2450455,10.4,730662
144.734729,1361296,5.3,1120354
144.735238,1727725,7,611897
144.735474,1870040,7.7,1223108
144.735767,2360306,10,1474291
144.735964,1773542,7.3,977637
144.736289,1774057,7.3,790843
144.736609,1953110,8.1,907702
144.736764,1949134,8.1,1073262
144.736975,2246530,9.5,1452315
144.737171,3190650,13.9,1186196
144.737586,2737696,11.8,694809
144.737968,2354902,10,790431
144.738231,2059438,8.6,1295763
144.738461,2941259,12.7,719380
144.738654,1908690,7.9,1577224
144.738811,2757954,11.9,1200620
144.739079,2016614,8.4,1100597
144.739195,2337958,9.9,1551145
144.739397,2763638,11.9,854981
144.739655,2619654,11.2,1388443
144.739861,2573998,11,758339
144.740159,3104018,13.5,857284
144.740367,4329226,19.3,549175
144.740569,1974940,8.2,1292923
144.740756,5314030,23.9,938129
144.741073,3912926,17.3,558837
144.741643,4080654,18.1,604957
144.741823,2971758,12.9,1283154
144.742141,3732754,16.5,1159579
144.742373,3307998,14.5,1057610
144.742657,2453930,10.5,669299
144.742997,3836050,16.9,1032112
144.743118,3470078,15.2,1092872
144.743445,2966882,12.9,789021
144.743713,4080730,18.1,1268469
144.743888,3445128,15.1,696351
144.744328,4781382,21.4,438861
144.744938,2370098,10.1,1258572
144.745181,3513798,15.4,552953
144.74552,2441380,10.4,816238
144.745844,2865724,12.4,449785
144.746563,3244747,14.2,522213
144.747184,3530806,15.5,1049612
144.74736,2206575,9.3,701743
144.747604,2672426,11.5,533751
144.748011,1818876,7.5,1207781
144.748245,2472534,10.5,484467
144.748608,918614,3.2,2342586
144.748804,1945807,8.1,747448
144.749056,2157114,9.1,1325051
144.749283,871003,3,1569618
144.749775,2455494,10.5,718697
144.750238,2571550,11,1370233
144.75059,1783359,7.3,812326
144.750907,2421314,10.3,897129
144.751227,1702474,6.9,226505
144.751711,1992189,8.3,412563
144.752012,1424092,5.6,1439926
144.752192,1641169,6.6,958684
144.75269,1471121,5.8,1050739
144.752973,1060218,3.9,1341815
144.753299,2254196,9.5,1057667
144.753579,1119668,4.2,1924507
144.754086,1652822,6.7,1057736
144.754313,1764182,7.2,1210449
144.754792,1238079,4.7,1021248
144.755006,1377004,5.4,1423322
144.75532,1109302,4.1,1173298
144.755577,1582062,6.4,634030
144.755998,1776484,7.3,1272280
144.756593,1211757,4.6,458849
144.757182,1276313,4.9,1014256
144.757449,968930,3.5,973836
144.75773,1040713,3.8,1192473
144.75789,1072456,4,1409254
144.758266,1088470,4,831091
144.758618,1332751,5.2,1192246
144.758962,1002798,3.6,575928
144.760325,1075264,4,1724869
144.760652,1203117,4.6,946806
144.760867,1199274,4.6,868235
144.762626,1381318,5.4,914231
144.763542,1074895,4,1202600
144.764805,891512,3.1,743082
144.76539,872216,3,518386
144.767279,962179,3.4,1342462
144.768974,908499,3.2,1056294
144.77057,1028596,3.8,1270969
144.772766,920753,3.2,1114448
144.774791,1034652,3.8,1259250
144.775591,968694,3.5,895400
144.77898,905951,3.2,1194882
144.785766,922655,3.3,971795
145.660425,988676,3.6,1086572
145.662393,901972,3.2,1221722
145.666011,1202324,4.6,988481
145.666842,1000466,3.6,605934
145.668905,884302,3.1,1553122
145.669309,874582,3,1799689
145.669865,1107786,4.1,1314405
145.671376,940896,3.3,1458462
145.673079,1175365,4.4,356755
145.674287,1416194,5.6,1176860
145.675029,1025376,3.7,1371757
145.675556,990386,3.6,735418
145.676255,1262496,4.9,1466873
145.676945,951132,3.4,1277159
145.67727,1167357,4.4,913524
145.677727,1197660,4.5,1320194
145.677952,1644984,6.7,1147381
145.678335,2385909,10.1,1081322
145.678931,1654084,6.7,1030553
145.679183,2067068,8.6,1164886
145.679743,1704322,6.9,1068405
145.680297,1592614,6.4,1473446
145.680813,2150786,9,737240
145.681111,1437686,5.7,1230137
145.68146,1498370,6,1728403
145.681738,1572270,6.3,1168442
145.682125,1276770,4.9,1823091
145.682409,2839614,12.3,1067088
145.682799,2522042,10.8,1409758
145.682935,1716366,7,1453865
145.683056,1635498,6.6,1551859
145.683206,1875114,7.7,1172874
145.683625,1795833,7.4,903259
145.683831,2086404,8.7,952593
145.684487,2155800,9,661171
145.684681,1518858,6.1,1621711
145.68496,1557854,6.2,2089683
145.685122,3028912,13.2,613311
145.685424,1716530,7,1005152
145.685588,1895806,7.8,1627709
145.685731,3300090,14.4,1467720
145.685852,1970766,8.2,935921
145.685967,2492210,10.6,1518131
145.686258,2467286,10.5,1052052
145.68643,2102622,8.8,760548
145.686728,2674894,11.5,1019776
145.687191,3775434,16.7,1116970
145.687357,1524888,6.1,1354597
145.687513,2127954,8.9,1249858
145.687656,4426219,19.7,1147278
145.687904,2823346,12.2,913216
145.688153,2768848,11.9,299460
145.688301,3068734,13.3,1234354
145.688484,3866938,17.1,712650
145.68888,5406011,24.3,554054
145.689161,2898606,12.5,842429
145.689372,3455162,15.2,1431196
145.689627,4024082,17.8,796220
145.689871,3854594,17,858628
145.690069,4331759,19.3,1028257
145.690238,6522051,29.6,911992
145.690736,5257483,23.6,1248155
145.690931,3498450,15.4,1050094
145.691113,4942519,22.1,766591
145.691319,5270231,23.7,982878
145.69146,2790930,12,1312828
145.691624,4638263,20.7,927413
145.691969,2609646,11.2,1368343
145.692115,2697134,11.6,1328753
145.692421,1848822,7.6,1382414
145.69264,3588458,15.8,720070
145.693118,4979721,22.3,710642
145.693365,3180866,13.9,1306163
145.693595,2699457,11.6,819623
145.693776,2231834,9.4,963191
145.693997,2958954,12.8,1359040
145.694114,2817654,12.2,1310600
145.694254,4767499,21.3,1262217
145.694629,3434438,15.1,714893
145.695007,3834678,16.9,918308
145.695187,3259938,14.2,1220281
145.695312,2237682,9.4,1647908
145.695457,3163066,13.8,1158126
145.69582,1532210,6.1,705229
145.696004,3374506,14.8,1038196
145.696148,2816234,12.2,1188562
145.696295,4214403,18.7,896042
145.696553,3643154,16,1417680
145.696706,3183578,13.9,1306821
145.696922,2271540,9.6,572918
145.697476,2437306,10.4,536973
145.697868,2195512,9.2,1087602
145.698074,3281394,14.3,944074
145.698322,3758062,16.6,1183676
145.698657,1319382,5.1,903464
145.698908,2335456,9.9,578928
145.699217,1895834,7.8,810763
145.699515,2478408,10.6,623135
145.699843,1880264,7.8,780093
145.70006,1834290,7.5,968523
145.700353,1986330,8.3,1119575
145.700552,1441266,5.7,1622299
145.700965,1531239,6.1,433248
145.701166,1599634,6.4,1687442
145.701287,1403558,5.5,2124345
145.701539,1702932,6.9,615641
145.701842,2982474,12.9,612944
145.702315,2196818,9.2,1275784
145.702689,1881036,7.8,1149829
145.703078,1692890,6.9,938153
145.703673,1143215,4.3,469918
145.704142,945558,3.4,858969
145.704452,1077030,4,1428575
145.704653,1549638,6.2,1326280
145.705326,1162542,4.4,1526161
145.706222,1818276,7.5,1191688
145.706849,1334483,5.2,496973
145.707739,1048221,3.8,1229764
145.708456,1037264,3.8,1574537
145.708756,893860,3.1,634135
145.709275,1748434,7.1,1394765
145.709452,1308154,5.1,1208822
145.711113,1231230,4.7,705848
145.712314,1424806,5.6,1068004
145.712671,1002267,3.6,1084828
145.713552,1487858,5.9,1008993
145.713926,1057447,3.9,461841
145.714158,919678,3.2,1385941
145.715592,888051,3.1,1422316
145.719885,898690,3.1,1166498
145.783004,874748,3,1145924
146.964094,889913,3.1,672789
147.699045,888119,3.1,1347270
149.830574,915701,3.2,1291904
149.84569,916263,3.2,1363237
149.850934,894181,3.1,1135790
149.855493,1030641,3.8,549508
149.856567,1140369,4.3,944914
149.85793,1095515,4.1,1333648
149.858827,1523131,6.1,1233416
149.860007,1154104,4.3,623875
149.860278,1219685,4.7,971965
149.860891,1137635,4.3,640231
149.861372,1056115,3.9,957841
149.86224,1238579,4.7,1216757
149.862897,1072915,4,1090460
149.863229,1009403,3.7,1031828
149.863814,1128171,4.2,487054
149.864075,1269983,4.9,1252577
149.864407,1284653,5,611457
149.865237,1778611,7.3,1171957
149.866117,1524319,6.1,745609
149.866369,1314339,5.1,1093641
149.866555,1534671,6.1,568902
149.867233,1511731,6,588489
149.867802,1965037,8.2,657533
149.868595,1492175,5.9,1369356
149.869298,2792983,12,1091172
149.869498,1744943,7.1,1203147
149.869943,1719187,7,437425
149.870843,1695359,6.9,511758
149.871161,1474823,5.9,934236
149.871316,1623143,6.5,1236460
149.87152,1837663,7.6,1048449
149.871747,2140751,9,1137859
149.871917,2102143,8.8,1150216
149.872163,1588687,6.4,814856
149.872407,1877187,7.7,1073434
149.872629,2038451,8.5,529742
149.8728,1882555,7.8,1010569
149.872986,2028303,8.5,1017616
149.87316,2471823,10.5,548221
149.873691,3546655,15.6,490374
149.874193,3033687,13.2,1186642
149.874436,1910679,7.9,704324
149.874792,1608601,6.5,466416
149.875415,3389991,14.8,751101
149.875663,2765223,11.9,1037292
149.87584,3934631,17.4,991046
149.876148,3392951,14.9,1361828
149.876524,3695791,16.3,670833
149.876795,3387687,14.8,929300
149.87703,2221623,9.4,1360074
149.877624,3558151,15.6,759212
149.87802,2923923,12.7,415935
149.878554,3458983,15.2,1223338
149.878797,2246335,9.5,627047
149.879082,2051103,8.6,1162490
149.879265,2225239,9.4,971361
149.879643,2929623,12.7,564899
149.87992,1919871,7.9,1113176
149.880071,1711807,7,1151483
149.88023,1599935,6.4,1609844
149.880427,3522991,15.5,952752
149.880747,2444223,10.4,612654
149.881313,1728303,7,1066718
149.881626,1963703,8.1,981902
149.881838,1374159,5.4,1464186
149.882118,1713159,7,1485915
149.882274,1364671,5.3,1514476
149.882427,2768023,11.9,1450905
149.88299,1644687,6.6,815728
149.883361,2276487,9.6,637516
149.8837,2764023,11.9,1493384
149.883982,1239727,4.7,971941
149.884467,2469235,10.5,601435
149.88475,2006563,8.3,1082054
149.885179,1744419,7.1,657218
149.885469,1690415,6.9,700026
149.8864,1044925,3.8,1177623
149.886794,1284543,5,1426146
149.887038,1057295,3.9,702030
149.887898,1938595,8,460794
149.888597,1121923,4.2,615006
149.889237,1449983,5.7,1018758
149.889743,1246147,4.8,515425
149.890539,1300375,5,782151
149.891042,1199171,4.6,619502
149.891607,1016481,3.7,687305
149.892597,1128029,4.2,1034615
149.893123,1496633,6,841064
149.893425,1132157,4.2,1010174
149.894992,1196833,4.5,871489
149.895368,1039151,3.8,1257550
149.897104,1231107,4.7,911076
149.897421,1261383,4.8,979614
149.900124,883809,3.1,596333
149.900599,882955,3.1,777074
149.901015,890059,3.1,1313880
149.904528,1024063,3.7,1096333
150.860239,887836,3.1,704301
150.874949,1820046,7.5,871380
150.879041,937530,3.3,1879599
150.881031,1027886,3.8,1078979
150.88147,996486,3.6,1423797
150.882042,1007350,3.7,1394406
150.882624,1117018,4.2,1193147
150.883269,1000919,3.6,559589
150.884057,1338934,5.2,771010
150.884574,1327570,5.2,877825
150.885123,1380550,5.4,1036157
150.885598,1226004,4.7,822627
150.886066,1131746,4.2,597784
150.886385,1740986,7.1,452857
150.886981,1896380,7.8,618392
150.88807,2101974,8.8,638148
150.888302,1128882,4.2,1597713
150.888747,3317386,14.5,753989
150.889324,1721146,7,1595498
150.889539,2633458,11.3,1342966
150.890184,2934730,12.7,1170334
150.890557,3317626,14.5,463424
150.890742,2495762,10.6,820507
150.890953,1854610,7.6,845486
150.891104,2270938,9.6,601515
150.891621,4581730,20.4,563772
150.891966,3245322,14.2,806567
150.892136,3038098,13.2,1347970
150.89233,2132914,8.9,1062418
150.892528,2483554,10.6,789254
150.892767,3233570,14.1,1073861
150.892897,3177986,13.9,968228
150.893276,4033634,17.9,1163970
150.893444,2900594,12.5,1215807
150.893745,2060530,8.6,1632079
150.89387,2741474,11.8,1612224
150.894008,2186690,9.2,1667015
150.894222,2489394,10.6,1175035
150.894667,5818482,26.3,960469
150.894833,2957794,12.8,1426165
150.895,3725298,16.4,1208900
150.89523,3786482,16.7,1164235
150.895496,4734578,21.2,645956
150.895874,2249742,9.5,585015
150.896058,2223026,9.4,1633359
150.896287,2720994,11.7,1138749
150.896902,4602162,20.5,536204
150.897094,2099066,8.8,734117
150.897422,1670282,6.8,1107252
150.897712,1553306,6.2,1264728
150.897859,1152426,4.3,2124064
150.898136,2789266,12,1128784
150.898328,2097122,8.8,974213
150.898573,1966602,8.2,623097
150.898989,2733666,11.8,814536
150.899131,2173370,9.1,1343891
150.899464,1898498,7.8,916389
150.899719,2785398,12,802716
150.900206,1656854,6.7,747904
150.900406,1544002,6.2,1357182
150.900572,1249690,4.8,1338885
150.90093,2330370,9.9,635858
150.901395,1163730,4.4,1036418
150.901762,1083691,4,544780
150.90243,1209986,4.6,1497988
150.902628,1766146,7.2,1281558
150.903034,1785214,7.3,805807
150.903381,1653850,6.7,1419155
150.903738,1570678,6.3,403792
150.904149,1551078,6.2,990843
150.904459,1262090,4.9,1081375
150.904653,1048860,3.9,943851
150.905187,884824,3.1,587580
150.90615,1015994,3.7,752142
150.906725,1050710,3.9,1663282
150.907276,1031620,3.8,904101
150.90785,1163866,4.4,615649
150.909138,874132,3,664518
150.90988,1391190,5.5,645848
150.910422,1288270,5,1171641
150.911492,999194,3.6,490616
150.912069,1095732,4.1,903863
150.912442,888724,3.1,672752
150.914734,1084202,4,588848
150.915056,908744,3.2,1224102
150.92637,903870,3.2,335758
151.851376,893291,3.1,1025566
151.920573,7097437,32.3,1161524
152.335978,3546891,15.6,1295082
153.129626,1173463,4.4,1479310
153.206005,876851,3,487569
153.2947,975703,3.5,928327
153.358992,2105782,8.8,1095320
153.403444,987114,3.6,550698
153.425626,940282,3.3,1207669
153.427945,42017780,196.3,1095587
153.428603,2301318,9.7,1262374
153.429355,1230010,4.7,693681
153.435604,2099526,8.8,1375328
153.439417,1159398,4.4,494628
153.44333,1638262,6.6,1157756
153.455559,1230998,4.7,1344765
153.45785,890310,3.1,1325390
153.504622,1367286,5.3,1162639
153.5123,1854006,7.6,1159319
153.519983,1050006,3.9,1043978
153.673603,1435117,5.7,1326630
154.450863,2232370,9.4,1282219
154.81304,892444,3.1,1181845
155.353914,1172182,4.4,1284366
155.361725,902210,3.2,571843
155.36234,930518,3.3,1363225
155.363108,1042594,3.8,999169
155.364107,1357518,5.3,1135182
155.369744,913366,3.2,671930
155.371218,1076062,4,1189335
155.371523,1137894,4.3,1434655
155.371748,1084030,4,1172687
155.372319,1030234,3.8,1021120
155.3732,1146246,4.3,1070052
155.373924,1212710,4.6,653211
155.374204,1172494,4.4,1308375
155.374866,1145998,4.3,689086
155.375171,1075134,4,1222855
155.375492,1296868,5,710586
155.376385,958214,3.4,345554
155.377105,947170,3.4,510240
155.377651,1389550,5.5,1281712
155.37783,1285678,5,1023247
155.378047,1525038,6.1,661848
155.378431,1455910,5.8,1102922
155.378937,1865622,7.7,832100
155.379475,1142582,4.3,1384396
155.379798,2337134,9.9,1073461
155.380154,1303558,5,977379
155.380517,1277406,4.9,1184591
155.381089,1685546,6.8,397641
155.381444,1404062,5.5,1237054
155.381583,1446446,5.7,1784184
155.381893,1093758,4.1,1325598
155.382578,3129630,13.6,850893
155.383374,1430862,5.6,629661
155.383656,2188126,9.2,1060277
155.383976,2679310,11.5,830292
155.384332,1737086,7.1,1412582
155.384973,3220654,14.1,1005544
155.385226,1902502,7.9,1003659
155.385656,2590502,11.1,630927
155.386094,1313864,5.1,719262
155.386383,1935658,8,636336
155.386825,1687614,6.9,951757
155.387041,2641310,11.3,826554
155.387331,1327518,5.2,564264
155.387769,2005550,8.3,844182
155.387974,1556926,6.2,1524734
155.388595,1892830,7.8,1089793
155.388755,1625102,6.6,1561554
155.389061,2552766,10.9,1116942
155.389276,2703150,11.6,1053617
155.389684,2298894,9.7,769021
155.389899,1765038,7.2,1310033
155.390332,3622478,15.9,637201
155.390572,2589518,11.1,910758
155.390766,2031070,8.5,1151934
155.391244,2757354,11.9,579366
155.391502,1617662,6.5,1649880
155.39191,2550414,10.9,897579
155.392195,2522894,10.8,1041067
155.392357,2769614,11.9,1283911
155.392511,1902478,7.9,1743475
155.392673,2774142,12,858011
155.392999,2222590,9.4,591736
155.393402,1500366,6,1332724
155.393647,2751758,11.8,1069440
155.393902,1597582,6.4,1319164
155.394136,2287038,9.7,892270
