m/z,I,S/N,Res.
184.574441,888556,3.2,1470772
184.583133,958297,3.5,1307426
185.819651,894055,3.2,1226772
188.302512,850856,3,1188293
188.614324,879752,3.2,1160358
190.963452,867879,3.1,1138717
191.541341,848677,3,1474974
191.663535,925958,3.4,1026242
192.573432,879376,3.2,1425978
192.621818,869312,3.1,1202927
194.172928,892276,3.2,890435
195.036193,19476118,92.9,1210790
195.598529,914794,3.3,988223
196.201104,866227,3.1,1137941
197.010593,918525,3.3,1354658
197.846402,887585,3.2,1183304
199.438514,862562,3.1,1221418
199.514402,850162,3,1027891
202.200604,876176,3.1,1091477
203.11194,859210,3.1,1429670
203.395819,873373,3.1,762253
203.657938,884852,3.2,1328852
206.562926,869617,3.1,1116817
206.811481,876281,3.1,997625
208.511492,847982,3,1213047
208.534798,863938,3.1,1333034
210.680879,889888,3.2,1160985
210.903826,860169,3.1,1348595
211.152387,853450,3,1156445
211.362171,856107,3,959509
213.84985,975659,3.6,810248
216.183244,973506,3.6,1083079
217.753017,918374,3.3,951400
218.138492,927027,3.4,886227
218.146361,867075,3.1,1034434
219.254817,952532,3.5,988575
220.640007,879725,3.2,1039015
224.28332,908196,3.3,969000
225.904428,895894,3.2,922015
226.817514,861928,3.1,1166705
227.092953,850032,3,1112775
228.352414,898693,3.2,895623
228.911262,890295,3.2,1374650
229.183648,881904,3.2,1206038
229.566537,947532,3.5,1089346
229.926913,874936,3.1,851863
230.181672,7481793,34.9,1046104
231.903202,869277,3.1,880766
232.627477,858615,3,841994
238.467341,868840,3.1,1046057
238.905784,902684,3.2,555847
242.633125,869103,3.1,817979
243.338499,1043122,3.9,786783
247.041785,910520,3.3,899036
248.563628,984270,3.6,830461
249.581243,912073,3.3,1057912
251.016148,901726,3.2,974746
253.121441,904958,3.2,888378
255.051105,1040536,3.9,1186297
256.876607,2634255,11.5,927953
257.293358,885642,3.1,1028321
257.600413,858686,3,794118
258.520128,865340,3,780465
258.873634,1019284,3.8,813134
259.189396,914793,3.3,848431
259.785302,870946,3.1,718470
260.405836,895900,3.2,901267
260.464824,859809,3,1025723
261.040514,921128,3.3,974328
262.353462,938533,3.4,837678
263.019732,1230132,4.8,1001204
263.089889,876041,3.1,707140
263.092524,964665,3.5,878891
264.475316,863740,3,345274
264.967322,946560,3.4,979639
265.071729,1147080,4.4,637322
266.285871,879809,3.1,859654
266.374551,991303,3.6,888548
266.724576,872897,3.1,1001337
266.936336,867953,3,965857
267.01468,926135,3.3,944903
267.051014,1490394,6,937674
267.087426,1289948,5,739368
267.123845,1345759,5.3,1013810
269.066743,1023025,3.8,872841
269.093217,864115,3,900081
269.103121,1199092,4.6,1123468
269.139473,891895,3.2,1105344
270.335325,870850,3.1,546733
271.082244,937931,3.4,557843
272.841609,872020,3.1,701469
273.343057,938684,3.4,948912
274.887183,4062134,18.2,733587
275.019923,918657,3.3,1009019
275.056283,1055556,3.9,911642
276.884211,1594199,6.5,828140
277.035463,1248675,4.8,547685
277.059773,2000485,8.4,771909
277.071923,1035494,3.8,902689
277.108275,1200425,4.6,865874
278.858679,949303,3.4,612973
279.051156,1335623,5.2,480736
279.087516,1460746,5.8,790908
279.123895,1803149,7.4,821491
279.397868,904516,3.2,720556
281.030395,1320939,5.2,585917
281.066764,1744430,7.2,790488
281.10314,2116145,8.9,727540
281.139563,1738740,7.1,626196
281.719147,872676,3,932552
282.098399,877891,3.1,478757
283.046042,1414739,5.6,771407
283.080348,891830,3.1,579280
283.082445,2387030,10.2,824266
283.118827,1793369,7.4,872465
284.463617,977738,3.5,855814
285.061715,1681021,6.9,994050
285.093401,872832,3,854149
285.096906,910016,3.2,1115487
285.098132,1673856,6.8,809844
285.134542,985475,3.6,762473
286.177378,928540,3.3,1197199
286.81071,936338,3.3,866049
287.056324,1041383,3.8,713798
287.11377,972908,3.5,996435
288.807592,912765,3.2,745800
289.03553,1101585,4.1,603104
289.071898,1178964,4.5,802932
290.851569,1008878,3.7,1038527
290.852237,2457327,10.5,705788
291.014736,953725,3.4,878128
291.051186,1523072,6.1,809490
291.087521,1829635,7.5,725681
291.124032,1162630,4.4,482323
292.37173,871379,3,583479
292.827537,1877019,7.7,858324
292.849219,1012765,3.7,852155
292.891541,1359393,5.3,915366
292.923555,2145444,9,878225
293.030391,1820845,7.5,938571
293.066795,1951792,8.1,860617
293.103159,2838964,12.2,686303
293.175985,7481274,34,682032
293.4305,871568,3,643890
294.179282,1761810,7.2,877585
294.550047,886003,3.1,729271
294.82457,2091851,8.7,755647
294.986698,967002,3.4,957817
295.00975,913884,3.2,1208318
295.046054,2226015,9.3,865426
295.082453,3125858,13.5,762969
295.118861,3449446,15.1,695658
296.002333,890740,3.1,755538
296.869195,1503490,6,432077
296.894916,2987012,12.9,763128
297.061713,2169747,9.1,819352
297.098133,3321878,14.5,835286
297.102192,961622,3.4,719148
297.134491,2543385,10.8,797819
297.153128,5538075,24.8,683528
297.211859,871712,3,597838
298.156533,899765,3.1,417644
299.040994,1018629,3.7,560147
299.077457,2495944,10.6,830417
299.113786,2666443,11.4,738488
299.150121,978191,3.5,921698
300.193033,2196013,9.2,694112
300.866305,4717675,20.9,808557
301.035602,1093370,4,852589
301.071981,984765,3.5,916166
301.092245,1100543,4.1,869055
301.093016,1573247,6.3,569497
302.172227,1537250,6.1,896732
303.050986,1287986,4.9,479811
303.087539,1285302,4.9,1072900
305.030407,1842665,7.5,839809
305.066322,1139309,4.2,729383
305.066822,1645293,6.6,810313
305.103181,1361264,5.3,605446
305.139573,935155,3.3,279769
306.040497,969031,3.4,663982
306.537301,916533,3.2,812012
306.907234,2945432,12.6,668765
307.009769,1045666,3.8,1046215
307.046112,2432165,10.2,417777
307.08248,2542889,10.7,535175
307.11884,2294188,9.6,675018
307.155277,1033775,3.7,1081072
307.90681,1126134,4.1,900635
308.833568,976205,3.4,769069
308.904121,911124,3.1,911336
309.025406,1814367,7.3,763497
309.061713,3734371,16.2,760938
309.098162,4507750,19.8,666388
309.133735,879465,3,689518
309.134519,2171626,9,579310
311.040363,1266846,4.8,936757
311.041001,2477342,10.4,809425
311.076177,1185954,4.4,860795
311.077399,3798050,16.5,565474
311.113808,5750821,25.5,654217
311.150162,1543977,6.1,658521
311.1688,20611114,94,691006
312.11709,958597,3.4,994565
312.170651,889482,3,1172473
312.172157,3895690,16.9,413251
312.834208,2000074,8.2,392984
312.859986,1860812,7.5,682293
313.056668,2382303,9.9,770503
313.09305,3880163,16.8,634555
313.129428,3544038,15.3,396016
313.541259,905038,3.1,581943
314.208687,1367118,5.2,446949
314.835333,3587211,15.4,695912
314.905534,10744210,48.3,644489
315.01469,958620,3.3,658074
315.051119,1280992,4.8,659971
315.072256,2647970,11.1,776983
315.108731,2271653,9.4,707646
315.123832,939047,3.3,987249
315.145098,1386281,5.3,800325
315.181461,983212,3.5,754554
316.187915,1875214,7.6,878821
316.832326,2405965,10,777634
317.030446,2091360,8.5,724644
317.065889,972004,3.4,987787
317.066862,2058852,8.4,542563
317.087857,1219686,4.5,810433
317.103222,1457256,5.6,685798
317.13965,918251,3.2,643023
318.875728,2392086,9.9,414166
318.876916,12032790,54.3,628909
319.046155,2602535,10.9,534097
319.082541,3073578,13.1,748474
319.118898,2142254,8.8,667454
319.15533,1070001,3.9,833309
319.552568,982040,3.4,738114
320.922927,2115936,8.6,724995
321.025341,2724843,11.4,766679
321.06176,3552750,15.2,675049
321.096807,1075698,3.9,968477
321.098144,3824114,16.5,676753
321.134501,2334709,9.6,683410
322.065215,1096466,4,613077
323.041011,2951860,12.5,631206
323.07741,5046456,22.1,648533
323.113794,4926139,21.5,658759
323.150167,2407871,10,693837
323.186587,996163,3.5,780725
324.080778,1283101,4.8,774802
324.917825,1797105,7.1,716472
325.020195,1475067,5.7,708749
325.055888,1356799,5.1,801320
325.056669,4611455,20,641507
325.093068,7794563,34.5,611878
325.128627,1142406,4.2,731622
325.129453,4819847,20.9,607277
325.165822,1557322,6,577752
325.18349,4881804,21.2,388084
325.18449,22609292,102.1,615942
325.40566,987746,3.4,575494
326.060092,949093,3.3,798140
326.096503,1456745,5.6,510693
326.132849,1196268,4.4,863605
326.187801,4527602,19.6,629078
326.463256,934190,3.2,579299
326.828957,1242291,4.6,608871
327.035965,2395976,9.9,676324
327.051162,1000906,3.5,414493
327.072328,5783628,25.3,672813
327.108749,7116368,31.4,644325
327.143929,934995,3.2,974038
327.145035,2864467,12,648488
327.180236,1124695,4.1,927963
327.181523,894551,3,378504
328.075787,1011507,3.6,738735
328.112085,1158326,4.2,475520
328.151539,909946,3.1,681225
