m/z,I,S/N,Res.
138.935346,908182,3.3,1328710
139.599772,907694,3.3,1475392
139.602196,1025310,3.9,1292104
139.871944,860391,3.1,1154733
141.010715,872876,3.1,1161671
141.171724,856647,3,1247798
141.174266,1223161,4.8,1110801
141.286446,857822,3.1,1076589
141.611641,915281,3.3,1161999
142.98102,1171053,4.6,1428618
143.239059,882553,3.2,1096683
144.516996,886023,3.2,903038
145.135575,910485,3.3,1496356
145.842827,885385,3.2,1202073
145.943488,848480,3,1340697
146.040387,939240,3.4,1210670
146.040919,945548,3.5,562476
146.041774,1043095,4,1148985
146.287648,868176,3.1,1283554
146.975908,866336,3.1,742760
148.308671,950798,3.5,1330551
149.393008,1004139,3.8,1027048
149.456101,1111364,4.3,999101
149.782214,884699,3.2,1477643
150.289118,962311,3.6,1343739
153.427762,2407753,10.5,1065771
153.702768,884379,3.2,815959
154.103981,887664,3.2,1115495
154.924697,866294,3.1,947847
162.65154,869996,3.1,738654
165.753378,960704,3.6,1029341
166.161958,1050787,4,1071407
166.589663,849063,3,911813
168.471518,939035,3.4,1210004
172.685796,1697334,7.1,1017446
172.734934,1058775,4,1082809
172.773564,899656,3.3,992722
173.585182,909532,3.3,1018358
173.865145,955428,3.5,1165430
174.371867,8545666,40.2,985287
175.247036,860796,3.1,790412
175.928383,1456305,5.9,969443
176.522186,944581,3.5,503991
177.547158,880762,3.2,892978
178.212459,943907,3.5,1132381
178.960038,862208,3.1,959328
179.478806,975574,3.6,668550
180.323909,955642,3.5,1091937
184.058673,898094,3.2,1047521
184.376775,849855,3,969908
185.569192,869088,3.1,1016651
189.961921,874966,3.1,764161
190.194002,876885,3.1,1056244
191.467769,949736,3.5,921846
193.500188,894962,3.2,737695
193.867498,867532,3.1,915075
194.225795,1392837,5.6,987156
195.052661,943968,3.4,897984
195.058294,900224,3.2,906236
195.069854,856705,3,872064
197.49333,888082,3.2,824531
198.162753,911972,3.3,878455
199.519586,861499,3.1,611781
199.785273,894912,3.2,987825
201.212927,948527,3.5,997418
201.394537,852957,3,946172
201.523393,852167,3,397182
201.771403,858043,3,815177
