m/z,I,S/N,Res.
138.417874,863220,3.1,1346075
139.369629,865933,3.1,800337
139.586998,870218,3.1,770585
139.594256,851510,3,1204786
141.137901,877521,3.2,1273407
142.251481,915352,3.3,1253152
142.863802,854370,3,822439
143.442211,855015,3,1169250
143.603841,870400,3.1,1394702
144.317957,1115773,4.3,1169100
144.777508,902262,3.3,797337
145.040837,891647,3.2,1288351
145.096678,852237,3,986549
145.381396,854249,3,1091321
146.615965,858991,3.1,832392
149.550734,938382,3.4,1238447
149.995499,904494,3.3,1395563
151.920485,849467,3,1434728
153.439269,971567,3.6,1137161
155.93839,907860,3.3,1136424
156.089914,868083,3.1,1023880
156.705286,879877,3.2,969570
156.714422,853413,3,982464
158.456171,918163,3.3,1520814
158.853348,873514,3.1,1219653
158.853987,898406,3.3,674999
159.102771,865993,3.1,1164427
159.208465,863489,3.1,1047669
159.428944,864625,3.1,1139744
160.555059,915655,3.3,985420
163.18346,860656,3.1,1245460
163.361486,878896,3.2,923832
164.996053,875260,3.1,1169896
165.974622,850016,3,607676
167.104696,859422,3.1,1205469
167.247183,856087,3,1053535
167.307134,879216,3.2,667275
170.01328,847159,3,1183947
170.411818,894635,3.2,836041
172.351865,861492,3.1,1505869
172.685782,1259337,5,347505
172.734897,1415258,5.8,1100846
172.907201,974685,3.6,1021565
173.521174,848615,3,1001981
173.964025,915358,3.3,1032157
174.371904,3468854,15.7,1057900
174.648788,886763,3.2,1079388
175.838944,970978,3.6,1048499
177.347804,1040724,3.9,1308779
179.311278,889158,3.2,973008
179.637732,916783,3.3,835211
180.516434,899672,3.3,969842
181.384421,848722,3,1031923
181.817741,884047,3.2,945977
186.889841,945826,3.5,919497
187.416797,893942,3.2,379495
189.165925,858590,3,918810
189.283978,875459,3.1,873915
189.448795,1390346,5.6,1081846
189.523357,858805,3,628835
190.206652,1713642,7.2,629570
190.871576,871239,3.1,999371
192.725886,962395,3.5,941791
196.872322,856103,3,1060561
198.833676,856877,3,734577
199.742919,896798,3.2,806813
199.814564,978178,3.6,950273
200.54319,880522,3.1,891420
200.724543,871092,3.1,1161179
201.236953,874320,3.1,1162645
201.755759,920621,3.3,744791
202.658645,879968,3.1,708273
204.112792,923860,3.3,729555
204.751345,853561,3,394388
206.654498,895306,3.2,863095
207.289466,860912,3,874223
207.448244,868186,3.1,886005
207.910354,854678,3,873858
208.175074,909094,3.3,888202
208.538872,897148,3.2,815867
211.238392,873220,3.1,828798
212.113695,889852,3.2,685378
212.488032,906035,3.3,1217443
213.911491,862478,3,827927
214.280734,985958,3.6,920422
219.151771,929317,3.4,732483
219.847817,911764,3.3,585043
220.042206,877665,3.1,782657
220.117595,925030,3.3,855022
220.803453,875475,3.1,776647
222.985161,856614,3,707064
224.483391,863818,3,739249
228.121858,884032,3.1,821294
229.312631,886288,3.1,977473
230.818002,881846,3.1,904488
231.806824,1051448,3.9,808469
231.973104,897667,3.2,592523
232.117083,863117,3,844150
232.857344,859455,3,838876
