m/z,I,S/N,Res.
138.498297,949915,3.5,883556
139.375838,853073,3,1407865
140.265104,922580,3.4,1088300
140.836564,862661,3.1,1186599
141.096512,891038,3.2,1340268
142.527991,850734,3,1259457
142.798835,858489,3,915962
142.980796,1846768,7.8,1291984
143.731484,890953,3.2,916375
144.295644,1131612,4.4,1402347
144.598707,854380,3,1438862
144.75606,888801,3.2,1200960
144.82391,848736,3,572301
145.174869,848983,3,1307189
145.673526,1032345,3.9,1026254
145.674719,917795,3.3,1346522
146.419297,1072833,4.1,603132
146.421972,926805,3.4,1110215
149.224549,861814,3.1,711990
149.489366,876121,3.1,1330482
149.741411,852064,3,972473
150.018748,858557,3,1084977
150.850124,854607,3,1131915
151.774151,880709,3.2,1153167
152.451731,890165,3.2,1238328
153.427845,1548809,6.4,1204453
153.439283,890681,3.2,1617933
153.567098,916312,3.3,1072976
153.755155,852256,3,1234618
153.783201,850226,3,953304
155.901831,864909,3.1,1110333
156.120307,908768,3.3,1252792
156.175523,888744,3.2,1246174
156.873044,898174,3.2,1169854
157.476845,883464,3.2,944704
158.545521,885866,3.2,897956
159.115757,935433,3.4,1221060
160.708775,864607,3.1,1259480
160.864693,880791,3.2,1411695
161.001894,878183,3.1,1174867
161.831037,850551,3,922486
162.455005,871567,3.1,1160115
162.793484,882975,3.2,870838
162.808403,885335,3.2,974428
163.519892,889904,3.2,980591
163.889403,856305,3,1065729
164.534557,1036290,3.9,1167829
164.604687,943634,3.5,1256083
166.761049,858361,3,885821
167.000668,855610,3,733885
167.703972,954685,3.5,503112
171.893548,928093,3.4,940352
172.017252,911483,3.3,702562
172.209463,848721,3,475580
172.35123,1068242,4.1,345316
172.402395,878867,3.1,922900
172.454899,852099,3,1143277
172.68549,1613398,6.7,849918
172.685848,1875782,8,962850
172.734881,1008550,3.8,1080158
172.86241,920456,3.3,922721
172.911883,870856,3.1,959132
173.036521,940874,3.4,993775
174.16205,864296,3.1,1172600
174.371893,8987355,42.2,1030427
175.703407,902734,3.3,1199830
176.799349,850432,3,875165
177.35399,873737,3.1,883791
178.742444,852899,3,681418
180.270873,879394,3.1,496281
180.516543,1212903,4.7,1019909
182.732756,914138,3.3,993620
183.762517,1012468,3.8,1121372
184.001142,861178,3.1,1272179
184.003328,1042042,3.9,988860
184.408243,964260,3.6,971518
185.131285,865112,3.1,949468
185.552271,857811,3,875556
186.148866,852660,3,1256993
187.014624,994733,3.7,501092
187.423552,1033465,3.9,976919
189.083886,896300,3.2,990111
189.448842,1401144,5.6,965592
191.61259,850816,3,718614
193.100449,858036,3,976736
193.763001,887484,3.2,544453
194.226195,2845405,12.6,933048
194.284916,1363295,5.5,1171406
194.400832,903203,3.3,1003994
195.567049,863855,3.1,893859
195.643313,954162,3.5,698793
196.650717,855417,3,697086
197.277988,1076498,4.1,947013
199.752508,872407,3.1,914133
201.81872,853680,3,857902
202.078926,855739,3,948056
208.254409,865083,3.1,827962
212.31002,912198,3.3,832728
212.484953,854127,3,741418
212.487951,1025167,3.8,693399
215.036256,867349,3.1,833416
215.500243,897934,3.2,482603
216.566734,866311,3.1,755600
216.792942,858227,3,925361
219.13876,950260,3.5,909518
219.562152,884491,3.1,507515
219.628892,1743375,7.3,836731
219.635279,1052239,3.9,842519
222.00837,861652,3,910513
222.701021,872252,3.1,875731
223.618493,899568,3.2,692797
224.417698,872478,3.1,699212
225.249815,884302,3.1,773733
227.26776,859908,3,716608
228.078521,859572,3,829533
232.372356,914035,3.3,665673
233.188689,865605,3,404929
233.301308,880299,3.1,773565
236.525654,948207,3.4,678147
237.633373,871603,3.1,670048
238.828499,910204,3.3,750041
239.068904,867018,3,709820
241.137754,888393,3.1,678209
242.666365,866983,3,553427
243.875677,892658,3.2,669997
244.260449,864841,3,871926
245.117585,866494,3,666849
248.154152,880953,3.1,599993
248.386789,1025800,3.8,669329
253.173736,889009,3.1,736054
254.373885,871933,3,688242
256.65766,891470,3.1,702335
259.614184,870028,3,686265
262.137879,881842,3.1,759986
263.20705,890809,3.1,649591
267.243894,891789,3.1,770090
273.267907,875902,3,517428
276.186443,6384283,28.6,660956
277.925469,926178,3.2,576381
279.848017,907836,3.1,697193
279.91522,917697,3.2,1045260
279.917576,6584769,29.4,332613
279.918154,21170114,96.8,585630
281.402017,889275,3,783112
281.913928,2707045,11.4,660215
286.298601,891357,3,572914
293.17555,1959518,7.9,502307
293.176197,4948574,21.6,566036
293.17949,990046,3.5,695191
294.17958,996801,3.5,321835
295.082672,1213724,4.5,782287
295.119208,1105247,4,197108
297.061882,1114087,4,332015
297.097223,999658,3.5,847504
297.09836,1826282,7.3,657189
297.134708,1281774,4.8,261619
297.153327,3397616,14.5,280063
297.874534,889788,3,486022
298.68831,890898,3,673750
299.056454,983353,3.4,738922
299.077639,964156,3.3,277427
299.113999,1909952,7.7,283851
301.035724,1070481,3.8,702718
301.072109,1075861,3.8,658863
301.093217,984472,3.4,733044
301.44476,919743,3.1,471562
303.05127,1327988,5,526059
303.087846,1638776,6.4,698936
303.607541,922932,3.1,474364
303.9002,1010518,3.5,558119
305.03062,1225434,4.5,554250
305.067016,2205023,9,619713
305.103473,1681507,6.6,283776
305.139818,1309543,4.9,292641
306.907516,966971,3.3,334006
307.009858,1044423,3.7,482038
307.046373,2178636,8.8,528655
307.082683,2967120,12.4,515177
307.119082,3410005,14.4,514353
307.155392,1944665,7.7,300701
307.195174,897758,3,746735
309.025558,1332033,5,609066
309.061925,2918725,12.2,491906
309.09834,5830474,25.4,523269
309.134705,4485967,19.3,502192
309.171113,11223891,49.8,497522
310.101779,1045705,3.7,618023
310.17443,2170066,8.8,518599
311.041238,2197058,8.9,639332
311.077654,4954695,21.4,454853
311.113968,7120972,31.2,520611
311.150387,3309136,13.9,528962
311.168968,30155858,135.5,509047
312.117353,1430479,5.3,636968
312.172399,5462230,23.3,488851
313.035653,1162057,4.1,710487
313.056955,3444044,14.3,325800
313.072241,1272910,4.6,694361
313.093268,5731665,24.5,477449
313.108523,1053139,3.6,589151
313.129666,6336854,27.2,502416
313.164777,1599322,6.1,522942
313.166008,1572442,6,407510
314.096442,1054680,3.7,686470
314.13304,1366493,5,721608
314.937965,909003,3,639341
315.014955,1196118,4.3,642917
315.036172,1490777,5.6,546335
315.051423,1962843,7.7,493409
315.072537,3243614,13.4,496094
315.087834,1398752,5.2,514714
315.108918,3513955,14.6,506078
315.124225,1243493,4.5,443852
315.1453,2678888,10.9,499774
315.160566,973802,3.3,507919
315.181834,1379949,5.1,250813
316.148734,943348,3.2,350499
317.030683,2122609,8.4,448584
317.051827,984180,3.3,789582
317.067093,2967414,12.2,540678
317.088111,1450361,5.4,493844
317.103407,2780027,11.3,536415
317.124596,1589886,6,585847
317.139791,2172288,8.6,481443
317.161,1005443,3.4,407432
317.176119,1059205,3.7,484002
317.693269,939600,3.1,496208
319.009891,1458063,5.4,633053
319.046385,3738261,15.3,490691
319.082695,4698778,19.6,480439
319.119175,4597408,19.1,468659
319.155443,3049125,12.3,498255
319.191041,1442986,5.3,711501
320.086006,1039919,3.5,671562
320.742981,1893522,7.3,484008
320.923125,4892077,20.4,537563
321.025559,2965949,12,504796
321.062007,5984707,25.2,510731
321.098316,8036808,34.2,505944
321.13474,7221710,30.6,467040
321.171103,2532307,10.1,554271
321.210831,2218713,8.7,444778
321.323277,963946,3.2,551467
322.065441,1064540,3.6,501953
322.093581,1049441,3.6,680235
322.101738,1575010,5.9,604410
322.138048,1467239,5.4,496699
322.539075,2624166,10.5,490016
322.740018,1650629,6.2,553080
322.919967,998113,3.3,545435
323.041261,5317364,22.3,528271
323.056554,967159,3.2,675513
323.07763,9540346,40.8,504419
323.088987,1041532,3.5,266183
323.114027,12290816,52.8,497150
323.150376,7581446,32.2,485169
323.186845,1904907,7.3,281870
324.080976,1953177,7.5,593318
324.117407,1765535,6.7,452265
324.153733,1862821,7.1,471618
324.957601,994214,3.3,606605
325.020527,2402352,9.5,554719
325.035715,1406515,5.1,604737
325.05692,7827511,33.3,495354
325.072122,995897,3.3,178184
325.093251,16100412,68.3,515559
325.108476,2338879,9.1,295301
325.129672,12198978,51.5,487134
325.165072,2831688,11.2,285311
325.16602,12979272,54.9,482823
325.180682,1293386,4.6,583466
325.183594,9909323,41.6,288165
325.184659,55237708,236.8,496253
325.202515,1161806,4,637541
326.060224,1805019,6.8,587785
326.096704,2675425,10.5,486555
326.133003,2424807,9.4,495023
326.169433,2376941,9.2,581067
326.188023,10679536,45,464192
326.760014,1767247,6.6,600433
327.014945,1867130,7,571872
327.03615,3858813,15.6,546490
327.051454,2511744,9.8,463525
327.072545,9784707,41.1,481000
327.087781,2242950,8.6,532612
327.108921,15035785,63.7,509759
327.124193,1538956,5.6,509346
327.145352,7635344,31.9,445483
327.160612,934802,3,671755
327.180436,2340245,9.1,549326
327.181739,2124182,8.1,504541
327.191425,993175,3.3,637220
328.075853,1716781,6.4,476923
328.112297,2540595,9.9,493083
328.148663,1913402,7.2,593123
328.249726,1048779,3.5,533945
328.979911,1696457,6.3,522092
329.03065,2907346,11.5,485465
329.051787,4513493,18.4,483357
329.067098,3689176,14.9,479520
329.087087,1844699,6.9,446308
329.088192,8198876,34.3,488246
329.103376,3558110,14.3,549536
329.123607,2106082,8,562163
329.124558,8641250,36.2,493925
329.139815,2143973,8.2,562319
329.152901,1509607,5.5,555817
329.16096,4774632,19.5,486971
329.176213,1512939,5.5,589605
329.197413,1756398,6.5,606949
330.091602,1268619,4.4,634907
330.106743,960654,3.1,272008
330.127925,1111186,3.8,726661
330.164272,1292440,4.5,617705
330.754248,1306113,4.6,570363
331.009966,2239279,8.6,525544
331.046325,6061109,25.1,497107
331.067458,2579001,10.1,546449
331.082758,5689404,23.5,511631
331.095819,1531966,5.6,604810
331.103853,4013120,16.3,557291
331.119098,5291074,21.8,495826
331.140247,2753606,10.8,444178
331.143723,974279,3.2,242160
331.15553,3766857,15.2,513669
331.17662,2147917,8.2,555220
331.191857,1570127,5.7,580271
332.049563,1080811,3.6,645340
332.077861,1074096,3.5,403726
332.086042,1336305,4.6,530271
332.122423,1332216,4.6,525665
333.025625,4784542,19.2,518945
333.061981,8026533,32.9,484702
333.083149,1010089,3.3,668967
333.0984,9177516,37.8,484865
333.111399,1903278,7,532194
333.134742,8094131,33.2,471540
333.171145,4615610,18.5,522305
334.065382,1319649,4.6,451970
334.09376,964710,3.1,506722
334.101815,1804392,6.6,603296
334.114826,1018602,3.3,453763
334.138168,1969775,7.3,311405
334.173166,972789,3.1,444868
334.174524,1207413,4.1,550142
334.938784,4922119,19.8,512770
335.004866,1591572,5.7,469784
335.041245,7841563,32.2,465654
335.076428,2090273,7.8,406547
335.07767,10998561,45.5,473580
335.090759,998436,3.2,643255
335.114001,14230312,59.2,493494
335.15047,10312495,42.6,478522
335.186762,4051767,16.1,523202
336.044852,1109853,3.7,491561
336.072603,950754,3,304033
336.080999,2435044,9.3,535792
336.109331,1270249,4.4,554900
336.117425,2620907,10.1,509828
336.153746,2239474,8.5,534589
336.190178,1091065,3.6,582928
336.717163,964321,3.1,583324
337.020564,3563165,14.1,487465
337.03574,1209504,4.1,595979
337.056917,11672740,48.4,490837
337.072217,1412007,5,563908
337.092255,2987691,11.6,328482
337.093333,16856234,70.3,477401
337.129664,18826418,78.6,484919
337.166141,9591993,39.6,479370
337.202389,1363521,4.8,356545
337.205801,1733313,6.3,557916
338.060342,2079596,7.8,518145
338.088527,1206898,4.1,491448
338.096646,2786164,10.8,515038
338.133034,3670907,14.5,468880
338.169415,2213763,8.4,480208
338.933695,6902302,28.2,471495
339.015004,1114927,3.7,635739
339.036196,8091187,33.2,484362
339.05151,1958966,7.3,542522
339.069122,977850,3.1,624179
339.072593,16266810,67.8,482035
339.083879,1197117,4.1,504561
339.08783,1506366,5.4,517219
339.107791,4258626,17,348508
339.108968,23041602,96.5,482411
339.120061,1230020,4.2,424960
339.145387,16596553,69.2,475335
339.181734,6361681,25.9,505254
339.199296,2696789,10.4,307007
339.20038,15042133,61.5,472470
339.218097,964184,3,663864
339.933205,1444972,5,463251
340.039448,1261826,4.2,546971
340.07592,2752266,10.4,537521
340.112297,3885842,15.1,484389
340.148699,2930457,11.2,422523
340.185098,1024289,3.3,750187
340.203706,2842405,10.8,507665
340.885607,1294260,4.4,407515
341.007409,1044430,3.3,660377
341.015446,1872336,6.8,585245
341.030745,2891219,11,464707
341.051881,10553303,42.8,483868
341.065878,997850,3.1,701635
341.067131,3320795,12.8,469693
341.080346,1098461,3.6,590168
341.087008,3163103,12.1,400597
341.088227,21112798,86.7,482979
341.10349,2670050,10.1,438706
341.12365,3223015,12.4,354106
341.12462,19326950,79.3,489964
341.13141,1112552,3.6,503666
341.139871,1677034,6,462137
341.16101,12634094,51.5,487184
341.176155,1026034,3.3,600853
341.197389,2583542,9.7,490609
342.0552,1672110,5.9,454665
342.083278,1123380,3.7,415173
342.091591,3454646,13.4,486158
342.127984,3597502,13.9,477997
342.164443,2279621,8.5,512766
342.995422,1505658,5.3,440900
343.009998,2385277,8.9,524193
343.031053,3050370,11.7,459433
343.046352,5252485,20.8,503085
343.047823,1021317,3.2,811438
343.056948,1088647,3.5,639966
343.067522,10496394,42.6,491929
343.082809,4693389,18.5,499508
343.095779,1001360,3.2,585372
343.102881,2535186,9.5,281432
343.103881,16505234,67.6,490065
343.11912,4641173,18.3,527297
343.140261,10580378,42.9,485926
343.155488,2149789,7.9,455623
343.176678,4571554,18,465592
343.191931,1293733,4.4,664164
343.213075,2365354,8.8,522174
344.041729,1036385,3.3,559829
344.049773,1262435,4.2,589027
344.070861,1894504,6.9,529656
344.077934,995945,3.1,652404
344.086047,1011819,3.2,380001
344.107338,2486896,9.3,584125
344.143672,1899128,6.9,545070
344.759435,3440898,13.3,511978
344.769472,1004548,3.2,525036
345.025619,5177150,20.5,493177
345.046726,3299651,12.7,507570
345.06204,7676742,30.9,476871
345.073361,1016905,3.2,378262
345.075311,1127241,3.7,491246
345.082095,1236043,4.1,575837
345.083189,5000011,19.8,470488
345.097231,1736270,6.2,589123
345.098419,8066895,32.5,456971
345.101886,1590351,5.6,528921
345.111505,1572178,5.5,612014
345.119505,5712724,22.7,514148
345.134786,6974295,28,506006
345.147912,2262362,8.4,504868
345.155966,3874140,15.1,455869
345.17123,4949855,19.6,486918
345.192381,1953124,7.1,491032
345.228633,1092204,3.5,551455
346.06556,1619244,5.7,527429
346.086659,1069616,3.4,538901
346.101702,1619508,5.7,588040
346.138214,1043388,3.3,399110
346.159315,973121,3,604672
346.174478,1008197,3.2,427056
346.757458,3727564,14.2,534044
346.805784,1257431,4.1,539708
347.004991,1295110,4.3,428201
347.041313,9166094,36.4,496151
347.062429,1193235,3.9,642865
347.077666,10890518,43.4,467009
347.088825,1057817,3.3,544073
347.090915,1898778,6.8,490048
347.098636,1657371,5.8,373786
347.114096,11390239,45.4,438275
347.117602,1127968,3.6,330946
347.127245,1312290,4.4,487440
347.135271,1541412,5.3,667003
347.15041,11052327,44.1,479290
347.17159,1100845,3.5,667493
347.186845,5212464,20.3,460225
348.044593,1468411,5,495595
348.072964,1422593,4.8,481304
348.081069,2114563,7.6,458952
348.109412,1045258,3.3,530782
348.117342,2375692,8.7,457638
348.153844,2064405,7.4,556416
348.755304,1046821,3.3,467018
348.954495,2797269,10.4,465684
349.020533,5516005,21.5,517633
349.056952,12588781,50.3,438586
349.068471,1119728,3.6,455231
349.092085,2772214,10.3,378515
349.093366,15087350,60.5,447717
349.106385,15269625,61.3,481759
349.129693,17829632,71.7,456227
349.142795,1021954,3.2,592700
349.16615,12279560,49.1,477797
349.201371,1126160,3.6,768557
349.202454,3925265,15,435726
350.052262,1284192,4.2,380638
350.060312,2419682,8.9,435974
350.088588,1746665,6.1,537734
350.096781,2673131,9.9,500702
350.109777,2968558,11.1,496942
350.124899,1221618,4,493243
350.133064,3777524,14.4,510519
350.169494,2557437,9.4,480277
350.205805,984070,3,534449
350.7866,995350,3.1,515461
350.99984,979147,3,807759
351.014952,1149903,3.7,558421
351.03619,10938580,43.6,492757
351.051474,1398232,4.7,497007
351.072609,16732381,67.2,458421
351.087818,1075937,3.4,642696
351.103475,5241061,20.4,426691
351.108977,23343334,94.2,468684
351.134979,2790893,10.4,404814
351.145362,21954800,88.5,476987
351.180487,1989368,7.1,510675
351.181783,8972536,35.6,469887
351.218162,1756673,6.2,463180
352.039564,1890256,6.7,520322
352.067885,1178328,3.8,628743
352.075962,2787290,10.4,429954
352.104339,1609441,5.6,554861
352.112404,4467171,17.2,482429
352.14067,1140202,3.7,518648
352.148719,3770860,14.4,473312
352.185197,1786357,6.3,440124
352.783578,1845390,6.5,512851
352.949429,16282297,65.4,445154
353.015562,2858186,10.7,476968
353.03081,2458830,9,461636
353.050675,2762451,10.3,307748
353.051888,14236371,57,446013
353.06709,2174167,7.9,462511
353.088231,22397660,90.3,450424
353.099484,1178592,3.8,554800
353.10368,1532385,5.3,520627
353.123358,4293862,16.5,339745
353.124675,27026150,109.2,452374
353.159861,2941167,11,316904
353.160998,16435952,66,451257
353.19741,4385529,16.9,491937
353.200809,2027770,7.3,530102
353.949045,3138493,11.8,434512
354.055271,2093272,7.5,420719
354.083577,1484512,5.1,585147
354.091638,3975650,15.2,469199
354.11983,1117929,3.6,534126
354.128029,4817900,18.6,446070
354.156386,1065971,3.4,577814
354.164422,3296757,12.4,510655
354.946262,2201796,7.8,446497
355.010033,1843669,6.4,516518
355.031134,6173914,23.7,462798
355.046357,3982558,15,470684
355.059401,1024226,3.1,300925
355.065179,1445091,4.8,715087
355.06639,3320548,12.3,295493
355.067504,18138340,71.6,460441
355.081662,1036776,3.2,678552
355.082805,3102440,11.4,477202
355.102659,4071149,15.3,355663
355.103953,23295214,92.2,447477
355.112175,1724400,5.9,450005
355.119138,2794738,10.2,486156
355.122591,1289714,4.2,467464
355.140257,19924216,78.7,473360
355.155471,1547259,5.2,539983
355.176725,9047297,35.2,452745
355.180612,3198210,11.8,456440
355.213066,2814731,10.3,451724
356.062804,995439,3,503984
356.070933,2771953,10.1,473191
356.099197,1000697,3,548508
356.107279,4312571,16.3,459297
356.143659,3380229,12.5,450468
356.180069,1783055,6.2,489904
356.473488,1001823,3,541151
357.025706,4222710,15.9,454452
357.046773,8285948,32.2,445591
357.062024,6161152,23.7,460836
357.072669,1378563,4.5,645324
357.082134,3073285,11.3,346973
357.083184,15527685,61.1,444504
357.098475,5263114,20.1,448900
357.109076,1051405,3.2,539295
357.11158,1301517,4.2,497091
357.119591,15363855,60.5,443339
357.134824,4225812,15.9,430867
357.155915,9824025,38.3,452013
357.171151,3181342,11.7,495594
357.192371,4465444,16.9,413986
357.228776,2035758,7.2,407645
358.05014,1241361,4,506756
358.057404,1203219,3.8,437956
358.065474,1502998,5,458059
358.086579,2615324,9.5,555509
358.101529,1211168,3.9,327635
358.122941,2756646,10,437944
358.138087,1362218,4.5,472463
358.1593,1673264,5.7,560475
358.174319,1036596,3.2,604689
358.19574,1234490,4,629736
358.223817,1079618,3.3,459409
359.004862,2050846,7.2,484553
359.026123,1472036,4.9,574236
359.039792,1470760,4.9,661359
359.04136,7889193,30.6,466767
359.054441,1136428,3.6,582401
359.062476,6108463,23.4,454549
359.077709,8628531,33.5,451777
359.081071,1227060,3.9,491676
359.090725,1547062,5.2,493403
359.098803,7563577,29.3,451423
359.11408,8829245,34.3,452358
359.127167,1785153,6.2,517819
359.135232,6488387,25,453193
359.149254,1982791,7,560354
359.150499,7561544,29.3,459972
359.1635,1124811,3.5,423972
359.171608,10668365,41.7,441450
359.186821,3246930,12,464435
359.207909,2674008,9.7,534269
360.044724,1345351,4.4,507469
360.072833,1230415,3.9,540802
360.081065,1719890,5.9,478792
360.102121,1473368,4.9,545630
360.11736,1743964,6,506466
360.138532,1244514,4,416374
360.153914,1539943,5.2,564000
360.175058,2263661,8.1,439999
361.020618,5363555,20.5,456983
361.057004,10785645,42.1,426288
361.078056,2124659,7.5,485568
361.093358,12014456,47.1,453924
361.096799,1769593,6.1,477012
361.104605,1370235,4.5,586980
361.106438,1865084,6.5,524313
361.114573,2023806,7.1,516469
361.129761,13900674,54.6,446170
361.133191,1353348,4.4,605190
361.142798,1923462,6.7,493804
361.150898,1845641,6.4,400825
361.166106,10677133,41.7,429073
361.187205,1459603,4.9,553210
361.202513,2396312,8.6,351897
362.052185,1297043,4.2,441930
362.060382,2488981,9,533250
362.088644,1748126,6,521776
362.096694,2198688,7.8,520929
362.133153,2981035,10.9,473394
362.169527,2164406,7.7,465427
362.999681,1047982,3.1,518068
363.03502,2106809,7.3,446576
363.036267,10030521,38.4,448014
363.051828,1019582,3,460996
363.072643,15250884,58.8,433631
