V1,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,V10,ppm.1,Intensity.1,Width.1,Area.1,Type.1,Flags.1,Impurity/Compound.1,Annotation.1,V19,ppm.2,Intensity.2,Width.2,Area.2,Type.2,Flags.2,Impurity/Compound.2,Annotation.2,V28,ppm.3,Intensity.3,Width.3,Area.3,Type.3,Flags.3,Impurity/Compound.3,Annotation.3,V37,ppm.4,Intensity.4,Width.4,Area.4,Type.4,Flags.4,Impurity/Compound.4,Annotation.4,V46,ppm.5,Intensity.5,Width.5,Area.5,Type.5,Flags.5,Impurity/Compound.5,Annotation.5,V55,ppm.6,Intensity.6,Width.6,Area.6,Type.6,Flags.6,Impurity/Compound.6,Annotation.6,V64,ppm.7,Intensity.7,Width.7,Area.7,Type.7,Flags.7,Impurity/Compound.7,Annotation.7,V73,ppm.8,Intensity.8,Width.8,Area.8,Type.8,Flags.8,Impurity/Compound.8,Annotation.8,V82,ppm.9,Intensity.9,Width.9,Area.9,Type.9,Flags.9,Impurity/Compound.9,Annotation.9,V91,ppm.10,Intensity.10,Width.10,Area.10,Type.10,Flags.10,Impurity/Compound.10,Annotation.10,V100,ppm.11,Intensity.11,Width.11,Area.11,Type.11,Flags.11,Impurity/Compound.11,Annotation.11,source,V109,ppm.12,Intensity.12,Width.12,Area.12,Type.12,Flags.12,Impurity/Compound.12,Annotation.12,v
5,7.59,0,0.44,0.03,Artifact,Weak,NA,NA,30,3.38,0,0.69,0.04,Artifact,Weak,NA,NA,55,2.32,0.1,1.23,1.82,Solvent,Weak + C13_Sat,NA,NA,80,1.07,0,0.8,0.33,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7.07,0,1.02,0.1,Impurity,Weak,NA,NA,31,3.16,0,0.62,0.04,Artifact,Weak,NA,NA,56,2.23,0,1.9,0.45,Compound,None,NA,NA,81,1.05,0.1,0.83,0.71,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6.53,0,1.15,0.61,Compound,None,NA,NA,32,3.1,0,83.31,5.39,Artifact,Weak,NA,NA,57,2.21,0,2.21,1.05,Compound,None,NA,NA,82,1.05,0.2,3.52,7.87,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6.52,0.1,1.06,1.72,Compound,None,NA,NA,33,2.93,0,21.18,3.95,Compound,None,NA,NA,58,2.19,0,2.11,0.47,Compound,None,NA,NA,83,1.03,0.2,4.23,11.32,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6.28,0,1.73,0.51,Impurity,None,NA,NA,34,2.78,0,2.12,0.41,Compound,None,NA,NA,59,2.18,0,0.8,0.05,Artifact,Weak,NA,NA,84,1.02,0,2.13,1.11,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5.82,0,0.79,0.06,Artifact,Weak,NA,NA,35,2.77,0,3.78,1.04,Compound,None,NA,NA,60,2.07,0,0.76,0.07,Impurity,Weak,NA,NA,85,1.01,0,2.04,0.23,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5.43,0,5.03,0.33,Artifact,Weak,NA,NA,36,2.75,0,2.56,0.47,Compound,None,NA,NA,61,2.04,0,2.19,0.36,Impurity,None,NA,NA,86,1,0,1.03,0.22,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,4.35,0,0.74,0.09,Impurity,Weak,NA,NA,37,2.68,0.1,1.24,1.69,Solvent,Weak + C13_Sat,NA,NA,62,1.91,0.1,1.08,0.87,Compound,None,NA,NA,87,1,0,1.55,0.43,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,4.34,0,0.76,0.21,Impurity,None,NA,NA,38,2.67,0.3,1.51,6,Solvent,Weak + C13_Sat,NA,NA,63,1.75,0,1.37,0.27,Impurity,None,NA,NA,88,0.99,0,0.75,0.09,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,4.33,0,0.92,0.15,Impurity,Weak,NA,NA,39,2.67,0.5,1.43,8.55,Solvent,Weak + C13_Sat,NA,NA,64,1.55,0,1.27,0.11,Impurity,Weak,NA,NA,89,0.97,0,0.81,0.04,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4.3,0,1.51,0.17,Impurity,Weak,NA,NA,40,2.66,0.3,1.44,5.9,Solvent,Weak + C13_Sat,NA,NA,65,1.54,0,5.08,0.41,Compound,None,NA,NA,90,0.89,0,1.53,0.2,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,4.29,0,1.23,0.11,Impurity,Weak,NA,NA,41,2.66,0.1,1.24,2.01,Solvent,Weak + C13_Sat,NA,NA,66,1.52,0,7.15,1.55,Compound,None,NA,NA,91,0.86,0,2.75,0.85,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,4.22,0,0.83,0.11,Impurity,Weak,NA,NA,42,2.54,0,1.21,0.35,Artifact,Weak,NA,NA,67,1.5,0,9.13,2.42,Compound,None,NA,NA,92,0.85,0,2.03,0.6,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,4.03,0,23.55,2.32,Compound,None,NA,NA,43,2.54,0,1.95,0.19,Artifact,Weak,NA,NA,68,1.49,0,1.43,0.21,Compound,Weak,NA,NA,93,0.85,0,2.28,0.6,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,3.99,0,0.51,0.04,Artifact,Weak,NA,NA,44,2.52,0.2,0.9,2.22,Artifact,Weak,NA,NA,69,1.36,0,1.77,0.35,Impurity,None,NA,NA,94,0.84,0,2.03,0.35,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3.57,0,0.86,0.07,Impurity,Weak,NA,NA,45,2.52,0.1,0.42,0.5,Artifact,Weak,NA,NA,70,1.3,0,2.09,0.16,Artifact,Weak,NA,NA,95,0.13,0,1.21,0.09,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,3.55,0,0.91,0.05,Artifact,Weak,NA,NA,46,2.51,22.3,1.17,299.96,Solvent,None,NA,NA,71,1.26,0,1.74,0.37,Compound,None,NA,NA,96,0.08,0.1,0.9,0.62,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3.54,0,1.44,0.13,Impurity,Weak,NA,NA,47,2.5,61,1.52,1233.69,Solvent,None,NA,NA,72,1.24,0.1,3.85,6.72,Compound,None,NA,NA,97,0.07,0,2.03,0.4,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3.51,0.3,2.42,9.67,Compound,None,NA,NA,48,2.5,83.2,1.35,1408.2,Solvent,None,NA,NA,73,1.23,0.1,2.52,3.29,Compound,None,NA,NA,98,-1.74,0,1.24,0.06,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3.48,0,11.06,3.73,Compound,None,NA,NA,49,2.5,58.5,1.34,994.17,Solvent,None,NA,NA,74,1.22,0,17.13,4.61,Compound,None,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3.45,0,0.58,0.08,Artifact,Weak,NA,NA,50,2.49,23.3,1.31,345.06,Solvent,None,NA,NA,75,1.19,0,1.4,0.38,Impurity,None,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//89.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,0.5,0.05,Artifact,Weak,NA,NA,27,3.72,0,15.8,1.53,Compound,None,NA,NA,53,2.66,0.1,1.74,3.23,Solvent,Weak + C13_Sat,NA,NA,79,2.07,0,19.26,3.06,Compound,None,NA,NA,105,1.12,0,0.82,0.08,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,12.8,0,0.64,0.04,Artifact,Weak,NA,NA,28,3.66,0,2.35,0.47,Compound,None,NA,NA,54,2.58,0,40.23,5.51,Artifact,Weak,NA,NA,80,2.04,0,4.25,1.4,Compound,None,NA,NA,106,1.11,0,3.3,0.45,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,10.2,0,1.54,0.21,Impurity,Weak,NA,NA,29,3.65,0,4.7,1.14,Compound,None,NA,NA,55,2.56,0,0.27,0.02,Artifact,Weak,NA,NA,81,2.01,0,4.06,0.79,Impurity,None,NA,NA,107,1.07,0.1,1.05,0.69,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9.66,0,1.73,0.15,Artifact,Weak,NA,NA,30,3.63,0,2.78,0.3,Compound,None,NA,NA,56,2.56,0.1,30.95,30.61,Artifact,Weak,NA,NA,82,1.94,0,0.42,0.03,Artifact,Weak,NA,NA,108,1.05,0.1,0.9,1.21,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8.13,0,1.34,0.4,Impurity,None,NA,NA,31,3.57,0,1.22,0.62,Impurity,None,NA,NA,57,2.55,0,17.36,4.49,Artifact,Weak,NA,NA,83,1.91,0.1,1.08,1.56,Compound,None,NA,NA,109,1.04,1.3,3.9,57.97,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8.02,0,0.97,0.08,Artifact,Weak,NA,NA,32,3.52,0,2.16,0.35,Impurity,Weak,NA,NA,58,2.52,0.1,0.88,0.65,Artifact,Weak,NA,NA,84,1.9,0,1.26,0.28,Compound,None,NA,NA,110,1.03,1.3,3.74,62.01,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7.71,0,2.56,0.27,Artifact,Weak,NA,NA,33,3.51,0.1,4.39,5.92,Artifact,Weak,NA,NA,59,2.51,16.7,1.33,228.14,Solvent,None,NA,NA,85,1.86,0,30.28,5.71,Compound,None,NA,NA,111,1.01,0.1,3.03,5.84,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7.22,0.1,6.42,8.1,Compound,None,NA,NA,34,3.49,0.2,4.6,9.11,Artifact,Weak,NA,NA,60,2.5,52.2,1.72,1158.54,Solvent,None,NA,NA,86,1.75,0,0.95,0.08,Artifact,Weak,NA,NA,112,1,0.1,2.57,4.63,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7.09,0.1,6.12,7.48,Compound,None,NA,NA,35,3.48,0.2,4.15,8.46,Artifact,Weak,NA,NA,61,2.5,79.3,1.68,1698.92,Solvent,None,NA,NA,87,1.54,0,11.15,3.72,Compound,None,NA,NA,113,0.99,0,0.96,0.1,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6.98,0,11.22,2.16,Compound,None,NA,NA,36,3.46,0.1,3.34,2.71,Artifact,Weak,NA,NA,62,2.5,60.1,1.69,1258.64,Solvent,None,NA,NA,88,1.52,0,6.57,2.86,Compound,None,NA,NA,114,0.86,0,1.44,0.75,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6.96,0.1,5.92,7.47,Compound,None,NA,NA,37,3.45,0.1,3.44,5.56,Artifact,Weak,NA,NA,63,2.49,28.7,1.77,628.7,Solvent,None,NA,NA,89,1.5,0,5.89,2.98,Compound,None,NA,NA,115,0.85,0,2.01,0.75,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6.54,0,1.23,0.14,Impurity,Weak,NA,NA,38,3.44,0.1,2.81,3.18,Artifact,Weak,NA,NA,64,2.45,0,0.88,0.06,Artifact,Weak,NA,NA,90,1.49,0,7.43,2.52,Compound,None,NA,NA,116,0.84,0.1,23.9,30.28,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,6.53,0.1,1.56,2.13,Compound,None,NA,NA,39,3.42,0.1,2.84,5.33,Artifact,Weak,NA,NA,65,2.34,0.1,1.24,1.26,Solvent,Weak + C13_Sat,NA,NA,91,1.41,0.1,3.38,3.83,Compound,None,NA,NA,117,0.79,0,0.97,0.09,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//90.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
