Mass,C,H,O,N,C13,S,P,Na,El_comp
301.855941,0,0,0,0,0,0,0,0,
301.8564886,0,0,0,0,0,0,0,0,
301.8569372,0,0,0,0,0,0,0,0,
301.8571588,0,0,0,0,0,0,0,0,
301.8573524,0,0,0,0,0,0,0,0,
301.8578286,0,0,0,0,0,0,0,0,
301.8581435,0,0,0,0,0,0,0,0,
301.8589854,0,0,0,0,0,0,0,0,
301.85938,0,0,0,0,0,0,0,0,
301.8602916,0,0,0,0,0,0,0,0,
301.8606455,0,0,0,0,0,0,0,0,
301.8612865,0,0,0,0,0,0,0,0,
301.8618086,0,0,0,0,0,0,0,0,
301.8624874,0,0,0,0,0,0,0,0,
301.8630656,0,0,0,0,0,0,0,0,
301.8632186,0,0,0,0,0,0,0,0,
301.8651596,0,0,0,0,0,0,0,0,
302.0388099,14,10,7,0,1,0,0,0,CHO
302.0482702,0,0,0,0,0,0,0,0,
302.0751795,15,14,6,0,1,0,0,0,CHO
302.0911926,11,18,5,3,0,0,1,0,CHONP
302.1115479,16,18,5,0,1,0,0,0,CHO
302.1327186,13,22,7,0,1,0,0,0,CHO
302.1398346,17,21,4,1,0,0,0,0,CHON
302.1721091,13,25,5,3,0,0,0,0,CHON
302.3156222,0,0,0,0,0,0,0,0,
302.324741,0,0,0,0,0,0,0,0,
302.326178,0,0,0,0,0,0,0,0,
302.3509203,0,0,0,0,0,0,0,0,
302.3744992,0,0,0,0,0,0,0,0,
302.6905793,0,0,0,0,0,0,0,0,
302.7325871,0,0,0,0,0,0,0,0,
302.7949954,0,0,0,0,0,0,0,0,
302.9079684,0,0,0,0,0,0,0,0,
302.9121973,0,0,0,0,0,0,0,0,
302.9445808,0,0,0,0,0,0,0,0,
303.0016095,0,0,0,0,0,0,0,0,
303.0029239,0,0,0,0,0,0,0,0,
303.0136807,8,9,7,4,0,0,1,0,CHONP
303.0146432,14,8,8,0,0,0,0,0,CHO
303.0352885,0,0,0,0,0,0,0,0,
303.0498134,0,0,0,0,0,0,0,0,
303.0500627,9,13,6,4,0,0,1,0,CHONP
303.0504748,0,0,0,0,0,0,0,0,
303.0506954,0,0,0,0,0,0,0,0,
303.0510269,15,12,7,0,0,0,0,0,CHO
303.0717902,0,0,0,0,0,0,0,0,
303.0720775,12,16,9,0,0,0,0,0,CHO
303.072296,12,16,9,0,0,0,0,0,CHO
303.0862924,10,17,5,4,0,0,1,0,CHONP
303.0865354,0,0,0,0,0,0,0,0,
303.087425,16,16,6,0,0,0,0,0,CHO
303.0875787,0,0,0,0,0,0,0,0,
303.0985733,15,16,5,2,0,0,0,0,CHON
303.107746,0,0,0,0,0,0,0,0,
303.108528,13,20,8,0,0,0,0,0,CHO
303.1087005,0,0,0,0,0,0,0,0,
303.1216851,0,0,0,0,0,0,0,0,
303.121909,0,0,0,0,0,0,0,0,
303.1229608,0,0,0,0,0,0,0,0,
303.123764,17,20,5,0,0,0,0,0,CHO
303.1448754,14,24,7,0,0,0,0,0,CHO
303.1450843,0,0,0,0,0,0,0,0,
303.159116,12,25,3,4,0,0,1,0,CHONP
303.1601976,18,24,4,0,0,0,0,0,CHO
303.1812278,15,28,6,0,0,0,0,0,CHO
303.1956238,13,29,2,4,0,0,1,0,CHONP
303.2188391,0,0,0,0,0,0,0,0,
303.3540937,0,0,0,0,0,0,0,0,
303.3738865,0,0,0,0,0,0,0,0,
303.4283631,0,0,0,0,0,0,0,0,
303.5768061,0,0,0,0,0,0,0,0,
303.5992264,0,0,0,0,0,0,0,0,
303.6072003,0,0,0,0,0,0,0,0,
303.6081963,0,0,0,0,0,0,0,0,
303.8998588,0,0,0,0,0,0,0,0,
303.9376077,0,0,0,0,0,0,0,0,
303.9785378,0,0,0,0,0,0,0,0,
304.0013065,0,0,0,0,0,0,0,0,
304.0144892,0,0,0,0,0,0,0,0,
304.0165494,7,15,8,1,0,2,0,0,CHONS
304.0462698,14,11,7,1,0,0,0,0,CHON
304.0544282,14,12,7,0,1,0,0,0,CHO
304.0906085,0,0,0,0,0,0,0,0,
304.090933,0,0,0,0,0,0,0,0,
304.126788,0,0,0,0,0,0,0,0,
304.1270485,16,20,5,0,1,0,0,0,CHO
304.3227398,0,0,0,0,0,0,0,0,
304.4252018,0,0,0,0,0,0,0,0,
304.4609462,0,0,0,0,0,0,0,0,
304.6614382,0,0,0,0,0,0,0,0,
304.8669126,0,0,0,0,0,0,0,0,
304.8818151,0,0,0,0,0,0,0,0,
304.9060289,0,0,0,0,0,0,0,0,
304.9160838,0,0,0,0,0,0,0,0,
304.9939793,13,6,9,0,0,0,0,0,CHO
304.9942193,0,0,0,0,0,0,0,0,
305.0072808,0,0,0,0,0,0,0,0,
305.0295086,0,0,0,0,0,0,0,0,
305.030279,14,10,8,0,0,0,0,0,CHO
305.0654626,0,0,0,0,0,0,0,0,
305.0656497,9,15,6,4,0,0,1,0,CHONP
305.0660386,0,0,0,0,0,0,0,0,
305.0666938,15,14,7,0,0,0,0,0,CHO
305.0780103,14,14,6,2,0,0,0,0,CHON
305.101948,10,19,5,4,0,0,1,0,CHONP
305.1023422,0,0,0,0,0,0,0,0,
305.1030812,16,18,6,0,0,0,0,0,CHO
305.1241979,13,22,8,0,0,0,0,0,CHO
305.1374698,0,0,0,0,0,0,0,0,
305.1384563,11,23,4,4,0,0,1,0,CHONP
305.139412,17,22,5,0,0,0,0,0,CHO
305.1605479,14,26,7,0,0,0,0,0,CHO
305.1758896,18,26,4,0,0,0,0,0,CHO
305.2462217,0,0,0,0,0,0,0,0,
305.4829105,0,0,0,0,0,0,0,0,
305.641484,0,0,0,0,0,0,0,0,
305.7171092,0,0,0,0,0,0,0,0,
305.8890409,0,0,0,0,0,0,0,0,
306.0145451,0,0,0,0,0,0,0,0,
306.0336772,13,10,8,0,1,0,0,0,CHO
306.0617722,14,13,7,1,0,0,0,0,CHON
306.0700273,14,14,7,0,1,0,0,0,CHO
306.0779297,0,0,0,0,0,0,0,0,
306.0983368,15,17,6,1,0,0,0,0,CHON
306.1060798,0,0,0,0,0,0,0,0,
306.1064004,15,18,6,0,1,0,0,0,CHO
306.1426856,16,22,5,0,1,0,0,0,CHO
306.1428892,16,22,5,0,1,0,0,0,CHO
306.1490592,0,0,0,0,0,0,0,0,
306.2071011,0,0,0,0,0,0,0,0,
306.3377341,0,0,0,0,0,0,0,0,
306.6581724,0,0,0,0,0,0,0,0,
306.7231792,0,0,0,0,0,0,0,0,
306.8361135,0,0,0,0,0,0,0,0,
306.8390375,0,0,0,0,0,0,0,0,
306.842075,0,0,0,0,0,0,0,0,
306.8453076,0,0,0,0,0,0,0,0,
306.8483202,0,0,0,0,0,0,0,0,
306.8485357,0,0,0,0,0,0,0,0,
306.8512019,0,0,0,0,0,0,0,0,
306.8514108,0,0,0,0,0,0,0,0,
306.8516313,0,0,0,0,0,0,0,0,
306.8526108,0,0,0,0,0,0,0,0,
306.8544793,0,0,0,0,0,0,0,0,
306.857488,0,0,0,0,0,0,0,0,
306.8606138,0,0,0,0,0,0,0,0,
306.8635368,0,0,0,0,0,0,0,0,
306.8637865,0,0,0,0,0,0,0,0,
306.8759575,0,0,0,0,0,0,0,0,
306.8798529,0,0,0,0,0,0,0,0,
306.9041978,0,0,0,0,0,0,0,0,
306.9058634,0,0,0,0,0,0,0,0,
306.9060611,0,0,0,0,0,0,0,0,
306.9062379,0,0,0,0,0,0,0,0,
306.9068631,0,0,0,0,0,0,0,0,
306.9071067,0,0,0,0,0,0,0,0,
307.0084691,7,9,8,4,0,0,1,0,CHONP
307.0095525,13,8,9,0,0,0,0,0,CHO
307.0097526,0,0,0,0,0,0,0,0,
307.0447151,0,0,0,0,0,0,0,0,
307.0449883,8,13,7,4,0,0,1,0,CHONP
307.0459419,14,12,8,0,0,0,0,0,CHO
307.0566064,0,0,0,0,0,0,0,0,
307.0811681,9,17,6,4,0,0,1,0,CHONP
307.0815195,0,0,0,0,0,0,0,0,
307.0823336,15,16,7,0,0,0,0,0,CHO
307.093621,14,16,6,2,0,0,0,0,CHON
307.1173506,0,0,0,0,0,0,0,0,
307.1175345,10,21,5,4,0,0,1,0,CHONP
307.1177416,10,21,5,4,0,0,1,0,CHONP
307.1179895,0,0,0,0,0,0,0,0,
307.1187297,16,20,6,0,0,0,0,0,CHO
307.142692,12,25,5,2,0,0,1,0,CHONP
307.1538807,0,0,0,0,0,0,0,0,
307.1541521,11,25,4,4,0,0,1,0,CHONP
307.154532,0,0,0,0,0,0,0,0,
307.1550739,17,24,5,0,0,0,0,0,CHO
307.155269,0,0,0,0,0,0,0,0,
307.1622854,11,24,6,4,0,0,0,0,CHON
307.1914722,18,28,4,0,0,0,0,0,CHO
307.1948238,15,32,4,0,0,1,0,0,CHOS
307.2343602,0,0,0,0,0,0,0,0,
307.4312197,0,0,0,0,0,0,0,0,
307.7655849,0,0,0,0,0,0,0,0,
307.7741689,0,0,0,0,0,0,0,0,
307.8125691,0,0,0,0,0,0,0,0,
307.9066674,0,0,0,0,0,0,0,0,
307.9068289,0,0,0,0,0,0,0,0,
308.0015327,8,11,6,3,0,2,0,0,CHONS
308.0132915,0,0,0,0,0,0,0,0,
308.0402243,0,0,0,0,0,0,0,0,
308.0493103,13,12,8,0,1,0,0,0,CHO
308.0776278,14,15,7,1,0,0,0,0,CHON
308.0856832,14,16,7,0,1,0,0,0,CHO
308.1221017,15,20,6,0,1,0,0,0,CHO
308.1495131,0,0,0,0,0,0,0,0,
308.1572417,0,0,0,0,0,0,0,0,
308.1584307,16,24,5,0,1,0,0,0,CHO
308.2361701,0,0,0,0,0,0,0,0,
308.3273667,0,0,0,0,0,0,0,0,
308.3935079,0,0,0,0,0,0,0,0,
308.4026159,0,0,0,0,0,0,0,0,
308.4066579,0,0,0,0,0,0,0,0,
308.4138869,0,0,0,0,0,0,0,0,
308.4144841,0,0,0,0,0,0,0,0,
308.4150273,0,0,0,0,0,0,0,0,
308.4155761,0,0,0,0,0,0,0,0,
308.4163443,0,0,0,0,0,0,0,0,
308.4175569,0,0,0,0,0,0,0,0,
308.4192387,0,0,0,0,0,0,0,0,
308.4196261,0,0,0,0,0,0,0,0,
308.420585,0,0,0,0,0,0,0,0,
308.4222607,0,0,0,0,0,0,0,0,
308.424006,0,0,0,0,0,0,0,0,
308.4243654,0,0,0,0,0,0,0,0,
308.4273389,0,0,0,0,0,0,0,0,
308.4280691,0,0,0,0,0,0,0,0,
308.4316969,0,0,0,0,0,0,0,0,
308.4319613,0,0,0,0,0,0,0,0,
308.4334784,0,0,0,0,0,0,0,0,
308.4359301,0,0,0,0,0,0,0,0,
308.447506,0,0,0,0,0,0,0,0,
308.4580768,0,0,0,0,0,0,0,0,
308.4680091,0,0,0,0,0,0,0,0,
308.4792557,0,0,0,0,0,0,0,0,
308.4800987,0,0,0,0,0,0,0,0,
308.4825815,0,0,0,0,0,0,0,0,
308.4828879,0,0,0,0,0,0,0,0,
308.4861499,0,0,0,0,0,0,0,0,
308.4866761,0,0,0,0,0,0,0,0,
308.4877079,0,0,0,0,0,0,0,0,
308.4904409,0,0,0,0,0,0,0,0,
308.6558482,0,0,0,0,0,0,0,0,
308.877685,0,0,0,0,0,0,0,0,
308.8797368,0,0,0,0,0,0,0,0,
308.8959808,0,0,0,0,0,0,0,0,
308.9029427,0,0,0,0,0,0,0,0,
308.903951,0,0,0,0,0,0,0,0,
308.9041923,0,0,0,0,0,0,0,0,
308.9152119,0,0,0,0,0,0,0,0,
309.012457,0,0,0,0,0,0,0,0,
309.024177,7,11,8,4,0,0,1,0,CHONP
309.0243468,0,0,0,0,0,0,0,0,
309.0252094,13,10,9,0,0,0,0,0,CHO
309.040493,17,10,6,0,0,0,0,0,CHO
309.0406517,0,0,0,0,0,0,0,0,
309.0535846,0,0,0,0,0,0,0,0,
309.0605208,8,15,7,4,0,0,1,0,CHONP
309.0606925,8,15,7,4,0,0,1,0,CHONP
309.061603,14,14,8,0,0,0,0,0,CHO
309.0727761,13,14,7,2,0,0,0,0,CHON
309.0768087,18,14,5,0,0,0,0,0,CHO
309.0953621,19,18,2,0,0,1,0,0,CHOS
309.0969511,9,19,6,4,0,0,1,0,CHONP
309.0979908,15,18,7,0,0,0,0,0,CHO
309.106154,0,0,0,0,0,0,0,0,
309.113171,19,18,4,0,0,0,0,0,CHO
309.1133536,19,18,4,0,0,0,0,0,CHO
309.1332687,10,23,5,4,0,0,1,0,CHONP
309.1335133,0,0,0,0,0,0,0,0,
309.1343683,16,22,6,0,0,0,0,0,CHO
309.1443756,0,0,0,0,0,0,0,0,
309.152946,17,26,3,0,0,1,0,0,CHOS
309.1696225,11,27,4,4,0,0,1,0,CHONP
309.1699354,0,0,0,0,0,0,0,0,
309.1707606,17,26,5,0,0,0,0,0,CHO
309.1729235,0,0,0,0,0,0,0,0,
309.1741399,14,30,5,0,0,1,0,0,CHOS
309.1966403,12,30,3,4,0,1,0,0,CHONS
309.3411336,0,0,0,0,0,0,0,0,
309.3500884,0,0,0,0,0,0,0,0,
309.4316292,0,0,0,0,0,0,0,0,
309.7698407,0,0,0,0,0,0,0,0,
310.0145776,19,5,4,1,0,0,0,0,CHON
310.0285755,12,10,9,0,1,0,0,0,CHO
310.0649824,13,14,8,0,1,0,0,0,CHO
310.0809309,9,18,7,3,0,0,1,0,CHONP
310.0932917,14,17,7,1,0,0,0,0,CHON
310.1013601,14,18,7,0,1,0,0,0,CHO
310.1368294,9,21,7,5,0,0,0,0,CHON
310.1377204,15,22,6,0,1,0,0,0,CHO
310.1379289,0,0,0,0,0,0,0,0,
310.1508431,12,25,8,1,0,0,0,0,CHON
310.1741068,16,26,5,0,1,0,0,0,CHO
310.233142,0,0,0,0,0,0,0,0,
310.2333352,0,0,0,0,0,0,0,0,
310.6033408,0,0,0,0,0,0,0,0,
310.6042554,0,0,0,0,0,0,0,0,
310.7043743,0,0,0,0,0,0,0,0,
310.7533922,0,0,0,0,0,0,0,0,
310.8382361,0,0,0,0,0,0,0,0,
310.9019527,0,0,0,0,0,0,0,0,
310.963425,0,0,0,0,0,0,0,0,
311.0045158,12,8,10,0,0,0,0,0,CHO
311.0198226,16,8,7,0,0,0,0,0,CHO
311.0394882,0,0,0,0,0,0,0,0,
311.0397947,7,13,8,4,0,0,1,0,CHONP
311.0399899,0,0,0,0,0,0,0,0,
311.0408627,13,12,9,0,0,0,0,0,CHO
311.0432178,0,0,0,0,0,0,0,0,
311.0553464,9,16,8,2,0,1,0,0,CHONS
311.0555366,9,16,8,2,0,1,0,0,CHONS
311.0561176,17,12,6,0,0,0,0,0,CHO
311.0562849,0,0,0,0,0,0,0,0,
311.075177,0,0,0,0,0,0,0,0,
311.0761353,8,17,7,4,0,0,1,0,CHONP
311.076301,8,17,7,4,0,0,1,0,CHONP
311.0773032,14,16,8,0,0,0,0,0,CHO
311.0884981,13,16,7,2,0,0,0,0,CHON
311.0925121,18,16,5,0,0,0,0,0,CHO
311.093996,0,0,0,0,0,0,0,0,
311.1124535,9,21,6,4,0,0,1,0,CHONP
311.1127343,9,21,6,4,0,0,1,0,CHONP
311.1136241,15,20,7,0,0,0,0,0,CHO
311.1277041,13,21,3,4,0,0,1,0,CHONP
311.1289301,19,20,4,0,0,0,0,0,CHO
311.1487748,0,0,0,0,0,0,0,0,
311.1489427,10,25,5,4,0,0,1,0,CHONP
311.1500294,16,24,6,0,0,0,0,0,CHO
311.1656456,0,0,0,0,0,0,0,0,
311.1660954,0,0,0,0,0,0,0,0,
311.1675691,0,0,0,0,0,0,0,0,
311.1677486,0,0,0,0,0,0,0,0,
311.1686144,17,28,3,0,0,1,0,0,CHOS
311.1712423,13,28,8,0,0,0,0,0,CHO
311.1727944,0,0,0,0,0,0,0,0,
311.1732236,0,0,0,0,0,0,0,0,
311.1860979,0,0,0,0,0,0,0,0,
311.1864205,17,28,5,0,0,0,0,0,CHO
311.2017593,21,28,2,0,0,0,0,0,CHO
311.2227065,18,32,4,0,0,0,0,0,CHO
311.329849,0,0,0,0,0,0,0,0,
311.3329964,0,0,0,0,0,0,0,0,
311.3729457,0,0,0,0,0,0,0,0,
311.4812709,0,0,0,0,0,0,0,0,
311.6966401,0,0,0,0,0,0,0,0,
311.7198777,0,0,0,0,0,0,0,0,
311.7205467,0,0,0,0,0,0,0,0,
311.7258438,0,0,0,0,0,0,0,0,
311.7429625,0,0,0,0,0,0,0,0,
311.7875468,0,0,0,0,0,0,0,0,
311.823657,0,0,0,0,0,0,0,0,
311.8848172,0,0,0,0,0,0,0,0,
312.0111237,0,0,0,0,0,0,0,0,
312.0442294,12,12,9,0,1,0,0,0,CHO
312.048311,12,15,3,3,0,2,0,0,CHONS
312.0806192,13,16,8,0,1,0,0,0,CHO
312.0876398,17,15,5,1,0,0,0,0,CHON
312.1170133,14,20,7,0,1,0,0,0,CHO
312.1497113,0,0,0,0,0,0,0,0,
312.1533745,15,24,6,0,1,0,0,0,CHO
312.1680988,0,0,0,0,0,0,0,0,
312.1682984,0,0,0,0,0,0,0,0,
312.1694241,11,28,5,3,0,0,1,0,CHONP
312.1707826,0,0,0,0,0,0,0,0,
312.1709789,0,0,0,0,0,0,0,0,
312.1720385,16,28,3,0,1,1,0,0,CHOS
312.1735475,16,28,3,1,0,0,1,0,CHONP
312.3158246,0,0,0,0,0,0,0,0,
312.3183163,0,0,0,0,0,0,0,0,
312.3193381,0,0,0,0,0,0,0,0,
312.3625591,0,0,0,0,0,0,0,0,
312.3830288,0,0,0,0,0,0,0,0,
312.7286141,0,0,0,0,0,0,0,0,
312.7504861,0,0,0,0,0,0,0,0,
312.7514011,0,0,0,0,0,0,0,0,
312.8458163,0,0,0,0,0,0,0,0,
312.8598337,0,0,0,0,0,0,0,0,
312.9988689,15,6,8,0,0,0,0,0,CHO
313.0200978,12,10,10,0,0,0,0,0,CHO
313.0350614,0,0,0,0,0,0,0,0,
313.0353799,16,10,7,0,0,0,0,0,CHO
313.0552543,0,0,0,0,0,0,0,0,
313.0555357,7,15,8,4,0,0,1,0,CHONP
313.0565359,13,14,9,0,0,0,0,0,CHO
313.0706139,11,15,5,4,0,0,1,0,CHONP
313.0717819,17,14,6,0,0,0,0,0,CHO
313.0784918,11,22,6,0,0,2,0,0,CHOS
313.0918446,8,19,7,4,0,0,1,0,CHONP
313.0920033,8,19,7,4,0,0,1,0,CHONP
313.0921856,0,0,0,0,0,0,0,0,
313.092914,14,18,8,0,0,0,0,0,CHO
313.1081678,18,18,5,0,0,0,0,0,CHO
313.1083613,0,0,0,0,0,0,0,0,
313.1280704,0,0,0,0,0,0,0,0,
313.1282942,9,23,6,4,0,0,1,0,CHONP
313.1284631,0,0,0,0,0,0,0,0,
313.1293135,15,22,7,0,0,0,0,0,CHO
313.1437119,0,0,0,0,0,0,0,0,
313.1446199,19,22,4,0,0,0,0,0,CHO
313.1575785,0,0,0,0,0,0,0,0,
313.1577477,0,0,0,0,0,0,0,0,
313.1630768,20,26,1,0,0,1,0,0,CHOS
313.1633736,0,0,0,0,0,0,0,0,
313.164416,0,0,0,0,0,0,0,0,
313.1657185,16,26,6,0,0,0,0,0,CHO
313.1658873,0,0,0,0,0,0,0,0,
313.1729333,10,28,5,3,1,0,1,0,CHONP
313.1753582,0,0,0,0,0,0,0,0,
313.1809389,20,26,3,0,0,0,0,0,CHO
313.2017097,0,0,0,0,0,0,0,0,
313.2020521,17,30,5,0,0,0,0,0,CHO
313.2375364,0,0,0,0,0,0,0,0,
313.2383749,18,34,4,0,0,0,0,0,CHO
313.4452943,0,0,0,0,0,0,0,0,
313.5130477,0,0,0,0,0,0,0,0,
313.8308328,0,0,0,0,0,0,0,0,
313.8360658,0,0,0,0,0,0,0,0,
313.9259474,0,0,0,0,0,0,0,0,
314.0430772,0,0,0,0,0,0,0,0,
314.047204,0,0,0,0,0,0,0,0,
314.0485887,8,17,6,3,0,2,0,0,CHONS
314.0599432,12,14,9,0,1,0,0,0,CHO
314.0752837,16,14,6,0,1,0,0,0,CHO
314.0954004,7,19,7,4,1,0,1,0,CHONP
314.0962266,13,18,8,0,1,0,0,0,CHO
314.0964337,0,0,0,0,0,0,0,0,
314.1115366,17,18,5,0,1,0,0,0,CHO
314.1119082,0,0,0,0,0,0,0,0,
314.1312421,0,0,0,0,0,0,0,0,
314.1326744,14,22,7,0,1,0,0,0,CHO
314.1467129,0,0,0,0,0,0,0,0,
314.1607988,15,25,6,1,0,0,0,0,CHON
314.1678662,19,26,1,1,0,0,1,0,CHONP
314.1690646,15,26,6,0,1,0,0,0,CHO
314.1721337,14,25,5,3,0,0,0,0,CHON
314.2085491,15,29,4,3,0,0,0,0,CHON
314.5830486,0,0,0,0,0,0,0,0,
314.5995824,0,0,0,0,0,0,0,0,
314.5997976,0,0,0,0,0,0,0,0,
314.6262095,0,0,0,0,0,0,0,0,
314.7256664,0,0,0,0,0,0,0,0,
314.748439,0,0,0,0,0,0,0,0,
314.8902225,0,0,0,0,0,0,0,0,
314.9053665,0,0,0,0,0,0,0,0,
314.9376039,0,0,0,0,0,0,0,0,
314.9432567,0,0,0,0,0,0,0,0,
315.0134025,0,0,0,0,0,0,0,0,
315.0136841,9,9,7,4,0,0,1,0,CHONP
315.0146075,15,8,8,0,0,0,0,0,CHO
315.0148241,0,0,0,0,0,0,0,0,
315.0357856,12,12,10,0,0,0,0,0,CHO
315.0495341,10,21,5,0,0,2,1,0,CHOSP
315.0498392,10,13,6,4,0,0,1,0,CHONP
315.0501011,10,13,6,4,0,0,1,0,CHONP
315.051057,16,12,7,0,0,0,0,0,CHO
315.0640864,0,0,0,0,0,0,0,0,
315.0708862,0,0,0,0,0,0,0,0,
315.0712337,7,17,8,4,0,0,1,0,CHONP
315.0721557,13,16,9,0,0,0,0,0,CHO
315.0863436,11,17,5,4,0,0,1,0,CHONP
315.0865079,11,17,5,4,0,0,1,0,CHONP
315.086695,9,20,8,2,0,1,0,0,CHONS
315.0873905,17,16,6,0,0,0,0,0,CHO
315.0986785,16,16,5,2,0,0,0,0,CHON
315.1073193,0,0,0,0,0,0,0,0,
315.1078132,0,0,0,0,0,0,0,0,
315.1085634,14,20,8,0,0,0,0,0,CHO
315.1227752,12,21,4,4,0,0,1,0,CHONP
315.1238247,18,20,5,0,0,0,0,0,CHO
315.1435345,0,0,0,0,0,0,0,0,
315.1437682,9,25,6,4,0,0,1,0,CHONP
315.1449121,15,24,7,0,0,0,0,0,CHO
315.1601675,19,24,4,0,0,0,0,0,CHO
315.167469,13,24,5,4,0,0,0,0,CHON
315.1801247,0,0,0,0,0,0,0,0,
315.1809418,0,0,0,0,0,0,0,0,
315.1813644,16,28,6,0,0,0,0,0,CHO
315.1891984,0,0,0,0,0,0,0,0,
315.1893786,0,0,0,0,0,0,0,0,
315.2076765,19,28,2,2,0,0,0,0,CHON
315.2176678,17,32,5,0,0,0,0,0,CHO
315.2538069,0,0,0,0,0,0,0,0,
315.254172,18,36,4,0,0,0,0,0,CHO
315.3963753,0,0,0,0,0,0,0,0,
315.7290264,0,0,0,0,0,0,0,0,
315.7978532,0,0,0,0,0,0,0,0,
316.0461985,15,11,7,1,0,0,0,0,CHON
316.0545884,0,0,0,0,0,0,0,0,
316.0755829,12,16,9,0,1,0,0,0,CHO
316.0906448,16,16,6,0,1,0,0,0,CHO
316.0908363,16,16,6,0,1,0,0,0,CHO
316.111892,13,20,8,0,1,0,0,0,CHO
316.1121004,0,0,0,0,0,0,0,0,
316.112296,0,0,0,0,0,0,0,0,
316.1270534,17,20,5,0,1,0,0,0,CHO
316.14831,14,24,7,0,1,0,0,0,CHO
316.1585158,17,24,1,3,0,0,1,0,CHONP
316.1845738,15,28,6,0,1,0,0,0,CHO
316.1877874,14,27,5,3,0,0,0,0,CHON
316.3395963,0,0,0,0,0,0,0,0,
316.3683415,0,0,0,0,0,0,0,0,
316.6824594,0,0,0,0,0,0,0,0,
316.7226517,0,0,0,0,0,0,0,0,
316.8320135,0,0,0,0,0,0,0,0,
316.9428764,12,3,5,2,0,1,1,0,CHONSP
316.9526957,10,7,8,0,0,1,1,0,CHOSP
316.9928012,8,7,8,4,0,0,1,0,CHONP
316.9938675,14,6,9,0,0,0,0,0,CHO
316.9940592,14,6,9,0,0,0,0,0,CHO
317.0290062,0,0,0,0,0,0,0,0,
317.0292704,9,11,7,4,0,0,1,0,CHONP
317.0302837,15,10,8,0,0,0,0,0,CHO
317.0406613,16,15,3,0,0,1,1,0,CHOSP
317.0514612,12,14,10,0,0,0,0,0,CHO
317.0516712,0,0,0,0,0,0,0,0,
317.0652071,10,23,5,0,0,2,1,0,CHOSP
317.0655375,10,15,6,4,0,0,1,0,CHONP
317.0660245,8,18,9,2,0,1,0,0,CHONS
317.0667128,16,14,7,0,0,0,0,0,CHO
317.077953,15,14,6,2,0,0,0,0,CHON
317.0797163,13,19,7,0,0,0,1,0,CHOP
317.0866722,7,19,8,4,0,0,1,0,CHONP
317.0877945,13,18,9,0,0,0,0,0,CHO
317.1018835,11,19,5,4,0,0,1,0,CHONP
317.1030572,17,18,6,0,0,0,0,0,CHO
317.1161992,0,0,0,0,0,0,0,0,
317.1242363,14,22,8,0,0,0,0,0,CHO
317.1369828,0,0,0,0,0,0,0,0,
317.138289,12,23,4,4,0,0,1,0,CHONP
317.139463,18,22,5,0,0,0,0,0,CHO
317.1605574,15,26,7,0,0,0,0,0,CHO
317.173809,0,0,0,0,0,0,0,0,
317.1748351,13,27,3,4,0,0,1,0,CHONP
317.1758406,19,26,4,0,0,0,0,0,CHO
317.197003,16,30,6,0,0,0,0,0,CHO
317.2674691,0,0,0,0,0,0,0,0,
317.3936153,0,0,0,0,0,0,0,0,
317.4408465,0,0,0,0,0,0,0,0,
317.5680745,0,0,0,0,0,0,0,0,
317.6512809,0,0,0,0,0,0,0,0,
317.6928276,0,0,0,0,0,0,0,0,
318.0336699,14,10,8,0,1,0,0,0,CHO
318.0619296,15,13,7,1,0,0,0,0,CHON
318.070092,15,14,7,0,1,0,0,0,CHO
318.0911652,12,18,9,0,1,0,0,0,CHO
318.0983478,16,17,6,1,0,0,0,0,CHON
318.1064071,16,18,6,0,1,0,0,0,CHO
318.116005,0,0,0,0,0,0,0,0,
318.1193494,13,21,8,1,0,0,0,0,CHON
318.1275893,13,22,8,0,1,0,0,0,CHO
318.1428719,17,22,5,0,1,0,0,0,CHO
318.1665716,0,0,0,0,0,0,0,0,
318.1670753,13,25,6,3,0,0,0,0,CHON
318.1793092,18,26,4,0,1,0,0,0,CHO
318.185901,0,0,0,0,0,0,0,0,
318.3230415,0,0,0,0,0,0,0,0,
318.7359317,0,0,0,0,0,0,0,0,
318.7443388,0,0,0,0,0,0,0,0,
318.7455689,0,0,0,0,0,0,0,0,
318.787691,0,0,0,0,0,0,0,0,
318.8060342,0,0,0,0,0,0,0,0,
318.8153979,0,0,0,0,0,0,0,0,
318.8767203,0,0,0,0,0,0,0,0,
319.0083158,0,0,0,0,0,0,0,0,
319.0095479,14,8,9,0,0,0,0,0,CHO
319.02774,17,9,3,2,0,0,1,0,CHONP
319.0444958,9,21,6,0,0,2,1,0,CHOSP
319.0447926,9,13,7,4,0,0,1,0,CHONP
319.0459999,15,12,8,0,0,0,0,0,CHO
319.0611518,19,12,5,0,0,0,0,0,CHO
319.0671393,12,16,10,0,0,0,0,0,CHO
319.0812363,10,17,6,4,0,0,1,0,CHONP
319.0823287,16,16,7,0,0,0,0,0,CHO
319.0937187,15,16,6,2,0,0,0,0,CHON
319.0954053,0,0,0,0,0,0,0,0,
319.0956161,0,0,0,0,0,0,0,0,
319.1036971,0,0,0,0,0,0,0,0,
319.117452,0,0,0,0,0,0,0,0,
319.1177379,11,21,5,4,0,0,1,0,CHONP
319.118065,0,0,0,0,0,0,0,0,
319.1187663,17,20,6,0,0,0,0,0,CHO
319.1317996,0,0,0,0,0,0,0,0,
