Mass,C,H,O,N,C13,S,P,Na,El_comp
451.9497925,15,7,10,3,0,2,0,0,CHONS
451.952062,0,0,0,0,0,0,0,0,
451.9560115,18,4,10,3,0,0,1,0,CHONP
451.9581407,0,0,0,0,0,0,0,0,
451.9594116,15,8,10,3,0,1,1,0,CHONSP
451.9632845,0,0,0,0,0,0,0,0,
451.9652186,19,7,7,3,0,2,0,0,CHONS
451.9669419,17,12,8,1,0,2,1,0,CHONSP
451.9679086,15,7,12,3,0,1,0,0,CHONS
451.9696331,13,12,13,1,0,1,1,0,CHONSP
451.9718585,20,7,10,1,0,1,0,0,CHONS
451.9727096,0,0,0,0,0,0,0,0,
451.9735705,0,0,0,0,0,0,0,0,
451.9751146,17,11,10,1,0,2,0,0,CHONS
451.9771076,15,8,12,3,0,0,1,0,CHONP
451.9779105,0,0,0,0,0,0,0,0,
451.9797306,0,0,0,0,0,0,0,0,
451.9846325,17,12,10,1,0,1,1,0,CHONSP
451.9879745,14,16,10,1,0,2,1,0,CHONSP
451.9951905,24,8,7,0,1,1,0,0,CHOS
452.018454,22,16,4,1,0,2,1,0,CHONSP
452.018824,17,12,14,0,1,0,0,0,CHO
452.0340429,21,12,11,0,1,0,0,0,CHO
452.0470296,18,15,13,1,0,0,0,0,CHON
452.0473149,0,0,0,0,0,0,0,0,
452.0551273,18,16,13,0,1,0,0,0,CHO
452.0610135,16,24,8,1,0,2,1,0,CHONSP
452.0622272,22,15,10,1,0,0,0,0,CHON
452.0626857,25,16,2,3,0,1,1,0,CHONSP
452.0672596,0,0,0,0,0,0,0,0,
452.0703757,22,16,10,0,1,0,0,0,CHO
452.0706896,0,0,0,0,0,0,0,0,
452.0834369,19,19,12,1,0,0,0,0,CHON
452.0914949,19,20,12,0,1,0,0,0,CHO
452.0988072,23,19,9,1,0,0,0,0,CHON
452.1068436,23,20,9,0,1,0,0,0,CHO
452.1072398,26,19,3,3,0,1,0,0,CHONS
452.119838,20,23,11,1,0,0,0,0,CHON
452.1200968,20,23,11,1,0,0,0,0,CHON
452.1278971,20,24,11,0,1,0,0,0,CHO
452.1331369,0,0,0,0,0,0,0,0,
452.14313,24,24,8,0,1,0,0,0,CHO
452.1562367,21,29,8,0,1,0,1,0,CHOP
452.156478,0,0,0,0,0,0,0,0,
452.1643148,21,28,10,0,1,0,0,0,CHO
452.169535,0,0,0,0,0,0,0,0,
452.1771933,18,33,10,0,1,0,1,0,CHOP
452.1774988,18,33,10,0,1,0,1,0,CHOP
452.177741,21,32,4,3,0,1,1,0,CHONSP
452.1796675,25,28,7,0,1,0,0,0,CHO
452.1926694,12,32,13,4,1,0,0,0,CHON
452.1929864,12,32,13,4,1,0,0,0,CHON
452.2007081,22,32,9,0,1,0,0,0,CHO
452.2137613,19,37,9,0,1,0,1,0,CHOP
452.2140351,19,35,11,1,0,0,0,0,CHON
452.2290717,23,35,8,1,0,0,0,0,CHON
452.2370859,23,36,8,0,1,0,0,0,CHO
452.2373821,0,0,0,0,0,0,0,0,
452.2447213,0,0,0,0,0,0,0,0,
452.2450471,0,0,0,0,0,0,0,0,
452.2734153,24,40,7,0,1,0,0,0,CHO
452.2736532,24,40,7,0,1,0,0,0,CHO
452.6322289,0,0,0,0,0,0,0,0,
452.6337738,0,0,0,0,0,0,0,0,
452.6340879,0,0,0,0,0,0,0,0,
452.662306,0,0,0,0,0,0,0,0,
452.7303743,0,0,0,0,0,0,0,0,
452.8045411,0,0,0,0,0,0,0,0,
452.863726,0,0,0,0,0,0,0,0,
452.8639564,0,0,0,0,0,0,0,0,
452.8873138,0,0,0,0,0,0,0,0,
452.8876104,0,0,0,0,0,0,0,0,
452.9445262,0,0,0,0,0,0,0,0,
452.9632882,0,0,0,0,0,0,0,0,
452.9809401,14,6,14,4,0,0,0,0,CHON
452.9866749,17,11,13,0,0,0,1,0,CHOP
452.994547,17,10,15,0,0,0,0,0,CHO
452.9996381,0,0,0,0,0,0,0,0,
452.999874,23,6,9,2,0,0,0,0,CHON
453.0001129,23,6,9,2,0,0,0,0,CHON
453.007631,14,15,15,0,0,0,1,0,CHOP
453.0099794,21,10,12,0,0,0,0,0,CHO
453.0172184,15,10,13,4,0,0,0,0,CHON
453.0231618,0,0,0,0,0,0,0,0,
453.0233945,0,0,0,0,0,0,0,0,
453.0265831,26,6,5,4,0,0,0,0,CHON
453.027745,24,11,6,2,0,0,1,0,CHONP
453.028084,24,11,6,2,0,0,1,0,CHONP
453.0310898,18,14,14,0,0,0,0,0,CHO
453.0388193,23,19,4,0,0,2,1,0,CHOSP
453.0398529,21,14,8,2,0,1,0,0,CHONS
453.0433683,28,11,3,2,0,0,1,0,CHONP
453.0463669,22,14,11,0,0,0,0,0,CHO
453.0522248,15,18,16,0,0,0,0,0,CHO
453.0535098,26,15,6,0,0,0,1,0,CHOP
453.0556596,33,10,3,0,0,0,0,0,CHO
453.0571253,21,14,10,2,0,0,0,0,CHON
453.0574229,21,14,10,2,0,0,0,0,CHON
453.0597881,0,0,0,0,0,0,0,0,
453.0601006,20,23,6,0,0,2,1,0,CHOSP
453.0603955,20,23,6,0,0,2,1,0,CHOSP
453.0629222,27,10,4,4,0,0,0,0,CHON
453.0638203,0,0,0,0,0,0,0,0,
453.0643515,15,24,8,1,1,2,1,0,CHONSP
453.0674545,19,18,13,0,0,0,0,0,CHO
453.0729575,25,14,7,2,0,0,0,0,CHON
453.0733562,0,0,0,0,0,0,0,0,
453.0750948,0,0,0,0,0,0,0,0,
453.0759259,24,15,4,4,0,0,1,0,CHONP
453.0782206,31,10,1,4,0,0,0,0,CHON
453.0784939,18,18,12,2,0,0,0,0,CHON
453.0789995,0,0,0,0,0,0,0,0,
453.079669,29,15,2,2,0,0,1,0,CHONP
453.0803517,16,23,13,0,0,0,1,0,CHOP
453.0827222,23,18,10,0,0,0,0,0,CHO
453.0920942,34,14,2,0,0,0,0,0,CHO
453.0934225,24,23,5,0,0,1,1,0,CHOSP
453.093853,22,18,9,2,0,0,0,0,CHON
453.0961493,0,0,0,0,0,0,0,0,
453.0964276,21,27,5,0,0,2,1,0,CHOSP
453.0993191,28,14,3,4,0,0,0,0,CHON
453.1000101,15,22,14,2,0,0,0,0,CHON
453.1004939,26,19,4,2,0,0,1,0,CHONP
453.1009385,26,19,4,2,0,0,1,0,CHONP
453.1038224,20,22,12,0,0,0,0,0,CHO
453.1118141,25,27,2,0,0,2,1,0,CHOSP
453.1125853,23,22,6,2,0,1,0,0,CHONS
453.1149405,19,22,11,2,0,0,0,0,CHON
453.1151822,19,22,11,2,0,0,0,0,CHON
453.1159593,30,19,1,2,0,0,1,0,CHONP
453.1190738,24,22,9,0,0,0,0,0,CHO
453.1203407,25,18,5,4,0,0,0,0,CHON
453.1250554,17,26,14,0,0,0,0,0,CHO
453.1253383,20,27,6,2,0,1,1,0,CHONSP
453.1272284,0,0,0,0,0,0,0,0,
453.1276779,27,22,3,2,0,1,0,0,CHONS
453.128365,35,18,1,0,0,0,0,0,CHO
453.1297528,15,26,10,4,0,1,0,0,CHONS
453.1300489,0,0,0,0,0,0,0,0,
453.1307871,0,0,0,0,0,0,0,0,
453.1323699,0,0,0,0,0,0,0,0,
453.1326816,22,31,4,0,0,2,1,0,CHOSP
453.1354361,18,31,9,0,0,1,1,0,CHOSP
453.1360863,16,26,13,2,0,0,0,0,CHON
453.1367144,0,0,0,0,0,0,0,0,
453.1401843,21,26,11,0,0,0,0,0,CHO
453.140547,24,27,3,2,0,1,1,0,CHONSP
453.1487228,26,23,2,4,0,0,1,0,CHONP
453.153569,0,0,0,0,0,0,0,0,
453.1554713,25,26,8,0,0,0,0,0,CHO
453.159333,0,0,0,0,0,0,0,0,
453.1669486,24,26,7,2,0,0,0,0,CHON
453.1686617,12,30,14,4,0,0,0,0,CHON
453.1689646,0,0,0,0,0,0,0,0,
453.1692325,23,35,3,0,0,2,1,0,CHOSP
453.171314,0,0,0,0,0,0,0,0,
453.1718007,19,35,8,0,0,1,1,0,CHOSP
453.1722563,30,22,1,4,0,0,0,0,CHON
453.1765803,22,30,10,0,0,0,0,0,CHO
453.176836,22,30,10,0,0,0,0,0,CHO
453.1863966,0,0,0,0,0,0,0,0,
453.1896071,19,35,10,0,0,0,1,0,CHOP
453.1899261,0,0,0,0,0,0,0,0,
453.1918624,26,30,7,0,0,0,0,0,CHO
453.2049911,0,0,0,0,0,0,0,0,
453.2052406,0,0,0,0,0,0,0,0,
453.2079061,0,0,0,0,0,0,0,0,
453.2102547,29,31,1,2,0,0,1,0,CHONP
453.212999,23,34,9,0,0,0,0,0,CHO
453.2132731,26,35,1,2,0,1,1,0,CHONSP
453.2217095,26,34,3,2,0,1,0,0,CHONS
453.2259948,20,39,9,0,0,0,1,0,CHOP
453.2263591,0,0,0,0,0,0,0,0,
453.2282704,27,34,6,0,0,0,0,0,CHO
453.2285936,0,0,0,0,0,0,0,0,
453.2372752,19,39,8,2,0,0,1,0,CHONP
453.2494011,24,38,8,0,0,0,0,0,CHO
453.2496562,0,0,0,0,0,0,0,0,
453.2625072,0,0,0,0,0,0,0,0,
453.2642045,20,42,7,2,0,1,0,0,CHONS
453.2646763,28,38,5,0,0,0,0,0,CHO
453.2857738,25,42,7,0,0,0,0,0,CHO
453.286053,0,0,0,0,0,0,0,0,
453.3082254,23,42,5,4,0,0,0,0,CHON
453.3221068,26,46,6,0,0,0,0,0,CHO
453.3223863,26,46,6,0,0,0,0,0,CHO
453.3373625,30,46,3,0,0,0,0,0,CHO
453.3947908,28,54,4,0,0,0,0,0,CHO
453.9802097,18,5,12,3,0,0,0,0,CHON
454.0263329,17,13,14,1,0,0,0,0,CHON
454.0344164,17,14,14,0,1,0,0,0,CHO
454.0415355,21,13,11,1,0,0,0,0,CHON
454.0418527,24,14,3,3,0,1,1,0,CHONSP
454.0496862,21,14,11,0,1,0,0,0,CHO
454.0547343,0,0,0,0,0,0,0,0,
454.0626695,18,17,13,1,0,0,0,0,CHON
454.0629938,18,17,13,1,0,0,0,0,CHON
454.0708086,18,18,13,0,1,0,0,0,CHO
454.0780369,22,17,10,1,0,0,0,0,CHON
454.0783582,25,18,2,3,0,1,1,0,CHONSP
454.0860753,22,18,10,0,1,0,0,0,CHO
454.0864784,25,17,4,3,0,1,0,0,CHONS
454.0991266,19,21,12,1,0,0,0,0,CHON
454.1071997,19,22,12,0,1,0,0,0,CHO
454.1140891,0,0,0,0,0,0,0,0,
454.1144866,23,21,9,1,0,0,0,0,CHON
454.1224493,23,22,9,0,1,0,0,0,CHO
454.1226871,0,0,0,0,0,0,0,0,
454.1355284,20,25,11,1,0,0,0,0,CHON
454.1359537,21,31,4,0,1,2,1,0,CHOSP
454.1435717,20,26,11,0,1,0,0,0,CHO
454.1488402,0,0,0,0,0,0,0,0,
454.1588803,24,26,8,0,1,0,0,0,CHO
454.1622361,0,0,0,0,0,0,0,0,
454.1718938,11,30,14,4,1,0,0,0,CHON
454.1723411,24,30,2,3,0,1,1,0,CHONSP
454.1799263,21,30,10,0,1,0,0,0,CHO
454.1803101,21,30,10,0,1,0,0,0,CHO
454.1849151,18,34,10,1,0,0,1,0,CHONP
454.1951133,25,30,7,0,1,0,0,0,CHO
454.195382,25,30,7,0,1,0,0,0,CHO
454.2082285,22,33,9,1,0,0,0,0,CHON
454.2121192,0,0,0,0,0,0,0,0,
454.2163133,22,34,9,0,1,0,0,0,CHO
454.2306,30,34,1,1,0,0,1,0,CHONP
454.2317654,26,34,6,0,1,0,0,0,CHO
454.2398199,20,42,6,1,0,1,1,0,CHONSP
454.2421519,27,37,3,1,0,1,0,0,CHONS
454.2427872,0,0,0,0,0,0,0,0,
454.2445795,23,37,8,1,0,0,0,0,CHON
454.2449212,0,0,0,0,0,0,0,0,
454.2526948,23,38,8,0,1,0,0,0,CHO
454.2530002,0,0,0,0,0,0,0,0,
454.2670952,21,37,6,5,0,0,0,0,CHON
454.2677828,19,42,7,2,1,1,0,0,CHONS
454.2889876,24,42,7,0,1,0,0,0,CHO
454.2894233,0,0,0,0,0,0,0,0,
454.340634,29,46,3,0,1,0,0,0,CHO
454.5451231,0,0,0,0,0,0,0,0,
454.6249563,0,0,0,0,0,0,0,0,
454.6258661,0,0,0,0,0,0,0,0,
454.6308097,0,0,0,0,0,0,0,0,
454.631126,0,0,0,0,0,0,0,0,
454.7066948,0,0,0,0,0,0,0,0,
454.7874952,0,0,0,0,0,0,0,0,
454.8016025,0,0,0,0,0,0,0,0,
454.8606125,0,0,0,0,0,0,0,0,
454.860894,0,0,0,0,0,0,0,0,
454.8684097,0,0,0,0,0,0,0,0,
454.8692635,0,0,0,0,0,0,0,0,
454.871867,0,0,0,0,0,0,0,0,
454.8721415,0,0,0,0,0,0,0,0,
454.8848575,0,0,0,0,0,0,0,0,
454.8958114,0,0,0,0,0,0,0,0,
454.9602926,0,0,0,0,0,0,0,0,
454.960531,24,9,4,0,0,2,1,0,CHOSP
454.9626959,12,13,11,2,0,2,1,0,CHONSP
454.9789581,0,0,0,0,0,0,0,0,
454.9791919,0,0,0,0,0,0,0,0,
454.989199,20,8,13,0,0,0,0,0,CHO
454.9895063,23,9,5,2,0,1,1,0,CHONSP
454.9967112,0,0,0,0,0,0,0,0,
455.0002233,19,8,12,2,0,0,0,0,CHON
455.0022564,17,13,13,0,0,0,1,0,CHOP
455.0025899,0,0,0,0,0,0,0,0,
455.0102941,17,12,15,0,0,0,0,0,CHO
455.0105496,17,12,15,0,0,0,0,0,CHO
455.0153195,0,0,0,0,0,0,0,0,
455.022659,27,9,4,2,0,0,1,0,CHONP
455.0230816,25,12,7,0,0,1,0,0,CHOS
455.0255958,21,12,12,0,0,0,0,0,CHO
455.0363186,12,16,13,4,0,1,0,0,CHONS
455.036634,20,12,11,2,0,0,0,0,CHON
455.0387969,0,0,0,0,0,0,0,0,
455.039089,0,0,0,0,0,0,0,0,
455.0420379,15,21,12,0,0,1,1,0,CHOSP
455.0424046,26,8,5,4,0,0,0,0,CHON
455.0431311,0,0,0,0,0,0,0,0,
455.0434711,24,13,6,2,0,0,1,0,CHONP
455.0466875,18,16,14,0,0,0,0,0,CHO
455.0543217,0,0,0,0,0,0,0,0,
455.0546005,23,21,4,0,0,2,1,0,CHOSP
455.0550358,23,13,5,4,0,0,1,0,CHONP
455.0553642,21,16,8,2,0,1,0,0,CHONS
455.058567,0,0,0,0,0,0,0,0,
455.0590226,28,13,3,2,0,0,1,0,CHONP
455.0619437,22,16,11,0,0,0,0,0,CHO
455.0678779,15,20,16,0,0,0,0,0,CHO
455.0713531,33,12,3,0,0,0,0,0,CHO
455.0726598,13,20,12,4,0,1,0,0,CHONS
455.0729316,0,0,0,0,0,0,0,0,
455.075374,0,0,0,0,0,0,0,0,
455.0757279,20,25,6,0,0,2,1,0,CHOSP
455.0778587,0,0,0,0,0,0,0,0,
455.0785955,27,12,4,4,0,0,0,0,CHON
455.0791967,14,20,15,2,0,0,0,0,CHON
455.0830708,19,20,13,0,0,0,0,0,CHO
455.0885842,25,16,7,2,0,0,0,0,CHON
455.0892536,26,20,2,2,0,2,0,0,CHONS
455.0908564,24,25,3,0,0,2,1,0,CHOSP
455.0916102,24,17,4,4,0,0,1,0,CHONP
455.0921369,0,0,0,0,0,0,0,0,
455.0924221,30,16,5,0,0,0,0,0,CHO
455.0952162,19,24,7,2,0,2,0,0,CHONS
455.098345,23,20,10,0,0,0,0,0,CHO
455.1076352,34,16,2,0,0,0,0,0,CHO
455.1089967,14,24,11,4,0,1,0,0,CHONS
455.1117086,0,0,0,0,0,0,0,0,
455.1120673,21,29,5,0,0,2,1,0,CHOSP
455.1150043,28,16,3,4,0,0,0,0,CHON
455.1167036,24,24,7,0,0,1,0,0,CHOS
455.1172389,13,29,15,0,0,0,1,0,CHOP
455.1194807,20,24,12,0,0,0,0,0,CHO
455.1288836,31,20,4,0,0,0,0,0,CHO
455.1300309,21,29,7,0,0,1,1,0,CHOSP
455.1317844,30,21,1,2,0,0,1,0,CHONP
455.1347607,24,24,9,0,0,0,0,0,CHO
455.1381415,21,28,9,0,0,1,0,0,CHOS
455.1406912,17,28,14,0,0,0,0,0,CHO
455.1409389,20,29,6,2,0,1,1,0,CHONSP
455.1439421,35,20,1,0,0,0,0,0,CHO
455.145759,0,0,0,0,0,0,0,0,
455.1479395,0,0,0,0,0,0,0,0,
455.1483699,22,33,4,0,0,2,1,0,CHOSP
455.151231,18,33,9,0,0,1,1,0,CHOSP
455.1558856,21,28,11,0,0,0,0,0,CHO
455.1561811,24,29,3,2,0,1,1,0,CHONSP
455.1656876,0,0,0,0,0,0,0,0,
455.1663329,22,33,6,0,0,1,1,0,CHOSP
455.1690841,0,0,0,0,0,0,0,0,
455.1711551,25,28,8,0,0,0,0,0,CHO
455.1770247,18,32,13,0,0,0,0,0,CHO
455.1819781,0,0,0,0,0,0,0,0,
455.1842803,0,0,0,0,0,0,0,0,
455.1847037,23,37,3,0,0,2,1,0,CHOSP
455.1870351,0,0,0,0,0,0,0,0,
455.1922673,22,32,10,0,0,0,0,0,CHO
455.1925371,25,33,2,2,0,1,1,0,CHONSP
455.201985,0,0,0,0,0,0,0,0,
455.2023391,0,0,0,0,0,0,0,0,
455.2041348,0,0,0,0,0,0,0,0,
455.2048157,30,32,2,0,0,1,0,0,CHOS
455.2056222,0,0,0,0,0,0,0,0,
455.2075278,26,32,7,0,0,0,0,0,CHO
455.2108768,23,36,7,0,0,1,0,0,CHOS
455.2147826,20,32,8,4,0,0,0,0,CHON
455.2206525,0,0,0,0,0,0,0,0,
455.2208929,0,0,0,0,0,0,0,0,
455.2211687,24,41,2,0,0,2,1,0,CHOSP
455.2239512,20,41,7,0,0,1,1,0,CHOSP
455.2286262,23,36,9,0,0,0,0,0,CHO
455.2288972,0,0,0,0,0,0,0,0,
455.2341936,29,32,3,2,0,0,0,0,CHON
455.2410376,0,0,0,0,0,0,0,0,
455.2418402,0,0,0,0,0,0,0,0,
455.2438565,27,36,6,0,0,0,0,0,CHO
455.2501996,23,41,3,2,0,1,1,0,CHONSP
455.2511112,31,37,1,0,0,0,1,0,CHOP
455.2528848,19,41,8,2,0,0,1,0,CHONP
455.264979,24,40,8,0,0,0,0,0,CHO
455.2652603,24,40,8,0,0,0,0,0,CHO
455.2683743,21,44,8,0,0,1,0,0,CHOS
455.2801849,28,40,5,0,0,0,0,0,CHO
455.3013857,25,44,7,0,0,0,0,0,CHO
455.3016244,25,44,7,0,0,0,0,0,CHO
455.3143025,0,0,0,0,0,0,0,0,
455.3166331,29,44,4,0,0,0,0,0,CHO
455.3169294,0,0,0,0,0,0,0,0,
455.3378424,26,48,6,0,0,0,0,0,CHO
455.3742598,27,52,5,0,0,0,0,0,CHO
455.5092578,0,0,0,0,0,0,0,0,
455.5097168,0,0,0,0,0,0,0,0,
455.8714562,0,0,0,0,0,0,0,0,
455.8716955,0,0,0,0,0,0,0,0,
455.9622118,0,0,0,0,0,0,0,0,
456.0289973,20,12,12,0,1,0,0,0,CHO
456.0292647,0,0,0,0,0,0,0,0,
456.041956,17,15,14,1,0,0,0,0,CHON
456.0500788,17,16,14,0,1,0,0,0,CHO
456.0572492,21,15,11,1,0,0,0,0,CHON
456.0575824,24,16,3,3,0,1,1,0,CHONSP
456.0653445,21,16,11,0,1,0,0,0,CHO
456.06563,0,0,0,0,0,0,0,0,
456.0783719,18,19,13,1,0,0,0,0,CHON
456.0786998,21,20,5,3,0,1,1,0,CHONSP
456.0864394,18,20,13,0,1,0,0,0,CHO
456.0929612,14,23,12,3,0,1,0,0,CHONS
456.0935848,22,19,10,1,0,0,0,0,CHON
456.0938876,22,19,10,1,0,0,0,0,CHON
456.1017024,22,20,10,0,1,0,0,0,CHO
456.1048876,21,19,9,3,0,0,0,0,CHON
456.1147295,19,23,12,1,0,0,0,0,CHON
456.1228073,19,24,12,0,1,0,0,0,CHO
456.1298983,23,23,9,1,0,0,0,0,CHON
456.1302107,23,23,9,1,0,0,0,0,CHON
456.130475,26,24,1,3,0,1,1,0,CHONSP
456.1380605,23,24,9,0,1,0,0,0,CHO
456.1412218,22,23,8,3,0,0,0,0,CHON
456.141454,20,28,9,0,1,1,0,0,CHOS
456.1487701,24,27,6,1,0,1,0,0,CHONS
456.1511433,20,27,11,1,0,0,0,0,CHON
456.1514601,20,27,11,1,0,0,0,0,CHON
456.1591894,20,28,11,0,1,0,0,0,CHO
456.1596911,23,29,3,2,1,1,1,0,CHONSP
456.1645341,0,0,0,0,0,0,0,0,
456.1744844,24,28,8,0,1,0,0,0,CHO
456.1747561,0,0,0,0,0,0,0,0,
456.1875082,21,31,10,1,0,0,0,0,CHON
456.1878184,21,31,10,1,0,0,0,0,CHON
456.1956179,21,32,10,0,1,0,0,0,CHO
456.1959332,24,33,2,2,1,1,1,0,CHONSP
456.2087912,18,35,12,1,0,0,0,0,CHON
456.2098087,29,32,2,1,0,0,1,0,CHONP
456.2108328,25,32,7,0,1,0,0,0,CHO
456.2111007,25,32,7,0,1,0,0,0,CHO
456.2142232,22,36,7,0,1,1,0,0,CHOS
456.2146609,25,35,1,3,0,2,0,0,CHONS
456.2239499,22,35,9,1,0,0,0,0,CHON
456.2242042,22,35,9,1,0,0,0,0,CHON
456.2319964,22,36,9,0,1,0,0,0,CHO
456.2322483,0,0,0,0,0,0,0,0,
456.2368974,19,40,9,1,0,0,1,0,CHONP
456.2463128,30,36,1,1,0,0,1,0,CHONP
456.2468827,0,0,0,0,0,0,0,0,
456.2473039,26,36,6,0,1,0,0,0,CHO
456.2563773,18,41,8,2,1,0,1,0,CHONP
456.2604713,23,39,8,1,0,0,0,0,CHON
456.2683985,23,40,8,0,1,0,0,0,CHO
456.2686963,23,40,8,0,1,0,0,0,CHO
456.2827128,21,39,6,5,0,0,0,0,CHON
456.3047853,24,44,7,0,1,0,0,0,CHO
456.3200157,28,44,4,0,1,0,0,0,CHO
456.4846966,0,0,0,0,0,0,0,0,
456.6279075,0,0,0,0,0,0,0,0,
456.6281411,0,0,0,0,0,0,0,0,
456.6536664,0,0,0,0,0,0,0,0,
456.6539981,0,0,0,0,0,0,0,0,
456.6664336,0,0,0,0,0,0,0,0,
456.8461177,0,0,0,0,0,0,0,0,
456.8687687,0,0,0,0,0,0,0,0,
456.8760837,0,0,0,0,0,0,0,0,
456.9114216,0,0,0,0,0,0,0,0,
456.9596745,22,6,6,2,0,2,0,0,CHONS
456.9759701,0,0,0,0,0,0,0,0,
456.9762681,24,11,4,0,0,2,1,0,CHOSP
456.981563,16,11,14,0,0,0,1,0,CHOP
456.9947578,22,6,10,2,0,0,0,0,CHON
456.9990217,27,6,8,0,0,0,0,0,CHO
457.0024319,24,10,8,0,0,1,0,0,CHOS
457.0048895,20,10,13,0,0,0,0,0,CHO
457.0123696,0,0,0,0,0,0,0,0,
457.0179204,17,15,13,0,0,0,1,0,CHOP
457.0181926,0,0,0,0,0,0,0,0,
457.0259651,17,14,15,0,0,0,0,0,CHO
457.0349747,0,0,0,0,0,0,0,0,
457.0383917,27,11,4,2,0,0,1,0,CHONP
457.0412457,21,14,12,0,0,0,0,0,CHO
457.0453494,16,15,14,1,1,0,0,0,CHON
457.0485835,15,14,13,4,0,0,0,0,CHON
457.0494827,26,11,3,4,0,0,1,0,CHONP
457.051889,22,19,7,0,0,1,1,0,CHOSP
457.0521621,0,0,0,0,0,0,0,0,
457.0545522,0,0,0,0,0,0,0,0,
457.0548515,19,23,7,0,0,2,1,0,CHOSP
457.0571601,26,18,4,0,0,2,0,0,CHOS
457.058267,0,0,0,0,0,0,0,0,
457.0586676,0,0,0,0,0,0,0,0,
457.0623689,18,18,14,0,0,0,0,0,CHO
457.0700792,23,23,4,0,0,2,1,0,CHOSP
457.0704191,23,23,4,0,0,2,1,0,CHOSP
457.0708639,23,15,5,4,0,0,1,0,CHONP
457.0711151,21,18,8,2,0,1,0,0,CHONS
457.0729398,19,23,9,0,0,1,1,0,CHOSP
457.0738381,17,18,13,2,0,0,0,0,CHON
457.0746937,28,15,3,2,0,0,1,0,CHONP
457.0776421,22,18,11,0,0,0,0,0,CHO
457.0817396,17,19,13,1,1,0,0,0,CHON
457.0867367,0,0,0,0,0,0,0,0,
457.0882974,23,23,6,0,0,1,1,0,CHOSP
457.0886928,21,18,10,2,0,0,0,0,CHON
457.089214,0,0,0,0,0,0,0,0,
457.0909303,0,0,0,0,0,0,0,0,
457.0912553,20,27,6,0,0,2,1,0,CHOSP
457.0942057,27,14,4,4,0,0,0,0,CHON
457.0987679,19,22,13,0,0,0,0,0,CHO
457.1077608,0,0,0,0,0,0,0,0,
457.1092429,20,27,8,0,0,1,1,0,CHOSP
457.1110662,29,19,2,2,0,0,1,0,CHONP
457.1140362,23,22,10,0,0,0,0,0,CHO
457.1177369,20,26,10,0,0,1,0,0,CHOS
457.1180542,18,23,12,1,1,0,0,0,CHON
457.1222476,28,19,1,4,0,0,1,0,CHONP
457.1230117,15,27,12,2,0,0,1,0,CHONP
457.1245968,24,27,5,0,0,1,1,0,CHOSP
457.1249752,0,0,0,0,0,0,0,0,
457.1272445,0,0,0,0,0,0,0,0,
457.1274897,0,0,0,0,0,0,0,0,
457.1303907,17,31,10,0,0,1,1,0,CHOSP
457.1351526,20,26,12,0,0,0,0,0,CHO
457.1441638,0,0,0,0,0,0,0,0,
457.1447868,21,23,8,3,1,0,0,0,CHON
457.1451815,0,0,0,0,0,0,0,0,
457.1474333,30,23,1,2,0,0,1,0,CHONP
457.1504013,24,26,9,0,0,0,0,0,CHO
457.1506601,0,0,0,0,0,0,0,0,
457.1560359,0,0,0,0,0,0,0,0,
457.156631,20,31,6,2,0,1,1,0,CHONSP
457.1613582,0,0,0,0,0,0,0,0,
457.1635325,0,0,0,0,0,0,0,0,
457.1715083,21,30,11,0,0,0,0,0,CHO
457.1717482,21,30,11,0,0,0,0,0,CHO
457.18118,0,0,0,0,0,0,0,0,
457.181529,0,0,0,0,0,0,0,0,
457.1818302,22,35,6,0,0,1,1,0,CHOSP
457.1832369,0,0,0,0,0,0,0,0,
457.1867515,25,30,8,0,0,0,0,0,CHO
457.1940722,29,31,3,0,0,0,1,0,CHOP
457.1977772,0,0,0,0,0,0,0,0,
457.1998628,22,35,8,0,0,0,1,0,CHOP
457.2001379,0,0,0,0,0,0,0,0,
457.2040262,17,34,12,2,0,0,0,0,CHON
457.2078826,22,34,10,0,0,0,0,0,CHO
457.2081603,0,0,0,0,0,0,0,0,
457.2176672,0,0,0,0,0,0,0,0,
457.2211003,0,0,0,0,0,0,0,0,
457.223137,26,34,7,0,0,0,0,0,CHO
457.2291801,19,38,12,0,0,0,0,0,CHO
457.2303233,30,35,2,0,0,0,1,0,CHOP
457.2363318,0,0,0,0,0,0,0,0,
457.2442621,23,38,9,0,0,0,0,0,CHO
457.2445443,0,0,0,0,0,0,0,0,
457.249939,0,0,0,0,0,0,0,0,
457.2595243,27,38,6,0,0,0,0,0,CHO
457.2667298,31,39,1,0,0,0,1,0,CHOP
457.280671,24,42,8,0,0,0,0,0,CHO
457.2809514,0,0,0,0,0,0,0,0,
457.2958886,28,42,5,0,0,0,0,0,CHO
457.2961202,28,42,5,0,0,0,0,0,CHO
457.3170923,25,46,7,0,0,0,0,0,CHO
457.3173285,0,0,0,0,0,0,0,0,
457.3233229,0,0,0,0,0,0,0,0,
457.3533989,26,50,6,0,0,0,0,0,CHO
457.3538186,0,0,0,0,0,0,0,0,
457.8682393,0,0,0,0,0,0,0,0,
457.8685009,0,0,0,0,0,0,0,0,
458.0082469,19,10,13,0,1,0,0,0,CHO
458.0294352,16,14,15,0,1,0,0,0,CHO
458.0296853,0,0,0,0,0,0,0,0,
458.0360153,12,17,14,3,0,1,0,0,CHONS
458.0365401,20,13,12,1,0,0,0,0,CHON
458.0446169,20,14,12,0,1,0,0,0,CHO
