Mass,FT007,FT008,FT009,FT010,FT011,FT012,FT013,FT014,FT015
144.9424388,0,0,0,902307,0,0,0,0,0
144.9674639,0,0,0,0,0,0,0,0,0
145.0027308,0,0,0,901026,0,0,0,0,0
145.0044665,0,0,912707,0,0,0,0,0,0
145.0056284,0,0,0,0,0,855600,0,0,0
145.0164647,0,0,0,0,0,0,0,0,0
145.0285561,0,887986,0,0,0,0,0,0,0
145.0407615,0,0,0,0,0,0,0,0,891647
145.0526053,0,0,0,0,0,0,0,0,0
145.088769,0,0,0,0,0,0,0,0,0
145.0966024,0,0,0,0,0,0,0,0,852237
145.0998436,0,0,0,0,0,0,0,0,0
145.1092557,0,0,0,0,0,0,0,0,0
145.1244154,0,0,0,0,0,0,0,0,0
145.1245734,0,0,925428,0,0,0,0,0,0
145.1390177,0,0,0,0,0,0,0,0,0
145.1394153,0,0,0,0,0,0,0,0,0
145.1635845,0,0,0,0,0,0,0,0,0
145.1747558,0,0,0,0,0,0,0,0,0
145.1934424,0,0,0,0,867595,0,0,0,0
145.2000198,0,0,0,0,0,0,876363,0,0
145.2520065,0,0,0,0,0,0,0,0,0
145.2549095,0,0,0,0,0,0,0,0,0
145.2855946,876465,0,0,0,0,0,0,0,0
145.2929757,0,0,0,0,0,0,856830,0,0
145.2934994,0,0,0,0,0,0,0,0,0
145.3055557,0,0,0,0,0,0,0,0,0
145.3060363,0,0,0,0,0,0,0,0,0
145.3062829,0,0,0,0,0,0,0,0,0
145.3068066,0,0,0,0,0,0,0,0,0
145.3069594,0,0,0,0,0,0,0,0,0
145.3074566,0,0,0,0,0,0,0,0,0
145.3076631,0,0,0,0,0,0,0,0,0
145.3081013,0,0,0,0,0,0,0,0,0
145.3083054,0,0,0,0,0,0,0,0,0
145.3131014,0,0,0,0,0,0,0,0,0
145.3200496,0,0,0,0,0,0,856837,0,0
145.3402085,0,0,0,0,0,0,0,0,0
145.3813202,0,0,0,0,0,0,0,0,854249
145.4252011,0,0,0,0,0,0,0,848831,0
145.4442601,0,0,0,0,850317,0,0,0,0
145.4651804,0,0,0,0,0,0,0,0,0
145.4677596,0,0,0,0,0,0,0,0,0
145.472646,0,0,0,0,0,0,0,0,0
145.4754945,0,0,0,0,0,0,915745,0,0
145.4823986,0,0,0,0,0,0,0,0,0
145.4957676,0,0,0,0,0,0,0,0,0
145.4978011,0,0,0,0,0,0,0,855821,0
145.5272954,0,0,0,0,0,0,0,0,0
145.5802,0,0,0,0,0,0,0,0,0
145.5840973,0,0,0,0,0,0,0,0,0
145.6096152,0,0,0,0,0,0,0,0,0
145.6300624,0,0,0,0,0,0,0,0,0
145.6326201,0,0,0,0,0,0,0,0,0
145.6362313,0,0,0,0,0,0,0,0,0
145.6376283,0,0,0,0,0,0,0,0,0
145.639066,0,0,0,0,0,0,0,0,0
145.6398467,0,0,0,0,0,0,0,0,0
145.6402244,0,0,0,905947,0,0,0,0,0
145.6436464,0,0,0,0,0,0,0,0,0
145.6452991,0,0,0,0,0,0,0,0,0
145.6480652,0,0,0,0,0,0,0,0,0
145.6484342,0,0,0,0,0,0,0,0,0
145.6500935,0,0,0,0,0,0,0,0,0
145.651034,0,0,0,0,0,0,0,0,0
145.6524044,0,0,0,0,0,0,0,0,0
145.6534247,0,0,0,0,0,0,0,0,0
145.6549902,0,0,0,0,0,0,0,0,0
145.655101,0,0,0,0,0,0,0,0,0
145.6563765,0,0,0,0,0,0,0,0,0
145.6567508,0,0,0,0,882020,0,0,0,0
145.6589497,0,0,0,0,0,0,0,0,0
145.659415,0,0,0,0,0,0,0,0,0
145.660336,0,0,0,0,0,0,0,0,0
145.6611102,0,0,0,0,0,0,0,0,0
145.6617455,0,0,0,0,0,0,0,0,0
145.6622101,0,0,0,0,0,0,0,0,0
145.662323,0,0,0,0,0,0,0,0,0
145.6624964,0,0,0,0,0,0,0,0,0
145.6629139,0,0,0,0,0,0,0,0,0
145.6635817,0,0,0,0,0,0,0,0,0
145.6640692,0,0,0,0,0,0,0,0,0
145.6642557,0,0,0,0,0,0,0,0,0
145.6645114,0,0,0,0,0,0,0,0,0
145.6646676,0,0,0,0,0,0,0,0,0
145.6647525,0,0,0,0,0,0,0,0,0
145.6649997,0,0,0,0,0,0,0,0,0
145.6650745,0,0,0,0,0,0,0,0,0
145.665305,0,0,0,0,0,0,0,0,0
145.6654595,0,0,0,0,0,0,0,0,0
145.665731,0,0,0,0,0,0,0,0,0
145.6659175,0,0,0,0,0,0,0,0,0
145.6663287,0,0,0,0,0,0,0,0,0
145.6664582,0,0,0,0,0,0,0,0,0
145.6666057,0,0,0,0,0,0,0,0,0
145.6667595,0,0,0,0,0,0,0,0,0
145.6669829,0,0,0,0,0,0,0,0,0
145.6671607,0,0,0,0,0,0,0,0,0
145.6673408,0,0,0,0,0,0,0,0,0
145.6674172,0,0,0,0,0,0,0,0,0
145.667591,0,0,0,0,0,0,0,0,0
145.6678292,0,0,0,0,0,0,0,0,0
145.6679277,0,0,0,0,0,0,0,0,0
145.668075,0,0,0,0,0,0,0,0,0
145.6682337,0,0,0,0,0,0,0,0,0
145.668352,0,0,0,0,0,0,0,0,0
145.6686102,0,0,0,0,0,0,0,0,0
145.6688148,0,0,0,0,0,0,0,0,0
145.6689117,0,0,0,0,0,0,0,0,0
145.6692182,0,0,0,0,0,0,0,0,0
145.6693242,0,0,0,0,0,0,0,0,0
145.669457,0,0,0,0,0,0,0,0,0
145.6695527,0,0,0,0,0,0,0,0,0
145.6696777,0,0,0,0,0,0,0,0,0
145.6697995,0,0,0,0,0,0,0,0,0
145.6699107,0,0,0,0,0,0,0,0,0
145.6700136,0,0,0,0,0,0,0,0,0
145.670105,0,0,0,0,0,0,0,0,0
145.6703337,0,0,0,0,0,0,0,0,0
145.670423,0,0,0,0,0,0,0,0,0
145.6705325,0,0,0,0,0,0,0,0,0
145.6708244,0,0,0,0,0,0,0,0,0
145.6709425,0,0,0,0,0,0,0,0,0
145.6713262,0,0,0,0,0,0,0,0,0
145.671508,0,0,0,0,0,0,0,0,0
145.6716835,0,0,0,0,0,0,0,0,0
145.6720026,0,0,0,0,0,0,0,0,0
145.6721737,0,0,0,0,0,0,0,0,0
145.672286,0,0,0,0,0,0,0,0,0
145.6724793,0,0,0,0,0,0,0,0,0
145.6726109,0,0,0,0,0,0,0,0,0
145.6727835,0,0,0,0,0,0,0,0,0
145.6730226,0,0,0,0,0,0,0,0,0
145.6733282,0,0,0,0,0,0,0,0,0
145.6734446,0,0,0,0,0,0,0,0,0
145.6735712,0,0,0,0,0,0,0,0,0
145.6737308,0,0,0,0,0,0,0,0,0
145.6738815,0,0,0,0,0,0,0,0,0
145.6740507,0,0,0,0,0,0,0,0,0
145.674147,0,0,0,0,0,0,0,0,0
145.6742546,0,0,0,0,0,0,0,0,0
145.674484,0,0,0,0,0,0,0,0,0
145.6745984,0,0,0,0,0,0,0,0,0
145.6747547,0,0,0,0,0,0,0,0,0
145.6748397,0,0,0,0,0,0,0,0,0
145.6749778,0,0,0,0,0,0,0,0,0
145.6750724,0,0,0,0,0,0,0,0,0
145.6752237,0,0,0,0,0,0,0,0,0
145.6753869,0,0,0,0,0,0,0,0,0
145.6755121,0,0,0,0,0,0,0,0,0
145.6757265,0,0,0,0,0,0,0,0,0
145.6758627,0,0,0,0,0,0,0,0,0
145.6759597,0,0,0,0,0,0,0,0,0
145.676041,0,0,0,0,0,0,0,0,0
145.6761661,0,0,0,0,0,0,0,0,0
145.6762628,0,0,0,0,0,0,0,0,0
145.6763797,0,0,0,0,0,0,0,0,0
145.6764715,0,0,0,0,0,0,0,0,0
145.6765976,0,0,0,0,0,0,0,0,0
145.6768456,0,0,0,0,0,0,0,0,0
145.6769375,0,0,0,0,0,0,0,0,0
145.6770887,0,0,0,0,0,0,0,0,0
145.6772639,0,0,0,0,0,0,0,0,0
145.6776756,0,0,0,0,0,0,0,0,0
145.6777577,0,0,0,0,0,0,0,0,0
145.6778758,0,0,0,0,0,0,0,0,0
145.6779912,0,0,0,0,0,0,0,0,0
145.678254,0,0,0,0,0,0,0,0,0
145.6783769,0,0,0,0,0,0,0,0,0
145.6784637,0,0,0,0,0,0,0,0,0
145.6785552,0,0,0,0,0,0,0,0,0
145.6787234,0,0,0,0,0,0,0,0,0
145.6788474,0,0,0,0,0,0,0,0,0
145.6790034,0,0,0,0,0,0,0,0,0
145.6791198,0,0,0,0,0,0,0,0,0
145.6791985,0,0,0,0,0,0,0,0,0
145.6793232,0,0,0,0,0,0,0,0,0
145.67946,0,0,0,0,0,0,0,0,0
145.6796037,0,0,0,0,0,0,0,0,0
145.6797182,0,0,0,0,0,0,0,0,0
145.6798205,0,0,0,0,0,0,0,0,0
145.6799415,0,0,0,0,0,0,0,0,0
145.6800384,0,0,0,0,0,0,0,0,0
145.6802103,0,0,0,0,0,0,0,0,0
145.6804386,0,0,0,0,0,0,0,0,0
145.6805815,0,0,0,0,0,0,0,0,0
145.6807598,0,0,0,0,0,0,0,0,0
145.6808755,0,0,0,0,0,0,0,0,0
145.6810494,0,0,0,0,0,0,0,0,0
145.6812481,0,0,0,0,0,0,0,0,0
145.6813989,0,0,0,0,0,0,0,0,0
145.681565,0,0,0,0,0,0,0,0,0
145.6816578,0,0,0,0,0,0,0,0,0
145.6817878,0,0,0,0,0,0,0,0,0
145.6818897,0,0,0,0,0,0,0,0,0
145.6820379,0,0,0,0,0,0,0,0,0
145.6822123,0,0,0,0,0,0,0,0,0
145.6823788,0,0,0,0,0,0,0,0,0
145.6825556,0,0,0,0,0,0,0,0,0
145.6827534,0,0,0,0,0,0,0,0,0
145.6828346,0,0,0,0,0,0,0,0,0
145.6829861,0,0,0,0,0,0,0,0,0
145.6831459,0,0,0,0,0,0,0,0,0
145.6832326,0,0,0,0,0,0,0,0,0
145.6833311,0,0,0,0,0,0,0,0,0
145.683485,0,0,0,0,0,0,0,0,0
145.6835742,0,0,0,0,0,0,0,0,0
145.6837445,0,0,0,0,0,0,0,0,0
145.6838282,0,0,0,0,0,0,0,0,0
145.6839225,0,0,0,0,0,0,0,0,0
145.6840307,0,0,0,0,0,0,0,0,0
145.684274,0,0,0,0,0,0,0,0,0
145.6844149,0,0,0,0,0,0,0,0,0
145.6846375,0,0,0,0,0,0,0,0,0
145.6847732,0,0,0,0,0,0,0,0,0
145.6848953,0,0,0,0,0,0,0,0,0
145.6850253,0,0,0,0,0,0,0,0,0
145.6851145,0,0,0,0,0,0,0,0,0
145.6852652,0,0,0,0,0,0,0,0,0
145.6854097,0,0,0,0,0,0,0,0,0
145.6855141,0,0,0,0,0,0,0,0,0
145.6856808,0,0,0,0,0,0,0,0,0
145.6857987,0,0,0,0,0,0,0,0,0
145.6859018,0,0,0,0,0,0,0,0,0
145.6859943,0,0,0,0,0,0,0,0,0
145.6861472,0,0,0,0,0,0,0,0,0
145.6863492,0,0,0,0,0,0,0,0,0
145.6865546,0,0,0,0,0,0,0,0,0
145.6867002,0,0,0,0,0,0,0,0,0
145.6867822,0,0,0,0,0,0,0,0,0
145.6868891,0,0,0,0,0,0,0,0,0
145.6870161,0,0,0,0,0,0,0,0,0
145.6871206,0,0,0,0,0,0,0,0,0
145.6872602,0,0,0,0,0,0,0,0,0
145.6873974,0,0,0,0,0,0,0,0,0
145.6875452,0,0,0,0,0,0,0,0,0
145.6876635,0,0,0,0,0,0,0,0,0
145.6878182,0,0,0,0,0,0,0,0,0
145.6879327,0,0,0,0,0,0,0,0,0
145.6880644,0,0,0,0,0,0,0,0,0
145.6882116,0,0,0,0,0,0,0,0,0
145.6883149,0,0,0,0,0,0,0,0,0
145.6884428,0,0,0,0,0,0,0,0,0
145.6885907,0,0,0,0,0,0,0,0,0
145.6886712,0,0,0,0,0,0,0,0,0
145.6887998,0,0,0,0,0,0,0,0,0
145.688921,0,0,0,0,0,0,0,0,0
145.6890196,0,0,0,0,0,0,0,0,0
145.6891103,0,0,0,0,0,0,0,0,0
145.6892866,0,0,0,0,0,0,0,0,0
145.689388,0,0,0,0,0,0,0,0,0
145.6895468,0,0,0,0,0,0,0,0,0
145.6896511,0,0,0,0,0,0,0,0,0
145.6898452,0,0,0,0,0,0,0,0,0
145.6899952,0,0,0,0,0,0,0,0,0
145.6901676,0,0,0,0,0,0,0,0,0
145.6902783,0,0,0,0,0,0,0,0,0
145.6904037,0,0,0,0,0,0,0,0,0
145.69052,0,0,0,0,0,0,0,0,0
145.6906897,0,0,0,0,0,0,0,0,0
145.6907354,0,0,0,0,0,0,0,0,0
145.6908418,0,0,0,0,0,0,0,0,0
145.691036,0,0,0,0,0,0,0,0,0
145.6912482,0,0,0,0,0,0,0,0,0
145.691375,0,0,0,0,0,0,0,0,0
145.6915213,0,0,0,0,0,0,0,0,0
145.6916537,0,0,0,0,0,0,0,0,0
145.6917895,0,0,0,0,0,0,0,0,0
145.6919522,0,0,0,0,0,0,0,0,0
145.6920578,0,0,0,0,0,0,0,0,0
145.6921621,0,0,0,0,0,0,0,0,0
145.6923638,0,0,0,0,0,0,0,0,0
145.6924911,0,0,0,0,0,0,0,0,0
145.6926269,0,0,0,0,0,0,0,0,0
145.692721,0,0,0,0,0,0,0,0,0
145.6928522,0,0,0,0,0,0,0,0,0
145.6929546,0,0,0,0,0,0,0,0,0
145.6930662,0,0,0,0,0,0,0,0,0
145.6931561,0,0,0,0,0,0,0,0,0
145.6932927,0,0,0,0,0,0,0,0,0
145.6934309,0,0,0,0,0,0,0,0,0
145.6936127,0,0,0,0,0,0,0,0,0
145.6937777,0,0,0,0,0,0,0,0,0
145.6938582,0,0,0,0,0,0,0,0,0
145.6939819,0,0,0,0,0,0,0,0,0
145.6940817,0,0,0,0,0,0,0,0,0
145.6942342,0,0,0,0,0,0,0,0,0
145.6943899,0,0,0,0,0,0,0,0,0
145.6945643,0,0,0,0,0,0,0,0,0
145.6947018,0,0,0,0,0,0,0,0,0
145.6948224,0,0,0,0,0,0,0,0,0
145.694969,0,0,0,0,0,0,0,0,0
145.6951032,0,0,0,0,0,0,0,0,0
145.6952845,0,0,0,0,0,0,0,0,0
145.6954174,0,0,0,0,0,0,0,0,0
145.6956137,0,0,0,0,0,0,0,0,0
145.6957548,0,0,0,0,0,0,0,0,0
145.6959168,0,0,0,0,0,0,0,0,0
145.6960811,0,0,0,0,0,0,0,0,0
145.6962298,0,0,0,0,0,0,0,0,0
145.6965001,0,0,0,0,0,0,0,0,0
145.6966427,0,0,0,0,0,0,0,0,0
145.6967767,0,0,0,0,0,0,0,0,0
145.6968568,0,0,0,0,0,0,0,0,0
145.6970725,0,0,0,0,0,0,0,0,0
145.6972142,0,0,0,0,0,0,0,0,0
145.6973612,0,0,0,0,0,0,0,0,0
145.6974315,0,0,0,0,0,0,0,0,0
145.6975809,0,0,0,0,0,0,0,0,0
145.697777,0,0,0,0,0,0,0,0,0
145.6979986,0,0,0,0,0,0,0,0,0
145.6982671,0,0,0,0,0,0,0,0,0
145.6983841,0,0,0,0,0,0,0,0,0
145.6985443,0,0,0,0,0,0,0,0,0
145.6986498,0,0,0,0,0,0,0,0,0
145.6988428,0,0,0,0,0,0,0,0,0
145.698976,0,0,0,0,0,0,0,0,0
145.6991483,0,0,0,0,0,0,0,0,0
145.6993995,0,0,0,0,0,0,0,0,0
145.6996059,0,0,0,0,0,0,0,0,0
145.6997492,0,0,0,0,0,0,0,0,0
145.6998809,0,0,0,0,0,0,0,0,0
145.6999877,0,0,0,0,0,0,0,0,0
145.7001522,0,0,0,0,0,0,0,0,0
145.7002611,0,0,0,0,0,0,0,0,0
145.7003502,0,0,0,0,0,0,0,0,0
145.7004925,0,0,0,0,0,0,0,0,0
145.700678,0,0,0,0,0,0,0,0,0
145.7008105,0,0,0,0,0,0,0,0,0
145.7009316,0,0,0,0,0,0,0,0,0
145.701128,0,0,0,0,0,0,0,0,0
145.7012218,0,0,0,0,0,0,0,0,0
145.7013497,0,0,0,0,0,0,0,0,0
145.7014734,0,0,0,0,0,0,0,0,0
145.7016732,0,0,0,0,0,0,0,0,0
145.7017869,0,0,0,0,0,0,0,0,0
145.701874,0,0,0,0,0,0,0,0,0
145.7019691,0,0,0,0,0,0,0,0,0
145.7020855,0,0,0,0,0,0,0,0,0
145.7022394,0,0,0,0,0,0,0,0,0
145.702507,0,0,0,0,0,0,0,0,0
145.7026544,0,0,0,0,0,0,0,0,0
145.7027859,0,0,0,0,0,0,0,0,0
145.7029833,0,0,0,0,0,0,0,0,0
145.7031752,0,0,0,0,0,0,0,0,0
145.7033933,0,0,0,0,0,0,0,0,0
145.7035124,0,0,0,0,0,0,0,0,0
145.7036564,0,0,0,0,0,0,0,0,0
145.7037781,0,0,0,0,0,0,0,0,0
145.7040264,0,0,0,0,0,0,0,0,0
145.7041547,0,0,0,0,0,0,0,0,0
145.7042538,0,0,0,0,0,0,0,0,0
145.704388,0,0,0,0,0,0,0,0,0
145.7044945,0,0,0,0,0,0,0,0,0
145.7045983,0,0,0,0,0,0,0,0,0
145.7047571,0,0,0,0,0,0,0,0,0
145.704941,0,0,0,0,0,0,0,0,0
145.7050772,0,0,0,0,0,0,0,0,0
145.7052819,0,0,0,0,0,0,0,0,0
145.7053789,0,0,0,0,0,0,0,0,0
145.7054725,0,0,0,0,0,0,0,0,0
145.7056446,0,0,0,0,0,0,0,0,0
145.7057388,0,0,0,0,0,0,0,0,0
145.7058638,0,0,0,0,0,0,0,0,0
145.705986,0,0,0,0,0,0,0,0,0
145.7061589,0,0,0,0,0,0,0,0,0
145.7062759,0,0,0,0,0,0,0,0,0
145.7063871,0,0,0,0,0,0,0,0,0
145.706551,0,0,0,0,0,0,0,0,0
145.706667,0,0,0,0,0,0,0,0,0
145.7067938,0,0,0,0,0,0,0,0,0
145.7069375,0,0,0,0,0,0,0,0,0
145.7070559,0,0,0,0,0,0,0,0,0
145.7071412,0,0,0,0,0,0,0,0,0
145.707257,0,0,0,0,0,0,0,0,0
145.7074536,0,0,0,0,0,0,0,0,0
145.707586,0,0,0,0,0,0,0,0,0
145.7076738,0,0,0,0,0,0,0,0,0
145.7077898,0,0,0,0,0,0,0,0,0
145.7078965,0,0,0,0,0,0,0,0,0
145.7080197,0,0,0,0,0,0,0,0,0
145.7081425,0,0,0,0,0,0,0,0,0
145.7083908,0,0,0,0,0,0,0,0,0
145.7085993,0,0,0,0,0,0,0,0,0
145.7087569,0,0,0,0,0,0,0,0,0
145.708891,0,0,0,0,0,0,0,0,0
145.7090558,0,0,0,0,0,0,0,0,0
145.7092003,0,0,0,0,0,0,0,0,0
145.7093604,0,0,0,0,0,0,0,0,0
145.7096374,0,0,0,0,0,0,0,0,0
145.7098068,0,0,0,0,0,0,0,0,0
145.709935,0,0,0,0,0,0,0,0,0
145.7100507,0,0,0,0,0,0,0,0,0
145.7102162,0,0,0,0,0,0,0,0,0
145.7103664,0,0,0,0,0,0,0,0,0
145.7105116,0,0,0,0,0,0,0,0,0
145.7106887,0,0,0,0,0,0,0,0,0
145.7109016,0,0,0,0,0,0,0,0,0
145.7110516,0,0,0,0,0,0,0,0,0
145.7111826,0,0,0,0,0,0,0,0,0
145.7113308,0,0,0,0,0,0,0,0,0
145.7115328,0,0,0,0,0,0,0,0,0
145.7116653,0,0,0,0,0,0,0,0,0
145.711954,0,0,0,0,0,0,0,0,0
145.7120696,0,0,0,0,0,0,0,0,0
145.7122267,0,0,0,0,0,0,0,0,0
145.7123606,0,0,0,0,0,0,0,0,0
145.7125034,0,0,0,0,0,0,0,0,0
145.7126002,0,0,0,0,0,0,0,0,0
145.7127225,0,0,0,0,0,0,0,0,0
145.7128488,0,0,0,0,0,0,0,0,0
145.713002,0,0,0,0,0,0,0,0,0
145.7131182,0,0,0,0,0,0,0,0,0
145.7132232,0,0,0,0,0,0,0,0,0
145.713453,0,0,0,0,0,0,0,0,0
145.7135895,0,0,0,0,0,0,0,0,0
145.7137398,0,0,0,0,0,0,0,0,0
145.7138814,0,0,0,0,0,0,0,0,0
145.7140487,0,0,0,0,0,0,0,0,0
145.7141681,0,0,0,0,0,0,0,0,0
145.7143109,0,0,0,0,0,0,0,0,0
145.7144879,0,0,0,0,0,0,0,0,0
145.7145918,0,0,0,0,0,0,0,0,0
145.7147627,0,0,0,0,0,0,0,0,0
145.7148825,0,0,0,0,0,0,0,0,0
145.7150891,0,0,0,0,0,0,0,0,0
145.7152204,0,0,0,0,0,0,0,0,0
145.7153507,0,0,0,0,0,0,0,0,0
145.7154959,0,0,0,0,0,0,0,0,0
145.7156261,0,0,0,0,0,0,0,0,0
145.7158029,0,0,0,0,0,0,0,0,0
145.7159554,0,0,0,0,0,0,0,0,0
145.7161365,0,0,0,0,0,0,0,0,0
145.7162595,0,0,0,0,0,0,0,0,0
145.7164281,0,0,0,0,0,0,0,0,0
145.7165162,0,0,0,0,0,0,0,0,0
145.7167152,0,0,0,0,0,0,0,0,0
145.7168856,0,0,0,0,0,0,0,0,0
145.7170186,0,0,0,0,0,0,0,0,0
145.7171493,0,0,0,0,0,0,0,0,0
145.7172838,0,0,0,0,0,0,0,0,0
145.7173953,0,0,0,0,0,0,0,0,0
145.7175494,0,0,0,0,0,0,0,0,0
145.717732,0,0,0,0,0,0,0,0,0
145.7178551,0,0,0,0,0,0,0,0,0
145.7179832,0,0,0,0,0,0,0,0,0
145.7181026,0,0,0,0,0,0,0,0,0
145.7182655,0,0,0,0,0,0,0,0,0
145.7184262,0,0,0,0,0,0,0,0,0
145.7185727,0,0,0,0,0,0,0,0,0
145.7186923,0,0,0,0,0,0,0,0,0
145.7188305,0,0,0,0,0,0,0,0,0
145.7189829,0,0,0,0,0,0,0,0,0
145.7191503,0,0,0,0,0,0,0,0,0
145.7193024,0,0,0,0,0,0,0,0,0
145.7194306,0,0,0,0,0,0,0,0,0
145.7195685,0,0,0,0,0,0,0,0,0
145.7197132,0,0,0,0,0,0,0,0,0
145.7198212,0,0,0,0,0,0,0,0,0
145.7199583,0,0,0,0,0,0,0,0,0
145.720102,0,0,0,0,0,0,0,0,0
145.7202153,0,0,0,0,0,0,0,0,0
145.7203163,0,0,0,0,0,0,0,0,0
145.7206657,0,0,0,0,0,0,0,0,0
145.7207949,0,0,0,0,0,0,0,0,0
145.72089,0,0,0,0,0,0,0,0,0
145.7210525,0,0,0,0,0,0,0,0,0
145.7212126,0,0,0,0,0,0,0,0,0
145.72136,0,0,0,0,0,0,0,0,0
145.7215179,0,0,0,0,0,0,0,0,0
145.7216619,0,0,0,0,0,0,0,0,0
145.7218458,0,0,0,0,0,0,0,0,0
145.7220089,0,0,0,0,0,0,0,0,0
145.7221383,0,0,0,0,0,0,0,0,0
145.7222485,0,0,0,0,0,0,0,0,0
145.7223676,0,0,0,0,0,0,0,0,0
145.7224804,0,0,0,0,0,0,0,0,0
145.722594,0,0,0,0,0,0,0,0,0
145.7227971,0,0,0,0,0,0,0,0,0
145.7229517,0,0,0,0,0,0,0,0,0
145.7230766,0,0,0,0,0,0,0,0,0
145.7231918,0,0,0,0,0,0,0,0,0
145.7233164,0,0,0,0,0,0,0,0,0
145.7234276,0,0,0,0,0,0,0,0,0
145.7235628,0,0,0,0,0,0,0,0,0
145.7236428,0,0,0,0,0,0,0,0,0
145.7237587,0,0,0,0,0,0,0,0,0
145.7238877,0,0,0,0,0,0,0,0,0
145.7240043,0,0,0,0,0,0,0,0,0
145.7241451,0,0,0,0,0,0,0,0,0
145.7242518,0,0,0,0,0,0,0,0,0
145.7244088,0,0,0,0,0,0,0,0,0
145.7245016,0,0,0,0,0,0,0,0,0
145.7246854,0,0,0,0,0,0,0,0,0
145.7248497,0,0,0,0,0,0,0,0,0
145.7249536,0,0,0,0,0,0,0,0,0
145.7250683,0,0,0,0,0,0,0,0,0
145.725171,0,0,0,0,0,0,0,0,0
145.72528,0,0,0,0,0,0,0,0,0
145.7253695,0,0,0,0,0,0,0,0,0
145.7254443,0,0,0,0,0,0,0,0,0
145.7255958,0,0,0,0,0,0,0,0,0
145.725697,0,0,0,0,0,0,0,0,0
145.7258235,0,0,0,0,0,0,0,0,0
145.7259176,0,0,0,0,0,0,0,0,0
145.726052,0,0,0,0,0,0,0,0,0
145.7261474,0,0,0,0,0,0,0,0,0
145.7262771,0,0,0,0,0,0,0,0,0
145.7264446,0,0,0,0,0,0,0,0,0
145.7266155,0,0,0,0,0,0,0,0,0
145.7267432,0,0,0,0,0,0,0,0,0
145.7268579,0,0,0,0,0,0,0,0,0
145.726989,0,0,0,0,0,0,0,0,0
145.7270862,0,0,0,0,0,0,0,0,0
145.7271871,0,0,0,0,0,0,0,0,0
145.7273426,0,0,0,0,0,0,0,0,0
145.7274995,0,0,0,0,0,0,0,0,0
145.7276813,0,0,0,0,0,0,0,0,0
145.7278491,0,0,0,0,0,0,0,0,0
145.7280241,0,0,0,0,0,0,0,0,0
145.7281923,0,0,0,0,0,0,0,0,0
145.7283173,0,0,0,0,0,0,0,0,0
145.7284331,0,0,0,0,0,0,0,0,0
145.7285589,0,0,0,0,0,0,0,0,0
145.7287073,0,0,0,0,0,0,0,0,0
145.7287859,0,0,0,0,0,0,0,0,0
145.7289272,0,0,0,0,0,0,0,0,0
145.7291095,0,0,0,0,0,0,0,0,0
145.7292093,0,0,0,0,0,0,0,0,0
145.7293412,0,0,0,0,0,0,0,0,0
145.7294968,0,0,0,0,0,0,0,0,0
145.7296333,0,0,0,0,0,0,0,0,0
145.7297297,0,0,0,0,0,0,0,0,0
145.7299569,0,0,0,0,0,0,0,0,0
145.7300653,0,0,0,0,0,0,0,0,0
145.7301898,0,0,0,0,0,0,0,0,0
145.7302877,0,0,0,0,0,0,0,0,0
145.7304503,0,0,0,0,0,0,0,0,0
145.7306445,0,0,0,0,0,0,0,0,0
145.7307861,0,0,0,0,0,0,0,0,0
145.7309606,0,0,0,0,0,0,0,0,0
145.7311363,0,0,0,0,0,0,0,0,0
145.7312398,0,0,0,0,0,0,0,0,0
145.7313471,0,0,0,0,0,0,0,0,0
145.7314918,0,0,0,0,0,0,0,0,0
145.7316407,0,0,0,0,0,0,0,0,0
145.7318088,0,0,0,0,0,0,0,0,0
145.7319411,0,0,0,0,0,0,0,0,0
145.7320286,0,0,0,0,0,0,0,0,0
145.7321117,0,0,0,0,0,0,0,0,0
145.7322331,0,0,0,0,0,0,0,0,0
145.7323755,0,0,0,0,0,0,0,0,0
145.7328116,0,0,0,0,0,0,0,0,0
145.7329091,0,0,0,0,0,0,0,0,0
145.7331123,0,0,0,0,0,0,0,0,0
145.7332748,0,0,0,0,0,0,0,0,0
145.7334821,0,0,0,0,0,0,0,0,0
145.7337216,0,0,0,0,0,0,0,0,0
145.7338969,0,0,0,0,0,0,0,0,0
145.7340168,0,0,0,0,0,0,0,0,0
145.7341304,0,0,0,0,0,0,0,0,0
145.7342676,0,0,0,0,0,0,0,0,0
145.7343962,0,0,0,0,0,0,0,0,0
145.7345224,0,0,0,0,0,0,0,0,0
145.7346609,0,0,0,0,0,0,0,0,0
145.7347737,0,0,0,0,0,0,0,0,0
145.7348971,0,0,0,0,0,0,0,0,0
145.7349817,0,0,0,0,0,0,0,0,0
145.735305,0,0,0,0,0,0,0,0,0
145.7354646,0,0,0,0,0,0,0,0,0
145.7356208,0,0,0,0,0,0,0,0,0
145.7357941,0,0,0,0,0,0,0,0,0
145.7359457,0,0,0,0,0,0,0,0,0
145.7360503,0,0,0,0,0,0,0,0,0
145.7361293,0,0,0,0,0,0,0,0,0
145.7363587,0,0,0,0,0,0,0,0,0
145.736598,0,0,0,0,0,0,0,0,0
145.7367773,0,0,0,0,0,0,0,0,0
145.7368665,0,0,0,0,0,0,0,0,0
145.7369612,0,0,0,0,0,0,0,0,0
145.737188,0,0,0,0,0,0,0,0,0
145.7373981,0,0,0,0,0,0,0,0,0
145.7375071,0,0,0,0,0,0,0,0,0
