Mass,FT007,FT008,FT009,FT010,FT011,FT012,FT013,FT014,FT015
417.0728124,0,0,1803769,1897559,1413521,0,0,0,0
417.0752821,0,0,0,0,0,1323142,0,0,0
417.0755118,0,0,0,0,0,0,0,0,0
417.0760845,0,0,0,0,0,0,0,0,0
417.077998,0,0,0,0,0,0,0,0,0
417.0791938,0,0,0,0,0,0,0,0,0
417.0796959,1427767,0,0,0,1997589,2079881,1923649,0,0
417.0827096,25088056,26478850,19969022,1807195,30049046,27507850,24769090,20297900,19630206
417.086296,0,0,0,0,0,0,0,0,0
417.0866241,0,0,0,0,0,0,0,0,0
417.0917408,0,0,0,1439838,0,0,0,0,0
417.0932336,0,0,0,0,0,0,0,0,0
417.0937908,0,2170632,0,0,0,0,0,0,0
417.0940682,1626687,0,1677058,0,0,0,0,0,0
417.0958565,3235904,3245321,3064835,0,3182365,2279569,2580040,1957297,2339971
417.0979458,0,0,0,0,0,0,0,0,0
417.0983109,0,0,0,0,0,0,0,0,0
417.0985675,0,0,0,0,0,0,0,0,0
417.0989748,0,0,0,0,0,0,0,0,0
417.1021108,0,0,0,0,0,0,0,0,0
417.1038235,11122756,12185869,8426503,0,13173537,12614805,12431947,10973364,9281670
417.1126015,0,0,0,0,0,0,0,0,0
417.1136475,1450953,1920787,1809163,0,0,0,0,0,0
417.1140155,0,0,0,0,0,0,0,0,1185930
417.1155484,0,0,0,0,0,0,0,0,0
417.1160857,1855562,1831188,0,0,1932072,1899163,1653073,0,0
417.1163244,0,0,0,0,0,0,0,0,0
417.1190671,24494156,25663766,20837390,3507816,26735400,22867100,21459538,19351738,18917516
417.122654,0,0,0,0,1737003,0,0,0,0
417.129301,0,0,0,0,0,0,0,0,0
417.1295477,0,0,0,1497708,0,0,0,0,0
417.1297814,0,0,0,0,0,0,0,0,0
417.1321611,5551187,5720348,5606420,0,5179184,3581092,4061784,3516606,3719314
417.1344377,0,0,0,0,0,0,0,0,0
417.1402012,7333975,8327456,5977111,0,8047412,8359080,7330395,7368898,6686869
417.1496935,0,0,0,0,0,0,1272159,0,0
417.1500607,1934684,1915429,1852188,0,1739833,0,0,0,0
417.150341,0,0,0,0,0,0,0,0,0
417.1512259,0,0,0,0,0,0,0,0,0
417.1524987,0,0,1545245,0,0,0,0,0,0
417.1554548,25034846,27871528,23446558,8625782,22127420,18943152,18629218,17295560,17504410
417.1685386,4168806,4226351,3951652,2328187,4887363,4156598,4270696,3677388,3574432
417.1688275,0,0,0,0,0,0,0,0,0
417.1766138,5102698,6194483,5096488,0,5191495,6603963,5133931,4369615,4126884
417.1918623,16457841,15886651,14361647,10733188,12835662,10659010,10359410,9699541,9920681
417.1959972,0,0,0,0,0,0,0,0,0
417.199074,0,0,0,0,0,0,0,0,0
417.2049544,0,0,0,1424521,1590101,1435081,1303927,1440474,1252271
417.2104429,0,0,0,0,0,0,0,0,0
417.2130155,4166781,4883782,4098104,3073676,4946778,6222029,4103803,3557597,3777714
417.2132385,0,0,0,0,0,0,0,0,0
417.2282527,8724612,6830413,6040639,10147474,5330785,5226709,4258434,4200675,5044408
417.2354712,0,0,0,0,0,0,0,0,0
417.2493653,2697359,3014488,2568777,3431066,2219884,3343584,1706635,1703659,1835200
417.2510014,0,0,0,1706650,0,0,0,0,0
417.260595,11149461,14760286,3993678,30379678,0,6806758,2295952,0,1229509
417.2609818,0,0,0,0,0,0,0,0,0
417.2646673,0,0,0,2374815,0,0,0,0,0
417.2855636,0,0,0,0,0,0,0,0,0
417.285815,0,0,0,1862823,0,0,0,0,0
417.7103341,0,0,0,0,0,0,0,0,0
417.9564286,0,0,0,0,0,0,0,0,0
418.0132425,0,1311711,0,0,0,1401960,0,1334795,0
418.0359562,1254437,0,0,0,0,0,0,0,0
418.0404327,0,0,0,0,0,0,0,0,0
418.0407917,0,0,0,0,0,0,0,0,0
418.041614,1654440,2808046,1289392,0,2175748,1765751,1696228,1289238,0
418.049655,4942380,5193458,3240371,0,5192968,5137019,4236264,3866137,3559935
418.0541809,0,0,0,0,0,1366141,0,0,0
418.0545822,0,0,0,0,1234443,0,0,0,0
418.070635,2076215,2261757,1664957,0,2252051,2140294,1750513,1682976,1859079
418.0709144,0,0,0,0,0,0,0,0,0
418.0715097,0,0,0,1455056,0,0,0,0,2256392
418.0725237,0,0,0,0,0,0,0,0,0
418.0779588,3236411,3796736,2313664,0,3039511,2993289,2218996,2322979,2006538
418.0782007,0,0,0,0,0,0,0,0,0
418.08604,5351999,5737221,4369860,0,6443291,5816974,5146616,4196902,4456974
418.0890598,0,0,0,0,0,0,0,0,0
418.0893834,0,0,0,0,0,0,0,0,0
418.0964468,0,0,0,0,0,0,0,0,0
418.0990765,0,0,0,0,0,0,0,0,0
418.1071297,2105930,2312463,1478605,0,2471206,2045592,2198017,1916206,1694230
418.1073592,0,0,0,0,0,0,0,0,0
418.1076095,0,0,0,0,0,0,0,0,0
418.1138523,0,0,0,0,0,0,0,0,0
418.1143484,2248269,2715411,1702352,0,1688873,2119836,1919492,1780529,1601049
418.1145747,0,0,0,0,0,0,0,0,0
418.1224338,5340754,5516055,4432340,0,5624110,5092000,4898824,4650548,4258332
418.1354803,2502744,1788190,2144730,0,1713972,1219239,1398797,0,1602337
418.1356969,0,0,0,0,0,0,0,0,0
418.1430254,0,0,0,0,0,0,1361424,0,0
418.1435513,1577564,0,1318110,0,1651512,1435051,0,1509948,0
418.1507788,1370208,1638693,1468897,0,1442364,1352623,1335572,0,0
418.1509997,0,0,0,0,0,0,0,0,0
418.1588406,6177380,6081322,5513701,1996272,5431616,4568755,4630552,4073026,4250155
418.1718961,2376811,2454832,2748394,2083317,2390855,3066553,1440285,1452871,1784880
418.1800087,0,0,0,0,0,1319358,1324833,0,0
418.1871152,0,0,0,0,0,0,0,0,0
418.1952049,4314743,4367164,3038197,2321406,3458387,2347718,2542631,2479695,2663993
418.208259,1588350,1776707,1264123,3432451,1421658,1961676,0,0,0
418.2138558,0,0,0,0,0,0,0,0,0
418.2161044,0,0,0,0,0,1293264,0,0,0
418.2164558,0,0,0,0,0,0,0,0,0
418.2315927,2004106,1396303,1840645,2413580,0,1371096,0,1413725,0
418.2318413,0,0,0,0,0,0,0,0,0
418.2446981,0,0,0,0,0,0,0,0,0
418.2529121,0,0,0,0,0,0,0,0,0
418.2631951,0,0,0,10256408,0,0,0,0,0
418.2634421,0,0,0,0,0,0,0,0,0
418.2640384,2537114,2618719,0,6352920,0,1408745,0,0,0
418.2732675,0,0,0,0,0,0,0,0,0
418.7958267,0,0,0,0,0,0,0,0,0
418.8249465,0,0,1188113,0,0,0,0,0,0
418.8595871,0,0,0,1987320,0,0,0,0,0
418.8743912,0,0,0,0,0,0,0,0,0
418.933607,0,0,0,0,0,0,0,0,0
418.9538163,1548797,0,0,0,2568920,0,0,1337452,0
418.9540641,0,0,0,0,0,0,0,0,0
418.9789323,0,0,0,0,0,0,0,0,0
418.9807139,0,0,0,0,0,0,0,0,0
418.9811311,0,0,0,0,0,0,0,0,0
418.9887931,0,0,0,0,1235434,0,0,0,0
418.9891608,0,0,0,0,0,0,0,0,0
418.9941486,0,1295060,0,0,0,0,0,0,0
418.9967036,0,0,0,0,1405678,0,0,1323132,0
418.9969212,0,0,0,0,0,0,0,0,0
419.002229,0,0,0,0,1937137,0,1279365,0,0
419.0024533,0,1318872,0,0,0,0,0,0,0
419.0046507,0,0,0,0,0,0,0,0,0
419.012525,0,0,1222757,0,0,0,0,0,0
419.0127892,0,0,0,0,0,0,0,0,0
419.0175852,0,0,0,0,0,0,0,0,0
419.018079,0,0,0,0,1530105,0,0,0,0
419.0182923,0,0,0,0,0,0,0,0,0
419.0196544,0,0,0,0,0,0,0,0,0
419.0200304,0,0,1335912,0,0,0,0,0,0
419.0204439,0,0,0,0,0,0,0,0,0
419.020655,0,0,0,0,0,0,0,0,0
419.0208738,0,0,0,0,0,1330283,0,0,0
419.0214472,1289759,0,0,0,0,0,0,0,0
419.0220855,0,1927906,0,0,0,0,0,0,0
419.0226247,0,0,0,0,0,0,0,0,0
419.0228657,0,0,0,0,0,0,0,0,2188672
419.0255594,17151010,20671716,12212075,0,19273468,19038318,16000399,12178311,10787713
419.0264437,0,0,0,3614007,0,0,0,0,0
419.0329204,0,0,0,0,0,0,0,0,0
419.0334041,0,0,0,0,0,0,0,0,1508996
419.0336191,1552934,0,0,0,0,0,0,0,0
419.0385697,1732136,2570474,0,0,2202371,1963124,1982869,1811340,1675911
419.0388293,0,0,0,0,0,0,0,0,0
419.0408836,0,2399979,1704818,0,1655045,2391157,1915286,1439373,0
419.0411991,1237802,0,0,0,0,0,0,0,0
419.0436599,0,0,0,0,1667334,0,0,0,0
419.0440124,0,0,0,0,0,1476983,0,0,0
419.0445138,0,0,0,0,0,0,0,0,0
419.0467395,1996332,2959598,1286772,0,2381064,2565753,2291609,1602447,1447562
419.0469566,0,0,0,0,0,0,0,0,0
419.0489022,0,0,0,0,0,0,0,0,0
419.0520678,0,0,0,0,1278474,1314427,0,0,0
419.0570853,0,0,0,0,0,0,1581981,0,0
419.0580179,0,0,0,0,0,0,0,0,0
419.0586812,0,2280692,0,0,0,0,0,0,0
419.0590446,2150451,0,0,0,2949902,2697343,2733470,0,0
419.0619526,34415668,40668404,27129724,1458500,41371408,38199424,35435936,27831188,26446736
419.0638496,0,0,0,1170500,0,0,0,0,0
419.065567,0,0,0,0,0,0,0,0,0
419.0659158,0,0,0,0,0,0,0,0,0
419.0685416,0,0,0,1165894,0,0,0,0,0
419.0700829,0,0,0,0,1346835,0,0,0,0
419.0723188,0,0,0,0,0,0,0,0,0
419.0731492,1904698,2375932,1330048,0,1579797,1601670,0,1217433,0
419.0734748,0,0,0,0,0,0,0,0,0
419.0750503,0,1989629,1710977,0,2374934,1382791,1867941,1627033,1723285
419.0773401,1476924,2418686,1694594,0,1716503,2356360,1309606,0,1606038
419.0831359,4056127,5396737,2909573,0,5067546,5133451,5227944,3618716,3706776
419.0833724,0,0,0,0,0,0,0,0,0
419.0878238,0,0,0,0,0,0,0,0,0
419.0881202,0,0,0,0,0,0,0,0,0
419.0896746,0,0,0,1414990,0,0,0,0,0
419.0907637,0,0,0,0,0,0,0,0,0
419.0919146,0,0,0,0,0,0,0,0,0
419.0935023,0,0,0,0,0,0,0,0,0
419.0949917,0,2160903,0,0,2399776,0,0,0,0
419.0954484,1838149,0,0,0,0,2341009,0,0,0
419.0983608,35062856,36556040,26974092,1883985,38520608,34979988,32167342,27593634,27249566
419.1020953,0,0,0,0,0,0,0,0,0
419.102446,0,0,0,0,0,0,0,0,0
419.103587,1423945,0,0,0,0,0,0,0,0
419.1073706,0,0,0,1520981,0,0,0,0,0
419.1090618,0,0,0,0,0,0,0,0,0
419.1095406,2575949,2251022,0,0,2339624,2271897,2249652,1434022,0
419.1114818,3697230,2544911,3213201,0,2959657,2814105,2562484,2546599,2350499
419.1117271,0,0,0,0,0,0,0,0,0
419.1135446,0,0,0,0,0,0,0,0,0
419.1140924,0,0,1787794,0,0,0,0,0,0
419.1195209,3225170,3002643,2502549,0,4061997,3524766,3608504,3079594,2557351
419.1197623,0,0,0,0,0,0,0,0,0
419.1213765,0,0,0,0,0,0,0,0,0
419.1224072,0,0,0,0,0,0,0,0,0
419.1240713,0,0,0,0,0,0,0,0,0
419.1251249,0,0,0,0,0,0,0,0,0
419.1270881,0,0,0,0,0,1243297,0,0,0
419.1275522,0,0,0,0,0,0,0,0,0
419.1279045,0,0,0,0,0,0,0,0,1176490
419.12956,2214487,0,0,0,2039602,0,1738172,1666990,0
419.1312598,0,0,2089882,0,0,0,1930685,0,0
419.1317672,2055768,0,0,0,2550579,1930404,0,1565614,0
419.1320645,0,0,0,0,0,0,0,0,2243499
419.1347456,36979800,39103772,31897500,4787551,36620084,30728358,31430078,25627568,25922476
419.1387592,0,0,0,0,0,0,0,0,0
419.1478402,3947616,3528994,3597218,0,4407099,3331244,3048900,3955636,3153842
419.1481642,0,0,0,0,0,0,0,0,0
419.1500326,0,0,0,0,0,0,0,0,0
419.1558851,1961060,2223910,1813413,0,2230591,2301616,1842632,1353911,1379765
419.1561816,0,0,0,0,0,0,0,0,0
419.1633367,0,0,0,0,0,0,0,0,0
419.16516,0,0,0,0,0,0,0,0,0
419.16586,1870186,0,1449129,0,1692996,0,1201356,1628347,0
419.1663911,0,0,0,0,0,0,0,0,0
419.1668177,0,0,0,0,0,0,0,0,0
419.1675317,0,0,0,0,0,0,0,1520572,0
419.1681171,0,0,0,0,0,1834166,0,0,0
419.1689998,0,0,0,0,0,0,0,0,0
419.1711057,36791404,36810028,31684524,10613101,30361416,24567992,24131022,22858686,22743994
419.1841822,2873971,2623796,2616754,2973554,3949390,3648703,2693588,3604418,3282880
419.186568,0,0,0,0,0,0,0,0,0
419.1922649,1959543,2125112,1718197,0,1435218,2358979,1715671,1316805,1666243
419.2029826,0,0,0,0,0,0,0,0,0
419.2074882,16180351,16403776,14477244,11532666,12560218,11618506,9807326,9970635,10339273
419.2078548,0,0,0,0,0,0,0,0,0
419.2115058,0,0,0,0,0,0,0,0,0
419.2148093,0,0,0,0,0,0,0,0,0
419.2202487,0,0,0,0,0,0,0,0,0
419.2205867,0,0,0,2169727,1529696,2079697,0,1330640,1312718
419.2208358,0,0,0,0,0,0,0,0,0
419.2286418,1573514,1755979,1193670,0,1719652,1582805,1356263,0,1433041
419.2439059,4906130,4424019,4028365,6678920,3158892,3337437,2779630,2339288,2905560
419.2652779,0,0,0,0,0,0,0,0,0
419.2665252,0,0,0,2576785,0,0,0,0,0
419.7084487,0,0,0,0,0,0,0,0,0
420.0205037,0,0,0,0,0,0,0,0,0
420.0208044,0,0,0,0,0,1235816,0,0,0
420.0289175,3188259,3552993,2391852,0,3319037,3562092,2938176,2319613,2087180
420.0334451,0,0,0,0,0,1353582,0,0,0
420.0378843,0,0,0,0,0,0,0,0,0
420.0516694,0,0,0,0,1348616,0,0,0,0
420.0572524,3478065,3411695,2539321,0,3385611,2971770,3290956,2242823,2280215
420.0653359,7140917,7132915,5440828,0,8130832,7324286,7167824,5820682,5296410
420.0684657,0,0,0,0,0,0,0,1240331,0
420.0687204,0,0,0,0,0,0,0,0,0
420.0809301,0,0,0,0,0,0,0,0,0
420.0865576,0,0,0,0,0,0,0,0,0
420.0936245,3219012,4176129,2375753,0,3726622,3231373,3023196,2614037,2100517
420.1017145,7458376,7374598,5434700,0,8151330,7395985,6819679,5711128,5604649
420.1146842,0,0,0,0,0,0,0,0,0
420.1172936,0,0,0,0,0,0,0,0,0
420.1299754,2438230,2615060,2062681,0,1975856,1962655,2065259,1626658,1800499
420.1380742,9098842,8677144,6730077,0,7868725,6152867,6762351,5802277,5674295
420.1511137,1760353,1827614,1642338,0,1537595,1907882,1267060,1237802,1346108
420.1663793,1517417,1611558,1633641,0,1328451,0,1371515,1258160,1186370
420.166607,0,0,0,0,0,1335858,0,0,0
420.1744492,8357485,8562474,7641453,2781412,6859079,5751478,6046591,5397811,5258565
420.1874895,1778548,2146609,2071922,2573545,1684814,2188988,1450884,1415735,1307978
420.1958016,0,0,0,0,0,0,0,0,0
420.2027757,0,0,0,0,0,0,0,0,0
420.210872,4041344,3858237,3744125,2704114,2813274,2973384,2903950,2380096,2806611
420.224018,0,0,0,1733879,0,0,0,0,0
420.2319117,0,0,0,0,0,0,0,0,0
420.2472327,0,1359951,1453709,1911551,0,0,0,0,0
420.2474642,0,0,0,0,0,0,0,0,0
420.2886635,0,0,0,0,0,0,0,0,0
420.6715403,0,0,0,1748893,0,0,0,0,0
420.6821783,0,0,0,1510305,0,0,0,0,0
420.6988172,0,0,0,1359528,0,0,0,0,0
420.7936701,0,0,0,1686987,0,0,0,0,0
420.816065,0,0,0,1353939,0,0,0,0,0
420.8162987,0,0,0,0,0,0,0,0,0
420.8249764,0,0,0,0,0,0,0,0,0
420.8573409,0,0,0,1596899,0,0,0,0,0
420.8715948,0,0,0,0,0,0,0,0,0
420.9314812,0,0,0,0,0,0,0,0,0
420.954616,0,0,0,0,0,0,0,0,0
420.973512,0,0,0,0,1271005,0,0,0,1158013
420.9967235,0,0,0,0,0,0,0,0,0
420.9970115,0,0,0,0,1492201,0,0,0,0
421.0048321,4291604,4644045,2684638,0,4273901,4237401,3941602,2916966,2556553
421.0057236,0,0,0,1544474,0,0,0,0,0
421.0059801,1428500,0,0,0,0,0,0,0,0
421.0098347,0,0,0,0,0,0,0,0,0
421.0177851,0,0,0,0,0,1583711,0,1412714,1450638
421.0180998,0,0,0,0,0,0,0,0,0
421.0197397,0,0,0,0,0,0,0,0,0
421.0201672,2528283,2391253,1842404,0,1997044,2846305,2007784,0,2039439
421.0204886,0,0,0,0,0,0,0,0,0
421.0282461,0,0,0,0,0,0,0,1150318,0
421.0284974,0,0,1473256,0,0,0,0,0,0
421.0308083,0,0,0,0,0,0,0,0,0
421.0316175,0,0,0,0,0,0,0,0,0
421.0334881,0,0,0,0,0,0,0,1164400,0
421.0338792,0,0,0,0,1303803,0,0,0,0
421.037753,1848868,2286302,0,0,0,0,0,0,0
421.0381881,0,0,0,0,2594045,2878570,2386160,0,0
421.0384551,0,0,2600173,0,0,0,0,0,0
421.0412497,32688166,38187232,22391534,0,37030656,35521644,31242482,23256690,21143190
421.0478415,0,0,0,1296938,0,0,0,0,0
421.0493003,0,0,0,0,0,0,0,0,0
421.0542658,0,0,1382899,0,2061574,0,0,0,0
421.0546907,0,0,0,0,0,0,0,0,1481756
421.0565459,3427374,3982567,2450164,1380653,2685191,4102259,2831608,2407545,2432157
421.0594002,0,1587176,0,0,0,0,0,0,0
421.0626584,0,0,0,0,0,1311862,0,0,0
421.0673386,1277491,0,0,0,0,0,0,1223805,0
421.0677706,0,0,0,0,0,0,0,0,0
421.0688893,0,0,2653434,3976241,2105613,0,0,0,1963170
421.0691628,0,0,0,0,0,0,0,0,0
421.0694094,0,0,0,0,0,0,0,0,0
421.0699418,0,0,0,0,0,0,0,0,0
421.070229,0,0,0,0,0,0,0,0,0
421.0708603,0,0,0,0,0,0,0,0,0
421.0724116,0,0,0,0,0,0,0,0,0
421.0738196,0,0,0,0,0,0,0,0,0
421.0741192,0,0,0,0,0,0,0,0,0
421.0746624,2493495,2523376,2868989,0,2961680,2282620,2655488,0,0
421.077618,42149944,47649008,32930558,1366069,51751696,46818428,41908480,34098816,32558756
421.0814883,0,0,1286399,0,0,1380992,0,0,0
421.0866384,0,0,0,3197496,0,0,0,0,0
421.0888021,2604606,2368247,1867011,0,2867991,2628739,1906949,1735813,1651113
421.0890536,0,0,0,0,0,0,0,0,0
421.0907447,0,0,1813764,0,0,0,0,0,0
421.0929137,2853440,3008249,1741317,1349434,2312473,2827909,2097415,1737862,1903787
421.0986972,0,0,0,0,1578268,0,1855754,1461640,0
421.0990145,0,0,0,0,0,0,0,0,0
421.1035752,0,0,1675529,0,0,0,0,1591434,1602735
421.10621,0,0,1455370,0,0,0,0,0,0
421.1104644,0,0,0,0,0,0,0,0,0
421.1109904,2552393,0,2005261,0,2374178,2476686,0,0,2272946
421.1139768,45361228,48804100,37550860,1720386,49662756,42558608,41539856,34975372,34574004
421.117899,0,0,0,0,1253414,0,0,0,0
421.1181433,0,0,0,0,0,0,0,0,0
421.1184934,0,0,0,0,0,0,0,0,0
421.1221146,0,0,0,0,0,0,0,0,0
421.12513,0,1432329,0,0,1578794,1866390,1564181,0,0
421.1270893,2218065,1914890,2523412,0,2358570,1972374,2432790,1819795,1722552
421.1293411,1872210,0,0,0,0,0,0,0,0
421.1350487,0,0,0,0,1426990,0,1389593,0,0
421.1400699,0,0,0,0,0,0,0,0,1229757
421.1425521,2004057,1869074,1814299,2389581,0,1543326,1535260,0,0
421.1428996,0,0,0,0,0,0,0,0,0
421.1452914,0,0,0,0,2004788,0,0,0,0
421.1469654,0,0,0,0,0,0,0,0,0
421.1473959,0,0,0,0,0,0,0,0,0
421.1483563,0,0,0,0,0,0,0,0,0
421.1503664,48220252,51736856,41941788,5341264,44657464,36889764,37001504,32779932,32845506
421.1552546,16250976,4258073,6572832,38794320,8895289,6780069,7612706,5688989,5019331
421.1555329,0,0,0,0,0,0,0,0,0
421.163456,2484836,2399517,2020644,1220949,3160381,3602601,2947365,2566304,2570950
421.1656376,0,0,0,0,0,0,0,0,0
421.1658996,0,0,0,0,0,0,0,0,0
421.171504,0,0,0,0,0,1527725,0,0,0
421.1814456,1551725,0,0,0,0,0,0,0,0
421.1822328,0,0,0,0,0,0,0,0,0
421.1839514,0,0,0,0,0,0,0,0,0
421.1845244,0,0,0,0,0,0,0,0,0
421.1867811,36079728,36213032,31382318,11828317,28224328,24077492,23968048,21872296,22830800
421.1870954,0,0,0,0,0,0,0,0,0
421.1998789,1441142,1589039,1324852,1945186,2530639,1995451,1966901,1990317,1766357
421.2002244,0,0,0,0,0,0,0,0,0
421.2017402,0,0,0,0,0,0,0,0,0
421.2021609,0,0,0,0,0,0,0,0,0
421.2079125,0,0,0,0,0,0,0,0,0
421.2092587,0,0,0,0,0,0,0,0,0
421.2231906,10801282,10453307,9315134,8456299,8168283,8049863,7739711,6960822,6528734
421.226574,6255748,6282557,5215040,41636972,11047773,3846345,6336832,6844087,3083999
421.2363423,0,0,0,1288816,0,0,0,0,0
421.2444735,0,0,0,0,0,0,0,0,0
421.2595457,1768852,2112077,1581902,3604600,1676397,1706201,1274190,0,0
421.2598096,0,0,0,0,0,0,0,0,0
421.7053654,0,0,0,0,0,0,0,0,0
422.0082421,0,0,0,0,0,0,1254028,0,0
422.0364697,1647133,2203858,1233957,0,0,1781855,1498008,0,1283608
422.0367593,0,0,0,0,0,0,0,0,0
422.0445959,5990945,6559446,4142248,0,6819066,5651043,5739164,4246499,4179995
422.049049,0,1431513,0,0,0,0,1333661,0,0
422.0493024,0,0,0,0,0,0,0,0,0
422.0520278,0,0,0,0,0,0,0,0,0
422.059936,0,0,0,0,0,0,0,0,0
422.0728885,3417648,4213477,3103925,0,4020488,3885681,3113639,2716653,2592294
422.0809567,8784435,9749224,6458552,0,9846028,9524853,8714923,6809584,6344745
422.0881521,0,0,0,0,0,0,0,0,0
422.0962817,0,0,0,0,0,0,0,0,0
422.1092334,3241026,3619575,2542789,0,2896666,2924675,3212471,1881595,2436148
422.1173394,9658950,10736379,7666888,0,11394334,9033351,9396922,7553022,7600183
422.1304571,0,0,1423310,0,1285925,0,0,0,0
422.1326718,0,0,0,0,0,0,0,0,0
422.1456403,2410580,2391305,2541781,0,2099501,2180757,2271942,1662216,1940034
422.1459067,0,0,0,0,0,0,0,0,0
422.1537455,10275416,10806029,9708760,1229636,9612592,8365721,8215242,7378955,7637061
422.1586407,4289115,0,1774298,8676805,2102579,1480348,1998540,1374477,1397319
422.1588562,0,0,0,0,0,0,0,0,0
422.1668386,0,0,1264094,0,0,0,0,1221648,1207626
422.1799142,0,0,0,0,0,0,0,0,0
422.1821283,1492326,0,1418981,0,0,0,0,0,0
422.1823647,0,0,0,0,1283903,0,0,0,0
422.1901515,8604266,7926559,8004840,2682321,6852931,5615276,5315289,5437464,5766227
422.1904232,0,0,0,0,0,0,0,0,0
422.1932137,0,0,0,0,0,0,0,0,0
422.2030716,0,0,0,0,0,0,0,0,0
422.2034103,0,0,0,0,0,0,0,0,0
422.2186493,0,0,0,0,0,0,0,0,0
422.2218255,0,0,0,0,0,0,0,0,0
422.2265088,2822269,2844977,2408184,2163678,2229589,2361534,1556712,1827365,1594465
422.2299108,0,0,1286138,8773088,2453335,0,0,1381415,0
422.456224,0,0,0,0,0,0,0,0,0
422.4627996,0,0,0,0,0,0,0,0,0
422.4647197,0,0,0,0,0,0,0,0,0
422.465697,0,0,0,0,0,0,0,0,0
422.4670017,0,0,0,0,0,0,0,0,0
422.4681406,0,0,0,0,0,0,0,0,0
422.4705157,0,0,0,0,0,0,0,0,0
422.47105,0,0,0,0,0,0,0,0,0
422.4720088,0,0,0,0,0,0,0,0,0
422.47243,0,0,0,0,0,0,0,0,0
422.4727386,0,0,0,0,0,0,0,0,0
422.4735488,0,0,0,0,0,0,0,0,0
422.474385,0,0,0,0,0,0,0,0,0
422.4756843,0,0,0,0,0,0,0,0,0
422.4761261,0,0,0,0,0,0,0,0,0
422.4768067,0,0,0,0,0,0,0,0,0
422.4770944,0,0,0,0,0,0,0,0,0
422.4777871,0,0,0,0,0,0,0,0,0
422.4780056,0,0,0,0,0,0,0,0,0
422.4791322,0,0,0,0,0,0,0,0,0
422.4799766,0,0,0,0,0,0,0,0,0
422.4804719,0,0,0,0,0,0,0,0,0
422.4818154,0,0,0,0,0,0,0,0,0
422.4829489,0,0,0,0,0,0,0,0,0
422.4832456,0,0,0,0,0,0,0,0,0
422.4835266,0,0,0,0,0,0,0,0,0
422.4843924,0,0,0,0,0,0,0,0,0
422.4849661,0,0,0,0,0,0,0,0,0
422.4853458,0,0,0,0,0,0,0,0,0
422.4860206,0,0,0,0,0,0,0,0,0
422.4875273,0,0,0,0,0,0,0,0,0
422.4878228,0,0,0,0,0,0,0,0,0
422.4883146,0,0,0,0,0,0,0,0,0
422.4891178,0,0,0,0,0,0,0,0,0
422.489419,0,0,0,0,0,0,0,0,0
422.4896676,0,0,0,0,0,0,0,0,0
422.4905656,0,0,0,0,0,0,0,0,0
422.4910027,0,0,0,0,0,0,0,0,0
422.4914499,0,0,0,0,0,0,0,0,0
422.4917676,0,0,0,0,0,0,0,0,0
422.4921546,0,0,0,0,0,0,0,0,0
422.4928758,0,0,0,0,0,0,0,0,0
422.494298,0,0,0,0,0,0,0,0,0
422.4957558,0,0,0,0,0,0,0,0,0
422.4961177,0,0,0,0,0,0,0,0,0
422.4964901,0,0,0,0,0,0,0,0,0
422.4995121,0,0,0,0,0,0,0,0,0
422.4999628,0,0,0,0,0,0,0,0,0
422.5006596,0,0,0,0,0,0,0,0,0
422.5032948,0,0,0,0,0,0,0,0,0
422.5044301,0,0,0,0,0,0,0,0,0
422.5054138,0,0,0,0,0,0,0,0,0
422.5545261,0,0,0,0,0,0,0,0,0
422.5570701,0,0,0,0,0,0,0,0,0
422.5592451,0,0,0,0,0,0,0,0,0
422.561068,0,0,0,0,0,0,0,0,0
422.5617891,0,0,0,0,0,0,0,0,0
422.5622622,0,0,0,0,0,0,0,0,0
422.5631957,0,0,0,0,0,0,0,0,0
422.5638039,0,0,0,0,0,0,0,0,0
422.5651649,0,0,0,0,0,0,0,0,0
422.5664351,0,0,0,0,0,0,0,0,0
422.5674761,0,0,0,0,0,0,0,0,0
422.569385,0,0,0,0,0,0,0,0,0
422.5697785,0,0,0,0,0,0,0,0,0
422.5703932,0,0,0,0,0,0,0,0,0
422.5707931,0,0,0,0,0,0,0,0,0
422.5710345,0,0,0,0,0,0,0,0,0
422.5713107,0,0,0,0,0,0,0,0,0
422.5721037,0,0,0,0,0,0,0,0,0
422.5724341,0,0,0,0,0,0,0,0,0
422.5732971,0,0,0,0,0,0,0,0,0
422.5739369,0,0,0,0,0,0,0,0,0
422.5741535,0,0,0,0,0,0,0,0,0
422.5746999,0,0,0,0,0,0,0,0,0
422.5750551,0,0,0,0,0,0,0,0,0
422.5757532,0,0,0,0,0,0,0,0,0
422.5763744,0,0,0,0,0,0,0,0,0
422.5769541,0,0,0,0,0,0,0,0,0
422.5781102,0,0,0,0,0,0,0,0,0
422.5783245,0,0,0,0,0,0,0,0,0
422.5790277,0,0,0,0,0,0,0,0,0
422.5795785,0,0,0,0,0,0,0,0,0
422.5799352,0,0,0,0,0,0,0,0,0
422.581067,0,0,0,0,0,0,0,0,0
422.5815746,0,0,0,0,0,0,0,0,0
422.5824958,0,0,0,0,0,0,0,0,0
422.5832592,0,0,0,0,0,0,0,0,0
422.583628,0,0,0,0,0,0,0,0,0
422.5843291,0,0,0,0,0,0,0,0,0
422.5849585,0,0,0,0,0,0,0,0,0
