m/z,I,S/N,Res.
184.248108,867542,3.1,1050584
184.502762,899794,3.3,1407133
186.171152,877320,3.2,1297917
186.818675,848261,3,1249003
188.321989,865639,3.1,1231427
188.491582,888931,3.2,1464132
188.510391,926467,3.4,1181444
188.905469,894102,3.2,1078399
189.944139,872331,3.1,1270303
191.490187,848403,3,1260084
195.03645,6008462,28,1159567
196.439754,896120,3.2,1079000
197.565949,885096,3.2,1176457
198.173898,866501,3.1,1490322
198.848741,873880,3.1,1469819
199.000318,885393,3.2,1225436
199.14671,875354,3.1,947684
199.445871,856597,3.1,1086010
199.75828,883832,3.2,1015717
199.977385,904411,3.3,1342178
200.454271,846133,3,1107355
201.245114,881742,3.2,1339885
201.761532,894776,3.2,1324959
202.871888,860221,3.1,1156020
202.945942,852157,3,1267186
204.854439,944069,3.5,1085456
206.148658,870455,3.1,1003579
207.437645,855219,3,1092889
207.97702,873960,3.1,1085138
208.501752,863517,3.1,1095517
209.945821,962084,3.6,1010461
210.132855,876745,3.2,838478
210.202107,854101,3,1358708
211.312732,907690,3.3,1107217
214.591168,882241,3.2,1201579
218.552013,865138,3.1,1006787
219.13519,907571,3.3,1074128
220.559365,973477,3.6,861263
220.783407,846569,3,959004
221.345508,875564,3.1,1117416
221.44827,914751,3.3,995021
221.488209,870807,3.1,1155843
222.157291,1012662,3.8,962383
225.309452,865059,3.1,1321727
226.285385,849662,3,1107172
226.358293,870080,3.1,1112647
226.768392,962284,3.6,834615
226.898787,890871,3.2,713099
230.18178,1965080,8.4,971248
233.246104,950968,3.5,900579
235.870318,857026,3,913852
239.17717,860165,3,1054491
239.348174,1041133,3.9,972884
240.319614,917659,3.3,637491
240.731159,890959,3.2,1225983
243.473147,894056,3.2,871759
244.905686,865251,3.1,1136611
245.647037,930667,3.4,1090173
248.580569,949838,3.5,667307
249.851871,863064,3,795710
249.976458,864799,3.1,1018976
251.486357,938425,3.4,834630
255.111743,999561,3.7,679048
255.600073,908536,3.3,1039273
256.713977,907583,3.3,1010946
258.080502,899065,3.2,892125
258.147643,909213,3.3,989714
258.459753,933906,3.4,980656
258.645354,880254,3.1,984224
259.451065,930228,3.4,836373
260.938871,856728,3,1180899
261.833235,884118,3.1,882223
261.852523,869175,3.1,766877
262.784068,1112791,4.2,1105357
263.191631,887348,3.1,843067
264.495828,866959,3,1371492
264.7814,941988,3.4,1313277
265.108144,861627,3,561483
265.325699,859850,3,841657
266.803961,2492916,10.8,644827
267.087548,1235529,4.8,1086357
268.354858,993605,3.6,924134
268.799907,1089605,4.1,1192519
268.801039,4468101,20.2,669607
269.066789,979449,3.6,847886
269.103162,1072475,4,1079051
270.798113,2917785,12.8,716946
270.798536,1001369,3.7,1551387
272.795179,1369774,5.4,878152
273.040533,899521,3.2,1100836
274.971804,1090387,4.1,393909
275.092614,880988,3.1,917456
277.035448,930353,3.3,464063
277.059898,2475635,10.7,616026
277.071875,1010804,3.7,675487
277.730137,890471,3.1,907839
278.559264,882247,3.1,801320
279.01468,1010699,3.7,1134872
279.051143,1156557,4.4,483517
279.056872,959630,3.5,1065109
279.08752,1398544,5.5,866299
279.123981,1309459,5.1,791712
279.917341,13708497,63.9,402746
279.917981,46662864,220.1,684171
280.921253,1146271,4.3,921617
281.030462,1602216,6.5,939005
281.06682,1599915,6.5,741291
281.103216,1255854,4.9,797812
281.139585,1623856,6.6,917206
281.913758,4449133,20,760911
283.046129,1307718,5.1,670135
283.082477,1810633,7.5,775238
283.118906,1365452,5.4,467276
285.060925,895462,3.2,881645
285.061706,968646,3.5,490496
285.098135,1215016,4.7,657430
285.134586,1044459,3.9,915379
285.926969,905290,3.2,749342
286.991516,874815,3,867443
287.231146,968658,3.5,468405
287.45927,882276,3.1,991267
288.987506,1116574,4.2,899350
289.035518,946786,3.4,789449
291.05115,1362371,5.3,907880
291.087666,1041926,3.8,431128
291.124113,996873,3.6,767855
291.462733,871844,3,784269
292.891643,906135,3.2,982206
293.066771,1567845,6.3,744172
293.10319,2220136,9.4,754858
293.176002,5397486,24.3,601057
294.179526,878399,3,271660
295.046124,1859973,7.7,810040
295.082508,1926408,8,660377
295.118066,1223307,4.7,925367
295.118881,2678667,11.5,669677
295.15523,1186318,4.5,1069539
295.50234,874250,3,762359
297.061773,1646633,6.7,505359
297.098199,2037036,8.5,655217
297.13455,1973423,8.2,629914
297.153142,4795184,21.4,646947
299.004547,912903,3.2,681493
299.040987,1334602,5.2,834176
299.077443,2122317,8.9,667100
299.113812,1971792,8.2,691046
299.391331,886503,3.1,947960
299.749807,938244,3.3,886215
300.193086,1314984,5.1,404240
301.056748,923759,3.2,937544
301.071971,945840,3.4,516402
301.09314,1150002,4.3,514267
301.165765,880952,3,1094275
302.172301,893067,3.1,790804
303.051146,1114387,4.1,822443
303.087547,1208598,4.6,1086714
305.030488,1396535,5.4,939296
305.066805,1511482,6,669074
305.103257,1395773,5.4,679013
305.139592,889920,3.1,1127899
306.907251,3257427,14.1,691714
307.009665,998427,3.6,506471
307.046051,1619806,6.5,423788
307.082481,2335841,9.8,385003
307.118949,1823460,7.4,564343
309.025434,1053828,3.8,731041
309.061719,2812423,12,651348
309.096948,1164938,4.3,1109930
309.098169,2860170,12.2,550084
309.134539,1983117,8.2,612278
309.17096,927376,3.2,551200
311.041064,1645485,6.6,537110
311.077402,3240880,14,527737
311.113819,4122035,18.1,542092
311.150031,1388598,5.4,448518
311.167727,3317175,14.3,415458
311.168829,17139384,78.5,570722
312.117322,1033287,3.7,748061
312.172191,3283980,14.2,640208
313.056731,1986647,8.2,414170
313.093083,2956378,12.7,523069
313.129503,2449245,10.3,685660
314.096359,1110319,4.1,938519
314.208702,1304376,5,736903
315.072326,1832450,7.4,787559
315.108784,1609733,6.4,584054
316.187944,942561,3.3,818575
316.22949,938980,3.3,560025
316.655243,915144,3.2,736984
316.748006,930896,3.2,639515
317.030503,1544873,6.1,772955
317.066883,1545900,6.1,523624
317.087976,880493,3,839761
317.139754,903602,3.1,857411
317.160808,1122484,4.1,968323
318.167147,929546,3.2,895168
319.046089,1618261,6.4,341295
319.082484,1762904,7.1,591100
319.118912,1897435,7.7,763894
319.155302,981279,3.5,640277
320.742754,1485159,5.8,568649
320.922965,3926007,17,646608
321.025368,1354816,5.2,573970
321.061763,3070467,13.1,668459
321.098256,2393862,10,537291
321.134504,2129673,8.8,652716
321.170889,903180,3.1,800272
321.922491,1065293,3.8,915532
322.552645,1098372,4,640646
322.58953,927047,3.2,684355
322.739817,901780,3.1,401973
323.041051,2818222,11.9,675267
323.077439,3861169,16.7,638924
323.113808,3771317,16.3,613250
323.150202,1556664,6.1,522393
324.762678,1304132,4.9,383880
324.917808,1509330,5.9,724379
325.020204,1035099,3.7,536280
325.055908,1067742,3.8,507150
325.056749,3821662,16.5,639994
325.093096,5907297,26.1,637730
325.129455,3619428,15.6,537581
325.131549,943588,3.3,872801
325.165859,1593575,6.3,645777
325.182468,1235305,4.6,1090212
325.183327,3525737,15.2,505450
325.184519,15822697,71.7,568134
326.096445,973241,3.4,630408
326.18786,3642561,15.7,563216
326.759726,2329587,9.6,651705
327.035969,1351051,5.1,332448
327.07238,4411918,19.2,613241
327.108783,4666386,20.4,522246
327.145183,2442773,10.2,629722
327.217839,1048987,3.8,754224
327.797158,889166,3,623775
328.148589,1012077,3.6,839388
328.22444,1088372,3.9,863952
328.633454,937944,3.2,722100
328.756865,1980579,8,600536
329.030545,1077051,3.9,843773
329.051654,1999037,8.1,747487
329.066843,1153470,4.2,655654
329.088,3543232,15.2,654406
329.10311,1320641,5,853712
329.124505,2029379,8.2,471558
329.152682,925893,3.2,922057
329.160896,1099686,4,507159
329.183133,947400,3.3,1054815
330.20373,2133539,8.7,633556
330.753829,1120339,4.1,364052
331.009657,961642,3.3,499313
331.046204,1399597,5.4,315958
331.067394,1084399,3.9,550635
331.081617,1080048,3.9,963579
331.082474,1262640,4.7,374756
331.103697,1167730,4.3,712649
331.118999,1079348,3.9,306395
331.155276,975735,3.4,804912
333.025434,1562397,6.1,687068
333.061816,2387617,9.9,487689
333.098133,2025892,8.2,504329
333.118936,893350,3,743420
333.134587,1916967,7.7,688403
334.93869,1358153,5.1,664686
335.041114,2795986,11.7,495744
