m/z,I,S/N,Res.
123.095595,916248,3.4,1035539
123.121258,941448,3.5,1525766
124.245378,850844,3.1,1036719
124.434278,856608,3.1,938701
124.654099,900375,3.3,1022134
127.10635,855660,3.1,1343173
127.468084,1168734,4.6,1212673
127.585112,839716,3,1067560
128.127151,839884,3,1344449
128.226427,937151,3.5,1337442
129.405,916578,3.4,1211109
129.748174,888381,3.2,908327
129.926907,848682,3,1332595
130.647971,840659,3,1363111
130.785853,858111,3.1,1094460
131.005031,901026,3.3,1449846
132.659165,1084010,4.2,1237910
133.256599,947153,3.5,1247069
133.431547,1523976,6.3,1192620
133.869928,866361,3.1,1366056
134.119966,987101,3.7,1113257
134.49982,845520,3,702024
135.927021,843034,3,1216649
136.275025,871772,3.2,1141270
136.717007,930081,3.4,1043147
138.339419,882820,3.2,1134759
138.654574,865055,3.1,1019548
139.419966,891736,3.3,944230
139.431949,873268,3.2,892303
139.958806,1163618,4.6,1219546
140.139815,876413,3.2,1040648
141.486625,909079,3.3,929657
142.77882,902607,3.3,968504
145.793603,861001,3.1,888537
146.228271,872348,3.2,1094196
146.401298,872869,3.2,1044298
146.672871,857000,3.1,885178
147.143999,892468,3.3,1039908
147.474616,910263,3.3,1002143
148.732001,900950,3.3,1066621
150.260881,853501,3.1,1174720
151.125276,874445,3.2,875258
153.058134,865689,3.1,1115945
153.064178,893721,3.3,885778
153.331715,900448,3.3,1233049
153.427217,2338899,10.3,977498
155.214791,851240,3.1,1319271
155.537914,851106,3.1,1053412
155.971557,910993,3.3,1078042
158.99572,863956,3.1,1256516
160.626559,854796,3.1,1015022
161.000701,866542,3.1,952527
161.195754,889783,3.2,807621
165.308524,1004846,3.8,861090
166.556924,881943,3.2,917866
167.586329,980917,3.7,726939
168.256874,889694,3.2,869658
169.291246,846624,3,1006674
169.57001,868690,3.1,962986
170.280713,898209,3.3,769602
170.307426,895363,3.3,974775
170.316601,874531,3.2,744174
171.188523,968734,3.6,840618
173.663673,923658,3.4,944343
174.370778,2966558,13.3,1026654
174.370953,3408670,15.4,919838
175.22254,874748,3.1,814688
175.629631,845914,3,894052
177.469991,865541,3.1,1000070
177.797137,919871,3.4,804772
178.178333,894044,3.2,702756
179.342835,4355095,20,697668
179.343688,891447,3.2,717555
182.205325,864829,3.1,829055
182.532669,898968,3.3,720260
182.782513,867308,3.1,943794
182.874229,977396,3.6,822611
187.364058,917131,3.3,763303
187.654517,883844,3.2,764279
188.788644,852389,3,871108
190.455648,897524,3.2,879874
190.847528,869013,3.1,845087
191.653788,888603,3.2,698706
192.813152,906175,3.3,644389
193.073888,909717,3.3,853297
194.372113,881190,3.2,749705
194.598859,864793,3.1,901153
195.291638,863669,3.1,553513
198.798968,923714,3.4,804680
200.541473,952726,3.5,362588
201.861818,853190,3,862447
201.897995,878473,3.1,387625
202.509932,867452,3.1,821301
208.556764,868262,3.1,575265
213.302769,890251,3.2,774761
214.564499,1012902,3.8,711535
214.649149,980780,3.6,763126
216.027349,869902,3.1,732608
219.382186,873972,3.1,614513
228.187321,866806,3,660290
229.824849,946335,3.4,559098
231.308597,951487,3.4,643441
232.563294,867601,3,586797
234.128129,940151,3.4,625852
234.189432,929787,3.3,536382
235.519086,891731,3.1,714083
235.748346,905122,3.2,622686
240.309139,891351,3.1,630308
243.425823,920435,3.3,655526
243.909426,885078,3.1,647905
246.610679,867166,3,622418
253.94082,921647,3.3,716971
256.877072,902069,3.2,461508
257.668219,949759,3.4,466869
258.522134,1702479,6.9,553793
261.079408,879946,3,594239
261.171263,887379,3.1,771494
262.349606,974028,3.5,618674
265.148073,6099960,27.4,589415
265.617496,928300,3.2,581436
266.15143,1029224,3.7,576829
266.647517,891168,3.1,615199
266.804095,1168946,4.4,650190
267.123913,1074647,3.9,602322
268.801107,2224540,9.3,634963
268.9136,950314,3.3,516896
269.103259,1259457,4.8,631483
270.798133,1882514,7.6,610900
272.795266,1029394,3.7,648585
273.040641,927794,3.2,673707
273.076828,889654,3,641443
274.971884,902324,3.1,731142
275.056343,1136448,4.1,328438
275.092722,1081797,3.9,396795
277.071988,1458648,5.6,601049
277.108381,1532381,6,586940
277.180965,1565416,6.1,465730
277.949784,891221,3,605673
279.051273,976885,3.4,352925
279.087575,2215674,9.1,570041
279.123987,1880576,7.6,593876
279.160507,1036293,3.7,715354
279.163146,4279046,18.6,396461
