m/z,I,S/N,Res.
184.336924,873951,3.1,1469798
184.814214,861559,3.1,1197497
186.134072,885936,3.2,1551976
186.600455,891288,3.2,1050544
186.950561,959266,3.6,1389051
187.115073,889128,3.2,1071207
187.69176,879382,3.2,1556287
189.231658,916985,3.4,1181650
189.319531,965182,3.6,1316151
189.878214,846535,3,1431816
190.727809,1062677,4.1,1227271
192.694043,928185,3.4,898326
192.956967,909133,3.3,1203389
194.010319,962738,3.6,1515194
195.03619,5421989,25.2,1255040
195.495215,852236,3,1388013
196.230968,843511,3,1227810
196.957826,894695,3.2,1362203
198.299955,855450,3.1,1440405
198.659129,854836,3.1,1198902
201.19046,895428,3.3,1208604
202.354865,892071,3.2,1086545
203.675428,845106,3,1015390
203.915909,868769,3.1,1179503
204.440898,852811,3,995346
205.587,875101,3.2,869985
205.705723,848109,3,1168254
206.673594,914660,3.3,1290150
206.757296,882900,3.2,978388
207.172015,910102,3.3,666378
207.215395,899217,3.3,1228394
207.944784,870849,3.1,1045272
208.1915,872334,3.1,1008294
210.68234,849984,3,1090688
210.758057,872952,3.1,1137064
211.030505,881498,3.2,967773
211.229214,871219,3.1,1238632
211.702067,850223,3,1201772
212.181519,849394,3,1031340
212.255443,858835,3.1,798935
212.952243,846474,3,1335357
214.1746,846212,3,846779
214.309757,856193,3.1,1239961
216.507651,889259,3.2,1202210
219.609384,941198,3.5,837834
220.526738,853071,3,1329849
222.765887,905251,3.3,1070453
223.59429,879055,3.2,1139561
224.117059,891633,3.2,1040234
225.153748,882968,3.2,1134076
225.269101,856412,3.1,1011561
226.181514,850961,3,1204455
226.850285,909964,3.3,1080992
227.465152,852310,3,978386
228.205688,875463,3.1,1172056
228.290517,854331,3,1052585
229.750753,945855,3.5,1110433
229.972624,883530,3.2,1066152
230.181711,3777988,17.2,1001632
230.395035,1003326,3.8,899800
231.962656,902182,3.3,881646
232.9292,908721,3.3,1252576
235.101584,1046283,4,790399
235.226769,944610,3.5,1001437
235.237061,904963,3.3,1097222
235.954755,950941,3.5,1157723
237.04277,858350,3,777495
238.511801,888282,3.2,905837
238.959517,895382,3.2,1010822
239.27226,858587,3,834997
239.942803,875350,3.1,941965
240.670962,855942,3,825793
243.263632,856408,3,1171863
243.900833,849861,3,867494
244.839981,865033,3.1,926894
245.895712,855870,3,695123
246.528196,899749,3.2,913756
247.156102,854548,3,1057768
247.832132,854007,3,747013
248.154616,859391,3,1174016
248.185169,866242,3.1,1194491
248.274865,864424,3.1,856803
248.374688,860624,3,923835
248.413576,879075,3.1,726786
248.917766,872922,3.1,957056
248.920606,961754,3.5,738329
248.926672,1089082,4.1,923487
249.192507,884527,3.2,956745
251.520294,855286,3,687187
252.889775,932020,3.4,1060401
254.619441,857697,3,826378
255.770499,878577,3.1,647324
259.339733,878606,3.1,869746
260.787007,967947,3.5,821781
262.784057,1029944,3.8,945773
263.105578,855349,3,869318
265.108211,954052,3.5,1155704
266.80396,1349722,5.4,843320
267.051152,862128,3,1306797
267.087459,1087091,4.1,1104161
268.801013,1941132,8.2,616228
269.102132,858022,3,990556
269.103062,902662,3.2,793914
269.13965,1092010,4.1,1068350
270.798065,1803261,7.5,998677
271.118751,1158746,4.4,1103925
271.603817,864389,3,882397
271.717168,920783,3.3,952238
272.026025,868715,3.1,960921
272.194825,897466,3.2,753596
274.971693,1428017,5.7,818709
275.056108,1037368,3.8,928895
276.341736,981578,3.6,691177
276.680848,869256,3,893381
277.03546,905767,3.2,582973
277.108208,1041646,3.9,959508
278.299234,877591,3.1,907707
278.869987,1010473,3.7,785279
279.051078,1321689,5.2,899155
279.087467,1155484,4.4,768578
279.123888,1344735,5.3,451639
279.173941,877155,3.1,929497
280.377863,868652,3,803183
280.6823,878567,3.1,736909
280.873029,863032,3,774328
281.06678,1450120,5.8,1133823
281.103104,1694220,7,752169
281.139538,1521423,6.1,750900
282.056375,883486,3.1,971918
282.058569,883870,3.1,430617
282.075262,949792,3.4,844636
283.046087,991635,3.6,394948
283.082432,1860022,7.7,814174
283.117948,1196729,4.6,1264979
