m/z,I,S/N,Res.
123.164825,850053,3.1,1311218
123.821449,849700,3,1787705
123.837038,852493,3.1,1157314
124.57839,862209,3.1,1141008
124.767921,899198,3.3,1420546
124.952242,848186,3,1141583
125.081054,920698,3.4,1294692
125.475216,840004,3,1045342
126.110035,893133,3.3,1351706
126.410617,909065,3.3,1266436
127.034444,877143,3.2,1150893
127.454033,990331,3.7,1430666
127.667186,849555,3,1277344
128.712138,899635,3.3,1199427
128.715734,903756,3.3,1206642
129.390199,921368,3.4,1148501
129.876096,884330,3.2,1546869
130.734721,904575,3.3,1066728
130.810658,912116,3.4,1107218
131.51781,963941,3.6,863048
132.122034,850232,3.1,1250364
132.621673,853972,3.1,1303639
133.431494,1734495,7.4,1209521
134.522798,839854,3,645639
134.807409,976331,3.7,1269648
135.788002,875860,3.2,1060704
136.118533,860173,3.1,1332598
136.700973,889745,3.2,1079087
138.299091,892597,3.3,851991
138.454568,852423,3.1,1138053
139.714556,868513,3.1,1040961
139.942093,880580,3.2,1307554
140.202373,854235,3.1,1147677
140.608477,868650,3.1,1311439
141.167844,854093,3.1,834052
141.258261,981336,3.7,1028551
141.739504,864128,3.1,543966
141.854166,843356,3,943996
141.912643,849932,3.1,948442
143.902598,880242,3.2,986177
143.94806,876346,3.2,798113
144.073425,995043,3.8,1046018
145.16256,923752,3.4,1094353
145.890832,845277,3,1255268
146.317115,839440,3,979632
148.194876,846621,3,1014995
149.602665,1121059,4.4,1014934
151.752267,958000,3.6,1170384
151.816955,847441,3,1100682
151.973025,843205,3,1045993
153.427109,1122414,4.4,1283223
153.453187,898814,3.3,1260298
153.457034,1041743,4,1406941
155.097691,918549,3.4,1104942
155.81726,867839,3.1,999082
155.851024,840801,3,1038142
157.110148,937427,3.5,929724
157.317029,850476,3,872867
157.940865,852167,3.1,807831
158.607813,843493,3,1091131
158.70684,899866,3.3,967082
158.904781,870195,3.1,805629
159.620547,897462,3.3,883429
160.220392,842596,3,989561
