m/z,I,S/N,Res.
124.239672,846393,3,1084211
125.339815,918182,3.4,1237008
126.491564,894061,3.3,1217947
127.131712,865674,3.1,1253488
127.991802,847106,3,1344663
128.957078,902083,3.3,1094674
130.337149,891920,3.3,1168532
130.41754,866211,3.1,911201
131.519169,880449,3.2,984941
131.578157,857720,3.1,1364122
133.069741,842537,3,863643
133.431448,1463189,6,1213972
133.947403,839586,3,1004631
134.655967,880216,3.2,1102871
136.136883,854098,3.1,1359227
136.704456,888457,3.2,1189173
136.709066,1175477,4.6,1214691
137.165929,852806,3.1,1189821
137.99614,915836,3.4,1279565
139.549834,870572,3.2,1253578
140.787538,846519,3,803075
141.992604,861957,3.1,1152946
142.889822,880574,3.2,1293346
143.453124,898815,3.3,964449
143.457358,850663,3.1,1404446
144.474047,854650,3.1,805571
144.674322,903307,3.3,1082581
144.819114,916612,3.4,916919
146.135887,1197838,4.7,618722
146.13672,860214,3.1,837773
147.236556,944737,3.5,660780
147.318026,893442,3.3,1097763
147.513688,911573,3.4,927459
147.951607,885794,3.2,975051
148.552997,915603,3.4,1072005
151.35545,925245,3.4,979806
151.658944,894277,3.3,1096560
151.812189,1163993,4.6,1008886
151.830998,849674,3,1038628
153.189716,859714,3.1,973032
153.331652,848575,3,825034
153.455523,1167275,4.6,1188065
153.45626,1041771,4,1151012
154.466986,854494,3.1,816928
156.170204,890802,3.2,953119
156.461623,884911,3.2,1180472
156.724429,872811,3.2,1002586
157.98429,846373,3,770376
158.167252,881102,3.2,1024890
159.482736,876466,3.2,1035689
160.846416,844269,3,981798
161.927989,852029,3,1064327
163.414867,1051194,4,816067
163.444876,892988,3.2,959441
163.651012,848841,3,805970
165.214298,941265,3.5,934701
165.244083,846835,3,804290
169.476628,866363,3.1,714251
169.927213,845806,3,900057
169.973961,971282,3.6,962537
170.13269,853502,3,1004523
172.189217,880053,3.2,723688
173.149213,851861,3,738552
174.371331,8747357,41.2,901947
174.570094,898830,3.3,836511
175.538737,906594,3.3,925396
177.512507,860721,3.1,834330
177.921492,867190,3.1,331050
180.113454,894878,3.2,823791
181.447606,861977,3.1,839775
181.938537,967559,3.6,649936
182.1787,848798,3,763700
182.447096,861943,3.1,926219
182.562834,864770,3.1,746606
184.514049,849785,3,815681
185.317811,874501,3.1,754557
185.455852,931890,3.4,787734
187.943879,884478,3.2,963226
191.234681,888437,3.2,840182
193.944888,869362,3.1,774040
195.542429,920324,3.3,828271
196.687833,895660,3.2,794856
198.179477,940081,3.4,881411
200.15006,897692,3.2,1025717
204.797737,870042,3.1,906319
211.030516,908310,3.3,631801
211.846382,893002,3.2,753399
213.235873,892766,3.2,837914
216.867215,861158,3,758958
219.837538,918137,3.3,757895
221.439678,864131,3,659817
226.568365,906780,3.2,560320
227.085263,909489,3.2,698744
228.408793,866086,3,853053
233.598322,880689,3.1,604379
233.681098,882357,3.1,703597
233.861106,894204,3.1,633213
234.692005,873757,3,698991
235.139331,999470,3.6,742349
237.744678,967576,3.5,672323
238.053219,919461,3.3,768017
241.474839,912121,3.2,502537
244.249193,870780,3,490777
249.197381,874052,3,697669
252.326999,907909,3.2,658973
252.911916,884268,3.1,552671
253.094217,939576,3.3,636751
258.5216,891601,3.1,744891
