m/z,I,S/N,Res.
123.105307,979880,3.7,1429463
123.831182,867891,3.1,1311760
124.466927,854749,3.1,1221361
125.145957,853776,3.1,865015
125.170079,837896,3,1270878
125.170789,895648,3.3,1326419
125.216802,837873,3,1049440
125.761617,919803,3.4,1337819
126.157751,919358,3.4,1151837
128.437829,839652,3,1282278
129.341229,1834888,7.9,1367485
129.570382,837965,3,1082374
130.713548,847167,3,973097
130.979785,899596,3.3,1407930
131.284553,860650,3.1,1260554
131.951475,894893,3.3,1305537
132.476635,864293,3.1,1446214
132.81733,885612,3.2,1302313
133.031455,841068,3,1001319
133.431589,1821349,7.8,1204329
133.533834,842302,3,1195135
133.901404,1038204,4,954655
135.758783,863790,3.1,964248
135.800319,852838,3.1,833295
136.029301,846026,3,1241228
136.704723,865706,3.1,1329542
138.808854,893518,3.3,1138919
139.853196,851446,3.1,917474
141.116333,849655,3.1,1012880
141.259752,853550,3.1,827767
141.261184,1201146,4.8,1268343
141.261563,895674,3.3,1328196
141.26763,840930,3,810553
141.609827,864682,3.1,1093048
141.869799,843162,3,1418997
142.134009,891586,3.3,1175692
143.549104,950667,3.6,1230876
144.727436,878823,3.2,1113938
145.626814,893972,3.3,1233165
146.504295,854746,3.1,817730
147.596793,850517,3.1,1205803
147.882586,846392,3,792854
148.093015,893643,3.3,744348
148.556386,838177,3,1231816
150.057316,844576,3,1002896
151.831129,910668,3.4,893703
151.958022,964751,3.6,1292775
153.058827,857466,3.1,1190240
153.33157,1307746,5.3,984191
153.427256,3416548,15.6,1030104
153.455559,1030597,3.9,1213664
153.484536,976486,3.7,1041086
153.495048,855574,3.1,1034780
155.203801,844715,3,984562
155.329523,857295,3.1,1035946
156.955708,903738,3.3,1023349
158.163794,857722,3.1,423125
158.644482,862511,3.1,994538
158.646517,857087,3.1,829951
160.172834,886244,3.2,899283
160.292665,945129,3.5,1119651
160.943756,866745,3.1,875698
161.794731,854819,3.1,984371
162.514124,865897,3.1,868096
163.923144,846614,3,861949
165.832872,901557,3.3,777899
165.958654,863933,3.1,1124450
168.225895,987147,3.7,912950
169.670811,843740,3,694401
170.745298,916630,3.4,1068214
170.866772,868350,3.1,871035
172.292891,865572,3.1,953904
172.975897,892342,3.2,824433
174.371341,3670366,16.7,948621
174.544032,845227,3,928779
175.899936,853523,3,935253
177.148148,864853,3.1,724985
177.648416,865917,3.1,945090
180.039201,866911,3.1,1031226
180.958105,858604,3.1,777953
181.220896,882690,3.2,793666
181.465935,913782,3.3,897054
182.504987,854670,3,772766
189.92279,858133,3,839445
194.225519,3875316,17.6,827904
200.977456,867078,3.1,746128
204.110339,906002,3.3,581249
206.095714,877815,3.1,827170
206.232523,858114,3,770919
206.795636,866864,3.1,707205
207.127449,859339,3,724187
208.233153,1032356,3.9,609601
210.262775,897156,3.2,739327
212.019441,858249,3,667018
212.557624,883377,3.1,607815
213.515769,881848,3.1,776785
213.793681,862604,3,709182
216.4485,877866,3.1,559413
217.818283,862313,3,615049
222.363592,957017,3.5,678465
222.67551,979246,3.6,684058
223.795968,902775,3.2,324312
225.661826,941231,3.4,522686
228.029765,871367,3.1,743493
229.013261,904774,3.2,719452
231.002046,952836,3.4,561994
231.376863,871772,3.1,724746
234.969493,976579,3.5,700543
238.361598,878050,3.1,389802
238.740618,877947,3.1,643416
239.665576,874233,3.1,731962
243.387583,937594,3.3,612993
244.783554,885085,3.1,748127
246.951118,916348,3.2,805153
252.830949,881484,3.1,688406
264.759424,882874,3,697072
265.843176,876337,3,416522
268.282765,927689,3.3,614487
268.801079,1036550,3.8,702537
270.993452,913715,3.2,390692
274.195726,884147,3,552624
274.971877,897948,3.1,614371
275.129182,885809,3,614111
277.028313,891896,3,503179
277.035543,1299001,4.9,671044
277.054793,1002812,3.5,651523
277.071171,920126,3.2,663351
277.108367,1412419,5.4,682827
279.051339,980314,3.4,259502
279.087513,1786975,7.2,561498
279.123943,1410148,5.4,692695
280.496478,958510,3.3,604838
281.066862,1792899,7.1,620133
281.103232,1371529,5.2,275674
281.139573,1362318,5.2,543204
281.605488,935380,3.2,558917
283.046197,1398191,5.3,556406
283.082577,1789109,7.1,341345
283.11887,1348795,5.1,320986
285.061728,1024489,3.6,770869
285.09812,1490671,5.8,579353
285.134422,928628,3.2,610857
287.056234,1245478,4.6,578495
287.092734,1215788,4.5,419855
288.606041,895906,3,421810
288.987486,1044832,3.7,723486
289.035622,1322344,4.9,226230
289.071964,1784174,7,517586
289.108375,1449076,5.5,324737
289.144724,1086586,3.9,743734
291.014815,1210800,4.4,765095
291.051258,1807542,7.1,508273
291.08762,1958332,7.8,318786
291.123326,1027522,3.6,779916
291.123956,1777602,7,682274
291.958133,907854,3,514748
292.882745,910826,3,432910
293.03046,1576452,6.1,420902
293.066905,2663178,11,316409
293.103261,3029264,12.6,278961
293.139656,1222678,4.5,327279
293.176039,1926428,7.6,326966
295.046123,2260060,9.1,350959
295.082461,3836003,16.2,547780
295.118924,4189289,17.8,298485
295.155179,1125231,4,676939
297.025282,1298867,4.8,636944
297.061769,2936250,12.2,488723
297.098205,3981760,16.9,521856
297.134539,2890183,12,392667
297.152516,2971082,12.3,455739
297.153191,7223754,31.5,512858
298.137867,953718,3.2,653770
298.156337,1065849,3.7,215854
299.040971,974997,3.3,606990
299.056183,1167384,4.2,272992
299.077481,2405660,9.7,528827
299.092636,1092510,3.8,543180
299.113863,2780450,11.4,505446
299.150307,930344,3.1,277513
301.03559,1522807,5.8,362628
301.072057,1410173,5.3,183627
301.093053,1625473,6.2,504969
301.108385,1122948,4,599025
301.129483,1177479,4.2,579985
301.165774,922766,3.1,614858
301.944219,923161,3.1,526945
303.014863,1250009,4.5,269790
303.051261,2405855,9.7,352404
303.072378,1043683,3.6,704792
303.087594,2409446,9.7,497844
303.124088,1828332,7.1,356822
303.1452,934896,3.1,710033
305.030552,2752836,11.2,298066
305.066875,3469130,14.4,289311
305.103283,3225425,13.3,485706
305.139625,2314583,9.2,515547
305.984422,958192,3.2,529194
306.070233,924160,3.1,676996
306.657463,1373546,5,180930
306.907248,3314328,13.7,495753
307.009734,1274026,4.6,590342
307.046179,3491505,14.5,479244
307.082522,4769975,20.1,493874
307.118937,3968190,16.6,457727
307.155305,1931460,7.5,543708
307.731272,1142445,4,468027
308.12219,945268,3.1,526922
309.025356,1809689,7,483597
309.061759,4960800,21,475515
309.098197,6814246,29.2,500109
309.134577,4369965,18.4,497696
309.170967,1220019,4.4,360311
309.957569,947523,3.2,274730
310.101478,1053149,3.6,479366
310.137865,1005540,3.4,492396
311.01988,972804,3.2,494090
311.041065,2698632,10.8,291689
311.056253,1488523,5.5,468678
311.077427,6308751,26.8,522603
311.113826,7934870,33.9,484370
311.150211,3396508,13.9,501322
311.168837,26624928,116.3,471603
312.080884,1170502,4.1,655969
312.117196,1270093,4.5,290757
312.172167,5403735,22.8,513723
313.02018,1096178,3.8,501683
313.035523,1662709,6.3,491884
313.056736,3369209,13.8,499861
313.071932,2435835,9.7,507678
313.093084,5372159,22.6,486050
313.108344,1359106,4.9,462091
313.129468,5940486,25.1,496279
313.165788,1567757,5.9,425399
314.096442,990647,3.3,521898
314.132742,1035197,3.5,580316
315.014985,1418846,5.2,561963
315.035993,952930,3.1,465787
315.051227,2559077,10.2,461336
315.072397,2919529,11.8,508248
315.0876,2549868,10.2,320059
315.108737,3218031,13.1,503118
315.123964,1873522,7.2,518383
315.145139,1803382,6.9,507007
315.160256,1083257,3.7,297112
315.181475,1673085,6.3,419676
316.900394,925622,3,584978
317.030516,2850766,11.5,473192
317.05166,1032914,3.5,637276
317.066858,4209621,17.5,495266
317.088,1346520,4.9,478507
317.103299,3324379,13.6,506169
317.124458,1190623,4.2,574519
317.139603,2216418,8.7,499151
317.16082,1078758,3.7,527755
317.176026,1188584,4.2,666009
318.106683,1091218,3.7,548633
319.009717,1702198,6.4,487351
319.046114,4699453,19.4,453633
319.04735,982589,3.2,646744
319.082573,5379395,22.4,487531
319.117941,1554250,5.7,689572
319.118879,4887882,20.3,462736
319.155352,2517840,9.9,509520
320.049607,1134578,3.9,585139
320.085936,1028345,3.4,725894
320.742706,1000048,3.3,406834
320.922944,6138513,25.7,479165
321.025489,3213987,13,527310
321.061806,6223530,26.1,457670
321.098222,7377584,31.1,485458
321.134566,5834423,24.4,466076
321.170942,2541757,10,484783
321.922482,1143749,3.9,357001
322.065207,1332574,4.8,515088
322.101682,1208677,4.2,503441
322.42061,952350,3.1,461621
323.041069,5572622,23.2,466968
323.077472,8672276,36.8,481373
323.112817,2234395,8.7,401019
323.113841,8889371,37.7,442659
323.150238,5581858,23.3,481628
323.186667,937256,3,448291
324.080747,1427656,5.2,496885
324.117193,1848783,7,459937
324.153501,963797,3.2,596726
325.020355,1644912,6.1,553689
325.03567,1182066,4.1,298890
325.055874,1800310,6.8,352767
325.05675,6547830,27.5,478059
325.072061,1902969,7.2,535101
325.093115,11363709,48.5,481223
325.108392,1281663,4.5,525441
325.129506,9192835,39,479491
325.144798,1026182,3.4,611285
325.165845,3469706,14.1,529471
325.18453,27905420,120.6,466379
326.060205,1081640,3.6,506470
326.096463,2016815,7.6,446621
326.132878,1748021,6.4,571028
326.187836,5668415,23.2,435029
326.759693,1332388,4.7,442162
326.851901,988980,3.2,449344
327.014815,1189329,4.1,535840
327.036068,2464981,9.5,548019
327.051272,2417880,9.3,455992
327.072368,7657180,31.7,456346
327.087614,2223326,8.5,442402
327.108812,9283298,38.7,455665
327.12406,1823972,6.8,436542
327.145132,5352168,21.9,493983
