m/z,I,S/N,Res.
124.753128,869011,3.2,1125074
124.929165,882877,3.2,1045529
126.17785,861176,3.1,1139845
126.220758,853198,3.1,1395072
126.355816,842562,3,1387012
126.563985,858066,3.1,1432026
126.608796,917746,3.4,1110030
127.760793,847473,3,1176984
127.836063,928766,3.4,1151841
127.853814,860458,3.1,1180244
130.464379,898382,3.3,1224830
131.166976,840357,3,1385490
131.307871,845152,3,1250196
132.247272,839935,3,1262526
132.433296,898742,3.3,810562
132.667809,847443,3,1604120
133.37355,903023,3.3,1171147
133.431455,1070206,4.1,1267896
135.609251,870211,3.2,1078579
136.274344,846885,3,1127616
136.485727,945143,3.5,949589
136.70529,875221,3.2,1231178
136.902182,936583,3.5,988116
138.936699,846860,3,1219471
139.121676,878866,3.2,1360072
139.340124,873633,3.2,1205496
141.159814,908946,3.3,1104937
141.177538,854438,3.1,964996
141.26026,1039458,4,502252
141.261926,981978,3.7,1111099
141.264757,926370,3.4,1199188
141.588299,851209,3.1,987265
141.76024,848409,3.1,1100332
141.883454,842581,3,905566
143.085247,911233,3.4,864735
143.545515,841066,3,855458
143.617698,921771,3.4,1097936
144.671168,955888,3.6,878598
144.858293,875001,3.2,1212260
145.455705,855461,3.1,1064498
147.275392,865522,3.1,1051005
148.032105,906894,3.3,528879
149.25407,838790,3,1134482
149.465812,852442,3.1,1176628
149.891549,921908,3.4,992314
150.185504,861444,3.1,914657
150.75516,862875,3.1,1107055
151.163688,843623,3,1036042
151.969135,869776,3.2,1130565
153.453973,968054,3.6,1097069
153.455495,884334,3.2,859930
153.456208,863622,3.1,1175900
153.457038,1034790,4,1108780
153.8694,853015,3.1,996634
156.955921,868715,3.1,860798
157.621328,926096,3.4,873820
157.769901,915049,3.4,999966
157.973572,855285,3.1,1097326
158.216855,994675,3.8,700723
159.247036,884034,3.2,1094410
161.561768,873277,3.2,939514
162.065412,866721,3.1,1009347
162.913558,858144,3.1,793882
165.831293,863657,3.1,964520
167.783021,880355,3.2,888291
170.726469,857189,3.1,941975
171.847104,849746,3,1000819
171.948618,876732,3.2,744229
175.367524,891417,3.2,832727
177.854046,880195,3.2,753701
178.507325,926827,3.4,854434
179.304294,846530,3,977925
179.342886,2129735,9.2,580928
179.357275,852072,3,1005471
179.915592,847270,3,859771
180.544165,859308,3.1,994848
184.510798,866029,3.1,799881
185.624144,852973,3,649330
185.679825,875667,3.1,916039
186.494482,848625,3,833977
186.566707,908377,3.3,789384
188.608683,875236,3.1,845344
192.590453,870381,3.1,814175
194.225535,1444454,5.9,960582
195.497416,870005,3.1,746497
197.32174,860991,3,1060941
198.251717,860516,3,858099
201.547063,955522,3.5,670445
201.85092,852833,3,779024
204.478229,856297,3,767511
205.130399,945769,3.4,669749
207.550657,854860,3,766711
208.609922,898411,3.2,912111
211.537855,861858,3,712954
213.211721,861924,3,685716
214.356707,897273,3.2,685678
217.261345,859395,3,864942
217.588662,909497,3.2,538544
222.872903,867352,3,653216
225.005455,883213,3.1,712695
228.849044,893328,3.2,611968
233.815448,871609,3,623349
235.435365,881795,3.1,705616
236.580634,883126,3.1,791232
239.370441,927540,3.3,799236
240.486144,886759,3.1,738477
240.496379,986471,3.6,655930
243.891305,908356,3.2,508577
243.90863,895109,3.1,697018
244.352424,873754,3,429480
248.94371,887807,3.1,466412
249.06108,888197,3.1,702325
249.398352,900375,3.2,740548
251.82936,924635,3.3,562370
254.341896,878894,3,650079
254.501826,890360,3.1,552568
260.121217,939054,3.3,626870
262.024314,961725,3.4,571844
262.104015,878787,3,652710
264.159969,902761,3.1,546427
266.803992,1019728,3.7,651039
267.051136,877031,3,589002
267.939878,979386,3.5,728738
268.801122,1645325,6.6,690245
270.798137,1162712,4.3,814157
273.040624,881866,3,752061
273.076941,952014,3.3,598816
273.209429,906333,3.1,513770
274.971828,2139560,8.8,575081
275.092646,1030583,3.7,563022
275.355354,886358,3,473453
277.035598,1029026,3.7,362558
277.071951,1308455,4.9,547905
277.108414,1205291,4.5,476799
277.235893,944315,3.3,481756
279.014927,887582,3,724475
279.051176,1753507,7,682177
279.0868,1270695,4.8,845986
