m/z,I,S/N,Res.
122.914824,873647,3.2,1167540
123.596236,876695,3.2,916640
126.808851,851766,3.1,1411228
127.236703,867776,3.1,1135599
127.599866,889866,3.3,1230078
128.124816,869922,3.2,1054209
128.919744,889775,3.3,895480
129.622809,975756,3.7,1486882
131.035934,875221,3.2,1096646
132.059107,918946,3.4,1228695
132.673274,885433,3.2,1102388
133.016895,883197,3.2,1135492
133.431482,1840446,7.9,1385012
133.997044,871549,3.2,967739
134.036096,883857,3.2,1161888
134.208709,874193,3.2,1311147
134.35921,950579,3.6,1172049
134.596814,875545,3.2,1306100
136.698155,1003490,3.8,1453871
136.708267,1124034,4.4,718978
137.084338,921719,3.4,1295176
138.103833,942054,3.5,1264199
139.455622,872033,3.2,816493
139.958803,2257538,9.9,1140817
140.415475,841728,3,523059
141.263386,948653,3.5,1116121
141.266904,907469,3.3,1388610
141.486594,1312861,5.3,898612
143.275712,909710,3.4,804257
144.039704,897632,3.3,1201105
144.574325,896483,3.3,967886
145.740206,901541,3.3,1086337
146.419181,861932,3.1,989654
146.569031,849430,3.1,1215197
148.062634,852213,3.1,869124
148.433183,881268,3.2,954479
149.890691,861541,3.1,1290563
150.32462,1071361,4.1,957486
151.191897,841147,3,872245
151.353713,863968,3.1,1265298
152.416369,869557,3.2,864129
152.820465,850740,3.1,840728
153.454752,1111390,4.3,1105803
153.455486,1001006,3.8,1070562
153.760735,867451,3.1,980237
154.03621,851143,3.1,1001547
155.695397,846072,3,1011566
155.739245,989434,3.7,797863
157.121613,843271,3,993384
157.460346,842827,3,805913
158.916854,922502,3.4,1162800
159.460818,936234,3.5,550106
161.096875,857517,3.1,1108391
161.31022,887597,3.2,978602
161.678698,890649,3.2,817386
165.577409,849191,3,1014489
166.745796,845520,3,1019021
168.335255,873572,3.2,1244197
168.827195,879859,3.2,1095268
168.969883,874465,3.2,838476
170.035095,867530,3.1,799550
171.621634,852586,3,982702
172.46946,858562,3.1,735654
172.513074,863846,3.1,924652
172.535026,1103913,4.3,911722
172.54924,859306,3.1,1073556
173.610044,879834,3.2,876943
174.371299,8113772,38.2,939382
174.371543,863596,3.1,2303611
174.837789,849726,3,977865
174.906976,847526,3,774873
176.694156,869994,3.1,938442
176.975887,874761,3.1,1064581
177.019147,849422,3,592978
178.251195,867609,3.1,793464
179.34289,8781461,41.3,788443
179.343662,1233621,4.9,311780
179.351373,1071894,4.1,708546
179.625812,853141,3,512861
181.593453,857976,3.1,956501
182.51627,870659,3.1,993824
183.25961,857242,3,801310
185.557807,869799,3.1,863647
187.246032,862637,3.1,464898
192.826902,904499,3.3,881094
196.671928,881569,3.1,742099
197.622616,908136,3.3,696409
198.699666,878138,3.1,633860
198.978345,860472,3,807636
203.634312,1080619,4.1,676533
203.666587,920750,3.3,686706
204.421731,865653,3.1,856221
206.211336,891798,3.2,721365
206.472291,883373,3.1,249362
209.951143,859210,3,854631
211.729225,875788,3.1,767498
211.782734,907439,3.2,568482
216.433461,861874,3,654161
217.062055,900117,3.2,906742
220.768617,865932,3,649489
221.383065,867175,3,965032
225.750524,872789,3.1,493309
231.898662,868186,3,743488
232.015894,925533,3.3,660547
233.924176,914963,3.2,815268
235.444067,929213,3.3,829763
235.91895,892810,3.1,569470
239.239274,886371,3.1,502521
239.840835,872884,3,716780
241.54691,962147,3.5,735797
241.61042,908005,3.2,759732
243.035705,885645,3.1,726590
244.69464,883902,3.1,567863
245.412139,874324,3,657174
247.951358,872230,3,859201
248.185678,948398,3.4,678141
250.385576,883709,3.1,664474
251.357267,1007266,3.7,393040
255.204064,883015,3.1,595123
255.743467,980961,3.5,688714
256.082752,1006833,3.6,543927
256.58588,948234,3.4,576601
258.276464,942947,3.3,581029
258.522176,2076656,8.7,577100
260.562884,919271,3.2,576277
260.917988,918077,3.2,482732
264.37469,997542,3.6,450385
267.856281,894268,3.1,523516
268.801055,993615,3.6,628289
269.066798,1078503,4,679619
272.255718,921117,3.2,563372
272.845505,928731,3.2,540169
273.885089,887499,3,499122
274.971791,1103684,4,789384
277.035259,944822,3.3,347077
277.071928,1092923,4,765014
277.108278,1156671,4.3,692855
277.180499,1302088,4.9,727900
277.181089,2453320,10.2,652205
279.050963,1019313,3.6,351162
279.087464,1196085,4.4,390553
279.124051,1392186,5.3,415175
279.917392,147065504,671.9,416697
279.917976,423135904,1935.1,583579
280.894702,993954,3.5,529130
280.914244,1031204,3.7,634283
280.915072,1884197,7.6,599122
280.916819,2649893,11.1,633901
280.917418,6853413,30.3,614337
280.920788,3293989,14,422114
280.9214,8260390,36.7,563780
281.030449,1379892,5.3,677309
281.066887,1566265,6.1,602833
281.102681,1105470,4,771041
281.103247,2032446,8.2,687387
281.139614,1529155,5.9,603612
281.91322,15162284,68.3,472880
281.913826,37874604,172.2,577305
281.922306,3336621,14.2,639712
282.917179,893751,3,562204
283.046145,1130313,4.1,248285
283.082554,1493326,5.8,668669
283.118909,1424211,5.5,547914
283.1553,1033560,3.7,634103
285.040638,911463,3.1,611597
285.097578,1126255,4.1,691824
285.134556,1457012,5.6,653198
287.01996,972686,3.4,575556
287.056278,1387923,5.2,719143
287.09266,1306521,4.9,647786
287.113779,922524,3.1,827377
287.12865,897438,3,400944
288.987519,2199998,8.9,317781
289.035618,1608389,6.2,643991
289.072015,1585867,6.1,546969
289.108308,1899473,7.6,637876
289.144231,945110,3.2,709003
291.014772,982017,3.4,580801
291.051256,2070279,8.3,576355
291.087575,1611021,6.3,536064
291.12398,2076179,8.4,468346
291.160369,1346329,5.1,559567
293.03045,1464141,5.5,260596
293.066945,2600531,10.7,317577
293.103269,3143769,13.1,507334
293.139667,1920095,7.6,331234
293.176068,9413221,41.4,312817
293.179449,989286,3.4,615282
293.281968,912887,3.1,488923
294.179435,1548814,5.9,307009
295.046135,2326946,9.4,604903
295.082516,3336104,14,515946
295.118949,4181934,17.8,497114
295.155293,1737908,6.8,493883
297.025385,1078009,3.8,647953
297.04072,931836,3.1,356946
297.06182,2371327,9.6,275724
297.09821,3953926,16.8,358288
