m/z,I,S/N,Res.
184.24995,1408703,5.7,1167760
184.807673,887169,3.2,1594873
185.276816,862733,3.1,1316088
185.40301,870926,3.1,1439272
186.584091,931797,3.4,981782
187.628234,901534,3.3,1289863
189.171056,888554,3.2,1302039
190.376194,1071718,4.1,1096417
191.399309,942840,3.5,1038772
191.403979,907070,3.3,694365
191.45645,938821,3.4,1219968
192.900849,878590,3.2,1166817
194.225601,2270178,9.9,1375125
194.593792,865139,3.1,1295629
194.747621,881121,3.2,965026
195.036259,2492686,11,1270611
195.849887,883992,3.2,1291881
198.100681,853070,3,1132748
198.558463,854946,3,1314463
198.936029,859829,3.1,521693
199.614918,849436,3,1224002
200.877404,897115,3.2,1002060
200.945233,900145,3.3,1280575
202.489535,1046280,4,1134786
202.535094,872588,3.1,1115613
203.018268,899778,3.3,1215338
203.139754,887950,3.2,1069327
204.531332,915319,3.3,1120929
206.146667,875645,3.1,1240232
209.221162,852426,3,866357
211.065671,900182,3.3,1275897
213.57624,903965,3.3,1072369
215.284946,945964,3.5,1104294
217.48693,901573,3.3,1015598
217.653555,889655,3.2,980133
218.608897,941485,3.5,904331
222.798101,929882,3.4,1017194
223.251787,949444,3.5,1027653
225.133286,890049,3.2,1236423
229.804452,895687,3.2,937539
230.181635,850532,3,417816
232.037553,1052195,4,1036923
232.925694,871986,3.1,1101147
232.960994,912388,3.3,819074
233.622867,883356,3.2,1033215
234.329926,867111,3.1,1255814
237.780192,875746,3.1,997334
239.427109,856026,3,1095753
241.873315,995466,3.7,825301
243.338909,888609,3.2,488774
244.688743,889572,3.2,786767
245.363819,880015,3.1,685073
248.769097,904363,3.2,866020
253.932378,912818,3.3,934856
255.062373,1087670,4.1,1058360
257.10907,869331,3.1,359471
257.304952,937247,3.4,805430
258.202432,866919,3.1,823753
258.519169,1064811,4,682297
259.417175,870404,3.1,1140334
260.78712,1160413,4.4,759217
260.956099,1868583,7.8,857821
260.992376,863994,3,693094
261.009266,881259,3.1,809763
261.846291,954914,3.5,966719
262.079305,879601,3.1,710550
262.387026,881253,3.1,1069917
262.784107,2514400,10.9,877463
262.825352,968162,3.5,1109932
263.056203,1091282,4.1,867692
263.092531,1205812,4.7,858584
263.678031,922587,3.3,945124
263.918674,880731,3.1,586803
264.46817,909248,3.2,616322
264.718096,868801,3.1,858342
264.781146,1580517,6.4,930854
265.035501,1235958,4.8,961296
265.07192,1202361,4.6,1257123
265.108196,1144379,4.4,911327
265.148072,1315646,5.2,968132
265.409288,926864,3.3,945590
266.803981,5101807,23.2,750486
267.051082,958528,3.5,761289
267.087485,1026498,3.8,872979
267.123858,1091461,4.1,829871
268.486253,873603,3.1,946385
268.800419,1811961,7.5,412940
268.801042,8331386,38.5,741873
269.066807,1005964,3.7,810864
269.103153,1268047,4.9,765575
269.139567,977041,3.6,929460
270.204016,878172,3.1,907978
270.798109,6036230,27.6,789502
271.082524,1034202,3.8,694432
271.11882,1128349,4.3,948604
272.79515,1884181,7.9,694029
273.098161,970922,3.5,1090110
273.764054,908602,3.2,881149
274.644864,861114,3,882264
274.971779,3748018,16.7,749108
275.092618,864507,3,1188922
275.770427,893836,3.2,858082
277.035525,1026057,3.8,1093599
277.059825,2807371,12.2,789382
277.07191,1448652,5.8,872558
277.108326,1586766,6.4,848744
278.179657,923869,3.3,924467
279.014788,1294299,5,848472
279.051184,1478366,5.9,758719
279.087547,1439841,5.7,691874
279.123947,1915619,8,721286
279.800536,888758,3.1,732519
281.030453,1225074,4.7,855775
281.066822,2441076,10.5,899587
281.103179,2551671,11,763223
281.139554,2068090,8.7,827939
281.148834,869242,3,1045842
283.046043,1469705,5.9,883041
283.081719,1044748,3.9,731954
283.082451,2233868,9.5,677755
283.118841,1920014,8,797755
283.155213,950993,3.4,935414
285.061784,1086177,4.1,765500
285.098076,1845284,7.6,693736
285.134654,1246375,4.8,680106
287.056267,1019064,3.7,1054203
287.077323,1267514,4.9,881792
288.604121,885614,3.1,689319
288.987449,2770252,12,829829
289.035562,1156815,4.4,793828
289.108266,885525,3.1,661631
289.621461,887132,3.1,679792
291.051176,1729258,7,835538
291.083878,893868,3.1,642639
291.087552,1497389,6,760678
291.123976,904880,3.2,867214
292.891571,1952632,8.1,977181
293.030434,1028675,3.8,773216
293.066875,2094341,8.8,745758
293.103208,2806152,12.1,758812
293.139679,1110859,4.1,528604
293.175999,7598478,34.6,635617
293.179354,1112206,4.1,822471
294.127513,958424,3.4,820827
294.17937,1483100,5.9,796582
294.82461,1252494,4.8,1083822
295.046115,1883423,7.8,553630
295.082485,2725154,11.7,751331
295.118895,3411237,14.9,716218
295.349173,877911,3,693118
297.06175,2033852,8.5,790661
297.098181,2624191,11.2,394710
297.134539,2628546,11.2,759448
297.153175,3043396,13.2,666798
298.057411,896203,3.1,723316
299.040987,1232280,4.7,791593
299.077463,2433243,10.3,749122
299.113791,2279518,9.6,856009
299.150217,1402337,5.5,1046037
300.19309,1786035,7.3,400761
301.00598,1054068,3.8,920454
301.035588,961846,3.4,979877
301.056655,1027448,3.7,659593
301.09304,1560571,6.2,745184
301.12938,975998,3.5,668599
301.990941,900291,3.1,555894
302.172287,1049553,3.8,1218033
303.051178,1216856,4.6,645362
303.087626,1033562,3.7,807285
303.714195,884301,3,862247
305.066909,1738810,7,778063
305.103291,1845565,7.5,887434
306.907295,6678480,30,733170
307.046154,2197211,9.1,844509
307.081976,1268062,4.8,1018088
307.082471,2872286,12.3,782960
307.11892,2352609,9.9,832694
307.155339,928740,3.2,1246703
307.906891,1540898,6.1,900450
309.025462,995070,3.5,808695
309.061788,3631233,15.8,724144
309.098167,4624516,20.4,656894
309.134563,2591367,11,647042
309.174347,1219210,4.6,934520
310.663969,913094,3.2,788784
311.041088,1624998,6.5,550343
311.077441,3933993,17.1,685846
311.112631,1660715,6.6,921247
311.113274,2361644,9.9,774108
311.113857,5727020,25.4,734980
311.150222,1851695,7.5,753100
311.167696,2494640,10.5,450045
311.168848,13016880,59.2,471550
312.080895,1208573,4.5,797395
312.117261,931712,3.2,810686
312.172175,2733700,11.6,673808
313.056739,2395087,10,736713
313.093078,3213010,13.8,652223
313.129486,3648981,15.8,731529
313.197277,939291,3.3,635916
314.096438,1074087,3.9,891520
314.208744,1098928,4,425986
315.051219,1272952,4.8,744033
315.072361,1997562,8.2,639081
315.087687,1040123,3.7,752868
315.108753,2099069,8.6,590555
315.123932,933982,3.2,574193
315.145105,1996928,8.1,820980
315.167641,886658,3,811532
316.187973,1168857,4.3,804272
317.030535,1495586,5.8,671346
317.066829,1450085,5.6,566433
317.103284,1567400,6.2,854626
317.139652,988779,3.5,769488
317.264631,907350,3.1,497743
318.203547,893063,3.1,769046
318.299675,992912,3.5,691823
318.745809,1097847,4,683875
319.038548,933392,3.2,738173
319.046136,2302417,9.6,547842
319.082565,2043092,8.4,580050
319.118917,2261207,9.4,689898
319.15523,933210,3.2,575524
320.008046,893861,3,653586
320.742915,2014566,8.2,723722
320.922942,8108662,36.2,672301
321.025429,2065535,8.4,774853
321.061796,2583426,10.8,510775
321.098204,2985605,12.7,539347
321.134525,2317192,9.6,755748
321.170949,1031692,3.7,787935
321.922497,1526478,6,592106
322.228592,941609,3.3,640482
322.479615,1026688,3.7,605710
322.739944,1617943,6.4,696124
322.897421,1023013,3.6,694127
322.919781,1375399,5.3,735578
323.004739,1129519,4.1,861966
323.040995,2704434,11.4,674539
323.077443,5115190,22.5,614946
323.113844,4607801,20.1,670929
323.150249,2368828,9.8,629121
324.117066,984851,3.4,719921
324.762778,1689165,6.7,638784
324.917841,1974875,8,624552
325.020453,992484,3.5,512038
325.056699,3719656,16,610884
325.091896,1608427,6.3,327361
325.093089,7765995,34.5,661381
325.129505,5050350,22.1,615338
325.165895,1580658,6.2,731519
325.184528,14841843,67,626552
325.202225,957173,3.3,883040
326.060076,1022915,3.6,681961
326.096431,1208774,4.5,861563
326.132966,929866,3.2,839453
326.187861,2971727,12.6,617348
326.759749,4302979,18.7,631011
327.035996,1628444,6.4,758181
327.070984,1250720,4.7,1135241
327.071451,1120160,4.1,1231760
327.072361,4487328,19.5,612627
327.108785,6067875,26.8,625371
327.145151,3070886,13,682493
328.112145,980032,3.4,583704
328.224397,1008266,3.6,551860
328.756904,3680571,15.8,675790
328.959089,1119054,4,936782
329.051694,1728471,6.8,635190
329.066835,1244888,4.6,642168
329.087995,3428954,14.6,607017
329.103305,1289948,4.8,700179
329.124437,2975582,12.5,494737
329.13972,1012319,3.6,761488
329.160824,1398881,5.3,771064
329.183312,1362147,5.2,802966
329.233476,1147624,4.2,828066
330.203685,2282179,9.4,584629
330.753839,1771894,7,632569
331.046144,2051090,8.3,655931
331.067372,1160852,4.2,799276
331.082544,2290453,9.4,601315
331.103735,1404759,5.4,524189
331.118953,1855513,7.4,656807
331.140123,1206683,4.4,762672
331.155303,1315228,4.9,795973
332.045596,922673,3.2,722778
332.072208,989427,3.5,606659
333.025405,1785422,7.1,640141
333.061815,3521490,15,582324
333.0982,3657429,15.6,629321
333.134633,2079449,8.4,620582
333.17095,1191132,4.4,411904
333.58279,906628,3.1,432609
334.938668,2228359,9.1,740363
335.041108,3674769,15.7,629865
335.07747,4938132,21.4,651767
335.088651,940949,3.2,841844
335.112764,1235607,4.6,738513
335.113891,4358552,18.8,626046
335.150218,3331995,14.1,675816
336.080825,909558,3.1,715576
336.117147,1106553,4,735898
337.020336,1144562,4.1,446271
337.056748,4998230,21.7,624053
337.093116,6560857,28.8,576948
337.129543,5872221,25.7,588150
337.165866,3025761,12.7,701083
338.132886,1301184,4.9,647185
338.932227,2431760,10,552350
338.933575,14721296,65.9,581496
339.035988,3005978,12.6,705332
339.0724,6864158,30.2,557174
339.107602,1430305,5.4,381074
339.108814,8053026,35.6,597204
339.145164,4872997,21,577353
339.181536,1468201,5.6,860074
339.200188,3940651,16.8,631061
339.933124,3053428,12.8,559602
340.075749,1446915,5.5,752704
340.112203,1573766,6.1,708342
340.608755,902072,3,790861
340.885526,1189076,4.3,694240
340.930367,2270169,9.2,700749
341.051671,3810533,16.2,574920
341.066921,1203943,4.4,884731
341.088045,8035817,35.4,597558
341.124442,6730733,29.5,596613
341.160804,2388976,9.8,654190
341.197143,1257204,4.6,723483
342.091357,1310543,4.9,722691
342.12766,1262163,4.7,607574
342.167124,981687,3.4,532140
342.240118,1874911,7.4,594337
343.046184,1957937,7.8,615505
343.067316,3672244,15.6,581928
