m/z,I,S/N,Res.
122.80172,839506,3,1251764
123.025915,849349,3.1,1406138
123.052165,903005,3.3,1419087
124.634237,840467,3,966804
124.872142,1417367,5.8,1396628
125.4438,840106,3,1202669
125.763771,910733,3.4,993261
126.276401,844414,3,812916
126.866997,944853,3.5,691741
128.237111,856459,3.1,803303
128.848767,847888,3.1,1300581
129.341225,1169880,4.6,1063376
129.382764,869995,3.2,1125907
129.507311,872851,3.2,654293
130.615338,851399,3.1,1084032
131.132906,888290,3.3,1112228
131.16883,881685,3.2,1031713
131.554812,906101,3.3,1133534
131.672764,917768,3.4,1445517
132.432159,841733,3,1036720
132.441085,930001,3.5,1092102
133.431557,1884213,8.1,1319044
133.940632,844133,3,1296305
134.639769,838470,3,1263610
134.888697,849828,3.1,1462908
137.826973,869249,3.2,1073314
138.233246,1126022,4.4,1235847
139.457481,841600,3,1233992
139.958792,989801,3.8,974987
141.259496,908442,3.4,1129231
142.675137,837553,3,1169701
143.176783,845002,3,1024339
144.99994,849093,3.1,819975
145.121972,854746,3.1,1134972
145.628091,839733,3,1146693
148.189117,848762,3.1,924888
148.607051,856264,3.1,1011563
148.660877,882417,3.2,963856
150.473482,882909,3.2,1098296
150.965958,837600,3,734173
151.435049,864308,3.1,1215402
152.232806,950010,3.6,1065059
152.662537,847735,3.1,971912
152.827838,844524,3,909563
153.340796,854221,3.1,914725
153.427233,2795088,12.6,956465
153.457069,1001649,3.8,1238752
153.941091,844114,3,1278412
154.250043,855437,3.1,1075083
156.314189,856849,3.1,914229
156.967023,1003230,3.8,959466
159.160847,842332,3,1027791
159.481277,878206,3.2,887311
160.096888,841680,3,555989
160.339113,849150,3.1,899763
161.924877,844653,3,705465
162.101508,847944,3,846420
162.863826,860264,3.1,913586
163.171768,880221,3.2,931481
164.100791,854715,3.1,992915
164.530771,866233,3.1,733776
167.964142,841495,3,1020847
168.341808,1120404,4.4,834240
168.76586,866966,3.1,681904
172.537515,844756,3,804500
173.546963,863086,3.1,860071
174.371272,7812089,36.8,849082
174.717261,993688,3.7,661208
175.554989,893798,3.2,1044607
175.58729,946729,3.5,753616
175.629664,944525,3.5,776907
178.807176,914911,3.3,1035619
178.871403,954981,3.5,984489
179.342866,2626260,11.6,624037
181.877848,866835,3.1,893782
187.957604,910928,3.3,885103
188.655066,848475,3,1021670
190.97198,906964,3.3,808711
191.603175,884632,3.2,842552
191.626105,849051,3,1031345
194.334707,853056,3,914127
194.64481,853473,3,894016
195.865812,858853,3,768108
197.860356,997692,3.7,611462
198.154976,870939,3.1,749942
198.951785,869617,3.1,479865
199.104932,943201,3.4,653794
200.862306,908923,3.3,711587
207.913791,856907,3,752480
210.886449,894632,3.2,758825
212.010501,860944,3,569202
213.340228,977865,3.6,671621
213.648748,869029,3.1,537822
214.820311,1058700,4,607033
214.900884,917523,3.3,728185
214.940373,863575,3,796336
214.958543,867352,3.1,762778
215.959542,896111,3.2,713350
219.030629,899314,3.2,778803
222.099408,875754,3.1,696234
228.723022,911910,3.2,586673
229.989334,915076,3.3,523868
229.994873,931461,3.3,697115
229.998343,892421,3.1,613923
235.659599,929378,3.3,597004
236.774827,877810,3.1,575432
237.855514,890496,3.1,507081
238.174835,873111,3,767588
238.30769,872609,3,587183
238.70194,897342,3.2,641597
246.77105,944140,3.4,594066
246.807785,876783,3,441920
253.091963,1048946,3.9,718275
253.433684,902925,3.2,574897
254.763422,914168,3.2,614000
259.490762,904068,3.2,721703
261.462596,887090,3.1,578025
261.793183,931663,3.3,601630
266.99131,889015,3.1,621106
267.62356,883958,3,569138
268.801098,1299180,5,741617
270.798163,900603,3.1,559538
277.035578,937582,3.3,761328
277.071928,915570,3.1,619015
277.108359,1108855,4,611763
277.180474,996735,3.5,857135
277.181117,1169151,4.3,538235
279.051154,1312604,5,670258
279.08757,1462368,5.7,624240
279.123984,1923685,7.8,691181
279.472347,1017871,3.6,461654
279.91739,56152260,256.4,410835
279.918002,146477248,670.6,576372
280.917405,2241855,9.2,637450
280.921398,3119423,13.2,616438
281.029821,1054284,3.8,676495
281.030487,1074508,3.9,641874
281.066818,1482321,5.7,566578
281.103249,2045269,8.3,667536
281.139617,1228378,4.6,589712
281.913218,5380538,23.6,463164
281.913837,14041530,63.3,591321
281.922262,1324475,5,701493
283.020806,906692,3.1,666681
283.046182,1024455,3.6,281577
283.082567,1335372,5,633048
283.11894,1414481,5.4,259614
283.155266,1069653,3.8,685994
285.061738,1133385,4.1,663345
285.098146,1573198,6.1,605324
285.134541,1188691,4.4,708657
286.279374,982888,3.4,500463
287.056327,902094,3,705202
287.092705,1270611,4.7,725996
287.113837,898390,3,763046
289.035556,1340759,5,333746
289.071985,2004828,8.1,577218
289.108253,1394017,5.3,624445
290.353946,923147,3.1,746666
291.014839,1374310,5.2,592389
291.051247,1792875,7.1,442359
291.087606,2162288,8.8,550357
291.124012,1518965,5.8,264743
292.891557,1315947,4.9,485778
293.030427,1313151,4.9,289152
293.066865,2556804,10.5,436434
293.103262,3563913,15,499912
293.139612,1190030,4.3,548244
293.176075,5845907,25.4,485747
294.179202,950785,3.2,217214
294.505821,899536,3,551256
295.046117,2455709,10,536727
295.082514,3478691,14.7,502752
295.11895,4030632,17.2,290554
295.155206,1160365,4.2,667134
297.03969,922814,3.1,667174
297.060299,1002945,3.5,639459
297.061835,2614209,10.8,479378
297.098223,3889607,16.5,346296
297.134581,3299788,13.9,305104
297.15326,3487183,14.7,522677
297.219048,919512,3.1,482924
299.041029,1039845,3.6,779044
299.056049,1077991,3.8,356627
299.077445,2476779,10.1,486867
299.092733,1180397,4.2,424243
299.113864,3132656,13,512824
299.15018,1415925,5.3,316475
301.035582,1825552,7.1,483879
301.056646,1228563,4.5,609662
301.072051,1926421,7.6,514166
301.093175,1482009,5.6,647466
301.108235,1055515,3.7,364033
301.129488,1211678,4.4,568421
