m/z,I,S/N,Res.
185.454266,867204,3.1,1487530
185.471438,848120,3,1146111
186.739638,848725,3,1046070
189.013831,851858,3,1226100
190.562858,871531,3.1,1201630
190.660395,913111,3.3,1373442
191.826917,875283,3.1,1058933
192.87002,917507,3.3,1178744
193.290175,865529,3.1,1163469
194.225592,1162621,4.5,1344917
195.009772,871479,3.1,1243438
195.036543,3361116,15.1,610907
195.849208,867410,3.1,545028
196.052818,944033,3.5,1198527
196.397828,861464,3.1,1213641
197.651048,986332,3.7,828466
200.338394,883941,3.2,1039813
200.48083,910768,3.3,920712
202.00938,848963,3,1194149
202.431784,893602,3.2,848819
202.629533,883249,3.2,1231844
203.217366,896940,3.2,1300203
203.324557,899675,3.3,1197075
203.848539,923612,3.4,815633
203.871511,860646,3.1,1170802
204.136282,866486,3.1,1208731
204.146189,896338,3.2,1096649
204.559741,851717,3,1040446
204.888784,883085,3.2,1318035
206.084272,930119,3.4,1073883
206.175509,887083,3.2,1305046
210.975724,850632,3,1330545
211.613156,848250,3,1169587
213.339603,928437,3.4,1143883
215.916099,936735,3.4,679367
217.393359,892548,3.2,1440188
217.556522,858454,3.1,1002096
217.887302,874763,3.1,997556
218.199509,897039,3.2,1047739
219.818659,849848,3,1352683
220.60423,921013,3.3,485086
221.178807,869200,3.1,1008844
221.949563,881759,3.2,927233
221.958909,928879,3.4,925277
226.399712,896751,3.2,858987
226.948233,852358,3,1010015
229.02176,863042,3.1,1154725
230.181788,2402022,10.4,1049584
230.987415,987153,3.7,1031077
231.298769,860171,3,781134
231.462016,854097,3,858700
232.184744,855802,3,850644
235.411305,882001,3.1,1166495
235.77199,853583,3,1108538
238.088279,855599,3,1151179
240.423343,894246,3.2,505401
242.568269,883211,3.1,975567
244.863927,857804,3,1067067
246.422028,864701,3,764169
248.942881,858757,3,993485
249.92354,871740,3.1,959242
250.041634,871171,3.1,1153580
252.875488,889735,3.2,1107026
252.989645,894318,3.2,750150
254.340931,891232,3.2,875031
254.93237,928196,3.3,796005
255.062559,2543308,11,655133
258.061335,1006089,3.7,1162300
258.51892,1541031,6.2,896563
263.129018,863835,3,831793
264.554215,875934,3.1,1004615
265.035698,1229728,4.7,820323
265.071876,1542818,6.2,839665
265.108416,1236773,4.8,870187
265.148152,1514472,6.1,658849
265.585552,945351,3.4,781986
266.115475,920284,3.3,575078
267.05133,1022703,3.8,983651
267.087722,1513074,6.1,608833
267.124178,1084021,4.1,1119895
269.030458,1072511,4,811362
269.066991,1184450,4.5,550430
269.103439,1169381,4.5,612090
271.08256,922040,3.3,735628
271.118908,1005626,3.7,831448
273.040639,1042411,3.8,877120
273.077167,989102,3.6,963147
273.850084,865385,3,983981
274.253538,863528,3,863703
274.971863,3039296,13.3,827630
275.019929,1296836,5,984495
275.056356,989126,3.6,557425
276.753003,876523,3.1,821242
276.993617,895518,3.1,1017345
277.03573,1341025,5.3,861840
277.059184,977507,3.5,937140
277.05994,3022947,13.2,703524
277.072069,1482788,5.9,784292
277.108427,1184263,4.5,654822
279.014995,983934,3.6,891731
279.051342,1737345,7.1,771275
279.087713,1735555,7.1,560215
279.124057,1540614,6.2,657036
279.42332,971038,3.5,899435
279.45823,907777,3.2,749645
281.03056,1721887,7,580030
281.066959,2094434,8.8,709706
281.103388,2717733,11.7,643496
281.139758,2116008,8.9,791088
282.096774,947510,3.4,954805
283.0463,1258691,4.8,767794
283.082637,2550790,10.9,581001
283.119034,2381641,10.1,768436
283.155425,962380,3.5,557348
283.264527,1028245,3.8,907464
285.061886,1661417,6.7,774367
285.097807,870252,3,1105994
285.09829,1977068,8.2,584841
285.134609,1308335,5.1,634304
287.056372,1304079,5,978934
287.077571,1216881,4.6,656286
287.129275,904341,3.2,776061
288.98695,1817393,7.4,729785
288.987565,4892850,21.9,702847
289.035601,1081974,4,358783
289.072072,1377337,5.4,456831
289.108403,1284668,4.9,733065
291.014984,984606,3.5,914479
291.050865,1012961,3.7,1119506
291.051323,1937121,8,693155
291.087763,1698788,6.9,733471
291.123989,1245991,4.7,828495
293.030611,1433675,5.6,557619
293.067007,2593038,11,741302
293.102611,1315345,5.1,626165
293.103425,3094674,13.4,641341
293.175483,2922264,12.6,495085
293.176129,8599576,39.1,568346
293.179617,1419544,5.6,495554
294.179664,1398895,5.4,457256
295.009838,908472,3.2,585176
295.046364,1941051,8,685469
295.082683,3571134,15.6,713837
295.11903,3673537,16,570448
295.155547,1007556,3.6,844916
296.788032,903252,3.1,821332
296.836007,883481,3,843375
297.025569,1046249,3.8,542777
297.060703,1038061,3.8,377184
297.061926,2885229,12.4,410415
297.09833,3891056,17,625748
297.134299,1149811,4.3,1115088
297.134727,3249523,14.1,422431
297.153328,13857909,63.5,616948
298.156748,2458702,10.3,607272
298.417219,882918,3,838359
299.041312,1461534,5.7,889060
299.056498,890143,3.1,1136838
299.077569,2904609,12.4,719815
299.112725,985508,3.5,621029
299.114033,2501156,10.5,510741
299.121599,931877,3.3,802829
299.150369,953447,3.4,516056
299.161592,880488,3,847604
300.193198,1224070,4.6,768108
301.035757,1125907,4.2,387747
301.056973,1123477,4.1,525682
301.072126,1366614,5.3,945649
301.093255,1924568,7.9,705261
301.129585,1468635,5.7,788003
303.003243,1337608,5.1,701229
303.01499,1281545,4.9,945106
303.051417,1812620,7.3,713963
303.07238,931278,3.2,896210
303.087973,1075471,3.9,357825
303.837434,920149,3.2,845364
304.90436,893433,3.1,737104
305.021599,896964,3.1,653180
305.030663,1878469,7.6,719558
305.067097,2164808,8.9,506139
305.102325,1093324,4,690942
305.103446,1881164,7.6,453316
305.139869,1289615,4.9,677639
306.907637,1132919,4.2,396854
307.010053,1172737,4.3,815275
307.046343,3308548,14.2,695826
307.082767,3516936,15.1,582742
307.11823,1064587,3.8,991273
307.119118,3237259,13.8,545326
307.155373,979598,3.4,352096
307.729247,907014,3.1,607073
308.157517,945839,3.3,868772
309.025605,1925315,7.8,638544
309.062068,3610822,15.6,576943
309.098316,5412298,23.9,570412
309.134187,1257549,4.7,565183
309.134738,2826189,11.9,627765
309.17123,1090769,4,797521
309.174448,1688529,6.7,878173
310.101723,1437356,5.5,808787
311.041277,2742664,11.5,639845
311.076163,1239948,4.6,1000783
311.077617,5247628,23,565944
