m/z,I,S/N,Res.
123.745266,855567,3.1,1138878
123.903289,871911,3.2,1175474
124.494333,885494,3.2,1336944
126.182383,864152,3.1,1064455
127.075186,842226,3,1020782
127.434276,850863,3.1,1324119
128.184524,851624,3.1,1391719
128.390301,871704,3.2,1145982
129.51199,871339,3.2,1041771
130.825435,881068,3.2,1341827
131.632474,862303,3.1,1031982
133.431452,937926,3.5,503865
133.629791,849411,3,1072130
134.162946,858605,3.1,1122330
134.321296,881164,3.2,1299769
135.305185,910149,3.3,1135517
135.309018,853017,3.1,699078
136.127072,972535,3.6,1183664
136.793112,846263,3,1323484
136.92162,862618,3.1,1023828
139.083439,865527,3.1,1027699
140.029309,851708,3.1,983959
141.193289,911217,3.3,1177632
141.486596,962489,3.6,814313
141.558764,850437,3,848380
141.854132,896936,3.3,866967
143.312398,935705,3.5,880908
143.612301,919030,3.4,808797
143.992113,967947,3.6,1028853
145.249333,845720,3,845795
146.130569,884421,3.2,852029
146.476994,884664,3.2,1200485
146.787568,889683,3.2,1063390
147.472103,842329,3,1135403
147.904933,917222,3.4,1135947
147.957221,858694,3.1,979778
148.756599,848672,3,957850
149.288601,883992,3.2,980534
150.66377,874735,3.2,1292999
150.779232,862041,3.1,857326
151.186915,845625,3,1003746
151.379038,936373,3.5,910474
153.063887,1279909,5.1,932073
153.427293,8867246,42,1039250
153.454749,945919,3.5,1183033
155.858015,884297,3.2,850077
156.357027,856138,3.1,1163210
156.792053,864882,3.1,743484
160.958899,935338,3.5,968489
162.576494,899178,3.3,731698
162.582917,873594,3.2,1240412
163.224046,860284,3.1,1029553
163.33168,882401,3.2,965707
164.02775,878823,3.2,1073754
165.219643,937018,3.5,753529
165.490176,925113,3.4,408448
167.923077,910796,3.3,1102604
170.151254,945661,3.5,786225
170.28327,844198,3,725713
170.971935,859028,3.1,728044
171.641399,845155,3,858049
173.520899,894824,3.2,820487
174.332572,854499,3,685737
179.926343,882933,3.2,907621
179.943043,860726,3.1,891475
181.769721,950571,3.5,867062
182.081147,862917,3.1,899688
185.48276,893380,3.2,1000662
186.24288,910789,3.3,958176
189.298,894318,3.2,652628
191.517895,931218,3.4,827090
192.536252,858027,3,847972
194.527147,891931,3.2,908158
198.288835,860327,3,719620
201.11408,872766,3.1,587261
203.603106,863157,3.1,752582
204.679183,960528,3.5,792835
205.338636,856072,3,691560
206.631012,960948,3.5,753718
211.185718,952675,3.5,801555
211.609143,876228,3.1,816780
214.180336,913480,3.3,643815
214.782645,922357,3.3,776410
217.496536,858237,3,692743
217.93428,873884,3.1,803236
218.78122,888025,3.1,938690
220.930668,913905,3.3,877437
221.309253,874956,3.1,672350
222.101664,979396,3.6,586562
222.797937,964980,3.5,770657
223.003293,939202,3.4,652702
225.922778,906572,3.2,506287
226.355161,860074,3,560234
227.289719,906218,3.2,728568
233.134309,871998,3.1,677427
233.198886,888322,3.1,610214
237.688557,896704,3.2,626901
238.631382,892164,3.1,670314
239.001549,869215,3,591868
241.832318,868144,3,553747
245.826157,902629,3.2,611644
249.117856,871667,3,612921
249.705046,877540,3.1,513449
249.998757,942141,3.4,664186
250.107915,926150,3.3,510894
250.273565,888661,3.1,704267
253.234975,877017,3,680267
257.690689,968255,3.5,495085
258.772943,972139,3.5,586373
261.433877,1034111,3.8,541428
262.853489,993305,3.6,662705
265.10836,892952,3.1,584123
265.353112,913844,3.2,507664
265.909869,898037,3.1,593178
267.051197,880381,3,710531
267.087499,1014530,3.7,789019
267.123884,982278,3.5,776569
267.6931,877963,3,479367
274.971813,2666509,11.2,586226
275.056362,1199129,4.4,790719
275.766015,897662,3.1,528447
277.035497,1222710,4.6,694090
277.071915,1949756,7.9,625552
277.108354,1683265,6.7,301651
279.050507,1337442,5.1,591991
279.051204,2455650,10.2,577055
279.087539,2063463,8.4,601804
279.102543,892394,3,619639
279.123978,2058349,8.4,587983
279.750272,943180,3.3,595337
281.030501,1423761,5.4,637374
281.06687,2087830,8.5,324951
281.102602,1459356,5.6,612390
281.103198,2767772,11.6,632744
281.139572,1725346,6.8,515951
281.52845,923358,3.1,527757
283.044977,991693,3.5,893550
283.046119,1672397,6.6,638742
283.082572,2000595,8.1,277724
283.118961,2262745,9.3,678087
283.155353,1037279,3.7,530820
285.04062,1113230,4,570142
285.061788,1707026,6.7,602870
285.098171,1912088,7.7,278601
285.134578,1521694,5.9,659689
287.01989,1416788,5.4,669077
287.056339,1848154,7.3,651790
287.077361,1196126,4.4,593256
287.092628,1399904,5.3,551185
287.1139,1299556,4.8,694750
287.967065,900082,3,548217
288.72481,968562,3.3,568858
288.987511,6008479,26.2,492555
289.035612,2551463,10.5,590455
289.071955,2414253,9.9,527298
289.108259,1558195,6,670567
289.987014,1058889,3.7,603930
290.277526,990202,3.4,584195
291.014893,1424377,5.4,658329
291.051261,2603007,10.7,608584
291.087623,2766854,11.5,566526
291.123987,2293772,9.3,609288
293.030488,2445144,9.9,598848
293.066887,3815774,16.1,499287
293.103297,4185445,17.7,269772
293.139629,2002795,7.9,611592
293.175484,3613553,15.2,389488
293.17609,7459185,32.5,519065
293.179428,2394482,9.7,600131
294.179439,1303586,4.8,280126
295.009818,1122229,4,615642
295.046175,2981564,12.3,476646
295.082508,4558530,19.4,446959
295.118984,4881097,20.9,274880
295.155294,1499343,5.7,628981
295.17511,1041107,3.6,463328
295.902404,970388,3.3,400659
295.958799,929247,3.1,372375
297.025193,1232158,4.5,420667
297.04073,911521,3,587428
297.061835,3940901,16.6,483475
297.076956,992039,3.4,618605
297.098252,5080107,21.8,298099
297.112954,959534,3.2,775902
297.134549,3911730,16.5,265299
297.153244,9743413,42.7,495771
298.137871,939623,3.1,543754
298.156586,1676779,6.4,531418
299.019894,1063815,3.7,519655
299.041036,1633675,6.2,556386
299.056387,1665422,6.4,623463
299.076219,1141906,4,823455
299.0775,3727762,15.5,550456
299.092663,1239189,4.5,573499
299.113859,3217305,13.3,290500
299.150212,1702559,6.5,455890
301.0356,2611961,10.6,495058
301.056714,1652477,6.3,601022
301.071945,2449151,9.9,489589
301.093132,1917443,7.5,327034
301.108351,1975046,7.7,563150
301.129524,1463818,5.5,261732
301.16583,1103377,3.9,586084
302.039049,916658,3,582061
302.610105,945435,3.2,425349
303.003211,2564708,10.4,550591
303.014952,1637222,6.2,378117
303.051261,3990637,16.7,524936
303.072418,1055345,3.6,504455
303.086576,1292916,4.7,720035
303.087597,3347060,13.8,442764
303.12409,2133627,8.4,516558
303.14515,1081471,3.8,730740
303.160497,1391233,5.1,661236
305.030574,3670494,15.1,287423
305.066876,4598245,19.2,523623
305.103335,3775980,15.6,482269
305.139657,2675698,10.8,540239
306.142997,943790,3.1,647171
306.656941,1852175,7.1,581535
306.658202,1308431,4.7,430900
306.907309,1855294,7.1,266335
307.009661,1642833,6.2,530868
307.046222,4974424,20.9,516324
307.082553,5985119,25.4,477351
307.118926,4855654,20.4,460305
307.155346,2427756,9.7,316526
307.158647,1294701,4.7,654983
307.191842,981747,3.3,468985
307.195015,919156,3,731715
307.259562,952192,3.1,547882
308.04943,1057813,3.6,653313
308.085855,1274908,4.6,695556
309.025467,3307213,13.5,507965
309.040465,1033808,3.5,478808
309.061761,6607060,28.1,461860
309.098227,8189147,35.1,484217
309.134568,5185762,21.8,440431
309.170833,1675368,6.3,363135
309.174385,2334953,9.3,288358
310.10163,1368472,5,360219
310.137919,934175,3.1,576141
311.020023,1259846,4.5,242395
311.041104,3627594,14.8,431112
311.056255,1354829,4.9,496577
311.077446,7474769,31.6,457600
311.092839,959700,3.1,461941
311.113885,10305112,44,456941
311.15026,3641439,14.9,481784
311.168864,41797220,181.7,463953
312.080863,1378575,5,520250
312.117184,1243414,4.4,566175
312.153645,943389,3.1,589996
312.172196,8288033,35.2,478437
313.035571,2316741,9.1,532126
313.056753,4925385,20.5,487374
313.071931,2275787,8.9,507179
313.093088,7126992,30.1,491188
313.108354,1542354,5.7,519887
313.129511,7274455,30.8,496789
313.164623,1255133,4.4,469263
313.165929,2042333,7.9,537946
314.060162,1284743,4.6,493637
314.096435,952718,3.1,573379
314.132807,1150101,4,439971
314.168072,967068,3.2,387608
315.014921,2022716,7.8,528214
315.036164,1296960,4.6,535193
315.051238,4158787,17.1,485380
315.072387,3713351,15.2,473617
315.076431,950600,3.1,487066
315.087637,3198794,12.9,455179
315.108801,3662158,15,453530
315.123998,1961553,7.5,457808
315.145125,2825045,11.3,471352
315.181527,1829212,6.9,615863
316.970464,930352,3,543703
317.03056,3525307,14.4,495759
317.051742,1007807,3.4,280206
317.066907,6135490,25.8,493119
317.078053,1074884,3.6,575484
317.088004,1562054,5.8,504610
317.103307,4006089,16.5,457667
317.124478,1122509,3.9,462730
317.139706,2827472,11.3,503011
317.160811,1515988,5.6,530511
317.176096,1030871,3.5,516866
318.106759,1017991,3.4,621647
319.009817,2182707,8.4,476207
319.046171,6478906,26.9,486601
319.082614,6391873,26.6,486343
319.11893,5225544,21.5,485961
319.155389,2742350,10.8,530899
320.049453,993527,3.2,597415
320.086018,1152382,3.9,390023
320.922975,6452637,26.8,468706
321.025483,4815280,19.8,506985
321.061831,9139639,38.4,471509
321.077176,1003962,3.3,555645
321.097278,1960638,7.4,336139
321.098239,8187326,34.3,464464
321.099298,1309630,4.6,816806
321.134599,6906309,28.8,474077
321.170974,2331084,9,435969
321.210876,1289683,4.5,460274
321.922483,1442905,5.2,567159
322.065112,1863796,7,517546
322.101644,1328635,4.7,434337
322.137914,1561986,5.7,492079
323.004744,1259557,4.4,491912
323.041109,6790956,28.3,484343
323.056294,1036335,3.4,583725
323.077506,10868531,45.9,452094
323.113891,10587962,44.7,469326
323.150284,5772097,23.9,480292
323.168898,1293124,4.5,511487
323.186657,1406023,5,536521
323.586608,950802,3.1,479024
324.044512,1016936,3.3,408289
324.080874,1838063,6.9,503215
324.117195,2096118,8,519588
324.1536,1410045,5,538363
325.020396,1771679,6.6,249249
325.035622,2003106,7.6,537865
325.056787,9533606,40.1,479296
325.072027,2894505,11.5,472874
325.093134,15470765,65.8,455197
325.108463,1376431,4.9,384805
325.129544,10150067,42.8,458766
325.165905,3909306,15.8,460124
325.180843,1443005,5.2,496881
325.184562,55881916,240.2,464437
326.060138,1691489,6.1,523418
326.096501,3134824,12.2,478206
326.132901,1929071,7.1,544650
326.169071,1013749,3.3,448132
326.187899,10840441,44.8,468473
326.774461,953318,3,570824
327.014852,2100755,7.9,490657
327.036076,3682839,14.5,464522
327.051338,3101721,12.1,492261
327.072408,10031645,41.4,477432
327.087732,2175008,8.2,472685
327.107731,2629668,10.1,356249
327.108833,12724772,52.8,463502
327.124085,2009639,7.5,477982
327.145185,6421035,26.1,445789
327.160354,1385518,4.8,494423
327.163717,973358,3.1,524061
327.18039,2786353,10.8,465552
327.181656,1989938,7.4,419339
327.191263,1103923,3.6,449675
327.217863,1094200,3.6,644804
328.054789,954067,3,608391
328.07589,1442775,5.1,515356
328.090882,973274,3.1,497561
328.112195,1997022,7.4,502837
328.148531,1445093,5.1,508360
329.030564,4463496,17.8,508118
329.05177,4377483,17.5,468781
329.06697,5206926,21,438863
329.088074,7055250,28.8,449427
329.103324,4111253,16.4,489905
329.123292,1446552,5.1,399212
329.124501,6316953,25.7,442277
329.13979,2362780,9,481191
329.160823,3681183,14.5,488143
329.176111,1339810,4.6,604732
329.197233,1529254,5.4,406534
330.070327,1098567,3.6,601573
330.091368,958795,3,462609
330.106638,984141,3.1,519027
330.127882,1406801,4.9,544131
331.009801,2890483,11.2,472345
331.046237,7476474,30.6,460422
331.067279,2856190,11,471647
331.082594,7519489,30.8,485492
331.103788,3426564,13.5,505652
331.119012,5501191,22.2,457819
331.140096,2717963,10.5,495149
331.155329,3114766,12.1,436125
331.176465,1744914,6.3,485657
331.19177,1301268,4.5,582270
332.049518,1346738,4.7,550395
332.085995,1385656,4.8,480913
332.122381,1239743,4.2,516231
332.158566,1075398,3.5,202285
333.025467,5650020,22.9,469655
333.06077,2098795,7.8,329723
333.061875,11339371,46.9,447626
333.083007,988015,3.1,640680
333.097137,2104433,7.9,445208
